Id,GroupId,Rate,Effect,ItemInfoId1,MinCount1,MaxCount1,ItemInfoId2,MinCount2,MaxCount2,ItemInfoId3,MinCount3,MaxCount3,ItemInfoId4,MinCount4,MaxCount4,ItemInfoId5,MinCount5,MaxCount5
446,120064,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
447,130014,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
448,130024,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
449,130034,10000,0,510104,350,350,711101,8,8,711102,2,2,,,,,,
450,130044,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
451,130054,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
452,130064,10000,0,510104,525,525,711101,8,8,711102,8,8,,,,,,
453,140014,10000,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
454,140024,10000,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
455,140034,10000,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
456,140044,10000,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
457,140054,10000,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
458,140064,10000,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
459,150014,10000,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
460,150024,10000,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
461,150034,10000,0,510104,350,350,712101,8,8,712102,2,2,,,,,,
462,150044,10000,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
463,150054,10000,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
464,150064,10000,0,510104,525,525,712101,8,8,712102,8,8,,,,,,
465,160014,10000,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
466,160024,10000,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
467,160034,10000,0,510104,350,350,713101,8,8,713102,2,2,,,,,,
468,160044,10000,0,510104,525,525,713101,8,8,713102,8,8,,,,,,
469,160054,10000,0,510104,525,525,713101,8,8,713102,8,8,,,,,,
470,160064,10000,0,510104,525,525,713101,8,8,713102,8,8,,,,,,
471,210014,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
472,220014,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
473,230014,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
474,240014,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
475,210024,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
476,220024,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
477,230024,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
478,240024,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
479,210034,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
480,220034,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
481,230034,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
482,240034,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
483,210044,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
484,220044,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
485,230044,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
486,240044,10000,0,510105,350,350,711201,8,8,711202,2,2,,,,,,
487,210054,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
488,220054,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
489,230054,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
490,240054,10000,0,510105,350,350,712201,8,8,712202,2,2,,,,,,
491,210064,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
492,220064,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
493,230064,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
494,240064,10000,0,510105,350,350,713201,8,8,713202,2,2,,,,,,
495,210074,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
496,220074,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
497,230074,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
498,240074,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
499,210084,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
500,220084,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
501,230084,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
502,240084,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
503,210094,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
504,220094,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
505,230094,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
506,240094,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
507,210104,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
508,220104,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
509,230104,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
510,240104,10000,0,510105,525,525,711201,8,8,711202,8,8,,,,,,
511,210114,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
512,220114,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
513,230114,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
514,240114,10000,0,510105,525,525,712201,8,8,712202,8,8,,,,,,
515,210124,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
516,220124,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
517,230124,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
518,240124,10000,0,510105,525,525,713201,8,8,713202,8,8,,,,,,
540,110015,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
541,110025,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
542,110035,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
543,110045,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
544,110055,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
545,110065,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
546,120015,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
547,120025,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
548,120035,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
549,120045,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
550,120055,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
551,120065,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
552,130015,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
553,130025,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
554,130035,10000,0,510104,805,805,711101,30,30,711102,7,7,510103,3,3,,,
555,130045,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
556,130055,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
557,130065,10000,0,510104,1208,1208,711101,30,30,711102,30,30,510103,7,7,,,
558,140015,10000,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
559,140025,10000,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
560,140035,10000,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
561,140045,10000,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
562,140055,10000,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
563,140065,10000,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
564,150015,10000,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
565,150025,10000,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
566,150035,10000,0,510104,805,805,712101,30,30,712102,7,7,510103,3,3,,,
567,150045,10000,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
568,150055,10000,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
569,150065,10000,0,510104,1208,1208,712101,30,30,712102,30,30,510103,7,7,,,
570,160015,10000,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
571,160025,10000,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
572,160035,10000,0,510104,805,805,713101,30,30,713102,7,7,510103,3,3,,,
573,160045,10000,0,510104,1208,1208,713101,30,30,713102,30,30,510103,7,7,,,
574,160055,10000,0,510104,1208,1208,713101,30,30,713102,30,30,510103,7,7,,,
575,160065,10000,0,510104,1208,1208,713101,30,30,713102,30,30,510103,7,7,,,
576,210015,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
577,220015,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
578,230015,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
579,240015,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
580,210025,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
581,220025,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
582,230025,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
583,240025,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
584,210035,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
585,220035,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
586,230035,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
587,240035,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
588,210045,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
589,220045,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
590,230045,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
591,240045,10000,0,510105,805,805,711201,30,30,711202,7,7,510103,3,3,,,
592,210055,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
593,220055,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
594,230055,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
595,240055,10000,0,510105,805,805,712201,30,30,712202,7,7,510103,3,3,,,
596,210065,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
597,220065,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
598,230065,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
599,240065,10000,0,510105,805,805,713201,30,30,713202,7,7,510103,3,3,,,
600,210075,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
601,220075,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
602,230075,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
603,240075,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
604,210085,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
605,220085,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
606,230085,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
607,240085,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
608,210095,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
609,220095,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
610,230095,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
611,240095,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
612,210105,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
613,220105,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
614,230105,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
615,240105,10000,0,510105,1208,1208,711201,30,30,711202,30,30,510103,7,7,,,
616,210115,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
617,220115,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
618,230115,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
619,240115,10000,0,510105,1208,1208,712201,30,30,712202,30,30,510103,7,7,,,
620,210125,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
621,220125,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
622,230125,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
623,240125,10000,0,510105,1208,1208,713201,30,30,713202,30,30,510103,7,7,,,
645,420011,10000,0,420001,10,10,,,,,,,,,,,,
646,420012,10000,0,420002,10,10,,,,,,,,,,,,
647,420013,10000,0,420003,10,10,,,,,,,,,,,,
470011,470011,10000,0,1111111,1,1,,,,,,,,,,,,
470012,470012,10000,0,1111111,2,2,,,,,,,,,,,,
470013,470013,10000,0,1111111,2,2,,,,,,,,,,,,
470014,470014,10000,0,1111111,1,1,,,,,,,,,,,,
470015,470015,10000,0,1111111,1,1,,,,,,,,,,,,
470021,470021,10000,0,1111111,1,1,,,,,,,,,,,,
470022,470022,10000,0,1111111,1,1,,,,,,,,,,,,
470023,470023,10000,0,1111111,1,1,,,,,,,,,,,,
470024,470024,10000,0,1111111,2,2,,,,,,,,,,,,
470025,470025,10000,0,1111111,20,20,,,,,,,,,,,,
470031,470031,10000,0,1111111,1,1,,,,,,,,,,,,
470032,470032,10000,0,1111111,1,1,,,,,,,,,,,,
470033,470033,10000,0,1111111,1,1,,,,,,,,,,,,
470034,470034,10000,0,1111111,1,1,,,,,,,,,,,,
470035,470035,10000,0,1111111,1,1,,,,,,,,,,,,
470036,470036,10000,0,1111111,1,1,,,,,,,,,,,,
470037,470037,10000,0,1111111,20,20,,,,,,,,,,,,
470041,470041,10000,0,1111111,2,2,,,,,,,,,,,,
470042,470042,10000,0,1111111,2,2,,,,,,,,,,,,
470043,470043,10000,0,1111111,2,2,,,,,,,,,,,,
470044,470044,10000,0,1111111,1,1,,,,,,,,,,,,
470045,470045,10000,0,1111111,2,2,,,,,,,,,,,,
470046,470046,10000,0,1111111,1,1,,,,,,,,,,,,
470047,470047,10000,0,1111111,20,20,,,,,,,,,,,,
470051,470051,10000,0,1111111,1,1,,,,,,,,,,,,
470052,470052,10000,0,1111111,2,2,,,,,,,,,,,,
470053,470053,10000,0,1111111,2,2,,,,,,,,,,,,
470054,470054,10000,0,1111111,1,1,,,,,,,,,,,,
470055,470055,10000,0,1111111,1,1,,,,,,,,,,,,
470056,470056,10000,0,1111111,1,1,,,,,,,,,,,,
470057,470057,10000,0,1111111,20,20,,,,,,,,,,,,
470061,470061,10000,0,1111111,1,1,,,,,,,,,,,,
470062,470062,10000,0,1111111,2,2,,,,,,,,,,,,
470063,470063,10000,0,1111111,2,2,,,,,,,,,,,,
470064,470064,10000,0,1111111,2,2,,,,,,,,,,,,
470065,470065,10000,0,1111111,2,2,,,,,,,,,,,,
470066,470066,10000,0,1111111,2,2,,,,,,,,,,,,
470067,470067,10000,0,1111111,2,2,,,,,,,,,,,,
470068,470068,10000,0,1111111,20,20,,,,,,,,,,,,
470071,470071,10000,0,1111111,1,1,,,,,,,,,,,,
470072,470072,10000,0,1111111,1,1,,,,,,,,,,,,
470073,470073,10000,0,1111111,1,1,,,,,,,,,,,,
470074,470074,10000,0,1111111,2,2,,,,,,,,,,,,
470075,470075,10000,0,1111111,2,2,,,,,,,,,,,,
470076,470076,10000,0,1111111,2,2,,,,,,,,,,,,
470077,470077,10000,0,1111111,2,2,,,,,,,,,,,,
470078,470078,10000,0,1111111,20,20,,,,,,,,,,,,
470081,470081,10000,0,1111111,1,1,,,,,,,,,,,,
470082,470082,10000,0,1111111,1,1,,,,,,,,,,,,
470083,470083,10000,0,1111111,1,1,,,,,,,,,,,,
470084,470084,10000,0,1111111,1,1,,,,,,,,,,,,
470085,470085,10000,0,1111111,2,2,,,,,,,,,,,,
470086,470086,10000,0,1111111,20,20,,,,,,,,,,,,
470091,470091,10000,0,1111111,1,1,,,,,,,,,,,,
470092,470092,10000,0,1111111,2,2,,,,,,,,,,,,
470093,470093,10000,0,1111111,2,2,,,,,,,,,,,,
470094,470094,10000,0,1111111,2,2,,,,,,,,,,,,
470095,470095,10000,0,1111111,1,1,,,,,,,,,,,,
470096,470096,10000,0,1111111,20,20,,,,,,,,,,,,
470101,470101,10000,0,1111111,1,1,,,,,,,,,,,,
470102,470102,10000,0,1111111,1,1,,,,,,,,,,,,
470103,470103,10000,0,1111111,1,1,,,,,,,,,,,,
470104,470104,10000,0,1111111,2,2,,,,,,,,,,,,
470105,470105,10000,0,1111111,1,1,,,,,,,,,,,,
470106,470106,10000,0,1111111,1,1,,,,,,,,,,,,
470107,470107,10000,0,1111111,1,1,,,,,,,,,,,,
470108,470108,10000,0,1111111,30,30,,,,,,,,,,,,
470111,470111,10000,0,1111111,1,1,,,,,,,,,,,,
470112,470112,10000,0,1111111,2,2,,,,,,,,,,,,
470113,470113,10000,0,1111111,2,2,,,,,,,,,,,,
470114,470114,10000,0,1111111,2,2,,,,,,,,,,,,
470115,470115,10000,0,1111111,2,2,,,,,,,,,,,,
470116,470116,10000,0,1111111,1,1,,,,,,,,,,,,
470117,470117,10000,0,1111111,2,2,,,,,,,,,,,,
470118,470118,10000,0,1111111,20,20,,,,,,,,,,,,
470121,470121,10000,0,1111111,1,1,,,,,,,,,,,,
470122,470122,10000,0,1111111,1,1,,,,,,,,,,,,
470123,470123,10000,0,1111111,2,2,,,,,,,,,,,,
470124,470124,10000,0,1111111,2,2,,,,,,,,,,,,
470125,470125,10000,0,1111111,2,2,,,,,,,,,,,,
470126,470126,10000,0,1111111,2,2,,,,,,,,,,,,
470127,470127,10000,0,1111111,20,20,,,,,,,,,,,,
470131,470131,10000,0,1111111,1,1,,,,,,,,,,,,
470132,470132,10000,0,1111111,2,2,,,,,,,,,,,,
470133,470133,10000,0,1111111,2,2,,,,,,,,,,,,
470134,470134,10000,0,1111111,2,2,,,,,,,,,,,,
470135,470135,10000,0,1111111,30,30,,,,,,,,,,,,
470141,470141,10000,0,1111111,2,2,,,,,,,,,,,,
470142,470142,10000,0,1111111,1,1,,,,,,,,,,,,
470143,470143,10000,0,1111111,1,1,,,,,,,,,,,,
470144,470144,10000,0,1111111,2,2,,,,,,,,,,,,
470145,470145,10000,0,1111111,2,2,,,,,,,,,,,,
470146,470146,10000,0,1111111,2,2,,,,,,,,,,,,
470147,470147,10000,0,1111111,1,1,,,,,,,,,,,,
470148,470148,10000,0,1111111,20,20,,,,,,,,,,,,
470151,470151,10000,0,1111111,2,2,,,,,,,,,,,,
470152,470152,10000,0,1111111,2,2,,,,,,,,,,,,
470153,470153,10000,0,1111111,1,1,,,,,,,,,,,,
470154,470154,10000,0,1111111,1,1,,,,,,,,,,,,
470155,470155,10000,0,1111111,1,1,,,,,,,,,,,,
470156,470156,10000,0,1111111,2,2,,,,,,,,,,,,
470161,470161,10000,0,1111111,2,2,,,,,,,,,,,,
470162,470162,10000,0,1111111,2,2,,,,,,,,,,,,
470163,470163,10000,0,1111111,1,1,,,,,,,,,,,,
470164,470164,10000,0,1111111,2,2,,,,,,,,,,,,
470165,470165,10000,0,1111111,2,2,,,,,,,,,,,,
470171,470171,10000,0,1111111,2,2,,,,,,,,,,,,
470172,470172,10000,0,1111111,2,2,,,,,,,,,,,,
470173,470173,10000,0,1111111,2,2,,,,,,,,,,,,
470174,470174,10000,0,1111111,1,1,,,,,,,,,,,,
470175,470175,10000,0,1111111,1,1,,,,,,,,,,,,
470176,470176,10000,0,1111111,2,2,,,,,,,,,,,,
470177,470177,10000,0,1111111,2,2,,,,,,,,,,,,
472001,472001,10000,0,1111111,4,4,,,,,,,,,,,,
472002,472002,10000,0,1111111,4,4,,,,,,,,,,,,
472003,472003,10000,0,1111111,4,4,,,,,,,,,,,,
472011,472011,10000,0,1111111,4,4,,,,,,,,,,,,
472012,472012,10000,0,1111111,4,4,,,,,,,,,,,,
472013,472013,10000,0,1111111,4,4,,,,,,,,,,,,
472014,472014,10000,0,1111111,4,4,,,,,,,,,,,,
472015,472015,10000,0,1111111,30,30,,,,,,,,,,,,
472021,472021,10000,0,1111111,4,4,,,,,,,,,,,,
