Id,MxLevel,ForceTurn,NameKey,DescKey,TaskType,TaskCondition,NpcAutoMoveID,TaskCount,RewardExp,RewardAdena,RewardIcon,MissionIcon
10016,17,,491000000002,492000000002,Count_KillMonsterTarget,20214,10003,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10017,17,,491000000003,492000000003,Count_KillMonsterTarget,20219,10004,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10018,17,,491000000006,492000000006,Count_KillMonsterTarget,20203,10007,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10019,17,,491000000001,492000000001,Count_KillMonsterTarget,20204,10002,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10020,17,,491000000002,492000000002,Count_KillMonsterTarget,20214,10003,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10021,17,,491000000003,492000000003,Count_KillMonsterTarget,20219,10004,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10022,17,,491000000001,492000000001,Count_KillMonsterTarget,20204,10002,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10023,17,,491000000002,492000000002,Count_KillMonsterTarget,20214,10003,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10024,17,,491000000003,492000000003,Count_KillMonsterTarget,20219,10004,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10025,17,,491000000006,492000000006,Count_KillMonsterTarget,20203,10007,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10026,17,,491000000001,492000000001,Count_KillMonsterTarget,20204,10002,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10027,17,,491000000002,492000000002,Count_KillMonsterTarget,20214,10003,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10028,17,,491000000003,492000000003,Count_KillMonsterTarget,20219,10004,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10029,17,,491000000002,492000000002,Count_KillMonsterTarget,20214,10003,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10030,17,,491000000003,492000000003,Count_KillMonsterTarget,20219,10004,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10031,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10032,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10033,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10034,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10035,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10036,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10037,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10038,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10039,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10040,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10041,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10042,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10043,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10044,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10045,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10046,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10047,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10048,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10049,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10050,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10051,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10052,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10053,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10054,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10055,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10056,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10057,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10058,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10059,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10060,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10061,20,,491000000004,492000000004,Count_KillMonsterTarget,20209,10005,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10062,20,,491000000005,492000000005,Count_KillMonsterTarget,20210,10006,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10063,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10064,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10065,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10066,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10067,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10068,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10069,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10070,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10071,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10072,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10073,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10074,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10075,22,,491000000033,492000000033,Count_KillMonsterTarget,20343,10014,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10076,22,,491000000034,492000000034,Count_KillMonsterTarget,20307,10015,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10077,22,,491000000033,492000000033,Count_KillMonsterTarget,20343,10014,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10078,22,,491000000034,492000000034,Count_KillMonsterTarget,20307,10015,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10079,22,,491000000033,492000000033,Count_KillMonsterTarget,20343,10014,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10080,22,,491000000034,492000000034,Count_KillMonsterTarget,20307,10015,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10081,22,,491000000033,492000000033,Count_KillMonsterTarget,20343,10014,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10082,22,,491000000034,492000000034,Count_KillMonsterTarget,20307,10015,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10083,22,,491000000033,492000000033,Count_KillMonsterTarget,20343,10014,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10084,22,,491000000034,492000000034,Count_KillMonsterTarget,20307,10015,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10085,22,,491000000033,492000000033,Count_KillMonsterTarget,20343,10014,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10086,22,,491000000034,492000000034,Count_KillMonsterTarget,20307,10015,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10087,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10088,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10089,22,,491000000032,492000000032,Count_KillMonsterTarget,20341,10013,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10090,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10091,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10092,22,,491000000031,492000000031,Count_KillMonsterTarget,20345,10012,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10093,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10094,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10095,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10096,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10097,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10098,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10099,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10100,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10101,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10102,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10103,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10104,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10105,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10106,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10107,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10108,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10109,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10110,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10111,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10112,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10113,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10114,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10115,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10116,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10117,24,,491000000036,492000000036,Count_KillMonsterTarget,20335,10017,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10118,24,,491000000036,492000000036,Count_KillMonsterTarget,20335,10017,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10119,24,,491000000035,492000000035,Count_KillMonsterTarget,20334,10016,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10120,24,,491000000037,492000000037,Count_KillMonsterTarget,20311,10018,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10121,24,,491000000036,492000000036,Count_KillMonsterTarget,20335,10017,20,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10122,24,,491000000036,492000000036,Count_KillMonsterTarget,20335,10017,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10123,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10124,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10125,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10126,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10127,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10128,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10129,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10130,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10131,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10132,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10133,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10134,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10135,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10136,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10137,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10138,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10139,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10140,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10141,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10142,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10143,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10144,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10145,28,,491000000040,492000000040,Count_KillMonsterTarget,20315,10021,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10146,28,,491000000040,492000000040,Count_KillMonsterTarget,20315,10021,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10147,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10148,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10149,28,,491000000038,492000000038,Count_KillMonsterTarget,20331,10019,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10150,28,,491000000039,492000000039,Count_KillMonsterTarget,20339,10020,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10151,28,,491000000040,492000000040,Count_KillMonsterTarget,20315,10021,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10152,28,,491000000040,492000000040,Count_KillMonsterTarget,20315,10021,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10153,30,,491000000071,492000000071,Count_KillMonsterTarget,20407,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10154,30,,491000000072,492000000072,Count_KillMonsterTarget,20406,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10155,30,,491000000073,492000000073,Count_KillMonsterTarget,20416,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10156,30,,491000000071,492000000071,Count_KillMonsterTarget,20407,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10157,30,,491000000072,492000000072,Count_KillMonsterTarget,20406,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10158,30,,491000000073,492000000073,Count_KillMonsterTarget,20416,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10159,30,,491000000071,492000000071,Count_KillMonsterTarget,20407,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10160,30,,491000000072,492000000072,Count_KillMonsterTarget,20406,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10161,30,,491000000073,492000000073,Count_KillMonsterTarget,20416,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10162,30,,491000000071,492000000071,Count_KillMonsterTarget,20407,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10163,30,,491000000072,492000000072,Count_KillMonsterTarget,20406,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10164,30,,491000000073,492000000073,Count_KillMonsterTarget,20416,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10165,30,,491000000069,492000000069,Count_KillMonsterTarget,20447,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10166,30,,491000000070,492000000070,Count_KillMonsterTarget,20458,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10167,30,,491000000074,492000000074,Count_KillMonsterTarget,20415,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10168,30,,491000000069,492000000069,Count_KillMonsterTarget,20447,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10169,30,,491000000070,492000000070,Count_KillMonsterTarget,20458,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10170,30,,491000000074,492000000074,Count_KillMonsterTarget,20415,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10171,30,,491000000069,492000000069,Count_KillMonsterTarget,20447,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10172,30,,491000000070,492000000070,Count_KillMonsterTarget,20458,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10173,30,,491000000074,492000000074,Count_KillMonsterTarget,20415,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10174,30,,491000000069,492000000069,Count_KillMonsterTarget,20447,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10175,30,,491000000070,492000000070,Count_KillMonsterTarget,20458,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10176,30,,491000000074,492000000074,Count_KillMonsterTarget,20415,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10177,30,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10178,30,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10179,30,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10180,30,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10181,30,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10182,30,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10183,35,,491000000069,492000000069,Count_KillMonsterTarget,20447,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10184,35,,491000000070,492000000070,Count_KillMonsterTarget,20458,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10185,35,,491000000071,492000000071,Count_KillMonsterTarget,20407,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10186,35,,491000000072,492000000072,Count_KillMonsterTarget,20406,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10187,35,,491000000073,492000000073,Count_KillMonsterTarget,20416,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10188,35,,491000000074,492000000074,Count_KillMonsterTarget,20415,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10189,35,,491000000075,492000000075,Count_KillMonsterTarget,20420,10041,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10190,35,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10191,35,,491000000077,492000000077,Count_KillMonsterTarget,20461,10043,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10192,35,,491000000069,492000000069,Count_KillMonsterTarget,20447,10035,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10193,35,,491000000070,492000000070,Count_KillMonsterTarget,20458,10036,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10194,35,,491000000071,492000000071,Count_KillMonsterTarget,20407,10037,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10195,35,,491000000072,492000000072,Count_KillMonsterTarget,20406,10038,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10196,35,,491000000073,492000000073,Count_KillMonsterTarget,20416,10039,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10197,35,,491000000074,492000000074,Count_KillMonsterTarget,20415,10040,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10198,35,,491000000075,492000000075,Count_KillMonsterTarget,20420,10041,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10199,35,,491000000076,492000000076,Count_KillMonsterTarget,20403,10042,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
10200,35,,491000000077,492000000077,Count_KillMonsterTarget,20461,10043,15,0,0,Icon_Asset_Adena_01,Icon_Asset_Adena_01
