Keyword,Url,NaverUrl,LocType
EquipmentComposition,http://guide.netmarble.com/revolutionthm#cont/704,132985,704
EquipmentEnchant,http://guide.netmarble.com/revolutionthm#cont/705,132986,705
EquipmentAbilityUp,http://guide.netmarble.com/revolutionthm#cont/706,132988,706
EquipmentOptionChange,http://guide.netmarble.com/revolutionthm#cont/707,132989,707
EquipmentLimitBreak,http://guide.netmarble.com/revolutionthm#cont/708,132990,708
ClassHierarchy,http://guide.netmarble.com/revolutionthm#cont/694,132978,694
Gludio,http://guide.netmarble.com/revolutionthm#cont/690,133014,690
Dion,http://guide.netmarble.com/revolutionthm#cont/691,133016,691
Giran,http://guide.netmarble.com/revolutionthm#cont/692,,
Oren,http://guide.netmarble.com/revolutionthm#cont/693,133059,693
TalkingIsland,http://guide.netmarble.com/revolutionthm#cont/689,133012,689
Quest,http://guide.netmarble.com/revolutionthm#cont/635,,635
EventJourney1001,http://guide.netmarble.com/revolutionthm#cont/743,,743
EventJourney1002,http://guide.netmarble.com/revolutionthm#cont/744,,744
EventJourney1003,http://guide.netmarble.com/revolutionthm#cont/745,,745
EventJourney1004,http://guide.netmarble.com/revolutionthm#cont/746,,746
EventJourney1005,http://guide.netmarble.com/revolutionthm#cont/747,,747
EventJourney1006,http://guide.netmarble.com/revolutionthm#cont/748,,748
EventJourney1007,http://guide.netmarble.com/revolutionthm#cont/749,,749
EventJourney1008,http://guide.netmarble.com/revolutionthm#cont/750,,750
EventJourney1009,http://guide.netmarble.com/revolutionthm#cont/751,,751
EventJourney1010,http://guide.netmarble.com/revolutionthm#cont/752,,752
EventJourney1011,http://guide.netmarble.com/revolutionthm#cont/753,,753
EventJourney1012,http://guide.netmarble.com/revolutionthm#cont/754,,754
EventJourney2001,http://guide.netmarble.com/revolutionthm#cont/755,,755
EventJourney2002,http://guide.netmarble.com/revolutionthm#cont/756,,756
EventJourney2003,http://guide.netmarble.com/revolutionthm#cont/757,,757
EventJourney2004,http://guide.netmarble.com/revolutionthm#cont/758,,758
EventJourney2005,http://guide.netmarble.com/revolutionthm#cont/759,,759
EventJourney2006,http://guide.netmarble.com/revolutionthm#cont/760,,760
EventJourney2007,http://guide.netmarble.com/revolutionthm#cont/761,,761
EventJourney2008,http://guide.netmarble.com/revolutionthm#cont/762,,762
EventJourney2009,http://guide.netmarble.com/revolutionthm#cont/763,,763
EventJourney2010,http://guide.netmarble.com/revolutionthm#cont/846,,846
EventJourney2011,http://guide.netmarble.com/revolutionthm#cont/847,,847
EventJourney2012,http://guide.netmarble.com/revolutionthm#cont/848,,848
EventJourney3001,http://guide.netmarble.com/revolutionthm#cont/849,,849
EventJourney3002,http://guide.netmarble.com/revolutionthm#cont/850,,850
EventJourney3003,http://guide.netmarble.com/revolutionthm#cont/851,,851
EventJourney3004,http://guide.netmarble.com/revolutionthm#cont/852,,852
EventJourney3005,http://guide.netmarble.com/revolutionthm#cont/853,,853
EventJourney3006,http://guide.netmarble.com/revolutionthm#cont/854,,854
EventJourney3007,http://guide.netmarble.com/revolutionthm#cont/855,,855
EventJourney3008,http://guide.netmarble.com/revolutionthm#cont/856,,856
EventJourney3009,http://guide.netmarble.com/revolutionthm#cont/857,,857
EventJourney3010,http://guide.netmarble.com/revolutionthm#cont/858,,858
EventJourney3011,http://guide.netmarble.com/revolutionthm#cont/859,,859
EventJourney3012,http://guide.netmarble.com/revolutionthm#cont/860,,860
EventJourney4001,http://guide.netmarble.com/revolutionthm#cont/861,,861
EventJourney4002,http://guide.netmarble.com/revolutionthm#cont/862,,862
EventJourney4003,http://guide.netmarble.com/revolutionthm#cont/863,,863
EventJourney4004,http://guide.netmarble.com/revolutionthm#cont/864,,864
EventJourney4005,http://guide.netmarble.com/revolutionthm#cont/865,,865
EventJourney4006,http://guide.netmarble.com/revolutionthm#cont/866,,866
EventJourney4007,http://guide.netmarble.com/revolutionthm#cont/867,,867
EventJourney4008,http://guide.netmarble.com/revolutionthm#cont/868,,868
EventJourney4009,http://guide.netmarble.com/revolutionthm#cont/869,,869
EventJourney4010,http://guide.netmarble.com/revolutionthm#cont/870,,870
EventJourney4011,http://guide.netmarble.com/revolutionthm#cont/871,,871
EventJourney4012,http://guide.netmarble.com/revolutionthm#cont/872,,872
MainQuest,http://guide.netmarble.com/revolutionthm#cont/730,132929,730
DailyQuest,http://guide.netmarble.com/revolutionthm#cont/731,132933,731
WeeklyQuest,http://guide.netmarble.com/revolutionthm#cont/732,132938,732
InstantComplete,http://guide.netmarble.com/revolutionthm#cont/733,132941,733
ClassTransferQuest,http://guide.netmarble.com/revolutionthm#cont/737,132939,737
EventHotTime,http://guide.netmarble.com/revolutionthm#cont/738,135427,738
Compound,http://guide.netmarble.com/revolutionthm#cont/924,135365,
Character,http://guide.netmarble.com/revolutionthm#cont/739,133007,739
EquipmentCompound,http://guide.netmarble.com/revolutionthm#cont/709,132991,709
EventDailyQuest1,http://guide.netmarble.com/revolutionthm#cont/1781,994120,
CommonEvent2,http://guide.netmarble.com/revolutionthm#cont/1781,994120,739
CommonEvent3,,1341408,
CommonEvent4,,994120,
CommonEvent5,,994120,
DiceEvent,http://guide.netmarble.com/revolutionthm#cont/797,1053374,
Pet,http://guide.netmarble.com/revolutionthm#cont/649,1325569,649
SummonStoneDungeon,http://guide.netmarble.com/revolutionthm#cont/660,1325575,660
GuildAgit,http://guide.netmarble.com/revolutionthm#cont/648,1325578,651
GuildAgitKeeperHire,http://guide.netmarble.com/revolutionthm#cont/653,1325584,653
GuildAgitCrystal,http://guide.netmarble.com/revolutionthm#cont/654,1325587,654
GuildAgitQuest,http://guide.netmarble.com/revolutionthm#cont/655,1325591,655
GuildAgitDinner,http://guide.netmarble.com/revolutionthm#cont/656,1325596,656
GuildAgitRelic,http://guide.netmarble.com/revolutionthm#cont/658,1325600,824
GuildAgitLiquid,http://guide.netmarble.com/revolutionthm#cont/657,1325602,825
Buff,http://guide.netmarble.com/revolutionthm#cont/885,,885
Help,http://guide.netmarble.com/revolutionthm,,
ItemCrafting,http://guide.netmarble.com/revolutionthm#cont/714,,
GuildAgitFireplace,http://guide.netmarble.com/revolutionthm#cont/659,,
BattleField,http://guide.netmarble.com/revolutionthm#cont/701,,
FortressSiege,http://guide.netmarble.com/revolutionthm#cont/698,,
CharacterTitle,http://guide.netmarble.com/revolutionthm#cont/1188,,
GuildAgitAttend,http://guide.netmarble.com/revolutionthm#cont/1163,,
AgitPersonalQuest,http://guide.netmarble.com/revolutionthm#cont/1164,,
AgitGuildQuest,http://guide.netmarble.com/revolutionthm#cont/1165,,
EventAchieve,http://guide.netmarble.com/revolutionthm#cont/1200,,
EventGacha,http://guide.netmarble.com/revolutionthm#cont/1202,,
BattleDeckInfo,http://guide.netmarble.com/revolutionthm#cont/712,994120,626
CheckBoard,http://guide.netmarble.com/revolutionthm#cont/797,,
cape,http://guide.netmarble.com/revolutionthm#cont/1508,,
PartyDungeonTitle,http://guide.netmarble.com/revolutionthm#cont/1200,,
EventDailyQuest4,http://guide.netmarble.com/revolutionthm#cont/924,,
EventDailyQuest5,http://guide.netmarble.com/revolutionthm#cont/1200,,
CommonEvent1,http://guide.netmarble.com/revolutionthm#cont/797,,
Main,,133007,607
GuildHelpBoard,,,
Probability,http://guide.netmarble.com/revolutionthm#cont/1851,,
PackShop,http://guide.netmarble.com/revolutionthm#cont/1807,,
GuildInvite,,,
DiamondShopFlatRateAdena2,,,
Storage,,,
FlatRateAuto,,,
MasteryShop,http://guide.netmarble.com/revolutionthm#cont/2074,,
FreeFortressSiege,http://guide.netmarble.com/revolutionthm#cont/1506,,
EventJourney5001,http://guide.netmarble.com/revolutionthm#cont/1574,,861
EventJourney5002,http://guide.netmarble.com/revolutionthm#cont/1575,,862
EventJourney5003,http://guide.netmarble.com/revolutionthm#cont/1576,,863
EventJourney5004,http://guide.netmarble.com/revolutionthm#cont/1577,,864
EventJourney5005,http://guide.netmarble.com/revolutionthm#cont/1578,,865
EventJourney5006,http://guide.netmarble.com/revolutionthm#cont/1579,,866
EventJourney5007,http://guide.netmarble.com/revolutionthm#cont/1580,,867
EventJourney5008,http://guide.netmarble.com/revolutionthm#cont/1581,,868
EventJourney5009,http://guide.netmarble.com/revolutionthm#cont/1582,,869
EventJourney5010,http://guide.netmarble.com/revolutionthm#cont/1583,,870
EventJourney5011,http://guide.netmarble.com/revolutionthm#cont/1584,,871
EventJourney5012,http://guide.netmarble.com/revolutionthm#cont/1585,,872
EquipmentCrafting,http://guide.netmarble.com/revolutionthm#cont/713,,
EventGacha_UR,http://guide.netmarble.com/revolutionthm#cont/1202,,
EventGacha_Red,http://guide.netmarble.com/revolutionthm#cont/1202,,
Costume,http://guide.netmarble.com/revolutionthm#cont/1801,,
BeautyShop,http://guide.netmarble.com/revolutionthm#cont/1800,,
DiscountShop,http://guide.netmarble.com/revolutionthm#cont/1809,,
ChargeEventShop,http://guide.netmarble.com/revolutionthm#cont/1804,,
DailyBenefitShop,http://guide.netmarble.com/revolutionthm#cont/1805,,
PackageShop,http://guide.netmarble.com/revolutionthm#cont/1806,,
TimeShop,http://guide.netmarble.com/revolutionthm#cont/1808,,
NeroDiceEvent,http://guide.netmarble.com/revolutionthm#cont/797,,
EventTargetAttendance,http://guide.netmarble.com/revolutionthm#cont/1921,,
EventTargetBenefit,http://guide.netmarble.com/revolutionthm#cont/1921,,
EventTargetShop,http://guide.netmarble.com/revolutionthm#cont/1921,,
EventGacha_Hongbao,http://guide.netmarble.com/revolutionthm#cont/1924,,
EventTargetAnnuityShop,http://guide.netmarble.com/revolutionthm#cont/1921,,
EventDailyQuest9,http://guide.netmarble.com/revolutionthm#cont/2098,,
EventDailyQuest10,http://guide.netmarble.com/revolutionthm#cont/2098,,
Talisman,http://guide.netmarble.com/revolutionthm#cont/2075,,
Class2ndTransferQuest,http://guide.netmarble.com/revolutionthm#cont/2077,,
Avento,http://guide.netmarble.com/revolutionthm#cont/2086,,
