Id,GroupId,Type,DialogTexture,NpcNameKey,MessageKey,Animation,PortraitDirectoryType,FlipPortrait
111851,11185,SpeechBubble,,0,31000111851,,,0
111861,11186,SpeechBubble,,0,31000111861,,,0
111891,11189,SpeechBubble,,0,31000111891,,,0
111971,11197,SpeechBubble,,0,31000111971,,,0
111981,11198,SpeechBubble,,0,31000111981,,,0
210011,21001,SpeechBubble,,0,31000210011,,,0
280811,28081,SpeechBubble,,0,31000280811,,,0
280821,28082,SpeechBubble,,0,31000280821,,,0
300171,30017,SpeechBubble,,0,31000300171,,,0
300181,30018,SpeechBubble,,0,31000300181,,,0
304081,30408,SpeechBubble,,0,31000304081,,,0
304111,30411,SpeechBubble,,0,31000304111,,,0
305851,30585,SpeechBubble,,0,31000305851,,,0
307781,30778,SpeechBubble,,0,31000307781,,,0
307791,30779,SpeechBubble,,0,31000307791,,,0
309371,30937,SpeechBubble,,0,31000309371,,,0
309391,30939,SpeechBubble,,0,31000309391,,,0
309411,30941,SpeechBubble,,0,31000309411,,,0
309441,30944,SpeechBubble,,0,31000309441,,,0
309451,30945,SpeechBubble,,0,31000309451,,,0
309791,30979,SpeechBubble,,0,31000309791,,,0
309801,30980,SpeechBubble,,0,31000309801,,,0
309811,30981,SpeechBubble,,0,31000309811,,,0
309831,30983,SpeechBubble,,0,31000309831,,,0
309841,30984,SpeechBubble,,0,31000309841,,,0
309851,30985,SpeechBubble,,0,31000309851,,,0
309861,30986,SpeechBubble,,0,31000309861,,,0
309871,30987,SpeechBubble,,0,31000309871,,,0
309891,30989,SpeechBubble,,0,31000309891,,,0
309901,30990,SpeechBubble,,0,31000309901,,,0
309921,30992,SpeechBubble,,0,31000309891,,,0
309951,30995,SpeechBubble,,0,31000309951,,,0
309961,30996,SpeechBubble,,0,31000309961,,,0
309971,30997,SpeechBubble,,0,31000309971,,,0
310331,31033,SpeechBubble,,0,31000310331,,,0
310341,31034,SpeechBubble,,0,31000310341,,,0
310441,31044,SpeechBubble,,0,31000310441,,,0
318221,31822,SpeechBubble,,0,31000318221,,,0
318231,31823,SpeechBubble,,0,31000318231,,,0
318241,31824,SpeechBubble,,0,31000318241,,,0
322561,32256,SpeechBubble,,0,31000322561,,,0
322611,32261,SpeechBubble,,0,31000322611,,,0
322701,32270,SpeechBubble,,0,31000322701,,,0
322711,32271,SpeechBubble,,0,31000322711,,,0
322981,32298,SpeechBubble,,0,31000322981,,,0
392751,39275,SpeechBubble,,0,31000392751,,,0
392781,39278,SpeechBubble,,0,31000392781,,,0
350151,35015,SpeechBubble,,0,31000350151,,,0
350152,35015,SpeechBubble,,0,31000350152,,,0
350161,35016,SpeechBubble,,0,31000350161,,,0
350162,35016,SpeechBubble,,0,31000350162,,,0
350163,35016,SpeechBubble,,0,31000350163,,,0
350181,35018,SpeechBubble,,0,31000350181,,,0
350182,35018,SpeechBubble,,0,31000350182,,,0
350191,35019,SpeechBubble,,0,31000350191,,,0
350192,35019,SpeechBubble,,0,31000350192,,,0
350201,35020,SpeechBubble,,0,31000350201,,,0
350202,35020,SpeechBubble,,0,31000350202,,,0
350211,35021,SpeechBubble,,0,31000350211,,,0
350212,35021,SpeechBubble,,0,31000350212,,,0
350221,35022,SpeechBubble,,0,31000350221,,,0
350222,35022,SpeechBubble,,0,31000350222,,,0
350231,35023,SpeechBubble,,0,31000350231,,,0
350232,35023,SpeechBubble,,0,31000350232,,,0
350241,35024,SpeechBubble,,0,31000350241,,,0
350242,35024,SpeechBubble,,0,31000350242,,,0
350261,35026,SpeechBubble,,0,31000350261,,,0
350262,35026,SpeechBubble,,0,31000350262,,,0
350281,35028,SpeechBubble,,0,31000350281,,,0
350282,35028,SpeechBubble,,0,31000350282,,,0
350311,35031,SpeechBubble,,0,31000350311,,,0
350312,35031,SpeechBubble,,0,31000350312,,,0
350321,35032,SpeechBubble,,0,31000350321,,,0
350322,35032,SpeechBubble,,0,31000350322,,,0
350331,35033,SpeechBubble,,0,31000350331,,,0
350332,35033,SpeechBubble,,0,31000350332,,,0
309911,30991,SpeechBubble,,0,31000309911,,,0
309912,30991,SpeechBubble,,0,31000309912,,,0
309931,30993,SpeechBubble,,0,31000309931,,,0
309932,30993,SpeechBubble,,0,31000309932,,,0
401151,40115,SpeechBubble,,0,31000401151,,,0
401152,40115,SpeechBubble,,0,31000401152,,,0
410421,41042,SpeechBubble,,0,31000410421,,,0
410422,41042,SpeechBubble,,0,31000410422,,,0
410331,41033,SpeechBubble,,0,31000410331,,,0
410332,41033,SpeechBubble,,0,31000410332,,,0
400131,40013,SpeechBubble,,0,31000400131,,,0
400132,40013,SpeechBubble,,0,31000400132,,,0
409511,40951,SpeechBubble,,0,31000409511,,,0
409512,40951,SpeechBubble,,0,31000409512,,,0
410391,41039,SpeechBubble,,0,31000410391,,,0
410392,41039,SpeechBubble,,0,31000410392,,,0
410521,41052,SpeechBubble,,0,31000410521,,,0
410522,41052,SpeechBubble,,0,31000410522,,,0
410541,41054,SpeechBubble,,0,31000410541,,,0
410542,41054,SpeechBubble,,0,31000410542,,,0
410571,41057,SpeechBubble,,0,31000410571,,,0
410572,41057,SpeechBubble,,0,31000410572,,,0
418501,41850,SpeechBubble,,0,31000418501,,,0
418502,41850,SpeechBubble,,0,31000418502,,,0
418561,41856,SpeechBubble,,0,31000418561,,,0
418562,41856,SpeechBubble,,0,31000418562,,,0
400401,40040,SpeechBubble,,0,31000400401,,,0
400402,40040,SpeechBubble,,0,31000400402,,,0
450471,45047,SpeechBubble,,0,31000450471,,,0
450472,45047,SpeechBubble,,0,31000450472,,,0
450481,45048,SpeechBubble,,0,31000450481,,,0
450482,45048,SpeechBubble,,0,31000450482,,,0
450491,45049,SpeechBubble,,0,31000450491,,,0
450492,45049,SpeechBubble,,0,31000450492,,,0
450501,45050,SpeechBubble,,0,31000450501,,,0
450502,45050,SpeechBubble,,0,31000450502,,,0
450531,45053,SpeechBubble,,0,31000450531,,,0
450532,45053,SpeechBubble,,0,31000450532,,,0
450541,45054,SpeechBubble,,0,31000450541,,,0
450542,45054,SpeechBubble,,0,31000450542,,,0
450551,45055,SpeechBubble,,0,31000450551,,,0
450552,45055,SpeechBubble,,0,31000450552,,,0
450561,45056,SpeechBubble,,0,31000450561,,,0
450562,45056,SpeechBubble,,0,31000450562,,,0
499711,49971,SpeechBubble,,0,31000499711,,,0
506751,50675,SpeechBubble,,0,31000506751,,,0
506752,50675,SpeechBubble,,0,31000506752,,,0
508741,50874,SpeechBubble,,0,31000508741,,,0
508742,50874,SpeechBubble,,0,31000508742,,,0
512641,51264,SpeechBubble,,0,31000512641,,,0
512642,51264,SpeechBubble,,0,31000512642,,,0
514601,51460,SpeechBubble,,0,31000514601,,,0
514602,51460,SpeechBubble,,0,31000514602,,,0
550011,55001,SpeechBubble,,0,31000550011,,,0
550012,55001,SpeechBubble,,0,31000550012,,,0
550021,55002,SpeechBubble,,0,31000550021,,,0
550022,55002,SpeechBubble,,0,31000550022,,,0
550031,55003,SpeechBubble,,0,31000550031,,,0
550032,55003,SpeechBubble,,0,31000550032,,,0
607241,60724,SpeechBubble,,0,31000607241,,,0
607251,60725,SpeechBubble,,0,31000607251,,,0
607261,60726,SpeechBubble,,0,31000607261,,,0
607521,60752,SpeechBubble,,0,31000607521,,,0
607541,60754,SpeechBubble,,0,31000607521,,,0
607551,60755,SpeechBubble,,0,31000607551,,,0
612811,61281,SpeechBubble,,0,31000612811,,,0
612812,61281,SpeechBubble,,0,31000612812,,,0
630251,63025,SpeechBubble,,0,31000630251,,,0
630252,63025,SpeechBubble,,0,31000630252,,,0
650061,65006,SpeechBubble,,0,31000650061,,,0
650062,65006,SpeechBubble,,0,31000650062,,,0
650071,65007,SpeechBubble,,0,31000650071,,,0
650072,65007,SpeechBubble,,0,31000650072,,,0
650081,65008,SpeechBubble,,0,31000650081,,,0
650082,65008,SpeechBubble,,0,31000650082,,,0
650121,65012,SpeechBubble,,0,31000650121,,,0
650122,65012,SpeechBubble,,0,31000650122,,,0
650181,65018,SpeechBubble,,0,31000650181,,,0
650182,65018,SpeechBubble,,0,31000650182,,,0
650191,65019,SpeechBubble,,0,31000650191,,,0
650192,65019,SpeechBubble,,0,31000650192,,,0
650231,65023,SpeechBubble,,0,31000650231,,,0
650232,65023,SpeechBubble,,0,31000650232,,,0
699711,69971,SpeechBubble,,0,31000699711,,,0
706031,70603,SpeechBubble,,0,31000706031,,,0
706041,70604,SpeechBubble,,0,31000706041,,,0
706051,70605,SpeechBubble,,0,31000706051,,,0
706061,70606,SpeechBubble,,0,31000706061,,,0
706071,70607,SpeechBubble,,0,31000706071,,,0
706101,70610,SpeechBubble,,0,31000706101,,,0
706111,70611,SpeechBubble,,0,31000706111,,,0
706121,70612,SpeechBubble,,0,31000706121,,,0
706122,70612,SpeechBubble,,0,31000706122,,,0
706131,70613,SpeechBubble,,0,31000706131,,,0
706132,70613,SpeechBubble,,0,31000706132,,,0
706141,70614,SpeechBubble,,0,31000706141,,,0
706151,70615,SpeechBubble,,0,31000706151,,,0
706171,70617,SpeechBubble,,0,31000706171,,,0
706181,70618,SpeechBubble,,0,31000706181,,,0
706191,70619,SpeechBubble,,0,31000706191,,,0
706201,70620,SpeechBubble,,0,31000706201,,,0
706211,70621,SpeechBubble,,0,31000706211,,,0
706221,70622,SpeechBubble,,0,31000706221,,,0
706231,70623,SpeechBubble,,0,31000706231,,,0
706241,70624,SpeechBubble,,0,31000706241,,,0
799711,79971,SpeechBubble,,0,31000799711,,,0
780471,78047,SpeechBubble,,0,31000780471,,,0
780481,78048,SpeechBubble,,0,31000780481,,,0
780491,78049,SpeechBubble,,0,31000780491,,,0
780911,78091,SpeechBubble,,0,31000780911,,,0
780921,78092,SpeechBubble,,0,31000780921,,,0
780951,78095,SpeechBubble,,0,122000000451,,,0
780981,78098,SpeechBubble,,0,31000780981,,,0
781001,78100,SpeechBubble,,0,122000001759,,,0
781021,78102,SpeechBubble,,0,31000781021,,,0
720091,72009,SpeechBubble,,0,31000720091,,,0
750051,75005,SpeechBubble,,0,31000750051,,,0
750052,75005,SpeechBubble,,0,31000750052,,,0
750061,75006,SpeechBubble,,0,31000750061,,,0
750062,75006,SpeechBubble,,0,31000750062,,,0
750081,75008,SpeechBubble,,0,31000750081,,,0
750082,75008,SpeechBubble,,0,31000750082,,,0
750501,75050,SpeechBubble,,0,31000750501,,,0
750502,75050,SpeechBubble,,0,31000750502,,,0
750521,75052,SpeechBubble,,0,31000750521,,,0
750522,75052,SpeechBubble,,0,31000750522,,,0
750531,75053,SpeechBubble,,0,31000750531,,,0
750532,75053,SpeechBubble,,0,31000750532,,,0
750551,75055,SpeechBubble,,0,31000750551,,,0
750552,75055,SpeechBubble,,0,31000750552,,,0
750561,75056,SpeechBubble,,0,31000750561,,,0
750562,75056,SpeechBubble,,0,31000750562,,,0
750601,75060,SpeechBubble,,0,31000750601,,,0
750602,75060,SpeechBubble,,0,31000750602,,,0
750591,75059,SpeechBubble,,0,31000750591,,,0
750592,75059,SpeechBubble,,0,31000750592,,,0
750621,75062,SpeechBubble,,0,31000750621,,,0
750622,75062,SpeechBubble,,0,31000750622,,,0
750651,75065,SpeechBubble,,0,31000750651,,,0
750652,75065,SpeechBubble,,0,31000750652,,,0
750661,75066,SpeechBubble,,0,31000750661,,,0
750662,75066,SpeechBubble,,0,31000750662,,,0
750681,75068,SpeechBubble,,0,31000750681,,,0
750682,75068,SpeechBubble,,0,31000750682,,,0
800381,80038,SpeechBubble,,0,31000800381,,,0
800382,80038,SpeechBubble,,0,31000800382,,,0
803881,80388,SpeechBubble,,0,31000803881,,,0
803882,80388,SpeechBubble,,0,31000803882,,,0
804101,80410,SpeechBubble,,0,31000804101,,,0
804102,80410,SpeechBubble,,0,31000804102,,,0
804131,80413,SpeechBubble,,0,31000804131,,,0
804132,80413,SpeechBubble,,0,31000804132,,,0
850641,85064,SpeechBubble,,0,31000850641,,,0
850642,85064,SpeechBubble,,0,31000850642,,,0
850661,85066,SpeechBubble,,0,31000850661,,,0
850662,85066,SpeechBubble,,0,31000850662,,,0
850671,85067,SpeechBubble,,0,31000850671,,,0
850672,85067,SpeechBubble,,0,31000850672,,,0
899711,89971,SpeechBubble,,0,31000899711,,,0
998711,99871,SpeechBubble,,0,31000998711,,,0
1019911,101991,SpeechBubble,,0,31001019911,,,0
1050001,105000,SpeechBubble,,0,31001050001,,,0
1050002,105000,SpeechBubble,,0,31001050002,,,0
1050021,105002,SpeechBubble,,0,31001050021,,,0
1050022,105002,SpeechBubble,,0,31001050022,,,0
1050031,105003,SpeechBubble,,0,31001050031,,,0
1050032,105003,SpeechBubble,,0,31001050032,,,0
1050061,105006,SpeechBubble,,0,31001050061,,,0
1050062,105006,SpeechBubble,,0,31001050062,,,0
1050051,105005,SpeechBubble,,0,31001050051,,,0
1050052,105005,SpeechBubble,,0,31001050052,,,0
1050201,105020,SpeechBubble,,0,31001050201,,,0
1050202,105020,SpeechBubble,,0,31001050202,,,0
1050231,105023,SpeechBubble,,0,31001050231,,,0
1050232,105023,SpeechBubble,,0,31001050232,,,0
1106931,110693,SpeechBubble,,0,31001106931,,,0
1106932,110693,SpeechBubble,,0,31001106932,,,0
1106933,110693,SpeechBubble,,0,31001106933,,,0
1191421,119142,SpeechBubble,,0,31001191421,,,0
1191422,119142,SpeechBubble,,0,31001191422,,,0
1191431,119143,SpeechBubble,,0,31001191431,,,0
1191461,119146,SpeechBubble,,0,31001191461,,,0
1150411,115041,SpeechBubble,,0,31001150411,,,0
1150412,115041,SpeechBubble,,0,31001150412,,,0
1117001,111700,SpeechBubble,,0,31001117001,,,0
1117002,111700,SpeechBubble,,0,31001117002,,,0
1117003,111700,SpeechBubble,,0,31001117003,,,0
1117021,111702,SpeechBubble,,0,31001117021,,,0
1117022,111702,SpeechBubble,,0,31001117022,,,0
1117023,111702,SpeechBubble,,0,31001117023,,,0
1170041,117004,SpeechBubble,,0,31001170041,,,0
1170042,117004,SpeechBubble,,0,31001170042,,,0
1170043,117004,SpeechBubble,,0,31001170043,,,0
1170081,117008,SpeechBubble,,0,31001170081,,,0
1170082,117008,SpeechBubble,,0,31001170082,,,0
1170083,117008,SpeechBubble,,0,31001170083,,,0
1170091,117009,SpeechBubble,,0,31001170091,,,0
1170092,117009,SpeechBubble,,0,31001170092,,,0
1170111,117011,SpeechBubble,,0,31001170111,,,0
1170112,117011,SpeechBubble,,0,31001170112,,,0
1170113,117011,SpeechBubble,,0,31001170113,,,0
1170121,117012,SpeechBubble,,0,31001170121,,,0
1170122,117012,SpeechBubble,,0,31001170122,,,0
1170123,117012,SpeechBubble,,0,31001170123,,,0
1170151,117015,SpeechBubble,,0,31001170151,,,0
1170152,117015,SpeechBubble,,0,31001170152,,,0
1170153,117015,SpeechBubble,,0,31001170153,,,0
1170161,117016,SpeechBubble,,0,31001170161,,,0
1170162,117016,SpeechBubble,,0,31001170162,,,0
1170163,117016,SpeechBubble,,0,31001170163,,,0
1170181,117018,SpeechBubble,,0,31001170181,,,0
1170182,117018,SpeechBubble,,0,31001170182,,,0
1170183,117018,SpeechBubble,,0,31001170183,,,0
1170221,117022,SpeechBubble,,0,31001170221,,,0
1170222,117022,SpeechBubble,,0,31001170222,,,0
1170223,117022,SpeechBubble,,0,31001170223,,,0
1170241,117024,SpeechBubble,,0,31001170241,,,0
1170242,117024,SpeechBubble,,0,31001170242,,,0
1170243,117024,SpeechBubble,,0,31001170243,,,0
1170311,117031,SpeechBubble,,0,31001170311,,,0
1170312,117031,SpeechBubble,,0,31001170312,,,0
1170313,117031,SpeechBubble,,0,31001170313,,,0
1170291,117029,SpeechBubble,,0,31001170291,,,0
1170292,117029,SpeechBubble,,0,31001170292,,,0
1170293,117029,SpeechBubble,,0,31001170293,,,0
1160101,116010,SpeechBubble,,0,31001160101,,,0
1160102,116010,SpeechBubble,,0,31001160102,,,0
1160161,116016,SpeechBubble,,0,31001160161,,,0
1160162,116016,SpeechBubble,,0,31001160162,,,0
1160163,116016,SpeechBubble,,0,31001160163,,,0
1170341,117034,SpeechBubble,,0,31001170341,,,0
1170342,117034,SpeechBubble,,0,31001170342,,,0
1170343,117034,SpeechBubble,,0,31001170343,,,0
1170371,117037,SpeechBubble,,0,31001170371,,,0
1170372,117037,SpeechBubble,,0,31001170372,,,0
1170373,117037,SpeechBubble,,0,31001170373,,,0
1170381,117038,SpeechBubble,,0,31001170381,,,0
1170382,117038,SpeechBubble,,0,31001170382,,,0
1170383,117038,SpeechBubble,,0,31001170383,,,0
1170501,117050,SpeechBubble,,0,31001170501,,,0
1170502,117050,SpeechBubble,,0,31001170502,,,0
1170503,117050,SpeechBubble,,0,31001170503,,,0
1170531,117053,SpeechBubble,,0,31001170531,,,0
1170532,117053,SpeechBubble,,0,31001170532,,,0
1170533,117053,SpeechBubble,,0,31001170533,,,0
1170561,117056,SpeechBubble,,0,31001170561,,,0
1170562,117056,SpeechBubble,,0,31001170562,,,0
1170601,117060,SpeechBubble,,0,31001170601,,,0
1170602,117060,SpeechBubble,,0,31001170602,,,0
1170603,117060,SpeechBubble,,0,31001170603,,,0
1200011,120001,SpeechBubble,,0,31001200011,,,0
1200031,120003,SpeechBubble,,0,31001200031,,,0
1200041,120004,SpeechBubble,,0,31001200041,,,0
1200061,120006,SpeechBubble,,0,31001200061,,,0
1200071,120007,SpeechBubble,,0,31001200071,,,0
1200081,120008,SpeechBubble,,0,31001200081,,,0
1200091,120009,SpeechBubble,,0,31001200091,,,0
1200111,120011,SpeechBubble,,0,31001200111,,,0
1200281,120028,SpeechBubble,,0,31001200281,,,0
1200301,120030,SpeechBubble,,0,31001200301,,,0
1200351,120035,SpeechBubble,,0,31001200351,,,0
1211311,121131,SpeechBubble,,0,31001211311,,,0
1399711,139971,SpeechBubble,,0,31001399711,,,0
1430361,143036,SpeechBubble,,0,31001430361,,,0
1430401,143040,SpeechBubble,,0,31001430401,,,0
1430421,143042,SpeechBubble,,0,31001430421,,,0
1430431,143043,SpeechBubble,,0,31001430431,,,0
1430491,143049,SpeechBubble,,0,31001430491,,,0
1430511,143051,SpeechBubble,,0,31001430511,,,0
1430541,143054,SpeechBubble,,0,31001430541,,,0
1430571,143057,SpeechBubble,,0,31001430571,,,0
1430591,143059,SpeechBubble,,0,31001430571,,,0
1430611,143061,SpeechBubble,,0,31001430611,,,0
1430631,143063,SpeechBubble,,0,31001430631,,,0
1430651,143065,SpeechBubble,,0,31001430651,,,0
1430661,143066,SpeechBubble,,0,31001430661,,,0
1430671,143067,SpeechBubble,,0,31001430671,,,0
1430681,143068,SpeechBubble,,0,31001430681,,,0
1430691,143069,SpeechBubble,,0,31001430691,,,0
1430811,143081,SpeechBubble,,0,31001430811,,,0
1610011,161001,SpeechBubble,,0,31001610011,,,0
7920011,792001,SpeechBubble,,0,31007920011,,,0
7920012,792001,SpeechBubble,,0,31007920012,,,0
7920013,792001,SpeechBubble,,0,31007920013,,,0
7920021,792002,SpeechBubble,,0,31007920021,,,0
7920022,792002,SpeechBubble,,0,31007920022,,,0
7920023,792002,SpeechBubble,,0,31007920023,,,0
7920041,792004,SpeechBubble,,0,31007920041,,,0
7920042,792004,SpeechBubble,,0,31007920042,,,0
7920043,792004,SpeechBubble,,0,31007920043,,,0
7920032,792003,SpeechBubble,,0,31007920032,,,0
7920033,792003,SpeechBubble,,0,31007920033,,,0
7920062,792006,SpeechBubble,,0,31007920062,,,0
7920181,792018,SpeechBubble,,0,31007920181,,,0
7920182,792018,SpeechBubble,,0,31007920182,,,0
7920183,792018,SpeechBubble,,0,31007920183,,,0
7920111,792011,SpeechBubble,,0,31007920111,,,0
7920112,792011,SpeechBubble,,0,31007920112,,,0
7920113,792011,SpeechBubble,,0,31007920113,,,0
7920131,792013,SpeechBubble,,0,31007920131,,,0
7920132,792013,SpeechBubble,,0,31007920132,,,0
7920133,792013,SpeechBubble,,0,31007920133,,,0
1085041,108504,SpeechBubble,,0,31001085041,,,0
1085051,108505,SpeechBubble,,0,31001085051,,,0
1085011,108501,SpeechBubble,,0,31001085011,,,0
1085031,108503,SpeechBubble,,0,31001085031,,,0
1550061,155006,SpeechBubble,,0,31001550061,,,0
1550071,155007,SpeechBubble,,0,31001550071,,,0
1550091,155009,SpeechBubble,,0,31001550091,,,0
1550131,155013,SpeechBubble,,0,31001550131,,,0
1550132,155013,SpeechBubble,,0,31001550132,,,0
1550181,155018,SpeechBubble,,0,31001550181,,,0
1550182,155018,SpeechBubble,,0,31001550182,,,0
1550191,155019,SpeechBubble,,0,31001550191,,,0
1550192,155019,SpeechBubble,,0,31001550192,,,0
1550241,155024,SpeechBubble,,0,31001550241,,,0
1550242,155024,SpeechBubble,,0,31001550242,,,0
1550281,155028,SpeechBubble,,0,31001550281,,,0
1550282,155028,SpeechBubble,,0,31001550282,,,0
1550481,155048,SpeechBubble,,0,31001550481,,,0
1550482,155048,SpeechBubble,,0,31001550482,,,0
1550491,155049,SpeechBubble,,0,31001550491,,,0
1550492,155049,SpeechBubble,,0,31001550492,,,0
1571621,157162,SpeechBubble,,0,31001571621,,,0
1571622,157162,SpeechBubble,,0,31001571622,,,0
1558351,155835,SpeechBubble,,0,31001558351,,,0
1558352,155835,SpeechBubble,,0,31001558352,,,0
1558381,155838,SpeechBubble,,0,31001558381,,,0
1558382,155838,SpeechBubble,,0,31001558382,,,0
1551881,155188,SpeechBubble,,0,31001551881,,,0
1551882,155188,SpeechBubble,,0,31001551882,,,0
1551961,155196,SpeechBubble,,0,31001551961,,,0
1551962,155196,SpeechBubble,,0,31001551962,,,0
1552081,155208,SpeechBubble,,0,31001552081,,,0
1552082,155208,SpeechBubble,,0,31001552082,,,0
1552091,155209,SpeechBubble,,0,31001552091,,,0
1552092,155209,SpeechBubble,,0,31001552092,,,0
1552191,155219,SpeechBubble,,0,31001552191,,,0
1552192,155219,SpeechBubble,,0,31001552192,,,0
1566401,156640,SpeechBubble,,0,31001566401,,,0
1566402,156640,SpeechBubble,,0,31001566402,,,0
1565341,156534,SpeechBubble,,0,31001565341,,,0
1565342,156534,SpeechBubble,,0,31001565342,,,0
1565381,156538,SpeechBubble,,0,31001565381,,,0
1565382,156538,SpeechBubble,,0,31001565382,,,0
1565531,156553,SpeechBubble,,0,31001565531,,,0
1565532,156553,SpeechBubble,,0,31001565532,,,0
1565371,156537,SpeechBubble,,0,31001565371,,,0
1565372,156537,SpeechBubble,,0,31001565372,,,0
1565441,156544,SpeechBubble,,0,31001565441,,,0
1565442,156544,SpeechBubble,,0,31001565442,,,0
1569071,156907,SpeechBubble,,0,31001569071,,,0
1569072,156907,SpeechBubble,,0,31001569072,,,0
1569011,156901,SpeechBubble,,0,31001569011,,,0
1569012,156901,SpeechBubble,,0,31001569012,,,0
1569101,156910,SpeechBubble,,0,31001569101,,,0
1569102,156910,SpeechBubble,,0,31001569102,,,0
1569061,156906,SpeechBubble,,0,31001569061,,,0
1569062,156906,SpeechBubble,,0,31001569062,,,0
1569041,156904,SpeechBubble,,0,31001569041,,,0
1569042,156904,SpeechBubble,,0,31001569042,,,0
1569311,156931,SpeechBubble,,0,31001569311,,,0
1569312,156931,SpeechBubble,,0,31001569312,,,0
1569221,156922,SpeechBubble,,0,31001569221,,,0
1569222,156922,SpeechBubble,,0,31001569222,,,0
1565601,156560,SpeechBubble,,0,31001565601,,,0
1565602,156560,SpeechBubble,,0,31001565602,,,0
1565981,156598,SpeechBubble,,0,31001565981,,,0
1565982,156598,SpeechBubble,,0,31001565982,,,0
1565791,156579,SpeechBubble,,0,31001565791,,,0
1565792,156579,SpeechBubble,,0,31001565792,,,0
1565661,156566,SpeechBubble,,0,31001565661,,,0
1565662,156566,SpeechBubble,,0,31001565662,,,0
1565561,156556,SpeechBubble,,0,31001565561,,,0
1565562,156556,SpeechBubble,,0,31001565562,,,0
1566081,156608,SpeechBubble,,0,31001566081,,,0
1566082,156608,SpeechBubble,,0,31001566082,,,0
1566181,156618,SpeechBubble,,0,31001566181,,,0
1566182,156618,SpeechBubble,,0,31001566182,,,0
1566021,156602,SpeechBubble,,0,31001566021,,,0
1566022,156602,SpeechBubble,,0,31001566022,,,0
1566351,156635,SpeechBubble,,0,31001566351,,,0
1566352,156635,SpeechBubble,,0,31001566352,,,0
