PetInfoId,Grade,Level,ExpForNextLevel,Resource,EffectSpeed,EffectType1,EffectParam1,EffectType2,EffectParam2,EffectType3,EffectParam3,EffectType4,EffectParam4,EffectType5,EffectParam5,EffectType6,EffectParam6,EffectType7,EffectParam7,EffectType8,EffectParam8,SpawnEffect,DespawnEffect
1,B,8,9,BlackBear,640,AttackPowerPhy,173,AttackPowerMag,173,MaxMP,224,MPRecovery,130,Resilience,78,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,9,10,BlackBear,640,AttackPowerPhy,183,AttackPowerMag,183,MaxMP,237,MPRecovery,138,Resilience,82,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,10,10,BlackBear,640,AttackPowerPhy,193,AttackPowerMag,193,MaxMP,250,MPRecovery,146,Resilience,87,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,11,10,BlackBear,640,AttackPowerPhy,204,AttackPowerMag,204,MaxMP,264,MPRecovery,154,Resilience,92,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,12,10,BlackBear,640,AttackPowerPhy,214,AttackPowerMag,214,MaxMP,277,MPRecovery,161,Resilience,96,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,13,12,BlackBear,640,AttackPowerPhy,224,AttackPowerMag,224,MaxMP,290,MPRecovery,169,Resilience,101,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,14,12,BlackBear,640,AttackPowerPhy,234,AttackPowerMag,234,MaxMP,303,MPRecovery,177,Resilience,105,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,15,12,BlackBear,640,AttackPowerPhy,244,AttackPowerMag,244,MaxMP,316,MPRecovery,184,Resilience,110,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,16,12,BlackBear,640,AttackPowerPhy,255,AttackPowerMag,255,MaxMP,330,MPRecovery,192,Resilience,115,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,17,13,BlackBear,640,AttackPowerPhy,265,AttackPowerMag,265,MaxMP,343,MPRecovery,200,Resilience,119,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,18,13,BlackBear,640,AttackPowerPhy,275,AttackPowerMag,275,MaxMP,356,MPRecovery,207,Resilience,124,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,19,13,BlackBear,640,AttackPowerPhy,285,AttackPowerMag,285,MaxMP,369,MPRecovery,215,Resilience,128,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,B,20,13,BlackBear,640,AttackPowerPhy,295,AttackPowerMag,295,MaxMP,382,MPRecovery,223,Resilience,133,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,1,15,BlackBear,640,AttackPowerPhy,315,AttackPowerMag,315,MaxMP,408,MPRecovery,238,Resilience,142,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,2,15,BlackBear,640,AttackPowerPhy,330,AttackPowerMag,330,MaxMP,428,MPRecovery,249,Resilience,149,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,3,15,BlackBear,640,AttackPowerPhy,346,AttackPowerMag,346,MaxMP,448,MPRecovery,261,Resilience,156,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,4,15,BlackBear,640,AttackPowerPhy,362,AttackPowerMag,362,MaxMP,469,MPRecovery,273,Resilience,163,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,5,16,BlackBear,640,AttackPowerPhy,378,AttackPowerMag,378,MaxMP,489,MPRecovery,285,Resilience,170,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,6,16,BlackBear,640,AttackPowerPhy,393,AttackPowerMag,393,MaxMP,510,MPRecovery,297,Resilience,177,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,7,16,BlackBear,640,AttackPowerPhy,409,AttackPowerMag,409,MaxMP,530,MPRecovery,309,Resilience,184,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,8,16,BlackBear,640,AttackPowerPhy,425,AttackPowerMag,425,MaxMP,550,MPRecovery,321,Resilience,191,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,9,17,BlackBear,640,AttackPowerPhy,441,AttackPowerMag,441,MaxMP,571,MPRecovery,333,Resilience,198,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,10,17,BlackBear,640,AttackPowerPhy,456,AttackPowerMag,456,MaxMP,591,MPRecovery,345,Resilience,205,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,11,17,BlackBear,640,AttackPowerPhy,472,AttackPowerMag,472,MaxMP,612,MPRecovery,357,Resilience,213,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,12,17,BlackBear,640,AttackPowerPhy,488,AttackPowerMag,488,MaxMP,632,MPRecovery,368,Resilience,220,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,13,18,BlackBear,640,AttackPowerPhy,504,AttackPowerMag,504,MaxMP,652,MPRecovery,380,Resilience,227,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,14,18,BlackBear,640,AttackPowerPhy,519,AttackPowerMag,519,MaxMP,673,MPRecovery,392,Resilience,234,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,15,18,BlackBear,640,AttackPowerPhy,535,AttackPowerMag,535,MaxMP,693,MPRecovery,404,Resilience,241,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,16,18,BlackBear,640,AttackPowerPhy,551,AttackPowerMag,551,MaxMP,714,MPRecovery,416,Resilience,248,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,17,20,BlackBear,640,AttackPowerPhy,567,AttackPowerMag,567,MaxMP,734,MPRecovery,428,Resilience,255,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,18,20,BlackBear,640,AttackPowerPhy,582,AttackPowerMag,582,MaxMP,754,MPRecovery,440,Resilience,262,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,19,20,BlackBear,640,AttackPowerPhy,598,AttackPowerMag,598,MaxMP,775,MPRecovery,452,Resilience,269,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,A,20,20,BlackBear,640,AttackPowerPhy,614,AttackPowerMag,614,MaxMP,795,MPRecovery,464,Resilience,276,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,1,23,BlackBear,640,AttackPowerPhy,656,AttackPowerMag,656,MaxMP,850,MPRecovery,496,Resilience,295,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,2,23,BlackBear,640,AttackPowerPhy,675,AttackPowerMag,675,MaxMP,875,MPRecovery,510,Resilience,303,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,3,23,BlackBear,640,AttackPowerPhy,695,AttackPowerMag,695,MaxMP,901,MPRecovery,525,Resilience,312,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,4,23,BlackBear,640,AttackPowerPhy,715,AttackPowerMag,715,MaxMP,926,MPRecovery,540,Resilience,321,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,5,25,BlackBear,640,AttackPowerPhy,734,AttackPowerMag,734,MaxMP,952,MPRecovery,555,Resilience,330,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,6,25,BlackBear,640,AttackPowerPhy,754,AttackPowerMag,754,MaxMP,977,MPRecovery,570,Resilience,339,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,7,25,BlackBear,640,AttackPowerPhy,774,AttackPowerMag,774,MaxMP,1003,MPRecovery,585,Resilience,348,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,8,25,BlackBear,640,AttackPowerPhy,793,AttackPowerMag,793,MaxMP,1028,MPRecovery,600,Resilience,356,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,9,26,BlackBear,640,AttackPowerPhy,813,AttackPowerMag,813,MaxMP,1054,MPRecovery,615,Resilience,365,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,10,26,BlackBear,640,AttackPowerPhy,833,AttackPowerMag,833,MaxMP,1079,MPRecovery,629,Resilience,374,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,11,26,BlackBear,640,AttackPowerPhy,852,AttackPowerMag,852,MaxMP,1105,MPRecovery,644,Resilience,383,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,12,26,BlackBear,640,AttackPowerPhy,872,AttackPowerMag,872,MaxMP,1130,MPRecovery,659,Resilience,392,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,13,27,BlackBear,640,AttackPowerPhy,892,AttackPowerMag,892,MaxMP,1156,MPRecovery,674,Resilience,401,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,14,27,BlackBear,640,AttackPowerPhy,911,AttackPowerMag,911,MaxMP,1181,MPRecovery,689,Resilience,410,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,15,27,BlackBear,640,AttackPowerPhy,931,AttackPowerMag,931,MaxMP,1207,MPRecovery,704,Resilience,418,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,16,27,BlackBear,640,AttackPowerPhy,951,AttackPowerMag,951,MaxMP,1232,MPRecovery,719,Resilience,427,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,17,29,BlackBear,640,AttackPowerPhy,970,AttackPowerMag,970,MaxMP,1258,MPRecovery,734,Resilience,436,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,18,29,BlackBear,640,AttackPowerPhy,990,AttackPowerMag,990,MaxMP,1283,MPRecovery,748,Resilience,445,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,19,29,BlackBear,640,AttackPowerPhy,1010,AttackPowerMag,1010,MaxMP,1309,MPRecovery,763,Resilience,454,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,S,20,29,BlackBear,640,AttackPowerPhy,1029,AttackPowerMag,1029,MaxMP,1334,MPRecovery,778,Resilience,463,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,1,33,BlackBear,640,AttackPowerPhy,1101,AttackPowerMag,1101,MaxMP,1427,MPRecovery,832,Resilience,495,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,2,33,BlackBear,640,AttackPowerPhy,1123,AttackPowerMag,1123,MaxMP,1455,MPRecovery,848,Resilience,504,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,3,33,BlackBear,640,AttackPowerPhy,1145,AttackPowerMag,1145,MaxMP,1484,MPRecovery,865,Resilience,514,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,4,33,BlackBear,640,AttackPowerPhy,1167,AttackPowerMag,1167,MaxMP,1512,MPRecovery,881,Resilience,524,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,5,35,BlackBear,640,AttackPowerPhy,1189,AttackPowerMag,1189,MaxMP,1541,MPRecovery,898,Resilience,534,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,6,35,BlackBear,640,AttackPowerPhy,1211,AttackPowerMag,1211,MaxMP,1569,MPRecovery,915,Resilience,544,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,7,35,BlackBear,640,AttackPowerPhy,1233,AttackPowerMag,1233,MaxMP,1598,MPRecovery,931,Resilience,554,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,8,35,BlackBear,640,AttackPowerPhy,1255,AttackPowerMag,1255,MaxMP,1626,MPRecovery,948,Resilience,564,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,9,36,BlackBear,640,AttackPowerPhy,1277,AttackPowerMag,1277,MaxMP,1655,MPRecovery,965,Resilience,574,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,10,36,BlackBear,640,AttackPowerPhy,1299,AttackPowerMag,1299,MaxMP,1683,MPRecovery,981,Resilience,584,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,11,36,BlackBear,640,AttackPowerPhy,1321,AttackPowerMag,1321,MaxMP,1712,MPRecovery,998,Resilience,594,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,12,36,BlackBear,640,AttackPowerPhy,1343,AttackPowerMag,1343,MaxMP,1740,MPRecovery,1015,Resilience,603,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,13,38,BlackBear,640,AttackPowerPhy,1365,AttackPowerMag,1365,MaxMP,1769,MPRecovery,1031,Resilience,613,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,14,38,BlackBear,640,AttackPowerPhy,1387,AttackPowerMag,1387,MaxMP,1798,MPRecovery,1048,Resilience,623,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,15,38,BlackBear,640,AttackPowerPhy,1409,AttackPowerMag,1409,MaxMP,1826,MPRecovery,1064,Resilience,633,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,16,38,BlackBear,640,AttackPowerPhy,1431,AttackPowerMag,1431,MaxMP,1855,MPRecovery,1081,Resilience,643,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,17,39,BlackBear,640,AttackPowerPhy,1453,AttackPowerMag,1453,MaxMP,1883,MPRecovery,1098,Resilience,653,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,18,39,BlackBear,640,AttackPowerPhy,1475,AttackPowerMag,1475,MaxMP,1912,MPRecovery,1114,Resilience,663,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,19,39,BlackBear,640,AttackPowerPhy,1497,AttackPowerMag,1497,MaxMP,1940,MPRecovery,1131,Resilience,673,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,R,20,39,BlackBear,640,AttackPowerPhy,1519,AttackPowerMag,1519,MaxMP,1969,MPRecovery,1148,Resilience,683,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,1,60,BlackBear,640,AttackPowerPhy,1625,AttackPowerMag,1625,MaxMP,2106,MPRecovery,1228,Resilience,730,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,2,60,BlackBear,640,AttackPowerPhy,1649,AttackPowerMag,1649,MaxMP,2137,MPRecovery,1246,Resilience,740,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,3,60,BlackBear,640,AttackPowerPhy,1673,AttackPowerMag,1673,MaxMP,2169,MPRecovery,1264,Resilience,751,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,4,60,BlackBear,640,AttackPowerPhy,1698,AttackPowerMag,1698,MaxMP,2200,MPRecovery,1283,Resilience,762,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,5,63,BlackBear,640,AttackPowerPhy,1722,AttackPowerMag,1722,MaxMP,2232,MPRecovery,1301,Resilience,773,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,6,63,BlackBear,640,AttackPowerPhy,1746,AttackPowerMag,1746,MaxMP,2263,MPRecovery,1320,Resilience,784,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,7,63,BlackBear,640,AttackPowerPhy,1771,AttackPowerMag,1771,MaxMP,2295,MPRecovery,1338,Resilience,795,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,8,63,BlackBear,640,AttackPowerPhy,1795,AttackPowerMag,1795,MaxMP,2327,MPRecovery,1356,Resilience,806,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,9,65,BlackBear,640,AttackPowerPhy,1820,AttackPowerMag,1820,MaxMP,2358,MPRecovery,1375,Resilience,817,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,10,65,BlackBear,640,AttackPowerPhy,1844,AttackPowerMag,1844,MaxMP,2390,MPRecovery,1393,Resilience,828,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,11,65,BlackBear,640,AttackPowerPhy,1868,AttackPowerMag,1868,MaxMP,2421,MPRecovery,1412,Resilience,839,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,12,65,BlackBear,640,AttackPowerPhy,1893,AttackPowerMag,1893,MaxMP,2453,MPRecovery,1430,Resilience,850,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,13,67,BlackBear,640,AttackPowerPhy,1917,AttackPowerMag,1917,MaxMP,2485,MPRecovery,1449,Resilience,861,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,14,67,BlackBear,640,AttackPowerPhy,1941,AttackPowerMag,1941,MaxMP,2516,MPRecovery,1467,Resilience,872,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,15,67,BlackBear,640,AttackPowerPhy,1966,AttackPowerMag,1966,MaxMP,2548,MPRecovery,1485,Resilience,883,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,16,67,BlackBear,640,AttackPowerPhy,1990,AttackPowerMag,1990,MaxMP,2579,MPRecovery,1504,Resilience,894,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,17,69,BlackBear,640,AttackPowerPhy,2015,AttackPowerMag,2015,MaxMP,2611,MPRecovery,1522,Resilience,905,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,18,69,BlackBear,640,AttackPowerPhy,2039,AttackPowerMag,2039,MaxMP,2643,MPRecovery,1541,Resilience,916,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,19,69,BlackBear,640,AttackPowerPhy,2063,AttackPowerMag,2063,MaxMP,2674,MPRecovery,1559,Resilience,927,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
1,SR,20,69,BlackBear,640,AttackPowerPhy,2088,AttackPowerMag,2088,MaxMP,2706,MPRecovery,1577,Resilience,938,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,1,2,KnightHorse,670,DefensePowerPhy,24,DefensePowerMag,24,MaxHP,26,HPRecovery,16,Resilience,10,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,2,2,KnightHorse,670,DefensePowerPhy,28,DefensePowerMag,28,MaxHP,31,HPRecovery,19,Resilience,12,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,3,2,KnightHorse,670,DefensePowerPhy,33,DefensePowerMag,33,MaxHP,36,HPRecovery,22,Resilience,14,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,4,2,KnightHorse,670,DefensePowerPhy,38,DefensePowerMag,38,MaxHP,41,HPRecovery,25,Resilience,16,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,5,4,KnightHorse,670,DefensePowerPhy,43,DefensePowerMag,43,MaxHP,46,HPRecovery,28,Resilience,18,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,6,4,KnightHorse,670,DefensePowerPhy,48,DefensePowerMag,48,MaxHP,52,HPRecovery,32,Resilience,20,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,7,4,KnightHorse,670,DefensePowerPhy,52,DefensePowerMag,52,MaxHP,57,HPRecovery,35,Resilience,22,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,8,4,KnightHorse,670,DefensePowerPhy,57,DefensePowerMag,57,MaxHP,62,HPRecovery,38,Resilience,24,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,9,6,KnightHorse,670,DefensePowerPhy,62,DefensePowerMag,62,MaxHP,67,HPRecovery,41,Resilience,26,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,10,6,KnightHorse,670,DefensePowerPhy,67,DefensePowerMag,67,MaxHP,72,HPRecovery,44,Resilience,28,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,11,6,KnightHorse,670,DefensePowerPhy,72,DefensePowerMag,72,MaxHP,78,HPRecovery,48,Resilience,30,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,12,6,KnightHorse,670,DefensePowerPhy,76,DefensePowerMag,76,MaxHP,83,HPRecovery,51,Resilience,32,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,13,7,KnightHorse,670,DefensePowerPhy,81,DefensePowerMag,81,MaxHP,88,HPRecovery,54,Resilience,34,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,14,7,KnightHorse,670,DefensePowerPhy,86,DefensePowerMag,86,MaxHP,93,HPRecovery,57,Resilience,36,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,15,7,KnightHorse,670,DefensePowerPhy,91,DefensePowerMag,91,MaxHP,98,HPRecovery,60,Resilience,38,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,16,7,KnightHorse,670,DefensePowerPhy,96,DefensePowerMag,96,MaxHP,104,HPRecovery,64,Resilience,40,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,17,9,KnightHorse,670,DefensePowerPhy,100,DefensePowerMag,100,MaxHP,109,HPRecovery,67,Resilience,42,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,18,9,KnightHorse,670,DefensePowerPhy,105,DefensePowerMag,105,MaxHP,114,HPRecovery,70,Resilience,44,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,19,9,KnightHorse,670,DefensePowerPhy,110,DefensePowerMag,110,MaxHP,119,HPRecovery,73,Resilience,46,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,C,20,9,KnightHorse,670,DefensePowerPhy,115,DefensePowerMag,115,MaxHP,124,HPRecovery,76,Resilience,48,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,B,1,12,KnightHorse,670,DefensePowerPhy,123,DefensePowerMag,123,MaxHP,132,HPRecovery,81,Resilience,51,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,B,2,12,KnightHorse,670,DefensePowerPhy,135,DefensePowerMag,135,MaxHP,145,HPRecovery,89,Resilience,56,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,B,3,12,KnightHorse,670,DefensePowerPhy,147,DefensePowerMag,147,MaxHP,158,HPRecovery,97,Resilience,61,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
2,B,4,12,KnightHorse,670,DefensePowerPhy,159,DefensePowerMag,159,MaxHP,171,HPRecovery,105,Resilience,66,,,,,,,Common/VehicleSpawn,Common/VehicleSpawn
