GroupId,SubId,TerritotyId,GadgetInfoId,DungeonInfoId,NpcInfoId,RecommendLv,RecommendPower,RecommendPeople,MainReward1,MainReward2,MainReward3
102,102002,2,2000001,20047,110202,62,146000,1,470072,,
102,102003,2,2000001,20048,110203,70,165000,1,470073,,
102,102004,2,2000001,20049,110204,62,146000,2,470074,,
102,102005,2,2000001,20050,110205,66,155600,2,470075,,
102,102006,2,2000001,20051,110206,62,146000,2,470076,,
102,102007,2,2000001,20052,110207,66,155600,2,470077,,
102,102008,2,2000001,20053,110208,78,184000,1,470081,,
102,102009,2,2000001,20054,110209,78,184000,1,470082,,
102,102010,2,2000001,20055,110210,84,197100,1,470083,,
102,102011,2,2000001,20056,110211,84,197100,1,470084,,
102,102012,2,2000001,20057,110212,90,208700,2,470085,,
102,102013,2,2000001,20058,110213,90,208700,1,470091,,
102,102014,2,2000001,20059,110214,90,208700,2,470092,,
102,102015,2,2000001,20060,110215,94,217700,2,470093,,
102,102016,2,2000001,20061,110216,90,208700,2,470094,,
102,102017,2,2000001,20062,110217,100,232300,1,470095,,
102,102018,2,2000001,20063,110218,104,241900,1,470101,,
102,102019,2,2000001,20064,110219,104,241900,1,470102,,
102,102020,2,2000001,20065,110220,112,265900,1,470103,,
102,102021,2,2000001,20066,110221,112,265900,2,470104,,
102,102022,2,2000001,20067,110222,112,265900,1,470105,,
102,102023,2,2000001,20068,110223,116,278400,1,470106,,
102,102024,2,2000001,20069,110224,116,278400,1,470107,,
102,102025,2,2000001,20070,110225,84,197100,3,472041,,
102,102026,2,2000001,20071,110226,90,208700,3,472042,,
102,102027,2,2000001,20072,110227,94,217700,3,472043,,
102,102028,2,2000001,20073,110228,108,254100,3,472044,,
102,102029,2,2000001,20074,110229,112,265900,3,472051,,
102,102030,2,2000001,20075,110230,120,290900,3,472052,,
102,102031,2,2000001,20076,110231,128,319300,3,472053,,
103,103001,3,2000001,20077,110301,124,265900,1,470111,,
103,103002,3,2000001,20078,110302,124,265900,2,470112,,
103,103003,3,2000001,20079,110303,132,265900,2,470113,,
103,103004,3,2000001,20080,110304,132,265900,2,470114,,
103,103005,3,2000001,20081,110305,132,265900,2,470115,,
103,103006,3,2000001,20082,110306,132,265900,1,470116,,
103,103007,3,2000001,20083,110307,132,265900,2,470117,,
103,103008,3,2000001,20084,110308,136,278400,1,470121,,
103,103009,3,2000001,20085,110309,140,290900,2,470122,,
103,103010,3,2000001,20086,110310,140,304600,2,470123,,
103,103011,3,2000001,20087,110311,140,319300,2,470124,,
103,103012,3,2000001,20088,110312,146,334700,2,470125,,
103,103013,3,2000001,20089,110313,146,349100,2,470126,,
103,103014,3,2000001,20090,110314,150,364200,1,470131,,
103,103015,3,2000001,20091,110315,156,364200,2,470132,,
103,103016,3,2000001,20092,110316,156,398200,2,470133,,
103,103017,3,2000001,20093,110317,156,384600,2,470134,,
103,103018,3,2000001,20094,110318,162,438300,2,470141,,
103,103019,3,2000001,20095,110319,162,438300,1,470142,,
103,103020,3,2000001,20096,110320,174,438300,1,470143,,
103,103021,3,2000001,20097,110321,168,438300,2,470144,,
103,103022,3,2000001,20098,110322,168,438300,2,470145,,
103,103023,3,2000001,20099,110323,174,438300,2,470146,,
103,103024,3,2000001,20100,110324,162,438300,2,470147,,
103,103025,3,2000001,20101,110325,128,326200,3,472061,,
103,103026,3,2000001,20102,110326,136,356400,3,472062,,
103,103027,3,2000001,20103,110327,146,393800,3,472063,,
103,103028,3,2000001,20104,110328,150,407700,3,472071,,
103,103029,3,2000001,20105,110329,156,429400,3,472072,,
103,103030,3,2000001,20106,110330,162,448700,3,472073,,
104,104001,4,2000001,20107,110401,182,537300,2,470151,,
104,104002,4,2000001,20108,110402,182,537300,2,470152,,
104,104003,4,2000001,20109,110403,198,710700,1,470153,,
104,104004,4,2000001,20110,110404,198,710700,1,470154,,
104,104005,4,2000001,20111,110405,198,710700,1,470155,,
104,104006,4,2000001,20112,110406,190,667100,1,470156,,
104,104007,4,2000001,20113,110407,230,847600,2,470161,,
104,104008,4,2000001,20114,110408,214,773200,2,470162,,
104,104009,4,2000001,20115,110409,206,740100,1,470163,,
104,104010,4,2000001,20116,110410,222,807500,2,470164,,
104,104011,4,2000001,20117,110411,214,773200,3,470165,,
104,104012,4,2000001,20118,110412,236,878200,2,470171,,
104,104013,4,2000001,20119,110413,242,914300,2,470172,,
104,104014,4,2000001,20120,110414,242,914300,2,470173,,
104,104015,4,2000001,20121,110415,248,951000,1,470174,,
104,104016,4,2000001,20122,110416,248,951000,1,470175,,
104,104017,4,2000001,20123,110417,254,990200,2,470176,,
104,104018,4,2000001,20124,110418,254,990200,2,470177,,
104,104019,4,2000001,20125,110419,182,537300,3,472084,,
104,104020,4,2000001,20126,110420,222,807500,3,472085,,
104,104021,4,2000001,20127,110421,190,667100,3,472086,,
104,104022,4,2000001,20128,110422,236,878200,3,472087,,
104,104023,4,2000001,20129,110423,262,1037500,3,472088,,
104,104024,4,2000001,20130,110424,268,1077600,3,472089,,
201,201001,1,2000001,20131,120101,20,14900,5,470025,460008,911158
201,201002,1,2000001,20132,120102,29,33500,5,470037,460008,911159
201,201003,1,2000001,20133,120103,40,79500,5,470047,460003,911160
201,201004,1,2000001,20134,120104,52,118400,5,470057,460013,911161
201,201005,1,2000001,20135,120105,62,145300,5,470068,460003,911162
202,202001,2,2000001,20136,120201,104,241200,20,470078,460013,911163
202,202002,2,2000001,20137,120202,120,290200,20,470086,460003,911164
202,202003,2,2000001,20138,120203,136,348400,20,470096,460013,911165
203,203001,3,2000001,20139,120301,198,573900,20,470118,460003,911166
203,203002,3,2000001,20140,120302,230,702100,20,470127,460013,911167
203,203003,3,2000001,20141,120303,262,1037500,20,470148,460016,911168
301,301001,2,2000001,20146,130201,198,579500,100,470108,911015,911173
103,103031,3,2000001,20149,110331,168,467600,3,472081,,
103,103032,3,2000001,20150,110332,174,485900,3,472082,,
103,103033,3,2000001,20151,110333,182,537300,3,472083,,
103,103034,3,2000001,20152,110334,182,537300,3,472110,,
103,103035,3,2000001,20153,110335,190,667100,3,472111,,
103,103036,3,2000001,20154,110336,198,710700,3,472112,,
103,103037,3,2000001,20155,110337,206,740100,3,472113,,
103,103038,3,2000001,20156,110338,214,773200,3,472114,,
103,103039,3,2000001,20157,110339,222,807500,3,472115,,
103,103040,3,2000001,20158,110340,230,847600,3,472116,,
103,103041,3,2000001,20159,110341,236,878200,3,472117,,
103,103042,3,2000001,20160,110342,242,914300,3,472118,,
103,103043,3,2000001,20161,110343,248,951000,3,472119,,
103,103044,3,2000001,20162,110344,254,990200,3,472120,,
104,104025,4,2000001,20163,110425,262,1037500,3,472121,,
104,104026,4,2000001,20164,110426,268,1077600,3,472122,,
104,104027,4,2000001,20165,110427,274,1113800,3,472123,,
104,104028,4,2000001,20166,110428,282,1158500,3,472124,,
10000001,10000001,0,2000001,10020001,81110002,1,1000,5,10000401,10919052,911013
