GroupId,Type,ItemInfoId,ClassOnly,MinItemCount,MaxItemCount,DropRate,UnBindRate,SpecialNotifyType,EventItemPeriodId
800,Item,500804,0,1,1,70,0,,
800,Item,440001,0,15,15,50,0,,
800,Item,440011,0,15,15,50,0,,
800,Item,400001,0,200,200,50,0,,
800,Item,449999,0,1,1,50,0,,
800,Item,480004,0,1,1,33,0,,
800,Item,480005,0,1,1,33,0,,
800,Item,480006,0,1,1,33,0,,
800,Item,480007,0,1,1,22,0,NormalItem,
800,Item,480008,0,1,1,22,0,NormalItem,
800,Item,480009,0,1,1,22,0,NormalItem,
800,Item,480010,0,1,1,11,0,RareItem,
800,Item,480011,0,1,1,11,0,RareItem,
800,Item,480012,0,1,1,11,0,RareItem,
800,Item,1000102,0,1,1,30,0,NormalItem,
800,Item,1000202,0,1,1,2,0,RareItem,
800,Item,1001102,0,1,3,100,0,,
800,Item,1001202,0,1,3,30,0,,
800,Item,500119,0,1,1,50,0,,
800,Item,500120,0,1,1,30,0,RareItem,
800,Item,500100,0,1,1,100,0,,
810,Item,490066,0,0,0,1000,0,,
810,Item,400000,0,1,1,35,0,UniqueItem,
810,Item,490066,0,2,6,522,0,RareItem,
810,Item,460003,0,1,1,88,0,UniqueItem,
810,Item,460013,0,1,1,88,0,UniqueItem,
900,Item,500901,0,1,1,10,0,RareItem,
900,Item,500902,0,1,1,30,0,NormalItem,
900,Item,500903,0,1,1,70,0,,
900,Item,500904,0,1,1,70,0,,
900,Item,440001,0,15,15,50,0,,
900,Item,440011,0,15,15,50,0,,
900,Item,400001,0,220,220,50,0,,
900,Item,449999,0,1,1,50,0,,
900,Item,480004,0,1,1,33,0,,
900,Item,480005,0,1,1,33,0,,
900,Item,480006,0,1,1,33,0,,
900,Item,480007,0,1,1,22,0,NormalItem,
900,Item,480008,0,1,1,22,0,NormalItem,
900,Item,480009,0,1,1,22,0,NormalItem,
900,Item,480010,0,1,1,11,0,RareItem,
900,Item,480011,0,1,1,11,0,RareItem,
900,Item,480012,0,1,1,11,0,RareItem,
900,Item,1000102,0,1,1,30,0,NormalItem,
900,Item,1000202,0,1,1,2,0,RareItem,
900,Item,1001102,0,2,3,100,0,,
900,Item,1001202,0,2,3,30,0,,
900,Item,500119,0,1,1,50,0,,
900,Item,500120,0,1,1,30,0,RareItem,
900,Item,500100,0,1,1,100,0,,
910,Item,490066,0,0,0,1000,0,,
910,Item,400000,0,1,1,35,0,UniqueItem,
910,Item,490066,0,2,6,522,0,RareItem,
910,Item,460003,0,1,1,88,0,UniqueItem,
910,Item,460013,0,1,1,88,0,UniqueItem,
1000,Item,501001,0,1,1,10,0,RareItem,
1000,Item,501002,0,1,1,30,0,NormalItem,
1000,Item,501003,0,1,1,70,0,,
1000,Item,501004,0,1,1,70,0,,
1000,Item,440001,0,15,15,50,0,,
1000,Item,440011,0,15,15,50,0,,
1000,Item,400001,0,250,250,50,0,,
1000,Item,449999,0,1,1,50,0,,
1000,Item,480004,0,1,1,33,0,,
1000,Item,480005,0,1,1,33,0,,
1000,Item,480006,0,1,1,33,0,,
1000,Item,480007,0,1,1,22,0,NormalItem,
1000,Item,480008,0,1,1,22,0,NormalItem,
1000,Item,480009,0,1,1,22,0,NormalItem,
1000,Item,480010,0,1,1,11,0,RareItem,
1000,Item,480011,0,1,1,11,0,RareItem,
1000,Item,480012,0,1,1,11,0,RareItem,
1000,Item,1000102,0,1,1,30,0,NormalItem,
1000,Item,1000202,0,1,1,2,0,RareItem,
1000,Item,1001102,0,3,3,100,0,,
1000,Item,1001202,0,3,3,30,0,,
1000,Item,500119,0,1,1,50,0,,
1000,Item,500120,0,1,1,30,0,RareItem,
1000,Item,500100,0,1,1,100,0,,
1010,Item,490066,0,0,0,1000,0,,
1010,Item,400000,0,1,1,35,0,UniqueItem,
1010,Item,490066,0,2,6,522,0,RareItem,
1010,Item,460003,0,1,1,88,0,UniqueItem,
1010,Item,460013,0,1,1,88,0,UniqueItem,
1100,Item,501101,0,1,1,10,0,RareItem,
1100,Item,501102,0,1,1,30,0,NormalItem,
1100,Item,501103,0,1,1,70,0,,
1100,Item,501104,0,1,1,70,0,,
1100,Item,440001,0,15,15,50,0,,
1100,Item,440011,0,15,15,50,0,,
1100,Item,400001,0,270,270,50,0,,
1100,Item,449999,0,1,1,50,0,,
1100,Item,480004,0,1,1,33,0,,
1100,Item,480005,0,1,1,33,0,,
1100,Item,480006,0,1,1,33,0,,
1100,Item,480007,0,1,1,22,0,NormalItem,
1100,Item,480008,0,1,1,22,0,NormalItem,
1100,Item,480009,0,1,1,22,0,NormalItem,
1100,Item,480010,0,1,1,11,0,RareItem,
1100,Item,480011,0,1,1,11,0,RareItem,
1100,Item,480012,0,1,1,11,0,RareItem,
1100,Item,1000103,0,1,1,30,0,NormalItem,
1100,Item,1000203,0,1,1,2,0,RareItem,
1100,Item,1001103,0,1,2,100,0,,
1100,Item,1001203,0,1,2,30,0,,
1100,Item,500119,0,1,1,50,0,,
1100,Item,500120,0,1,1,30,0,RareItem,
1100,Item,500100,0,1,1,100,0,,
1110,Item,490066,0,0,0,1000,0,,
1110,Item,400000,0,1,1,35,0,UniqueItem,
1110,Item,490066,0,4,6,522,0,RareItem,
1110,Item,460003,0,1,1,88,0,UniqueItem,
1110,Item,460013,0,1,1,88,0,UniqueItem,
1200,Item,501201,0,1,1,10,0,RareItem,
1200,Item,501202,0,1,1,30,0,NormalItem,
1200,Item,501203,0,1,1,70,0,,
1200,Item,501204,0,1,1,70,0,,
1200,Item,440001,0,15,15,50,0,,
1200,Item,440011,0,15,15,50,0,,
1200,Item,400001,0,300,300,50,0,,
1200,Item,449999,0,1,1,50,0,,
1200,Item,480004,0,1,1,33,0,,
1200,Item,480005,0,1,1,33,0,,
1200,Item,480006,0,1,1,33,0,,
1200,Item,480007,0,1,1,22,0,NormalItem,
1200,Item,480008,0,1,1,22,0,NormalItem,
1200,Item,480009,0,1,1,22,0,NormalItem,
1200,Item,480010,0,1,1,11,0,RareItem,
1200,Item,480011,0,1,1,11,0,RareItem,
1200,Item,480012,0,1,1,11,0,RareItem,
1200,Item,1000103,0,1,1,30,,NormalItem,
1200,Item,1000203,0,1,1,2,,RareItem,
1200,Item,1001103,0,1,3,100,,,
1200,Item,1001203,0,1,3,30,,,
1200,Item,500119,0,1,1,50,,,
1200,Item,500120,0,1,1,30,,RareItem,
1200,Item,500100,0,1,1,100,,,
1210,Item,490066,0,0,0,1000,0,,
1210,Item,400000,0,1,1,35,,UniqueItem,
1210,Item,490066,0,4,6,522,,RareItem,
1210,Item,460003,0,1,1,88,,UniqueItem,
1210,Item,460013,0,1,1,88,,UniqueItem,
1300,Item,501301,0,1,1,10,0,RareItem,
1300,Item,501302,0,1,1,30,0,NormalItem,
1300,Item,501303,0,1,1,70,0,,
1300,Item,501304,0,1,1,70,0,,
1300,Item,440001,0,15,15,50,0,,
1300,Item,440011,0,15,15,50,0,,
1300,Item,400001,0,320,320,50,0,,
1300,Item,449999,0,1,1,50,0,,
1300,Item,480004,0,1,1,33,0,,
1300,Item,480005,0,1,1,33,0,,
1300,Item,480006,0,1,1,33,0,,
1300,Item,480007,0,1,1,22,0,NormalItem,
1300,Item,480008,0,1,1,22,0,NormalItem,
1300,Item,480009,0,1,1,22,0,NormalItem,
1300,Item,480010,0,1,1,11,0,RareItem,
1300,Item,480011,0,1,1,11,0,RareItem,
1300,Item,480012,0,1,1,11,0,RareItem,
1300,Item,1000103,0,1,1,30,,NormalItem,
1300,Item,1000203,0,1,1,2,,RareItem,
1300,Item,1001103,0,2,3,100,,,
1300,Item,1001203,0,2,3,30,,,
1300,Item,500119,0,1,1,50,,,
1300,Item,500120,0,1,1,30,,RareItem,
1300,Item,500100,0,1,1,100,,,
1310,Item,490066,0,0,0,1000,0,,
1310,Item,400000,0,1,1,35,,UniqueItem,
1310,Item,490066,0,4,6,522,,RareItem,
1310,Item,460003,0,1,1,88,,UniqueItem,
1310,Item,460013,0,1,1,88,,UniqueItem,
1400,Item,501401,0,1,1,10,0,RareItem,
1400,Item,501402,0,1,1,30,0,NormalItem,
1400,Item,501403,0,1,1,70,0,,
1400,Item,501404,0,1,1,70,0,,
1400,Item,440001,0,15,15,50,0,,
1400,Item,440011,0,15,15,50,0,,
1400,Item,400001,0,350,350,50,0,,
1400,Item,449999,0,1,1,50,0,,
1400,Item,480004,0,1,1,33,0,,
1400,Item,480005,0,1,1,33,0,,
1400,Item,480006,0,1,1,33,0,,
1400,Item,480007,0,1,1,22,0,NormalItem,
1400,Item,480008,0,1,1,22,0,NormalItem,
1400,Item,480009,0,1,1,22,0,NormalItem,
1400,Item,480010,0,1,1,11,0,RareItem,
1400,Item,480011,0,1,1,11,0,RareItem,
1400,Item,480012,0,1,1,11,0,RareItem,
1400,Item,1000103,0,1,1,30,,NormalItem,
1400,Item,1000203,0,1,1,2,,RareItem,
1400,Item,1001103,0,3,3,100,,,
1400,Item,1001203,0,3,3,30,,,
1400,Item,500119,0,1,1,50,,,
1400,Item,500120,0,1,1,30,,RareItem,
1400,Item,500100,0,1,1,100,,,
1410,Item,490066,0,0,0,1000,0,,
1410,Item,400000,0,1,1,35,,UniqueItem,
1410,Item,490066,0,4,6,522,,RareItem,
1410,Item,460003,0,1,1,88,,UniqueItem,
1410,Item,460013,0,1,1,88,,UniqueItem,
1500,Item,501501,0,1,1,10,0,RareItem,
1500,Item,501502,0,1,1,30,0,NormalItem,
1500,Item,501503,0,1,1,70,0,,
1500,Item,501504,0,1,1,70,0,,
1500,Item,440001,0,20,20,50,0,,
1500,Item,440011,0,20,20,50,0,,
1500,Item,400001,0,370,370,50,0,,
1500,Item,449999,0,1,1,50,0,,
1500,Item,480007,0,1,1,22,0,NormalItem,
1500,Item,480008,0,1,1,22,0,NormalItem,
1500,Item,480009,0,1,1,22,0,NormalItem,
1500,Item,480010,0,1,1,11,0,RareItem,
1500,Item,480011,0,1,1,11,0,RareItem,
1500,Item,480012,0,1,1,11,0,RareItem,
1500,Item,1000104,0,1,1,30,0,NormalItem,
1500,Item,1001104,0,3,3,100,,,
1500,Item,500119,0,1,1,50,,,
1500,Item,500120,0,1,1,30,,RareItem,
1500,Item,500100,0,1,1,100,,,
1510,Item,490066,0,,,1000,,,
1510,Item,400000,0,1,1,35,,UniqueItem,
1510,Item,490066,0,5,8,522,,RareItem,
1510,Item,460003,0,1,1,88,,UniqueItem,
1510,Item,460013,0,1,1,88,,UniqueItem,
1600,Item,501601,0,1,1,10,0,RareItem,
1600,Item,501602,0,1,1,30,0,NormalItem,
1600,Item,501603,0,1,1,70,0,,
1600,Item,501604,0,1,1,70,0,,
1600,Item,440001,0,20,20,50,0,,
1600,Item,440011,0,20,20,50,0,,
1600,Item,400001,0,400,400,50,0,,
1600,Item,449999,0,1,1,50,0,,
1600,Item,480007,0,1,1,22,0,NormalItem,
1600,Item,480008,0,1,1,22,0,NormalItem,
1600,Item,480009,0,1,1,22,0,NormalItem,
1600,Item,480010,0,1,1,11,0,RareItem,
1600,Item,480011,0,1,1,11,0,RareItem,
1600,Item,480012,0,1,1,11,0,RareItem,
1600,Item,1000104,0,1,1,30,0,NormalItem,
1600,Item,1001104,0,3,3,100,,,
1600,Item,500119,0,1,1,50,,,
1600,Item,500120,0,1,1,30,,RareItem,
1600,Item,500100,0,1,1,100,,,
1610,Item,490066,0,,,1000,,,
1610,Item,400000,0,1,1,35,,UniqueItem,
1610,Item,490066,0,5,8,522,,RareItem,
1610,Item,460003,0,1,1,88,,UniqueItem,
1610,Item,460013,0,1,1,88,,UniqueItem,
1700,Item,501701,0,1,1,10,0,RareItem,
1700,Item,501702,0,1,1,30,0,NormalItem,
1700,Item,501703,0,1,1,70,0,,
1700,Item,501704,0,1,1,70,0,,
1700,Item,440001,0,20,20,50,0,,
1700,Item,440011,0,20,20,50,0,,
1700,Item,400001,0,420,420,50,0,,
1700,Item,449999,0,1,1,50,0,,
1700,Item,480007,0,1,1,22,0,NormalItem,
1700,Item,480008,0,1,1,22,0,NormalItem,
1700,Item,480009,0,1,1,22,0,NormalItem,
1700,Item,480010,0,1,1,11,0,RareItem,
1700,Item,480011,0,1,1,11,0,RareItem,
1700,Item,480012,0,1,1,11,0,RareItem,
1700,Item,1000104,0,1,1,30,0,RareItem,
1700,Item,1001104,0,3,3,100,,,
1700,Item,500119,0,1,1,50,,,
1700,Item,500120,0,1,1,30,,RareItem,
1700,Item,500100,0,1,1,100,,,
1710,Item,490066,0,,,1000,,,
1710,Item,400000,0,1,1,35,,UniqueItem,
1710,Item,490066,0,5,8,522,,RareItem,
1710,Item,460003,0,1,1,88,,UniqueItem,
1710,Item,460013,0,1,1,88,,UniqueItem,
1800,Item,501801,0,1,1,10,0,RareItem,
1800,Item,501802,0,1,1,30,0,NormalItem,
1800,Item,501803,0,1,1,70,0,,
1800,Item,501804,0,1,1,70,0,,
1800,Item,440001,0,25,25,50,0,,
1800,Item,440011,0,25,25,50,0,,
1800,Item,400001,0,430,430,50,0,,
1800,Item,449999,0,1,1,50,0,,
1800,Item,480007,0,1,1,22,0,NormalItem,
1800,Item,480008,0,1,1,22,0,NormalItem,
1800,Item,480009,0,1,1,22,0,NormalItem,
1800,Item,480010,0,1,1,11,0,RareItem,
1800,Item,480011,0,1,1,11,0,RareItem,
1800,Item,480012,0,1,1,11,0,RareItem,
1800,Item,1000105,0,1,1,30,0,RareItem,
4100,Item,440001,0,5,5,50,0,,
4100,Item,440011,0,5,5,50,0,,
4100,Item,400001,0,50,50,50,0,,
4100,Item,449999,0,1,1,50,0,,
4100,Item,480001,0,1,1,33,0,,
4100,Item,480002,0,1,1,33,0,,
4100,Item,480003,0,1,1,33,0,,
4100,Item,480004,0,1,1,22,0,,
4100,Item,480005,0,1,1,22,0,,
4100,Item,480006,0,1,1,22,0,,
4100,Item,480007,0,1,1,11,0,NormalItem,
4100,Item,480008,0,1,1,11,0,NormalItem,
4100,Item,480009,0,1,1,11,0,NormalItem,
4100,Item,400002,0,10,10,30,0,,
4100,Item,490049,0,4,4,30,0,,
4100,Item,1000100,0,1,1,30,0,NormalItem,
4100,Item,1001100,0,1,2,100,,,
4100,Item,500100,0,1,1,100,,,
4110,Item,400002,0,40,40,700,0,,
4110,Item,490049,0,15,15,300,0,,
4200,Item,440001,0,7,7,20,0,,
4200,Item,440011,0,7,7,70,0,,
4200,Item,400001,0,100,100,100,0,,
4200,Item,449999,0,1,1,50,0,,
4200,Item,480001,0,1,1,50,0,,
4200,Item,480002,0,1,1,50,0,,
4200,Item,480003,0,1,1,50,0,,
4200,Item,480004,0,1,1,33,0,,
4200,Item,480005,0,1,1,33,0,,
4200,Item,480006,0,1,1,33,0,,
4200,Item,480007,0,1,1,22,0,NormalItem,
4200,Item,480008,0,1,1,22,0,NormalItem,
4200,Item,480009,0,1,1,22,0,NormalItem,
4200,Item,400002,0,20,20,30,0,,
4200,Item,490049,0,8,8,30,0,,
4200,Item,1000100,0,1,1,30,,NormalItem,
4200,Item,1001100,0,1,3,100,,,
4200,Item,500100,0,1,1,100,,,
4210,Item,400002,0,40,40,700,0,,
4210,Item,490049,0,15,15,300,0,,
4210,Item,400000,0,1,1,35,,UniqueItem,
4210,Item,490066,0,1,2,522,,RareItem,
4210,Item,460003,0,1,1,88,,UniqueItem,
4210,Item,460013,0,1,1,88,,UniqueItem,
4300,Item,440001,0,10,10,50,0,,
4300,Item,440011,0,10,10,50,0,,
4300,Item,400001,0,120,120,50,0,,
4300,Item,449999,0,1,1,50,0,,
4300,Item,480001,0,1,1,33,0,,
4300,Item,480002,0,1,1,33,0,,
4300,Item,480003,0,1,1,33,0,,
4300,Item,480004,0,1,1,22,0,,
4300,Item,480005,0,1,1,22,0,,
4300,Item,480006,0,1,1,22,0,,
4300,Item,480007,0,1,1,11,0,NormalItem,
4300,Item,480008,0,1,1,11,0,NormalItem,
4300,Item,480009,0,1,1,11,0,NormalItem,
4300,Item,480010,0,1,1,11,0,RareItem,
4300,Item,480011,0,1,1,11,0,RareItem,
4300,Item,480012,0,1,1,11,0,RareItem,
4300,Item,400002,0,30,30,30,0,,
4300,Item,490049,0,10,10,30,0,,
4300,Item,1000101,0,1,1,30,,NormalItem,
4300,Item,1000201,0,1,1,2,,RareItem,
4300,Item,1001101,0,1,3,100,,,
4300,Item,1001201,0,1,3,30,,,
4300,Item,500100,0,1,1,100,,,
4310,Item,400002,0,40,40,700,0,,
4310,Item,490049,0,15,15,300,0,,
4310,Item,400000,0,1,1,35,,UniqueItem,
4310,Item,490066,0,1,4,522,,RareItem,
4310,Item,460003,0,1,1,88,,UniqueItem,
4310,Item,460013,0,1,1,88,,UniqueItem,
4400,Item,440001,0,12,12,50,0,,
4400,Item,440011,0,12,12,50,0,,
4400,Item,400001,0,150,150,50,0,,
4400,Item,449999,0,1,1,50,0,,
4400,Item,480004,0,1,1,33,0,,
4400,Item,480005,0,1,1,33,0,,
4400,Item,480006,0,1,1,33,0,,
4400,Item,480007,0,1,1,22,0,NormalItem,
4400,Item,480008,0,1,1,22,0,NormalItem,
4400,Item,480009,0,1,1,22,0,NormalItem,
4400,Item,480010,0,1,1,11,0,RareItem,
4400,Item,480011,0,1,1,11,0,RareItem,
4400,Item,480012,0,1,1,11,0,RareItem,
4400,Item,400002,0,40,40,30,0,,
4400,Item,490049,0,15,15,30,0,,
4400,Item,1000101,0,1,1,30,,NormalItem,
4400,Item,1000201,0,1,1,2,,RareItem,
4400,Item,1001101,0,3,3,100,,,
4400,Item,1001201,0,3,3,30,,,
4400,Item,500100,0,1,1,100,,,
4410,Item,400002,0,40,40,700,0,,
4410,Item,490049,0,15,15,300,0,,
4410,Item,400000,0,1,1,35,,UniqueItem,
4410,Item,490066,0,1,4,522,,RareItem,
4410,Item,460003,0,1,1,88,,UniqueItem,
4410,Item,460013,0,1,1,88,,UniqueItem,
4410,Item,480034,0,1,1,0,2000,,
4410,Item,480035,0,1,1,0,2000,,
4410,Item,480036,0,1,1,0,2000,,
4500,Item,440001,0,15,15,50,0,,
4500,Item,440011,0,15,15,50,0,,
4500,Item,400001,0,200,200,50,0,,
4500,Item,449999,0,1,1,50,0,,
4500,Item,480004,0,1,1,33,0,,
4500,Item,480005,0,1,1,33,0,,
4500,Item,480006,0,1,1,33,0,,
4500,Item,480007,0,1,1,22,0,NormalItem,
4500,Item,480008,0,1,1,22,0,NormalItem,
4500,Item,480009,0,1,1,22,0,NormalItem,
4500,Item,480010,0,1,1,11,0,RareItem,
4500,Item,480011,0,1,1,11,0,RareItem,
4500,Item,480012,0,1,1,11,0,RareItem,
4500,Item,400002,0,50,50,30,0,,
4500,Item,490049,0,18,18,30,0,,
4500,Item,1000102,0,1,1,30,,NormalItem,
4500,Item,1000202,0,1,1,2,,RareItem,
4500,Item,1001102,0,1,3,100,,,
4500,Item,1001202,0,1,3,30,,,
4500,Item,500119,0,1,1,45,,,
4500,Item,500120,0,1,1,25,,RareItem,
4500,Item,500100,0,1,1,100,,,
4510,Item,400002,0,40,40,700,0,,
4510,Item,490049,0,15,15,300,0,,
4510,Item,400000,0,1,1,35,,UniqueItem,
4510,Item,490066,0,2,5,522,,RareItem,
4510,Item,460003,0,1,1,88,,UniqueItem,
4510,Item,460013,0,1,1,88,,UniqueItem,
4600,Item,440001,0,15,15,50,0,,
4600,Item,440011,0,15,15,50,0,,
4600,Item,400001,0,250,250,50,0,,
4600,Item,449999,0,1,1,50,0,,
4600,Item,480004,0,1,1,33,0,,
4600,Item,480005,0,1,1,33,0,,
4600,Item,480006,0,1,1,33,0,,
4600,Item,480007,0,1,1,22,0,NormalItem,
4600,Item,480008,0,1,1,22,0,NormalItem,
4600,Item,480009,0,1,1,22,0,NormalItem,
4600,Item,480010,0,1,1,11,0,RareItem,
4600,Item,480011,0,1,1,11,0,RareItem,
4600,Item,480012,0,1,1,11,0,RareItem,
4600,Item,400002,0,60,60,30,0,,
4600,Item,490049,0,20,20,30,0,,
4600,Item,1000102,0,1,1,30,,NormalItem,
4600,Item,1000202,0,1,1,2,,RareItem,
4600,Item,1001102,0,3,3,100,,,
4600,Item,1001202,0,3,3,30,,,
4600,Item,500119,0,1,1,45,,,
4600,Item,500120,0,1,1,25,,RareItem,
4600,Item,500100,0,1,1,100,,,
4610,Item,400002,0,40,40,700,0,,
4610,Item,490049,0,15,15,300,0,,
4610,Item,400000,0,1,1,35,,UniqueItem,
4610,Item,490066,0,2,5,522,,RareItem,
4610,Item,460003,0,1,1,88,,UniqueItem,
4610,Item,460013,0,1,1,88,,UniqueItem,
4700,Item,440001,0,15,15,50,0,,
4700,Item,440011,0,15,15,50,0,,
4700,Item,400001,0,300,300,50,0,,
4700,Item,449999,0,1,1,50,0,,
4700,Item,480004,0,1,1,33,0,,
4700,Item,480005,0,1,1,33,0,,
4700,Item,480006,0,1,1,33,0,,
4700,Item,480007,0,1,1,22,0,NormalItem,
