Id,TitleKey,NameKey,NameEN,Grade,Type,InteractionType,ScaleFactor,VisibleLevel,Level,BaseMaxHp,BaseAttackPowerPhy,BaseAttackPowerMag,BaseDefensePowerPhy,BaseDefensePowerMag,BaseCriticalRate,BaseCriticalDamageMul,BaseAntiCriticalValue,BaseHit,BaseDodge,BaseHpRecovery,BaseDefenseIgnoreDamage,BaseFinalDamageDecrease,ImmuneToAbnormalState,Exp,AdenaDropRate,AdenaMin,AdenaMax,FestivalTicketDropRate,FestivalTicketMin,FestivalTicketMax,NoReward,ItemDropRate,ItemDropGroupId,FixItemDropRate,FixItemDropGroupId,ItemDropMethod,AddRewardItemDropId,FinishRewardItemDropId,WorldItemDropRate,WorldItemDropGroupId,RewardPost,WalkSpeed,RunSpeed,SightRange,IgnoreLevelGapSightRange,BasicAttackSkillInfoIdList,AiInfoGroupId,CreateSkillInfoId,BodyRadius,IgnoreHitAnim,Aggressive,Movable,Rotatable,Countattackable,MaxChaseDistance,IsMonster,SpawnInvincibleTime,SpawnAnim,SpawnVFX,BP_Name,IconTexture,IconTexture_discovered,QuestOnly,AppearanceScenePlay,IsBoss,MonsterCoreItemInfoId,MonsterCoreDropRate,MonsterCoreDropMethod,MonsterCoreUnbindRate,RaceType,RaceIconPath,JobType,JobIconPath,CutSceneType,UseMatineeActor,MonsterType,MonsterGrade,SpawnNotifyType,CollisionUnitType,CollisionUnitParam,InteractionVoiceID,QuestFinishVoiceID,HitFX,HitSocket,HitSound,MonsterSpecificType,IconTexture2,IconTitleKey,DisableSpawnVFX,MinimapMark
39,0,10000033,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,70,10000,8500,8500,800000,800000,0,15000,900000,60000,0,0,1000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,0,0,,,,,,0,0,0
40,0,10000034,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,70,10000,8500,8500,800000,800000,0,15000,900000,60000,0,0,1000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,0,0,,,,,,0,0,0
41,0,10000035,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,70,10000,8500,8500,800000,800000,0,15000,900000,60000,0,0,1000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,0,0,,,,,,0,0,0
42,0,10000036,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,70,10000,8500,8500,800000,800000,0,15000,900000,60000,0,0,1000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,0,0,,,,,,0,0,0
43,0,10000043,ClassTransform_Crystal,Structure,,,1,0,70,1460280,135,135,89991,89991,0,15000,900000,7959,6804,0,0,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,,,,10,0,0,0,0,0,100,0,,,,BP_FreeFortress_GadgetName_ClassCrystal,,,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,,,,,,,,0,0,0
44,0,10000043,ClassTransform_Crystal,Structure,,,1,0,70,1460280,135,135,89991,89991,0,15000,900000,7959,6804,0,0,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,,,,10,0,0,0,0,0,100,0,,,,BP_FreeFortress_GadgetName_ClassCrystal,,,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,,,,,,,,0,0,0
45,0,101000920108,WindOfAltar,Structure,,,1,0,70,1460280,135,135,89991,89991,0,15000,900000,7959,6804,0,0,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,,,,10,0,0,0,0,0,100,0,,,,BP_FreeFortress_GadgetName_Altar,,,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,,,,,,,,0,0,0
46,0,101000920107,GroundOfAlar,Structure,,,1,0,70,1460280,135,135,89991,89991,0,15000,900000,7959,6804,0,0,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,,,,10,0,0,0,0,0,100,0,,,,BP_FreeFortress_GadgetName_Altar,,,0,0,0,,,,,,Icon_Ability_None,,,,1,,,,,,,,,,,,,0,0,0
101,0,10000101,CastleSiege_GuardTower,Structure,OffenseTower,,1,0,116,30000,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80009,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_GuardTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
102,0,10000102,CastleSiege_GuardTower,Structure,OffenseTower,,1,0,116,30000,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80009,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_GuardTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
103,0,10000103,CastleSiege_GuardTower,Structure,OffenseTower,,1,0,116,30000,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80009,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_GuardTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
104,0,10000104,CastleSiege_CastleGate,Structure,Gate,,1,0,116,1000,0,0,1000000,1000000,0,15000,900000,13164,0,0,0,99999999,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,0,500,0,,,451,80,0,0,0,0,0,1000,1,0,,,BP_CastleSiege_CastleGate, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,Obb,"""left"":75, ""right"":75, ""front"":510, ""back"":510",0,0,,,,,,0,0,0
105,0,10000105,CastleSiege_CastleGate,Structure,Gate,,1,0,116,1000,0,0,1000000,1000000,0,15000,900000,13164,0,0,0,99999999,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,0,500,0,,,451,80,0,0,0,0,0,1000,1,0,,,BP_CastleSiege_CastleGate, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,Obb,"""left"":75, ""right"":75, ""front"":510, ""back"":510",0,0,,,,,,0,0,0
106,0,10000106,CastleSiege_CastleGate,Structure,Gate,,1,0,116,1000,0,0,1000000,1000000,0,15000,900000,13164,0,0,0,99999999,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,0,500,0,,,451,80,0,0,0,0,0,1000,1,0,,,BP_CastleSiege_CastleGate, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,Obb,"""left"":75, ""right"":75, ""front"":510, ""back"":510",0,0,,,,,,0,0,0
107,0,10000107,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
108,0,10000108,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
109,0,10000109,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
110,0,10000110,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
115,0,10000115,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
116,0,10000116,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
117,0,10000117,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
118,0,10000118,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,5500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
119,0,10000119,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,9500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
120,0,10000120,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,9500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
121,0,10000121,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,12500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
122,0,10000122,CastleSiege_DefenseTower,Structure,DefenseTower,,1,0,116,12500,15000,15000,200000,200000,0,15000,900000,60000,0,0,2000,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,720,0,80008,,,80,0,1,0,0,1,720,1,0,,,BP_CastleSiege_DefenseTower, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
123,0,10000123,CastleSiege_Trap,Structure,Trap,,1,0,116,320000,0,0,300000,300000,0,15000,900000,60000,0,0,0,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,750,0,80002,,,10,0,1,0,0,1,1000,1,0,,,BP_CastleSiegeTrap, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
124,0,10000124,CastleSiege_Trap,Structure,Trap,,1,0,116,320000,0,0,300000,300000,0,15000,900000,60000,0,0,0,,10000,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,750,0,80002,,,10,0,1,0,0,1,1000,1,0,,,BP_CastleSiegeTrap, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
201,111000000201,10000201,Noble_01,Small,,AgitQuest,1,0,290,553921,21703,21703,340710,340710,0,15000,22258,26804,29744,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,183,450,250,0,,,,30,0,0,0,1,1,1200,0,0,,,BP_Noble_01,Noble_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Patrol,,,0,,,,,,33,34,,,,,UI_Icon_AgitInfo_Minimap,111000000201,0,0
202,111000000202,10010153,Fernel,Small,,AgitRelic,1,0,290,553921,21703,21703,340710,340710,0,15000,22258,26804,29744,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,183,450,250,0,,,,10,0,0,0,1,1,1200,0,0,,,BP_Fernel, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Guard,,,0,,,,,,105,106,,,,,UI_Icon_AgitRelic_Minimap,111000000202,0,0
203,111000000203,10000203,SmeltingMerchant,Small,,AgitLiquid,1,0,290,553921,21703,21703,340710,340710,0,15000,22258,26804,29744,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,183,450,250,0,,,,30,0,0,0,1,1,1200,0,0,,,BP_SmeltingMerchant,SmeltingMerchant_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,,,0,,,,,,51,52,,,,,UI_Icon_AgitLiquid_Minimap,111000000203,0,0
204,731000003685,112000000204,WarehouseKeeper_W_01,Small,,AgitDinner,1,0,290,553921,21703,21703,340710,340710,0,15000,22258,26804,29744,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,183,450,250,0,,,,10,0,0,0,1,1,1200,0,0,,,BP_WarehouseKeeper_W_01, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,120,121,,,,,UI_Icon_AgitBanquet_MiniMap,111000001204,0,0
205,111000010158,10010158,CatTheCat,Middle,,AgitAttend,1,0,290,553921,21703,21703,340710,340710,,15000,22258,26804,29744,,,,500,,,,,,,,1,,,,,,,,,,0,183,450,250,0,152101,,,30,0,0,0,1,1,1200,0,,,,BP_CatTheCat,CatTheCat_01,,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,,,0,,,,,,5,6,,,,,UI_Icon_CatFestival_MiniMap,111000001205,0,0
211,0,10000211,Object_AgitCrystal,Large,AgitGadget,AgitCrystal,1,0,290,553921,21703,21703,340710,340710,0,15000,22258,26804,29744,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,183,450,250,0,,,,90,0,0,0,1,1,1200,0,0,,,BP_Object_AgitCrystal, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,UI_Icon_AgitCrystal_MiniMap,0,0,0
212,0,731000003832,Object_AgitFireplace,Large,AgitGadget,AgitFireplace,1,0,290,553921,21703,21703,340710,340710,,15000,22258,26804,29744,,,,500,,,,,,,,1,,,,,,,,,,0,183,450,250,0,,,,90,0,0,0,1,1,1200,0,,,,BP_Object_AgitFireplace, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,,,,,,,UI_Icon_AgitFirePlace_MiniMap,0,0,0
301,0,10000301,Ratel,Small,,,1,0,10,5,0,0,1118,1118,0,15000,99999,324,0,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,350,0,0,304,301,304,50,0,0,1,1,1,1000,1,0,,,BP_Ratel_SecretMine_01, Icon_MonsterCore_Sample,Icon_MonsterCore_Mandragora_Undiscovered,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
302,0,10000302,Ratel,Small,,,1,0,10,5,0,0,1118,1118,0,15000,99999,324,0,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,350,0,0,304,302,304,50,0,0,1,1,1,1000,1,0,,,BP_Ratel_SecretMine_02, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
303,0,10000303,Ratel,Small,,,1,0,10,5,0,0,1118,1118,0,15000,99999,324,0,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,350,0,0,304,303,304,50,0,0,1,1,1,1000,1,0,,,BP_Ratel_SecretMine_03, Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,,Icon_Ability_None,,,,0,,,,,,0,0,,,,,,0,0,0
304,0,10000304,Root,Small,,,1,0,402,5208,384,384,4049,4049,0,15000,406,1406,1341,0,0,,0,0,0,0,0,339,1,1,0,10000,150001,,,"4,0,0",,,,,0,200,450,0,0,50035,10035,,40,0,1,0,1,1,1000,1,0,,,BP_Mandragora,Icon_MonsterCore_Mandragora,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Monster,Icon_Ability_Monster,Walker,Icon_Ability_Walker,S,0,,,,,,0,0,,,,,,0,0,0
305,0,10000305,SecretEnt,Large,,,1,0,402,392360,0,0,235440,235440,0,15000,2031,4156,4774,0,0,,10000,0,0,0,0,339,1,1,0,20000,150000,,,,,150000,,,0,120,120,0,0,,,305,180,1,0,1,1,0,1000,1,0,,,BP_SecretEnt,Icon_MonsterCore_SecretEnt,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,MagicalCreature,Icon_Ability_MagicalCreature,Patrol,Icon_Ability_Patrol,S,1,,,,,,0,0,,,,,,0,0,0
441,111000010000,10010000,Hardin,Middle,,,1,0,392,850178,33984,33984,521611,521611,0,15000,34017,37605,41859,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,500,0,,,,30,0,0,1,1,0,1200,0,0,,,BP_Hardin,Hardin,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Shaman,Icon_Ability_Shaman,M,1,,,,,,81,82,,,,,,0,0,0
990441,0,111000990441,CatTheCat,Middle,,,1,0,210,553921,21703,21703,340710,340710,,15000,22258,26804,29744,,,,500,,,,,,,,1,,,,,,,,,,0,183,450,250,0,,,,30,0,0,0,1,1,1200,0,,,,BP_CatTheCat,CatTheCat_01,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_Human,Fighter,,,0,,,,,,5,6,,,,,,0,0,0
442,111000000442,10010001,HardinsFollower,Middle,,,1,0,30,4473,605,605,1674,1674,0,15000,450,750,113,0,0,,500,0,0,0,0,0,0,0,1,,,,,,,,,,0,200,450,250,0,,0,,10,0,0,1,1,0,1200,0,0,,,BP_HardinsFollower,Icon_MonsterCore_Sample,Icon_MonsterCore_Sample_Undiscover,0,0,0,,,,,Human,Icon_Ability_None,,,,1,,,,,,79,80,,,,,,0,0,0
