Id,ReplaceString1,EquipEffectDescriptionKey,ConditionRoomTypeList,ConditionType,ConditionLevelGap,ConditionFireRate,EffectType,EffectParam1,EffectParam2,EquipEffectBuffIcon,EquipEffectBuffNameKey,EquipEffectBuffDescriptionKey
7100406,140,1121007100401,,UseNormalSkill,,1950,SkillInfoId,1,990006,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100407,138,1121007100401,,UseNormalSkill,,2020,SkillInfoId,1,990007,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100408,136,1121007100401,,UseNormalSkill,,2090,SkillInfoId,1,990008,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100409,134,1121007100401,,UseNormalSkill,,2160,SkillInfoId,1,990009,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100410,131,1121007100401,,UseNormalSkill,,2230,SkillInfoId,1,990010,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100411,129,1121007100401,,UseNormalSkill,,2300,SkillInfoId,1,990011,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100412,127,1121007100401,,UseNormalSkill,,2370,SkillInfoId,1,990012,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100413,125,1121007100401,,UseNormalSkill,,2440,SkillInfoId,1,990013,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100414,123,1121007100401,,UseNormalSkill,,2510,SkillInfoId,1,990014,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100415,121,1121007100401,,UseNormalSkill,,2580,SkillInfoId,1,990015,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100416,119,1121007100401,,UseNormalSkill,,2650,SkillInfoId,1,990016,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100417,117,1121007100401,,UseNormalSkill,,2720,SkillInfoId,1,990017,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100418,115,1121007100401,,UseNormalSkill,,2790,SkillInfoId,1,990018,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100419,113,1121007100401,,UseNormalSkill,,2860,SkillInfoId,1,990019,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100420,110,1121007100401,,UseNormalSkill,,2930,SkillInfoId,1,990020,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100421,108,1121007100401,,UseNormalSkill,,3000,SkillInfoId,1,990021,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100422,106,1121007100401,,UseNormalSkill,,3070,SkillInfoId,1,990022,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100423,104,1121007100401,,UseNormalSkill,,3140,SkillInfoId,1,990023,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100424,102,1121007100401,,UseNormalSkill,,3210,SkillInfoId,1,990024,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100425,100,1121007100401,,UseNormalSkill,,3280,SkillInfoId,1,990025,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100426,98,1121007100401,,UseNormalSkill,,3350,SkillInfoId,1,990026,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100427,96,1121007100401,,UseNormalSkill,,3420,SkillInfoId,1,990027,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100428,94,1121007100401,,UseNormalSkill,,3490,SkillInfoId,1,990028,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100429,92,1121007100401,,UseNormalSkill,,3560,SkillInfoId,1,990029,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100430,90,1121007100401,,UseNormalSkill,,3630,SkillInfoId,1,990030,Icon_Buff_CapeEquipEffect_01,1122000000094,1123007100401
7100601,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,600,SkillInfoId,1,990201,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100602,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,650,SkillInfoId,1,990202,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100603,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,700,SkillInfoId,1,990203,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100604,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,750,SkillInfoId,1,990204,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100605,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,800,SkillInfoId,1,990205,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100606,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,850,SkillInfoId,1,990206,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100607,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,900,SkillInfoId,1,990207,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100608,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,950,SkillInfoId,1,990208,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100609,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1000,SkillInfoId,1,990209,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100610,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1050,SkillInfoId,1,990210,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100611,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1100,SkillInfoId,1,990211,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100612,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1150,SkillInfoId,1,990212,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100613,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1200,SkillInfoId,1,990213,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100614,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1250,SkillInfoId,1,990214,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100615,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1300,SkillInfoId,1,990215,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100616,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1350,SkillInfoId,1,990216,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100617,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1400,SkillInfoId,1,990217,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100618,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1450,SkillInfoId,1,990218,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100619,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1500,SkillInfoId,1,990219,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100620,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1550,SkillInfoId,1,990220,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100621,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1590,SkillInfoId,1,990221,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
7100622,,1121007100601,"World,BossWorld,RegularDungeonWorld,PartyDungeonWorld,GuildDungeonWorld,SummonWorld,InfinityDungeonWorld,DailyDungeonWorld,GatheringDungeonWorld,EquipDungeonWorld,AdenaDungeonWorld,SummonStoneDungeonWorld",MonsterAttacked,,1630,SkillInfoId,1,990222,Icon_Buff_CapeEquipEffect_01,1122000000154,1123007100601
