Id,Type,GroupId,SwapPrint,SideType,ItemInfoId,LimitPeriod,LimitCount,ItemBind,ResultNameKey,Param1Key,Param1Count,Param2Key,Param3Key,ItemCount,ResultRate,CostType,CostValue,EventId,EventDropId,MainType,UseConditionType,UseConditionParam,EventItemPeriodId
47,Elixir,7,0,Material,450004,None,,0,0,0,0,0,0,2,,,,,,,,,
48,Elixir,7,0,Material,452003,None,,0,0,0,0,0,0,2,,,,,,,,,
49,Elixir,7,0,Cost,,None,,0,0,0,0,0,0,,,Adena,4800,,,,,,
50,Elixir,8,0,Result,451008,None,,0,0,0,0,0,0,1,1,,,,,,,,
51,Elixir,8,0,Material,450001,None,,0,0,0,0,0,0,2,,,,,,,,,
52,Elixir,8,0,Material,450002,None,,0,0,0,0,0,0,2,,,,,,,,,
53,Elixir,8,0,Material,450003,None,,0,0,0,0,0,0,2,,,,,,,,,
54,Elixir,8,0,Material,450004,None,,0,0,0,0,0,0,2,,,,,,,,,
55,Elixir,8,0,Material,452004,None,,0,0,0,0,0,0,2,,,,,,,,,
56,Elixir,8,0,Cost,,None,,0,0,0,0,0,0,,,Adena,4800,,,,,,
57,Elixir,9,0,Result,451009,None,,0,0,0,0,0,0,1,1,,,,,,,,
58,Elixir,9,0,Material,450001,None,,0,0,0,0,0,0,3,,,,,,,,,
59,Elixir,9,0,Material,450002,None,,0,0,0,0,0,0,3,,,,,,,,,
60,Elixir,9,0,Material,450003,None,,0,0,0,0,0,0,3,,,,,,,,,
61,Elixir,9,0,Material,450004,None,,0,0,0,0,0,0,3,,,,,,,,,
62,Elixir,9,0,Material,452001,None,,0,0,0,0,0,0,3,,,,,,,,,
63,Elixir,9,0,Cost,,None,,0,0,0,0,0,0,,,Adena,9600,,,,,,
64,Elixir,10,0,Result,451010,None,,0,0,0,0,0,0,1,1,,,,,,,,
65,Elixir,10,0,Material,450001,None,,0,0,0,0,0,0,3,,,,,,,,,
66,Elixir,10,0,Material,450002,None,,0,0,0,0,0,0,3,,,,,,,,,
67,Elixir,10,0,Material,450003,None,,0,0,0,0,0,0,3,,,,,,,,,
68,Elixir,10,0,Material,450004,None,,0,0,0,0,0,0,3,,,,,,,,,
69,Elixir,10,0,Material,452002,None,,0,0,0,0,0,0,3,,,,,,,,,
70,Elixir,10,0,Cost,,None,,0,0,0,0,0,0,,,Adena,9600,,,,,,
71,Elixir,11,0,Result,451011,None,,0,0,0,0,0,0,1,1,,,,,,,,
72,Elixir,11,0,Material,450001,None,,0,0,0,0,0,0,3,,,,,,,,,
73,Elixir,11,0,Material,450002,None,,0,0,0,0,0,0,3,,,,,,,,,
74,Elixir,11,0,Material,450003,None,,0,0,0,0,0,0,3,,,,,,,,,
75,Elixir,11,0,Material,450004,None,,0,0,0,0,0,0,3,,,,,,,,,
76,Elixir,11,0,Material,452003,None,,0,0,0,0,0,0,3,,,,,,,,,
77,Elixir,11,0,Cost,,None,,0,0,0,0,0,0,,,Adena,9600,,,,,,
78,Elixir,12,0,Result,451012,None,,0,0,0,0,0,0,1,1,,,,,,,,
79,Elixir,12,0,Material,450001,None,,0,0,0,0,0,0,3,,,,,,,,,
80,Elixir,12,0,Material,450002,None,,0,0,0,0,0,0,3,,,,,,,,,
81,Elixir,12,0,Material,450003,None,,0,0,0,0,0,0,3,,,,,,,,,
82,Elixir,12,0,Material,450004,None,,0,0,0,0,0,0,3,,,,,,,,,
83,Elixir,12,0,Material,452004,None,,0,0,0,0,0,0,3,,,,,,,,,
84,Elixir,12,0,Cost,,None,,0,0,0,0,0,0,,,Adena,9600,,,,,,
85,Elixir,13,0,Result,451013,None,,0,0,0,0,0,0,1,1,,,,,,,,
86,Elixir,13,0,Material,450001,None,,0,0,0,0,0,0,4,,,,,,,,,
87,Elixir,13,0,Material,450002,None,,0,0,0,0,0,0,4,,,,,,,,,
88,Elixir,13,0,Material,450003,None,,0,0,0,0,0,0,4,,,,,,,,,
89,Elixir,13,0,Material,450004,None,,0,0,0,0,0,0,4,,,,,,,,,
90,Elixir,13,0,Material,452001,None,,0,0,0,0,0,0,4,,,,,,,,,
91,Elixir,13,0,Cost,,None,,0,0,0,0,0,0,,,Adena,16000,,,,,,
92,Elixir,14,0,Result,451014,None,,0,0,0,0,0,0,1,1,,,,,,,,
93,Elixir,14,0,Material,450001,None,,0,0,0,0,0,0,4,,,,,,,,,
94,Elixir,14,0,Material,450002,None,,0,0,0,0,0,0,4,,,,,,,,,
95,Elixir,14,0,Material,450003,None,,0,0,0,0,0,0,4,,,,,,,,,
96,Elixir,14,0,Material,450004,None,,0,0,0,0,0,0,4,,,,,,,,,
97,Elixir,14,0,Material,452002,None,,0,0,0,0,0,0,4,,,,,,,,,
98,Elixir,14,0,Cost,,None,,0,0,0,0,0,0,,,Adena,16000,,,,,,
99,Elixir,15,0,Result,451015,None,,0,0,0,0,0,0,1,1,,,,,,,,
100,Elixir,15,0,Material,450001,None,,0,0,0,0,0,0,4,,,,,,,,,
101,Elixir,15,0,Material,450002,None,,0,0,0,0,0,0,4,,,,,,,,,
102,Elixir,15,0,Material,450003,None,,0,0,0,0,0,0,4,,,,,,,,,
103,Elixir,15,0,Material,450004,None,,0,0,0,0,0,0,4,,,,,,,,,
104,Elixir,15,0,Material,452003,None,,0,0,0,0,0,0,4,,,,,,,,,
105,Elixir,15,0,Cost,,None,,0,0,0,0,0,0,,,Adena,16000,,,,,,
106,Elixir,16,0,Result,451016,None,,0,0,0,0,0,0,1,1,,,,,,,,
107,Elixir,16,0,Material,450001,None,,0,0,0,0,0,0,4,,,,,,,,,
108,Elixir,16,0,Material,450002,None,,0,0,0,0,0,0,4,,,,,,,,,
109,Elixir,16,0,Material,450003,None,,0,0,0,0,0,0,4,,,,,,,,,
110,Elixir,16,0,Material,450004,None,,0,0,0,0,0,0,4,,,,,,,,,
111,Elixir,16,0,Material,452004,None,,0,0,0,0,0,0,4,,,,,,,,,
112,Elixir,16,0,Cost,,None,,0,0,0,0,0,0,,,Adena,16000,,,,,,
113,Elixir,17,0,Result,451017,None,,0,0,0,0,0,0,1,1,,,,,,,,
114,Elixir,17,0,Material,450001,None,,0,0,0,0,0,0,5,,,,,,,,,
115,Elixir,17,0,Material,450002,None,,0,0,0,0,0,0,5,,,,,,,,,
116,Elixir,17,0,Material,450003,None,,0,0,0,0,0,0,5,,,,,,,,,
117,Elixir,17,0,Material,450004,None,,0,0,0,0,0,0,5,,,,,,,,,
118,Elixir,17,0,Material,452001,None,,0,0,0,0,0,0,5,,,,,,,,,
119,Elixir,17,0,Cost,,None,,0,0,0,0,0,0,,,Adena,24000,,,,,,
120,Elixir,18,0,Result,451018,None,,0,0,0,0,0,0,1,1,,,,,,,,
121,Elixir,18,0,Material,450001,None,,0,0,0,0,0,0,5,,,,,,,,,
122,Elixir,18,0,Material,450002,None,,0,0,0,0,0,0,5,,,,,,,,,
123,Elixir,18,0,Material,450003,None,,0,0,0,0,0,0,5,,,,,,,,,
124,Elixir,18,0,Material,450004,None,,0,0,0,0,0,0,5,,,,,,,,,
125,Elixir,18,0,Material,452002,None,,0,0,0,0,0,0,5,,,,,,,,,
126,Elixir,18,0,Cost,,None,,0,0,0,0,0,0,,,Adena,24000,,,,,,
127,Elixir,19,0,Result,451019,None,,0,0,0,0,0,0,1,1,,,,,,,,
128,Elixir,19,0,Material,450001,None,,0,0,0,0,0,0,5,,,,,,,,,
129,Elixir,19,0,Material,450002,None,,0,0,0,0,0,0,5,,,,,,,,,
130,Elixir,19,0,Material,450003,None,,0,0,0,0,0,0,5,,,,,,,,,
131,Elixir,19,0,Material,450004,None,,0,0,0,0,0,0,5,,,,,,,,,
132,Elixir,19,0,Material,452003,None,,0,0,0,0,0,0,5,,,,,,,,,
133,Elixir,19,0,Cost,,None,,0,0,0,0,0,0,,,Adena,24000,,,,,,
134,Elixir,20,0,Result,451020,None,,0,0,0,0,0,0,1,1,,,,,,,,
135,Elixir,20,0,Material,450001,None,,0,0,0,0,0,0,5,,,,,,,,,
136,Elixir,20,0,Material,450002,None,,0,0,0,0,0,0,5,,,,,,,,,
137,Elixir,20,0,Material,450003,None,,0,0,0,0,0,0,5,,,,,,,,,
138,Elixir,20,0,Material,450004,None,,0,0,0,0,0,0,5,,,,,,,,,
139,Elixir,20,0,Material,452004,None,,0,0,0,0,0,0,5,,,,,,,,,
140,Elixir,20,0,Cost,,None,,0,0,0,0,0,0,,,Adena,24000,,,,,,
141,Elixir,21,0,Result,451021,None,,0,0,0,0,0,0,1,1,,,,,,,,
142,Elixir,21,0,Material,450001,None,,0,0,0,0,0,0,6,,,,,,,,,
143,Elixir,21,0,Material,450002,None,,0,0,0,0,0,0,6,,,,,,,,,
144,Elixir,21,0,Material,450003,None,,0,0,0,0,0,0,6,,,,,,,,,
145,Elixir,21,0,Material,450004,None,,0,0,0,0,0,0,6,,,,,,,,,
146,Elixir,21,0,Material,452001,None,,0,0,0,0,0,0,6,,,,,,,,,
147,Elixir,21,0,Cost,,None,,0,0,0,0,0,0,,,Adena,33600,,,,,,
148,Elixir,22,0,Result,451022,None,,0,0,0,0,0,0,1,1,,,,,,,,
149,Elixir,22,0,Material,450001,None,,0,0,0,0,0,0,6,,,,,,,,,
150,Elixir,22,0,Material,450002,None,,0,0,0,0,0,0,6,,,,,,,,,
151,Elixir,22,0,Material,450003,None,,0,0,0,0,0,0,6,,,,,,,,,
152,Elixir,22,0,Material,450004,None,,0,0,0,0,0,0,6,,,,,,,,,
153,Elixir,22,0,Material,452002,None,,0,0,0,0,0,0,6,,,,,,,,,
154,Elixir,22,0,Cost,,None,,0,0,0,0,0,0,,,Adena,33600,,,,,,
155,Elixir,23,0,Result,451023,None,,0,0,0,0,0,0,1,1,,,,,,,,
156,Elixir,23,0,Material,450001,None,,0,0,0,0,0,0,6,,,,,,,,,
157,Elixir,23,0,Material,450002,None,,0,0,0,0,0,0,6,,,,,,,,,
158,Elixir,23,0,Material,450003,None,,0,0,0,0,0,0,6,,,,,,,,,
159,Elixir,23,0,Material,450004,None,,0,0,0,0,0,0,6,,,,,,,,,
160,Elixir,23,0,Material,452003,None,,0,0,0,0,0,0,6,,,,,,,,,
161,Elixir,23,0,Cost,,None,,0,0,0,0,0,0,,,Adena,33600,,,,,,
162,Elixir,24,0,Result,451024,None,,0,0,0,0,0,0,1,1,,,,,,,,
163,Elixir,24,0,Material,450001,None,,0,0,0,0,0,0,6,,,,,,,,,
164,Elixir,24,0,Material,450002,None,,0,0,0,0,0,0,6,,,,,,,,,
165,Elixir,24,0,Material,450003,None,,0,0,0,0,0,0,6,,,,,,,,,
166,Elixir,24,0,Material,450004,None,,0,0,0,0,0,0,6,,,,,,,,,
167,Elixir,24,0,Material,452004,None,,0,0,0,0,0,0,6,,,,,,,,,
168,Elixir,24,0,Cost,,None,,0,0,0,0,0,0,,,Adena,33600,,,,,,
169,Elixir,25,0,Result,451025,None,,0,0,0,0,0,0,1,1,,,,,,,,
170,Elixir,25,0,Material,450001,None,,0,0,0,0,0,0,7,,,,,,,,,
171,Elixir,25,0,Material,450002,None,,0,0,0,0,0,0,7,,,,,,,,,
172,Elixir,25,0,Material,450003,None,,0,0,0,0,0,0,7,,,,,,,,,
173,Elixir,25,0,Material,450004,None,,0,0,0,0,0,0,7,,,,,,,,,
174,Elixir,25,0,Material,452001,None,,0,0,0,0,0,0,7,,,,,,,,,
175,Elixir,25,0,Cost,,None,,0,0,0,0,0,0,,,Adena,44800,,,,,,
176,Elixir,26,0,Result,451026,None,,0,0,0,0,0,0,1,1,,,,,,,,
177,Elixir,26,0,Material,450001,None,,0,0,0,0,0,0,7,,,,,,,,,
178,Elixir,26,0,Material,450002,None,,0,0,0,0,0,0,7,,,,,,,,,
179,Elixir,26,0,Material,450003,None,,0,0,0,0,0,0,7,,,,,,,,,
180,Elixir,26,0,Material,450004,None,,0,0,0,0,0,0,7,,,,,,,,,
181,Elixir,26,0,Material,452002,None,,0,0,0,0,0,0,7,,,,,,,,,
182,Elixir,26,0,Cost,,None,,0,0,0,0,0,0,,,Adena,44800,,,,,,
183,Elixir,27,0,Result,451027,None,,0,0,0,0,0,0,1,1,,,,,,,,
184,Elixir,27,0,Material,450001,None,,0,0,0,0,0,0,7,,,,,,,,,
185,Elixir,27,0,Material,450002,None,,0,0,0,0,0,0,7,,,,,,,,,
186,Elixir,27,0,Material,450003,None,,0,0,0,0,0,0,7,,,,,,,,,
187,Elixir,27,0,Material,450004,None,,0,0,0,0,0,0,7,,,,,,,,,
188,Elixir,27,0,Material,452003,None,,0,0,0,0,0,0,7,,,,,,,,,
189,Elixir,27,0,Cost,,None,,0,0,0,0,0,0,,,Adena,44800,,,,,,
190,Elixir,28,0,Result,451028,None,,0,0,0,0,0,0,1,1,,,,,,,,
191,Elixir,28,0,Material,450001,None,,0,0,0,0,0,0,7,,,,,,,,,
192,Elixir,28,0,Material,450002,None,,0,0,0,0,0,0,7,,,,,,,,,
193,Elixir,28,0,Material,450003,None,,0,0,0,0,0,0,7,,,,,,,,,
194,Elixir,28,0,Material,450004,None,,0,0,0,0,0,0,7,,,,,,,,,
195,Elixir,28,0,Material,452004,None,,0,0,0,0,0,0,7,,,,,,,,,
196,Elixir,28,0,Cost,,None,,0,0,0,0,0,0,,,Adena,44800,,,,,,
197,Elixir,29,0,Result,451029,None,,0,0,0,0,0,0,1,1,,,,,,,,
198,Elixir,29,0,Material,450001,None,,0,0,0,0,0,0,8,,,,,,,,,
199,Elixir,29,0,Material,450002,None,,0,0,0,0,0,0,8,,,,,,,,,
200,Elixir,29,0,Material,450003,None,,0,0,0,0,0,0,8,,,,,,,,,
201,Elixir,29,0,Material,450004,None,,0,0,0,0,0,0,8,,,,,,,,,
202,Elixir,29,0,Material,452001,None,,0,0,0,0,0,0,8,,,,,,,,,
203,Elixir,29,0,Cost,,None,,0,0,0,0,0,0,,,Adena,57600,,,,,,
204,Elixir,30,0,Result,451030,None,,0,0,0,0,0,0,1,1,,,,,,,,
205,Elixir,30,0,Material,450001,None,,0,0,0,0,0,0,8,,,,,,,,,
206,Elixir,30,0,Material,450002,None,,0,0,0,0,0,0,8,,,,,,,,,
207,Elixir,30,0,Material,450003,None,,0,0,0,0,0,0,8,,,,,,,,,
208,Elixir,30,0,Material,450004,None,,0,0,0,0,0,0,8,,,,,,,,,
209,Elixir,30,0,Material,452002,None,,0,0,0,0,0,0,8,,,,,,,,,
210,Elixir,30,0,Cost,,None,,0,0,0,0,0,0,,,Adena,57600,,,,,,
211,Elixir,31,0,Result,451031,None,,0,0,0,0,0,0,1,1,,,,,,,,
212,Elixir,31,0,Material,450001,None,,0,0,0,0,0,0,8,,,,,,,,,
213,Elixir,31,0,Material,450002,None,,0,0,0,0,0,0,8,,,,,,,,,
214,Elixir,31,0,Material,450003,None,,0,0,0,0,0,0,8,,,,,,,,,
215,Elixir,31,0,Material,450004,None,,0,0,0,0,0,0,8,,,,,,,,,
216,Elixir,31,0,Material,452003,None,,0,0,0,0,0,0,8,,,,,,,,,
217,Elixir,31,0,Cost,,None,,0,0,0,0,0,0,,,Adena,57600,,,,,,
218,Elixir,32,0,Result,451032,None,,0,0,0,0,0,0,1,1,,,,,,,,
219,Elixir,32,0,Material,450001,None,,0,0,0,0,0,0,8,,,,,,,,,
220,Elixir,32,0,Material,450002,None,,0,0,0,0,0,0,8,,,,,,,,,
221,Elixir,32,0,Material,450003,None,,0,0,0,0,0,0,8,,,,,,,,,
222,Elixir,32,0,Material,450004,None,,0,0,0,0,0,0,8,,,,,,,,,
223,Elixir,32,0,Material,452004,None,,0,0,0,0,0,0,8,,,,,,,,,
224,Elixir,32,0,Cost,,None,,0,0,0,0,0,0,,,Adena,57600,,,,,,
225,Elixir,33,0,Result,451033,None,,0,0,0,0,0,0,1,1,,,,,,,,
226,Elixir,33,0,Material,450001,None,,0,0,0,0,0,0,9,,,,,,,,,
227,Elixir,33,0,Material,450002,None,,0,0,0,0,0,0,9,,,,,,,,,
228,Elixir,33,0,Material,450003,None,,0,0,0,0,0,0,9,,,,,,,,,
229,Elixir,33,0,Material,450004,None,,0,0,0,0,0,0,9,,,,,,,,,
230,Elixir,33,0,Material,452001,None,,0,0,0,0,0,0,9,,,,,,,,,
231,Elixir,33,0,Cost,,None,,0,0,0,0,0,0,,,Adena,72000,,,,,,
232,Elixir,34,0,Result,451034,None,,0,0,0,0,0,0,1,1,,,,,,,,
233,Elixir,34,0,Material,450001,None,,0,0,0,0,0,0,9,,,,,,,,,
234,Elixir,34,0,Material,450002,None,,0,0,0,0,0,0,9,,,,,,,,,
235,Elixir,34,0,Material,450003,None,,0,0,0,0,0,0,9,,,,,,,,,
236,Elixir,34,0,Material,450004,None,,0,0,0,0,0,0,9,,,,,,,,,
237,Elixir,34,0,Material,452002,None,,0,0,0,0,0,0,9,,,,,,,,,
238,Elixir,34,0,Cost,,None,,0,0,0,0,0,0,,,Adena,72000,,,,,,
239,Elixir,35,0,Result,451035,None,,0,0,0,0,0,0,1,1,,,,,,,,
240,Elixir,35,0,Material,450001,None,,0,0,0,0,0,0,9,,,,,,,,,
241,Elixir,35,0,Material,450002,None,,0,0,0,0,0,0,9,,,,,,,,,
242,Elixir,35,0,Material,450003,None,,0,0,0,0,0,0,9,,,,,,,,,
243,Elixir,35,0,Material,450004,None,,0,0,0,0,0,0,9,,,,,,,,,
244,Elixir,35,0,Material,452003,None,,0,0,0,0,0,0,9,,,,,,,,,
245,Elixir,35,0,Cost,,None,,0,0,0,0,0,0,,,Adena,72000,,,,,,
246,Elixir,36,0,Result,451036,None,,0,0,0,0,0,0,1,1,,,,,,,,
247,Elixir,36,0,Material,450001,None,,0,0,0,0,0,0,9,,,,,,,,,
248,Elixir,36,0,Material,450002,None,,0,0,0,0,0,0,9,,,,,,,,,
249,Elixir,36,0,Material,450003,None,,0,0,0,0,0,0,9,,,,,,,,,
250,Elixir,36,0,Material,450004,None,,0,0,0,0,0,0,9,,,,,,,,,
251,Elixir,36,0,Material,452004,None,,0,0,0,0,0,0,9,,,,,,,,,
252,Elixir,36,0,Cost,,None,,0,0,0,0,0,0,,,Adena,72000,,,,,,
253,SoulCrystal,1,0,Result,430031,None,,0,0,0,0,0,0,1,1,,,,,,,,
254,SoulCrystal,1,0,Material,430032,None,,0,0,0,0,0,0,10,,,,,,,,,
255,SoulCrystal,1,0,Cost,,None,,0,0,0,0,0,0,,,Adena,2000,,,,,,
256,SoulCrystal,2,0,Result,430041,None,,0,0,0,0,0,0,2,1,,,,,,,,
257,SoulCrystal,2,0,Result,430042,None,,0,0,0,0,0,0,1,2,,,,,,,,
258,SoulCrystal,2,0,Material,430043,None,,0,0,0,0,0,0,20,,,,,,,,,
259,SoulCrystal,2,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,,,,
260,SoulCrystal,3,0,Result,430041,None,,0,0,0,0,0,0,10,1,,,,,,,,
261,SoulCrystal,3,0,Result,430042,None,,0,0,0,0,0,0,2,1,,,,,,,,
262,SoulCrystal,3,0,Result,430043,None,,0,0,0,0,0,0,1,1,,,,,,,,
263,SoulCrystal,3,0,Material,430044,None,,0,0,0,0,0,0,30,,,,,,,,,
264,SoulCrystal,3,0,Cost,,None,,0,0,0,0,0,0,,,Diamond,10,,,,,,
271,SkillBook,101,0,Result,461008,None,,0,0,0,0,0,0,1,1,,,,,,,,
272,SkillBook,101,0,Material,460008,None,,0,0,0,0,0,0,10,,,,,,,,,
273,SkillBook,101,0,Cost,,None,,0,0,0,0,0,0,,,Adena,10000,,,,,,
274,SkillBook,102,0,Result,461013,None,,0,0,0,0,0,0,1,1,,,,,,,,
275,SkillBook,102,0,Material,460013,None,,0,0,0,0,0,0,10,,,,,,,,,
276,SkillBook,102,0,Cost,,None,,0,0,0,0,0,0,,,Adena,20000,,,,,,
277,SkillBook,103,0,Result,461014,None,,0,0,0,0,0,0,1,1,,,,,,,,
278,SkillBook,103,0,Material,460014,None,,0,0,0,0,0,0,10,,,,,,,,,
279,SkillBook,103,0,Cost,,None,,0,0,0,0,0,0,,,Adena,40000,,,,,,
280,SkillBook,104,0,Result,461003,None,,0,0,0,0,0,0,1,1,,,,,,,,
281,SkillBook,104,0,Material,460003,None,,0,0,0,0,0,0,10,,,,,,,,,
282,SkillBook,104,0,Cost,,None,,0,0,0,0,0,0,,,Adena,20000,,,,,,
283,SkillBook,105,0,Result,461016,None,,0,0,0,0,0,0,1,1,,,,,,,,
284,SkillBook,105,0,Material,460016,None,,0,0,0,0,0,0,10,,,,,,,,,
285,SkillBook,105,0,Cost,,None,,0,0,0,0,0,0,,,Adena,80000,,,,,,
286,SkillBook,106,0,Result,461017,None,,0,0,0,0,0,0,1,1,,,,,,,,
287,SkillBook,106,0,Material,460017,None,,0,0,0,0,0,0,10,,,,,,,,,
288,SkillBook,106,0,Cost,,None,,0,0,0,0,0,0,,,Adena,40000,,,,,,
298,Composition,490066,0,Result,400000,None,,0,731000000177,0,0,0,0,1,1,,,,,Combination_ETC,,,
299,Composition,490066,0,Material,490066,None,,0,0,0,0,0,0,100,,,,,,Combination_ETC,,,
300,Composition,490066,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_ETC,,,
304,Composition,500303,0,Result,500302,None,,0,531000000304,0,20,0,0,1,1,,,,,Combination_QuestScroll,,,
305,Composition,500303,0,Material,500303,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
306,Composition,500303,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
307,Composition,500304,0,Result,500303,None,,0,531000000304,0,20,0,0,1,1,,,,,Combination_QuestScroll,,,
308,Composition,500304,0,Material,500304,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
309,Composition,500304,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
313,Composition,500403,0,Result,500402,None,,0,531000000304,0,30,0,0,1,1,,,,,Combination_QuestScroll,,,
314,Composition,500403,0,Material,500403,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
315,Composition,500403,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
316,Composition,500404,0,Result,500403,None,,0,531000000304,0,30,0,0,1,1,,,,,Combination_QuestScroll,,,
317,Composition,500404,0,Material,500404,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
318,Composition,500404,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
322,Composition,500503,0,Result,500502,None,,0,531000000304,0,40,0,0,1,1,,,,,Combination_QuestScroll,,,
323,Composition,500503,0,Material,500503,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
324,Composition,500503,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
325,Composition,500504,0,Result,500503,None,,0,531000000304,0,40,0,0,1,1,,,,,Combination_QuestScroll,,,
326,Composition,500504,0,Material,500504,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
327,Composition,500504,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
331,Composition,500603,0,Result,500602,None,,0,531000000304,0,50,0,0,1,1,,,,,Combination_QuestScroll,,,
332,Composition,500603,0,Material,500603,None,,0,0,0,0,0,0,5,,,,,,Combination_QuestScroll,,,
333,Composition,500603,0,Cost,,None,,0,0,0,0,0,0,,,Free,,,,Combination_QuestScroll,,,
334,Composition,500604,0,Result,500603,None,,0,531000000304,0,50,0,0,1,1,,,,,Combination_QuestScroll,,,
