Id,WorldId,NpcId,GroupId,AlertType,AlertParam,DialogKey,Summon
32,301,40134,3013102,NpcGetBuff,"40134,413041",DUNGEON_ALERT_BEDROOMOFCONTESSA_LEONARD_BLOODYHELL,0
33,301,40135,3013201,NpcSpawn,40131,DUNGEON_ALERT_NPCSPAWN,40131
34,301,40135,3013202,BattleTime,240,DUNGEON_ALERT_BEDROOMOFCONTESSA_ZAKEN_WARNING,0
35,301,40135,3013203,PcGetBuff,413019,DUNGEON_ALERT_BEDROOMOFCONTESSA_VAMPIRETRANS_SELF,0
36,301,40154,3014101,NpcGetBuff,"40154,414010",DUNGEON_ALERT_BEDROOMOFCONTESSA_LEONARD_ANEMIA,0
37,301,40154,3014102,NpcGetBuff,"40154,414041",DUNGEON_ALERT_BEDROOMOFCONTESSA_LEONARD_BLOODYHELL,0
38,301,40155,3014201,NpcSpawn,40151,DUNGEON_ALERT_NPCSPAWN,40151
39,301,40155,3014202,BattleTime,240,DUNGEON_ALERT_BEDROOMOFCONTESSA_ZAKEN_WARNING,0
40,301,40155,3014203,PcGetBuff,414019,DUNGEON_ALERT_BEDROOMOFCONTESSA_VAMPIRETRANS_SELF,0
30201011,302,40020009,3020101,PcGetBuff,40020120,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETFIRE_GUIDE,40020009
30201021,302,40020009,3020102,PcGetBuff,40020121,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWATER_GUIDE,40020010
30201031,302,40020009,3020103,PcGetBuff,40020122,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETEARTH_GUIDE,40020009
30201041,302,40020009,3020104,PcGetBuff,40020123,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWIND_GUIDE,40020011
30201051,302,40020009,3020105,NpcGetBuff,"40020009, 40020146",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_GUIDE,0
30201061,302,40020009,3020106,NpcGetBuff,"40020009, 40020147",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_GUIDE,0
30201071,302,40020009,3020107,NpcGetBuff,"40020009, 40020148",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_GUIDE,0
30201081,302,40020009,3020108,NpcGetBuff,"40020009, 40020149",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_GUIDE,0
30201091,302,40020009,3020109,NpcGetBuff,"40020009, 40020157",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_GUIDE,0
30201101,302,40020009,3020110,NpcGetBuff,"40020009, 40020158",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_GUIDE,0
30201111,302,40020009,3020111,NpcGetBuff,"40020009, 40020159",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_GUIDE,0
30201121,302,40020009,3020112,NpcGetBuff,"40020009, 40020160",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_GUIDE,0
30201131,302,40020009,3020113,NpcGetBuff,"40020010, 40020167",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_FIRESPIRIT_STRONGER,0
30202011,302,40020021,3020201,NpcGetBuff,"40020021, 40020180",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_GUIDE,0
30202021,302,40020021,3020202,NpcGetBuff,"40020021, 40020181",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_GUIDE,0
30202031,302,40020021,3020203,NpcGetBuff,"40020021, 40020182",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_GUIDE,0
30202041,302,40020021,3020204,NpcGetBuff,"40020021, 40020183",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_GUIDE,0
30202051,302,40020021,3020205,NpcGetBuff,"40020021, 40020184",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_GUIDE,0
30202061,302,40020021,3020206,NpcGetBuff,"40020021, 40020185",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_GUIDE,0
30202071,302,40020021,3020207,NpcGetBuff,"40020021, 40020186",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_GUIDE,0
30202081,302,40020021,3020208,NpcGetBuff,"40020021, 40020187",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_GUIDE,0
30202091,302,40020021,3020209,NpcSpawn,40020035,DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_TURNTOSTONE,0
30211011,302,40020109,3021101,PcGetBuff,40020220,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETFIRE_GUIDE,40020109
30211021,302,40020109,3021102,PcGetBuff,40020221,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWATER_GUIDE,40020110
30211031,302,40020109,3021103,PcGetBuff,40020222,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETEARTH_GUIDE,40020109
30211041,302,40020109,3021104,PcGetBuff,40020223,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWIND_GUIDE,40020111
30211051,302,40020109,3021105,NpcGetBuff,"40020109, 40020246",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_GUIDE,0
30211061,302,40020109,3021106,NpcGetBuff,"40020109, 40020247",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_GUIDE,0
30211071,302,40020109,3021107,NpcGetBuff,"40020109, 40020248",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_GUIDE,0
30211081,302,40020109,3021108,NpcGetBuff,"40020109, 40020249",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_GUIDE,0
30211091,302,40020109,3021109,NpcGetBuff,"40020109, 40020257",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_GUIDE,0
30211101,302,40020109,3021110,NpcGetBuff,"40020109, 40020258",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_GUIDE,0
30211111,302,40020109,3021111,NpcGetBuff,"40020109, 40020259",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_GUIDE,0
30211121,302,40020109,3021112,NpcGetBuff,"40020109, 40020260",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_GUIDE,0
30211131,302,40020109,3021113,NpcGetBuff,"40020110, 40020267",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_FIRESPIRIT_STRONGER,0
30212011,302,40020121,3021201,NpcGetBuff,"40020121, 40020280",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_GUIDE,0
30212021,302,40020121,3021202,NpcGetBuff,"40020121, 40020281",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_GUIDE,0
30212031,302,40020121,3021203,NpcGetBuff,"40020121, 40020282",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_GUIDE,0
30212041,302,40020121,3021204,NpcGetBuff,"40020121, 40020283",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_GUIDE,0
30212051,302,40020121,3021205,NpcGetBuff,"40020121, 40020284",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_GUIDE,0
30212061,302,40020121,3021206,NpcGetBuff,"40020121, 40020285",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_GUIDE,0
30212071,302,40020121,3021207,NpcGetBuff,"40020121, 40020286",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_GUIDE,0
30212081,302,40020121,3021208,NpcGetBuff,"40020121, 40020287",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_GUIDE,0
30212091,302,40020121,3021209,NpcSpawn,40020135,DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_TURNTOSTONE,0
30221011,302,40020209,3022101,PcGetBuff,40020320,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETFIRE_NOGUIDE,40020209
30221021,302,40020209,3022102,PcGetBuff,40020321,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWATER_NOGUIDE,40020210
30221031,302,40020209,3022103,PcGetBuff,40020322,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETEARTH_NOGUIDE,40020209
30221041,302,40020209,3022104,PcGetBuff,40020323,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWIND_NOGUIDE,40020211
30221051,302,40020209,3022105,NpcGetBuff,"40020209, 40020346",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_NOGUIDE,0
30221061,302,40020209,3022106,NpcGetBuff,"40020209, 40020347",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_NOGUIDE,0
30221071,302,40020209,3022107,NpcGetBuff,"40020209, 40020348",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_NOGUIDE,0
30221081,302,40020209,3022108,NpcGetBuff,"40020209, 40020349",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_NOGUIDE,0
30221091,302,40020209,3022109,NpcGetBuff,"40020209, 40020357",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_NOGUIDE,0
30221101,302,40020209,3022110,NpcGetBuff,"40020209, 40020358",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_NOGUIDE,0
30221111,302,40020209,3022111,NpcGetBuff,"40020209, 40020359",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_NOGUIDE,0
30221121,302,40020209,3022112,NpcGetBuff,"40020209, 40020360",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_NOGUIDE,0
30221131,302,40020209,3022113,NpcGetBuff,"40020210, 40020367",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_FIRESPIRIT_STRONGER,0
30222011,302,40020221,3022201,NpcGetBuff,"40020221, 40020380",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_NOGUIDE,0
30222021,302,40020221,3022202,NpcGetBuff,"40020221, 40020381",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_NOGUIDE,0
30222031,302,40020221,3022203,NpcGetBuff,"40020221, 40020382",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_NOGUIDE,0
30222041,302,40020221,3022204,NpcGetBuff,"40020221, 40020383",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_NOGUIDE,0
30222051,302,40020221,3022205,NpcGetBuff,"40020221, 40020384",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_NOGUIDE,0
30222061,302,40020221,3022206,NpcGetBuff,"40020221, 40020385",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_NOGUIDE,0
30222071,302,40020221,3022207,NpcGetBuff,"40020221, 40020386",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_NOGUIDE,0
30222081,302,40020221,3022208,NpcGetBuff,"40020221, 40020387",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_NOGUIDE,0
30222091,302,40020221,3022209,NpcSpawn,40020235,DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_TURNTOSTONE,0
30231011,302,40020309,3023101,PcGetBuff,40020420,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETFIRE_NOGUIDE,40020309
30231021,302,40020309,3023102,PcGetBuff,40020421,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWATER_NOGUIDE,40020310
30231031,302,40020309,3023103,PcGetBuff,40020422,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETEARTH_NOGUIDE,40020309
30231041,302,40020309,3023104,PcGetBuff,40020423,DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFSPIRIT_GETWIND_NOGUIDE,40020311
30231051,302,40020309,3023105,NpcGetBuff,"40020309, 40020446",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_NOGUIDE,0
30231061,302,40020309,3023106,NpcGetBuff,"40020309, 40020447",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_NOGUIDE,0
30231071,302,40020309,3023107,NpcGetBuff,"40020309, 40020448",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_NOGUIDE,0
30231081,302,40020309,3023108,NpcGetBuff,"40020309, 40020449",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_NOGUIDE,0
30231091,302,40020309,3023109,NpcGetBuff,"40020309, 40020457",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETFIRE_NOGUIDE,0
30231101,302,40020309,3023110,NpcGetBuff,"40020309, 40020458",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWATER_NOGUIDE,0
30231111,302,40020309,3023111,NpcGetBuff,"40020309, 40020459",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETEARTH_NOGUIDE,0
30231121,302,40020309,3023112,NpcGetBuff,"40020309, 40020460",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_TESTOFPURIFIER_GETWIND_NOGUIDE,0
30231131,302,40020309,3023113,NpcGetBuff,"40020310, 40020467",DUNGEON_ALERT_TEMPLEOFCREATION_DIKE_FIRESPIRIT_STRONGER,0
30232011,302,40020321,3023201,NpcGetBuff,"40020321, 40020480",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_NOGUIDE,0
30232021,302,40020321,3023202,NpcGetBuff,"40020321, 40020481",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_FIRE_NOGUIDE,0
30232031,302,40020321,3023203,NpcGetBuff,"40020321, 40020482",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_NOGUIDE,0
30232041,302,40020321,3023204,NpcGetBuff,"40020321, 40020483",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WATER_NOGUIDE,0
30232051,302,40020321,3023205,NpcGetBuff,"40020321, 40020484",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_NOGUIDE,0
30232061,302,40020321,3023206,NpcGetBuff,"40020321, 40020485",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_EARTH_NOGUIDE,0
30232071,302,40020321,3023207,NpcGetBuff,"40020321, 40020486",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_NOGUIDE,0
30232081,302,40020321,3023208,NpcGetBuff,"40020321, 40020487",DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_ELEMENTALCREATION_WIND_NOGUIDE,0
30232091,302,40020321,3023209,NpcSpawn,40020335,DUNGEON_ALERT_TEMPLEOFCREATION_HAGIOS_TURNTOSTONE,0
46,402,21399,402001,NpcSpawn,21370,DUNGEON_ALERT_NPCSPAWN,0
47,300,40000514,3005101,PartyGetBuff,4011032,DUNGEON_ALERT_ALTEROFMADNESS_TARGETING,0
48,300,40000514,3005102,PcGetBuff,4011032,DUNGEON_ALERT_ALTEROFMADNESS_TARGETING,0
49,300,40000514,3005103,PcGetBuff,4011042,DUNGEON_ALERT_ALTEROFMADNESS_FIRESEED_SELF,0
50,300,40000515,3005201,NpcSpawn,40000513,DUNGEON_ALERT_NPCSPAWN,40000513
51,300,40000515,3005202,NpcSpawn,40000521,DUNGEON_ALERT_NPCSPAWN,40000521
