GroupId,NextMission,MissionInfoId,Grade,TaskNameKey,TaskDescriptionKey,TaskId,TaskCount,CompleteConditionValue,CompleteConditionSubValue,RewardItemType,RewardItemInfoId,RewardItemCount
3,10203,10202,4,1011000010201,1012000010201,0,1,60,,Adena,,20000
3,0,10203,5,1011000010201,1012000010201,0,1,70,,Item,911178,2
3,10302,10301,3,1011000010301,1012000010301,0,1,149,1,FreeDiamond,,100
3,10303,10302,4,1011000010301,1012000010301,0,1,149,3,Item,900006,1
3,0,10303,5,1011000010301,1012000010301,0,1,149,5,Item,900010,1
3,10402,10401,3,1011000010401,1012000010401,0,1,3,,Adena,,10000
3,10403,10402,4,1011000010401,1012000010401,0,1,5,,Item,911178,1
3,0,10403,5,1011000010401,1012000010401,0,1,10,,FreeDiamond,,50
3,10502,10501,3,1011000010501,1012000010501,0,1,3,,Item,900006,2
3,10503,10502,4,1011000010501,1012000010501,0,1,5,,Item,900010,2
3,0,10503,5,1011000010501,1012000010501,0,1,10,,Adena,,20000
4,4201,4101,1,611000001002,1012000004101,401,10,,,Adena,,10000
4,4202,4102,1,611000001015,1012000004102,402,1,,,Item,480041,1
4,4203,4103,1,9420000000361,1012000004103,403,1,,,Item,900010,1
4,4204,4104,1,711000000035,1012000004104,404,1,,,Item,910202,1
4,4301,4201,2,611000001002,1012000004101,401,15,,,Adena,,20000
4,4302,4202,2,611000001015,1012000004102,402,1,,,Item,480042,1
4,4303,4203,2,9420000000361,1012000004103,403,2,,,Item,900010,2
4,4304,4204,2,711000000035,1012000004104,404,1,,,Item,910202,1
4,4401,4301,3,611000001002,1012000004101,401,20,,,Adena,,30000
4,4402,4302,3,611000001015,1012000004102,402,1,,,Item,480044,1
4,4403,4303,3,9420000000361,1012000004103,403,3,,,Item,900010,2
4,4404,4304,3,711000000035,1012000004104,404,1,,,Item,910202,2
4,4501,4401,4,611000001002,1012000004101,401,25,,,Adena,,40000
4,4502,4402,4,611000001015,1012000004102,402,1,,,Item,480045,1
4,4503,4403,4,9420000000361,1012000004103,403,5,,,Item,910220,3
4,4504,4404,4,711000000035,1012000004104,404,2,,,Item,910203,1
4,4601,4501,5,611000001002,1012000004101,401,30,,,Adena,,50000
4,4602,4502,5,611000001015,1012000004102,402,1,,,Item,480046,1
4,4603,4503,5,9420000000361,1012000004103,403,7,,,Item,910220,4
4,4604,4504,5,711000000035,1012000004104,404,2,,,Item,910203,2
4,,4601,6,611000001002,1012000004101,401,50,,,Adena,,60000
4,,4602,6,611000001015,1012000004102,402,2,,,Item,480048,2
4,,4603,6,9420000000361,1012000004103,403,10,,,Item,910220,5
4,,4604,6,711000000035,1012000004104,404,3,,,Item,910204,1
5,5201,5101,1,611000004010,1012000005101,501,1,,,Adena,,10000
5,5202,5102,1,712000000012,1012000005102,502,1,,,Item,400002,100
5,5203,5103,1,1011000005103,1012000005103,503,1,,,Item,490022,5
5,5204,5104,1,9420000000503,1012000005104,504,1,,,FreeDiamond,,30
5,5205,5105,1,9420000000501,1012000005105,505,50,,,Item,490049,100
5,5301,5201,2,611000004010,1012000005101,501,1,,,Adena,,20000
5,5302,5202,2,712000000012,1012000005102,502,1,,,Item,400002,150
5,5303,5203,2,1011000005103,1012000005103,503,1,,,Item,490022,10
5,5304,5204,2,9420000000503,1012000005104,504,2,,,FreeDiamond,,60
5,5305,5205,2,9420000000501,1012000005105,505,100,,,Item,490049,150
5,5401,5301,3,611000004010,1012000005101,501,1,,,Adena,,30000
5,5402,5302,3,712000000012,1012000005102,502,1,,,Item,400002,300
5,5403,5303,3,1011000005103,1012000005103,503,1,,,Item,490022,10
5,5404,5304,3,9420000000503,1012000005104,504,3,,,FreeDiamond,,90
5,5405,5305,3,9420000000501,1012000005105,505,300,,,Item,490049,250
5,5501,5401,4,611000004010,1012000005101,501,2,,,Adena,,40000
5,5502,5402,4,712000000012,1012000005102,502,1,,,Item,400002,500
5,5503,5403,4,1011000005103,1012000005103,503,2,,,Item,490022,15
5,5504,5404,4,9420000000503,1012000005104,504,4,,,FreeDiamond,,120
5,5505,5405,4,9420000000501,1012000005105,505,500,,,Item,490049,300
5,5601,5501,5,611000004010,1012000005101,501,3,,,Adena,,50000
5,5602,5502,5,712000000012,1012000005102,502,1,,,Item,400002,700
5,5603,5503,5,1011000005103,1012000005103,503,2,,,Item,490022,15
5,5604,5504,5,9420000000503,1012000005104,504,5,,,FreeDiamond,,150
5,5605,5505,5,9420000000501,1012000005105,505,700,,,Item,490049,350
5,,5601,6,611000004010,1012000005101,501,3,,,Adena,,60000
5,,5602,6,712000000012,1012000005102,502,1,,,Item,400002,1000
5,,5603,6,1011000005103,1012000005103,503,3,,,Item,490022,20
5,,5604,6,9420000000503,1012000005104,504,6,,,FreeDiamond,,200
5,,5605,6,9420000000501,1012000005105,505,1500,,,Item,490049,400
6,6302,6301,1,472000000124,1012000020101,601,1,,,Item,410002,1
6,6303,6302,2,472000000124,1012000020101,601,2,,,Item,410002,3
6,6304,6303,3,472000000124,1012000020101,601,3,,,Item,410002,5
6,6305,6304,4,472000000124,1012000020101,601,5,,,Item,410012,1
6,,6305,5,472000000124,1012000020101,601,7,,,Item,410012,2
6,6402,6401,1,472000000125,1012000020102,602,1,,,Item,910220,1
6,6403,6402,2,472000000125,1012000020102,602,2,,,Item,910220,3
6,6404,6403,3,472000000125,1012000020102,602,3,,,Item,910220,5
6,6405,6404,4,472000000125,1012000020102,602,5,,,Item,910237,1
6,,6405,5,472000000125,1012000020102,602,7,,,Item,910237,2
6,6502,6501,1,472000000129,1012000020201,603,1,,,Item,410001,1
6,6503,6502,2,472000000129,1012000020201,603,2,,,Item,410001,3
6,6504,6503,3,472000000129,1012000020201,603,3,,,Item,410001,5
6,6505,6504,4,472000000129,1012000020201,603,5,,,Item,410011,1
6,,6505,5,472000000129,1012000020201,603,7,,,Item,410011,2
6,6602,6601,1,472000000130,1012000020202,604,1,,,Item,910004,1
6,6603,6602,2,472000000130,1012000020202,604,2,,,Item,910004,3
6,6604,6603,3,472000000130,1012000020202,604,3,,,Item,910004,5
6,6605,6604,4,472000000130,1012000020202,604,5,,,Item,910005,1
6,,6605,5,472000000130,1012000020202,604,7,,,Item,910005,2
7,7201,7101,1,1011000007101,1012000007101,701,1,,,FreeDiamond,,50
7,7202,7102,1,1011000007102,1012000007102,707,1,,,Item,10000201,1
7,7203,7103,1,1011000007103,1012000007103,702,5000,,,Item,510103,1
7,7204,7104,1,1011000007104,1012000007104,706,1,,,Item,900009,1
7,7205,7105,1,1011000007105,1012000007105,705,1,,,Item,10911201,1
7,7301,7201,2,1011000007101,1012000007101,701,2,,,FreeDiamond,,100
7,7302,7202,2,1011000007102,1012000007102,707,2,,,Item,10000201,1
7,7303,7203,2,1011000007103,1012000007103,702,25000,,,Item,510103,1
7,7304,7204,2,1011000007104,1012000007104,706,2,,,Item,900009,2
7,7305,7205,2,1011000007105,1012000007105,705,3,,,Item,10911201,2
7,7401,7301,3,1011000007101,1012000007101,701,3,,,FreeDiamond,,150
7,7402,7302,3,1011000007102,1012000007102,707,3,,,Item,10000201,2
7,7403,7303,3,1011000007106,1012000007106,703,200,,,Item,510103,1
7,7404,7304,3,1011000007104,1012000007104,706,3,,,Item,900009,3
7,7405,7305,3,1011000007105,1012000007105,705,7,,,Item,10911201,2
7,7501,7401,4,1011000007101,1012000007101,701,4,,,FreeDiamond,,200
7,7502,7402,4,1011000007102,1012000007102,707,4,,,Item,10000201,2
7,7503,7403,4,1011000007106,1012000007106,703,400,,,Item,510103,1
7,7504,7404,4,1011000007104,1012000007104,706,4,,,Item,900009,4
7,7505,7405,4,1011000007105,1012000007105,705,10,,,Item,10911201,2
7,7601,7501,5,1011000007101,1012000007101,701,5,,,FreeDiamond,,250
7,7602,7502,5,1011000007102,1012000007102,707,5,,,Item,10000201,3
7,7603,7503,5,1011000007107,1012000007107,704,80,,,Item,510103,2
7,7604,7504,5,1011000007104,1012000007104,706,5,,,Item,900009,5
7,7605,7505,5,1011000007105,1012000007105,705,15,,,Item,911031,2
7,,7601,6,1011000007101,1012000007101,701,6,,,FreeDiamond,,300
7,,7602,6,1011000007102,1012000007102,707,6,,,Item,10000201,3
7,,7603,6,1011000007107,1012000007107,704,160,,,Item,510103,4
7,,7604,6,1011000007104,1012000007104,706,6,,,Item,911021,1
7,,7605,6,1011000007105,1012000007105,705,20,,,Item,911031,3
8,8201,8101,1,1011000001101,1012000001101,801,50,,,Item,900006,1
8,8202,8102,1,1011000001102,1012000001102,802,1,,,Item,900010,1
8,8203,8103,1,1011000001103,1012000001103,803,3,,,Adena,,10000
8,8204,8104,1,712000000012,1012000005102,804,1,,,Item,911178,1
8,8205,8105,1,1011000001105,1012000001105,805,1,,,FreeDiamond,,50
8,8301,8201,2,1011000001101,1012000001101,801,150,,,Item,900006,2
8,8302,8202,2,1011000001102,1012000001102,802,3,,,Item,900010,2
8,8303,8203,2,1011000001103,1012000001103,803,5,,,Adena,,20000
8,8304,8204,2,712000000012,1012000005102,804,1,,,Item,911178,1
8,8305,8205,2,1011000001105,1012000001205,806,1,,,FreeDiamond,,100
8,8401,8301,3,1011000001101,1012000001101,801,250,,,Item,900006,3
8,8402,8302,3,1011000001102,1012000001102,802,5,,,Item,900010,3
8,8403,8303,3,1011000001103,1012000001103,803,10,,,Adena,,30000
8,8404,8304,3,712000000012,1012000005102,804,1,,,Item,911178,1
8,8405,8305,3,1011000001105,1012000001305,807,1,,,FreeDiamond,,150
8,8501,8401,4,1011000001101,1012000001101,801,500,,,Item,900006,4
8,8502,8402,4,1011000001102,1012000001102,802,7,,,Item,900010,4
8,8503,8403,4,1011000001103,1012000001103,803,15,,,Adena,,40000
8,8504,8404,4,712000000012,1012000005102,804,1,,,Item,911179,1
8,8505,8405,4,1011000001105,1012000001405,808,1,,,FreeDiamond,,200
8,8601,8501,5,1011000001101,1012000001101,801,700,,,Item,900006,5
8,8602,8502,5,1011000001102,1012000001102,802,10,,,Item,900010,5
8,8603,8503,5,1011000001103,1012000001103,803,20,,,Adena,,50000
8,8604,8504,5,712000000012,1012000005102,804,1,,,Item,911179,2
8,8605,8505,5,1011000001105,1012000001505,809,1,,,FreeDiamond,,250
8,,8601,6,1011000001101,1012000001101,801,1000,,,Item,900006,6
8,,8602,6,1011000001102,1012000001102,802,13,,,Item,910237,1
8,,8603,6,1011000001103,1012000001103,803,30,,,Item,490012,1
8,,8604,6,712000000012,1012000005102,804,1,,,Item,911179,3
8,,8605,6,1011000001105,1012000001605,810,1,,,FreeDiamond,,300
