Id,Type,RequiredValue,DescKey,RewardGem,RewardItemInfoId,RewardCount,RewardItemInfoId2,RewardCount2
175,FirstRank,158,0,1,,,,
176,FirstRank,159,0,1,,,,
177,FirstRank,160,0,25,,,,
178,FirstRank,161,0,1,,,,
179,FirstRank,162,0,1,,,,
180,FirstRank,163,0,1,,,,
181,FirstRank,164,0,1,,,,
182,FirstRank,165,0,1,,,,
183,FirstRank,166,0,1,,,,
184,FirstRank,167,0,1,,,,
185,FirstRank,168,0,1,,,,
186,FirstRank,169,0,1,,,,
187,FirstRank,170,0,25,,,,
188,FirstRank,171,0,1,,,,
189,FirstRank,172,0,1,,,,
190,FirstRank,173,0,1,,,,
191,FirstRank,174,0,1,,,,
192,FirstRank,175,0,1,,,,
193,FirstRank,176,0,1,,,,
194,FirstRank,177,0,1,,,,
195,FirstRank,178,0,1,,,,
196,FirstRank,179,0,1,,,,
197,FirstRank,180,0,25,,,,
198,FirstRank,181,0,1,,,,
199,FirstRank,182,0,1,,,,
200,FirstRank,183,0,1,,,,
201,FirstRank,184,0,1,,,,
202,FirstRank,185,0,1,,,,
203,FirstRank,186,0,1,,,,
204,FirstRank,187,0,1,,,,
205,FirstRank,188,0,1,,,,
206,FirstRank,189,0,1,,,,
207,FirstRank,190,0,25,,,,
208,FirstRank,191,0,1,,,,
209,FirstRank,192,0,1,,,,
210,FirstRank,193,0,1,,,,
211,FirstRank,194,0,1,,,,
212,FirstRank,195,0,1,,,,
213,FirstRank,196,0,1,,,,
214,FirstRank,197,0,1,,,,
215,FirstRank,198,0,1,,,,
216,FirstRank,199,0,1,,,,
217,FirstRank,200,0,20,,,,
218,FirstRank,201,0,1,,,,
219,FirstRank,202,0,1,,,,
220,FirstRank,203,0,1,,,,
221,FirstRank,204,0,1,,,,
222,FirstRank,205,0,1,,,,
223,FirstRank,206,0,1,,,,
224,FirstRank,207,0,1,,,,
225,FirstRank,208,0,1,,,,
226,FirstRank,209,0,1,,,,
227,FirstRank,210,0,20,,,,
228,FirstRank,211,0,1,,,,
229,FirstRank,212,0,1,,,,
230,FirstRank,213,0,1,,,,
231,FirstRank,214,0,1,,,,
232,FirstRank,215,0,1,,,,
233,FirstRank,216,0,1,,,,
234,FirstRank,217,0,1,,,,
235,FirstRank,218,0,1,,,,
236,FirstRank,219,0,1,,,,
237,FirstRank,220,0,20,,,,
238,FirstRank,221,0,1,,,,
239,FirstRank,222,0,1,,,,
240,FirstRank,223,0,1,,,,
241,FirstRank,224,0,1,,,,
242,FirstRank,225,0,1,,,,
243,FirstRank,226,0,1,,,,
244,FirstRank,227,0,1,,,,
245,FirstRank,228,0,1,,,,
246,FirstRank,229,0,1,,,,
247,FirstRank,230,0,20,,,,
248,FirstRank,231,0,1,,,,
249,FirstRank,232,0,1,,,,
250,FirstRank,233,0,1,,,,
251,FirstRank,234,0,1,,,,
252,FirstRank,235,0,1,,,,
253,FirstRank,236,0,1,,,,
254,FirstRank,237,0,1,,,,
255,FirstRank,238,0,1,,,,
256,FirstRank,239,0,1,,,,
257,FirstRank,240,0,20,,,,
258,FirstRank,241,0,1,,,,
259,FirstRank,242,0,1,,,,
260,FirstRank,243,0,1,,,,
261,FirstRank,244,0,1,,,,
262,FirstRank,245,0,1,,,,
263,FirstRank,246,0,1,,,,
264,FirstRank,247,0,1,,,,
265,FirstRank,248,0,1,,,,
266,FirstRank,249,0,1,,,,
267,FirstRank,250,0,20,,,,
268,FirstRank,251,0,1,,,,
269,FirstRank,252,0,1,,,,
270,FirstRank,253,0,1,,,,
271,FirstRank,254,0,1,,,,
272,FirstRank,255,0,1,,,,
273,FirstRank,256,0,1,,,,
274,FirstRank,257,0,1,,,,
275,FirstRank,258,0,1,,,,
276,FirstRank,259,0,1,,,,
277,FirstRank,260,0,20,,,,
278,FirstRank,261,0,1,,,,
279,FirstRank,262,0,1,,,,
280,FirstRank,263,0,1,,,,
281,FirstRank,264,0,1,,,,
282,FirstRank,265,0,1,,,,
283,FirstRank,266,0,1,,,,
284,FirstRank,267,0,1,,,,
285,FirstRank,268,0,1,,,,
286,FirstRank,269,0,1,,,,
287,FirstRank,270,0,20,,,,
288,FirstRank,271,0,1,,,,
289,FirstRank,272,0,1,,,,
290,FirstRank,273,0,1,,,,
291,FirstRank,274,0,1,,,,
292,FirstRank,275,0,1,,,,
293,FirstRank,276,0,1,,,,
294,FirstRank,277,0,1,,,,
295,FirstRank,278,0,1,,,,
296,FirstRank,279,0,1,,,,
297,FirstRank,280,0,20,,,,
298,FirstRank,281,0,1,,,,
299,FirstRank,282,0,1,,,,
300,FirstRank,283,0,1,,,,
301,FirstRank,284,0,1,,,,
302,FirstRank,285,0,1,,,,
303,FirstRank,286,0,1,,,,
304,FirstRank,287,0,1,,,,
305,FirstRank,288,0,1,,,,
306,FirstRank,289,0,1,,,,
307,FirstRank,290,0,20,,,,
308,FirstRank,291,0,1,,,,
309,FirstRank,292,0,1,,,,
310,FirstRank,293,0,1,,,,
311,FirstRank,294,0,1,,,,
312,FirstRank,295,0,1,,,,
313,FirstRank,296,0,1,,,,
314,FirstRank,297,0,1,,,,
315,FirstRank,298,0,1,,,,
316,FirstRank,299,0,1,,,,
317,FirstRank,300,0,20,,,,
318,FirstRank,301,0,1,,,,
319,FirstRank,302,0,1,,,,
320,FirstRank,303,0,1,,,,
321,FirstRank,304,0,1,,,,
322,FirstRank,305,0,1,,,,
323,FirstRank,306,0,1,,,,
324,FirstRank,307,0,1,,,,
325,FirstRank,308,0,1,,,,
326,FirstRank,309,0,1,,,,
327,FirstRank,310,0,15,,,,
328,FirstRank,311,0,1,,,,
329,FirstRank,312,0,1,,,,
330,FirstRank,313,0,1,,,,
331,FirstRank,314,0,1,,,,
332,FirstRank,315,0,1,,,,
333,FirstRank,316,0,1,,,,
334,FirstRank,317,0,1,,,,
335,FirstRank,318,0,1,,,,
336,FirstRank,319,0,1,,,,
337,FirstRank,320,0,15,,,,
338,FirstRank,321,0,1,,,,
339,FirstRank,322,0,1,,,,
340,FirstRank,323,0,1,,,,
341,FirstRank,324,0,1,,,,
342,FirstRank,325,0,1,,,,
343,FirstRank,326,0,1,,,,
344,FirstRank,327,0,1,,,,
345,FirstRank,328,0,1,,,,
346,FirstRank,329,0,1,,,,
347,FirstRank,330,0,15,,,,
348,FirstRank,331,0,1,,,,
349,FirstRank,332,0,1,,,,
350,FirstRank,333,0,1,,,,
351,FirstRank,334,0,1,,,,
352,FirstRank,335,0,1,,,,
353,FirstRank,336,0,1,,,,
354,FirstRank,337,0,1,,,,
355,FirstRank,338,0,1,,,,
356,FirstRank,339,0,1,,,,
357,FirstRank,340,0,15,,,,
358,FirstRank,341,0,1,,,,
359,FirstRank,342,0,1,,,,
360,FirstRank,343,0,1,,,,
361,FirstRank,344,0,1,,,,
362,FirstRank,345,0,1,,,,
363,FirstRank,346,0,1,,,,
364,FirstRank,347,0,1,,,,
365,FirstRank,348,0,1,,,,
366,FirstRank,349,0,1,,,,
367,FirstRank,350,0,15,,,,
368,FirstRank,351,0,1,,,,
369,FirstRank,352,0,1,,,,
370,FirstRank,353,0,1,,,,
371,FirstRank,354,0,1,,,,
372,FirstRank,355,0,1,,,,
373,FirstRank,356,0,1,,,,
374,FirstRank,357,0,1,,,,
375,FirstRank,358,0,1,,,,
376,FirstRank,359,0,1,,,,
377,FirstRank,360,0,15,,,,
378,FirstRank,361,0,1,,,,
379,FirstRank,362,0,1,,,,
380,FirstRank,363,0,1,,,,
381,FirstRank,364,0,1,,,,
382,FirstRank,365,0,1,,,,
383,FirstRank,366,0,1,,,,
384,FirstRank,367,0,1,,,,
385,FirstRank,368,0,1,,,,
386,FirstRank,369,0,1,,,,
387,FirstRank,370,0,15,,,,
388,FirstRank,371,0,1,,,,
389,FirstRank,372,0,1,,,,
390,FirstRank,373,0,1,,,,
391,FirstRank,374,0,1,,,,
392,FirstRank,375,0,1,,,,
393,FirstRank,376,0,1,,,,
394,FirstRank,377,0,1,,,,
395,FirstRank,378,0,1,,,,
396,FirstRank,379,0,1,,,,
397,FirstRank,380,0,15,,,,
398,FirstRank,381,0,1,,,,
399,FirstRank,382,0,1,,,,
400,FirstRank,383,0,1,,,,
401,FirstRank,384,0,1,,,,
402,FirstRank,385,0,1,,,,
403,FirstRank,386,0,1,,,,
404,FirstRank,387,0,1,,,,
405,FirstRank,388,0,1,,,,
406,FirstRank,389,0,1,,,,
407,FirstRank,390,0,15,,,,
408,FirstRank,391,0,1,,,,
409,FirstRank,392,0,1,,,,
410,FirstRank,393,0,1,,,,
411,FirstRank,394,0,1,,,,
412,FirstRank,395,0,1,,,,
413,FirstRank,396,0,1,,,,
414,FirstRank,397,0,1,,,,
415,FirstRank,398,0,1,,,,
416,FirstRank,399,0,1,,,,
417,FirstRank,400,0,10,,,,
418,FirstRank,401,0,1,,,,
419,FirstRank,402,0,1,,,,
420,FirstRank,403,0,1,,,,
421,FirstRank,404,0,1,,,,
422,FirstRank,405,0,1,,,,
423,FirstRank,406,0,1,,,,
424,FirstRank,407,0,1,,,,
425,FirstRank,408,0,1,,,,
426,FirstRank,409,0,1,,,,
427,FirstRank,410,0,10,,,,
428,FirstRank,411,0,1,,,,
429,FirstRank,412,0,1,,,,
430,FirstRank,413,0,1,,,,
431,FirstRank,414,0,1,,,,
432,FirstRank,415,0,1,,,,
433,FirstRank,416,0,1,,,,
434,FirstRank,417,0,1,,,,
435,FirstRank,418,0,1,,,,
436,FirstRank,419,0,1,,,,
437,FirstRank,420,0,10,,,,
438,FirstRank,421,0,1,,,,
439,FirstRank,422,0,1,,,,
440,FirstRank,423,0,1,,,,
441,FirstRank,424,0,1,,,,
442,FirstRank,425,0,1,,,,
443,FirstRank,426,0,1,,,,
444,FirstRank,427,0,1,,,,
445,FirstRank,428,0,1,,,,
446,FirstRank,429,0,1,,,,
447,FirstRank,430,0,10,,,,
448,FirstRank,431,0,1,,,,
449,FirstRank,432,0,1,,,,
450,FirstRank,433,0,1,,,,
451,FirstRank,434,0,1,,,,
452,FirstRank,435,0,1,,,,
453,FirstRank,436,0,1,,,,
454,FirstRank,437,0,1,,,,
455,FirstRank,438,0,1,,,,
456,FirstRank,439,0,1,,,,
457,FirstRank,440,0,10,,,,
458,FirstRank,441,0,1,,,,
459,FirstRank,442,0,1,,,,
460,FirstRank,443,0,1,,,,
461,FirstRank,444,0,1,,,,
462,FirstRank,445,0,1,,,,
463,FirstRank,446,0,1,,,,
464,FirstRank,447,0,1,,,,
465,FirstRank,448,0,1,,,,
466,FirstRank,449,0,1,,,,
467,FirstRank,450,0,10,,,,
468,FirstRank,451,0,1,,,,
469,FirstRank,452,0,1,,,,
470,FirstRank,453,0,1,,,,
471,FirstRank,454,0,1,,,,
472,FirstRank,455,0,1,,,,
473,FirstRank,456,0,1,,,,
474,FirstRank,457,0,1,,,,
475,FirstRank,458,0,1,,,,
476,FirstRank,459,0,1,,,,
477,FirstRank,460,0,10,,,,
478,FirstRank,461,0,1,,,,
479,FirstRank,462,0,1,,,,
480,FirstRank,463,0,1,,,,
481,FirstRank,464,0,1,,,,
482,FirstRank,465,0,1,,,,
483,FirstRank,466,0,1,,,,
484,FirstRank,467,0,1,,,,
485,FirstRank,468,0,1,,,,
486,FirstRank,469,0,1,,,,
487,FirstRank,470,0,10,,,,
488,FirstRank,471,0,1,,,,
489,FirstRank,472,0,1,,,,
490,FirstRank,473,0,1,,,,
491,FirstRank,474,0,1,,,,
492,FirstRank,475,0,1,,,,
493,FirstRank,476,0,1,,,,
494,FirstRank,477,0,1,,,,
495,FirstRank,478,0,1,,,,
496,FirstRank,479,0,1,,,,
497,FirstRank,480,0,10,,,,
498,FirstRank,481,0,1,,,,
499,FirstRank,482,0,1,,,,
500,FirstRank,483,0,1,,,,
501,FirstRank,484,0,1,,,,
502,FirstRank,485,0,1,,,,
503,FirstRank,486,0,1,,,,
504,FirstRank,487,0,1,,,,
505,FirstRank,488,0,1,,,,
506,FirstRank,489,0,1,,,,
507,FirstRank,490,0,10,,,,
508,FirstRank,491,0,1,,,,
509,FirstRank,492,0,1,,,,
510,FirstRank,493,0,1,,,,
511,FirstRank,494,0,1,,,,
512,FirstRank,495,0,1,,,,
513,FirstRank,496,0,1,,,,
514,FirstRank,497,0,1,,,,
515,FirstRank,498,0,1,,,,
516,FirstRank,499,0,1,,,,
517,FirstRank,500,0,5,,,,
518,FirstRank,501,0,1,,,,
519,FirstRank,502,0,1,,,,
520,FirstRank,503,0,1,,,,
521,FirstRank,504,0,1,,,,
522,FirstRank,505,0,1,,,,
523,FirstRank,506,0,1,,,,
524,FirstRank,507,0,1,,,,
525,FirstRank,508,0,1,,,,
526,FirstRank,509,0,1,,,,
527,FirstRank,510,0,5,,,,
528,FirstRank,511,0,1,,,,
529,FirstRank,512,0,1,,,,
530,FirstRank,513,0,1,,,,
531,FirstRank,514,0,1,,,,
532,FirstRank,515,0,1,,,,
533,FirstRank,516,0,1,,,,
534,FirstRank,517,0,1,,,,
535,FirstRank,518,0,1,,,,
536,FirstRank,519,0,1,,,,
537,FirstRank,520,0,5,,,,
538,FirstRank,521,0,1,,,,
539,FirstRank,522,0,1,,,,
540,FirstRank,523,0,1,,,,
541,FirstRank,524,0,1,,,,
542,FirstRank,525,0,1,,,,
543,FirstRank,526,0,1,,,,
544,FirstRank,527,0,1,,,,
545,FirstRank,528,0,1,,,,
546,FirstRank,529,0,1,,,,
547,FirstRank,530,0,5,,,,
548,FirstRank,531,0,1,,,,
549,FirstRank,532,0,1,,,,
550,FirstRank,533,0,1,,,,
551,FirstRank,534,0,1,,,,
552,FirstRank,535,0,1,,,,
553,FirstRank,536,0,1,,,,
554,FirstRank,537,0,1,,,,
555,FirstRank,538,0,1,,,,
556,FirstRank,539,0,1,,,,
557,FirstRank,540,0,5,,,,
558,FirstRank,541,0,1,,,,
559,FirstRank,542,0,1,,,,
560,FirstRank,543,0,1,,,,
561,FirstRank,544,0,1,,,,
562,FirstRank,545,0,1,,,,
563,FirstRank,546,0,1,,,,
564,FirstRank,547,0,1,,,,
565,FirstRank,548,0,1,,,,
566,FirstRank,549,0,1,,,,
567,FirstRank,550,0,5,,,,
568,FirstRank,551,0,1,,,,
569,FirstRank,552,0,1,,,,
570,FirstRank,553,0,1,,,,
571,FirstRank,554,0,1,,,,
572,FirstRank,555,0,1,,,,
573,FirstRank,556,0,1,,,,
574,FirstRank,557,0,1,,,,
575,FirstRank,558,0,1,,,,
576,FirstRank,559,0,1,,,,
577,FirstRank,560,0,5,,,,
578,FirstRank,561,0,1,,,,
579,FirstRank,562,0,1,,,,
580,FirstRank,563,0,1,,,,
581,FirstRank,564,0,1,,,,
582,FirstRank,565,0,1,,,,
583,FirstRank,566,0,1,,,,
584,FirstRank,567,0,1,,,,
585,FirstRank,568,0,1,,,,
586,FirstRank,569,0,1,,,,
587,FirstRank,570,0,5,,,,
588,FirstRank,571,0,1,,,,
589,FirstRank,572,0,1,,,,
590,FirstRank,573,0,1,,,,
591,FirstRank,574,0,1,,,,
592,FirstRank,575,0,1,,,,
593,FirstRank,576,0,1,,,,
594,FirstRank,577,0,1,,,,
595,FirstRank,578,0,1,,,,
596,FirstRank,579,0,1,,,,
597,FirstRank,580,0,5,,,,
598,FirstRank,581,0,1,,,,
599,FirstRank,582,0,1,,,,
600,FirstRank,583,0,1,,,,
601,FirstRank,584,0,1,,,,
602,FirstRank,585,0,1,,,,
603,FirstRank,586,0,1,,,,
604,FirstRank,587,0,1,,,,
605,FirstRank,588,0,1,,,,
606,FirstRank,589,0,1,,,,
607,FirstRank,590,0,5,,,,
608,FirstRank,591,0,1,,,,
609,FirstRank,592,0,1,,,,
610,FirstRank,593,0,1,,,,
611,FirstRank,594,0,1,,,,
612,FirstRank,595,0,1,,,,
613,FirstRank,596,0,1,,,,
614,FirstRank,597,0,1,,,,
615,FirstRank,598,0,1,,,,
616,FirstRank,599,0,1,,,,
617,FirstRank,600,0,5,,,,
618,FirstRank,601,0,1,,,,
619,FirstRank,602,0,1,,,,
620,FirstRank,603,0,1,,,,
621,FirstRank,604,0,1,,,,
622,FirstRank,605,0,1,,,,
623,FirstRank,606,0,1,,,,
624,FirstRank,607,0,1,,,,
625,FirstRank,608,0,1,,,,
626,FirstRank,609,0,1,,,,
627,FirstRank,610,0,5,,,,
628,FirstRank,611,0,1,,,,
629,FirstRank,612,0,1,,,,
630,FirstRank,613,0,1,,,,
631,FirstRank,614,0,1,,,,
632,FirstRank,615,0,1,,,,
633,FirstRank,616,0,1,,,,
634,FirstRank,617,0,1,,,,
635,FirstRank,618,0,1,,,,
636,FirstRank,619,0,1,,,,
637,FirstRank,620,0,5,,,,
638,FirstRank,621,0,1,,,,
639,FirstRank,622,0,1,,,,
640,FirstRank,623,0,1,,,,
641,FirstRank,624,0,1,,,,
642,FirstRank,625,0,1,,,,
643,FirstRank,626,0,1,,,,
644,FirstRank,627,0,1,,,,
645,FirstRank,628,0,1,,,,
646,FirstRank,629,0,1,,,,
647,FirstRank,630,0,5,,,,
648,FirstRank,631,0,1,,,,
649,FirstRank,632,0,1,,,,
650,FirstRank,633,0,1,,,,
651,FirstRank,634,0,1,,,,
652,FirstRank,635,0,1,,,,
653,FirstRank,636,0,1,,,,
654,FirstRank,637,0,1,,,,
655,FirstRank,638,0,1,,,,
656,FirstRank,639,0,1,,,,
657,FirstRank,640,0,5,,,,
658,FirstRank,641,0,1,,,,
659,FirstRank,642,0,1,,,,
660,FirstRank,643,0,1,,,,
661,FirstRank,644,0,1,,,,
662,FirstRank,645,0,1,,,,
663,FirstRank,646,0,1,,,,
664,FirstRank,647,0,1,,,,
665,FirstRank,648,0,1,,,,
666,FirstRank,649,0,1,,,,
667,FirstRank,650,0,5,,,,
668,FirstRank,651,0,1,,,,
669,FirstRank,652,0,1,,,,
670,FirstRank,653,0,1,,,,
671,FirstRank,654,0,1,,,,
672,FirstRank,655,0,1,,,,
673,FirstRank,656,0,1,,,,
674,FirstRank,657,0,1,,,,
675,FirstRank,658,0,1,,,,
676,FirstRank,659,0,1,,,,
677,FirstRank,660,0,5,,,,
678,FirstRank,661,0,1,,,,
679,FirstRank,662,0,1,,,,
680,FirstRank,663,0,1,,,,
681,FirstRank,664,0,1,,,,
682,FirstRank,665,0,1,,,,
683,FirstRank,666,0,1,,,,
684,FirstRank,667,0,1,,,,
685,FirstRank,668,0,1,,,,
686,FirstRank,669,0,1,,,,
687,FirstRank,670,0,5,,,,
688,FirstRank,671,0,1,,,,
689,FirstRank,672,0,1,,,,
690,FirstRank,673,0,1,,,,
691,FirstRank,674,0,1,,,,
692,FirstRank,675,0,1,,,,
693,FirstRank,676,0,1,,,,
694,FirstRank,677,0,1,,,,
695,FirstRank,678,0,1,,,,
696,FirstRank,679,0,1,,,,
697,FirstRank,680,0,5,,,,
698,FirstRank,681,0,1,,,,
699,FirstRank,682,0,1,,,,
700,FirstRank,683,0,1,,,,
701,FirstRank,684,0,1,,,,
702,FirstRank,685,0,1,,,,
703,FirstRank,686,0,1,,,,
704,FirstRank,687,0,1,,,,
705,FirstRank,688,0,1,,,,
706,FirstRank,689,0,1,,,,
707,FirstRank,690,0,5,,,,
708,FirstRank,691,0,1,,,,
709,FirstRank,692,0,1,,,,
710,FirstRank,693,0,1,,,,
711,FirstRank,694,0,1,,,,
712,FirstRank,695,0,1,,,,
713,FirstRank,696,0,1,,,,
714,FirstRank,697,0,1,,,,
715,FirstRank,698,0,1,,,,
716,FirstRank,699,0,1,,,,
717,FirstRank,700,0,1,,,,
