Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
A obstrução II,Derrote os morcegos vampiros,Feldheim,"Pode me fazer outro favor? Teste o Disparo Anímico à vontade enquanto isso.
<p>Minha assistente, Niah, está numa escavação ao norte daqui, mas ela está sendo atormentada por Morcegos Vampiros.
<p>Por favor, acabe com essas pestes e, de preferência, sem que ela perceba...",Niah,"Ei, o que está fazendo com esses morcegos vampiros?
<p>O quê? Feldheim pediu para matá-los? Ele deveria reduzir a carga de trabalho, em vez de matar essas criaturas bobas!
<p>Ah, você não sabe... o Feldheim é meu pai. Ele está mais preocupado comigo que com a escavação."
Os fragmentos do dólmen,Junte os fragmentos do dólmen,Niah,"Bom, acho que é um pouco melhor sem todos aqueles morcegos me atacando. É claro... que isso significa que há mais trabalho a ser feito. Meu pai já tinha planejado tudo isso!
<p>Agora, pegue os fragmentos de dólmen espalhados por aqui. Use esse anel élfico para identificar os fragmentos de dólmen.
<p>Obrigada, avise-me quando terminar.",Fada da Purificação,"Boas-vindas, camarada. Estive te esperando. Sou uma fada da purificação que protege a barreira."
Os fragmentos do dólmen,Entre na luz do dólmen,Niah,Interessante! Mesclar os fragmentos do dólmen teve efeito sobre o centro da ruína! Ela está emitindo uma luz! Como isso é possível?,,
Os fragmentos do dólmen,Abaixe a barreira,,,,
Os fragmentos do dólmen,Entre na luz do dólmen,,,,
Os fragmentos do dólmen,Entre na luz do dólmen,,,,
Monstros dentro da barreira,Derrote a guarda real de Gorsaur,Fada da Purificação,"As elfas que viviam aqui instalaram uma barreira nessa ilha usando quatro estacas feitas com a Árvore Mãe.
<p>Foi assim que ela passou a ser chamada de Ilha dos Aventureiros e de Ilha do Princípio. Ela sempre esteve protegida contra monstros perigosos.
<p>Recentemente, a barreira foi influenciada pelas trevas. Se a barreira cair, a Ilha Falante estará desprotegida contra esses monstros.
<p>Felizmente, podemos expulsar as trevas usando um dispositivo de purificação. Mas vamos precisar de sua ajuda para usá-lo.",,
Monstros dentro da barreira,Fale com a Fada da Purificação,,,,
Início da purificação,Proteja a Fada da Purificação,Fada da Purificação,"Problemas! Parece que monstros entraram pelas rachaduras na barreira enfraquecida.<p>Temos que nos apressar. Para purificar a barreira, precisamos ir para o centro. Rápido!",,
Início da purificação,Fale com a Fada da Purificação,,,,
Estrada para a passagem da purificação,Derrote os lacaios de Gorsaur,Fada da Purificação,"Os monstros estão ficando mais fortes conforme nos aproximamos do centro. Ah! Sinto um poder enorme em um deles.<p>Precisamos cuidar dos outros antes que ele chegue. Por favor, ajude.",,
Estrada para a passagem da purificação,Fale com a Fada da Purificação,,,,
Os indesejados dentro da barreira,Derrote Gorsaur,Fada da Purificação,Ah! Como é possível... Gorsaur! Gorsaur está aqui!<p>Temos que matá-lo!,Fada da Purificação,Um monstro como Gorsaur dentro da barreira?! Isso não deveria acontecer.<p>Tem alguma coisa séria acontecendo. Precisamos ativar o dispositivo de purificação depressa.
Os indesejados dentro da barreira,Fale com a Fada da Purificação,,,,
Os indesejados dentro da barreira,Fale com a Fada da Purificação,,,,
A primeira purificação,Ative a pedra de teletransporte,Fada da Purificação,"Pronto, mas não há tempo para descansar. As outras três barreiras também devem estar comprometidas.<p>Precisamos ativar os outros dispositivos de purificação também. Ajude-me com isso!<p>Use essa pedra de teletransporte para chegar lá. Te encontro quando estiver tudo pronto.",,
A primeira purificação,Ative a pedra de teletransporte,,,,
Santuário das memórias seladas,Aprenda a entrar na Masmorra diária,Niah,"O que aconteceu aqui? Você também não sabe?<p>Espere, descobri uma coisa enquanto você não estava aqui. Sei como entrar na barreira.<p>Parece que tem outros pontos interessantes além da entrada comum. E aí? Interessa?<p>A propósito, minha intenção não era te resgatar.",,
Santuário das memórias seladas,Aprenda a entrar na Masmorra diária,,,,
Doce por dentro,"Fale com Aman, o pescador",Niah,"Ufa, aconteceu tanta coisa hoje! Vou voltar para a cidade.<p>Mas, antes, posso te pedir um favorzinho? Pode pegar alguns peixes naquele pesqueiro ali?
<p>Melhor eu preparar uns peixes para o meu pai. Apesar de sempre me encher de trabalho, ele não é má pessoa.
<p>A propósito, aqueles pescadores ali vendem peixe 24 horas por dia!","Aman, o pescador","Ei, você gosta de pescar? O que foi? Favor para Niah? Ah, outro otário caindo nos truques dela. Não se sinta mal, ela é boa nisso."
A isca perfeita,Obtenha carne de morcego vampiro,"Aman, o pescador","Desculpe, estamos sem peixe agora. Já vendi todos eles.
<p>Você precisa de isca para pescar e as minhas também acabaram!
<p>Pode me trazer um pouco de carne de Morcego Vampiro? Se trouxer, posso pegar uns peixes para você.","Aman, o pescador","Ah, quanta coisa. Agora vamos começar!
<p>Ei, por que não tenta pescar sozinho? Pode ser que haja um concurso de pesca aqui, dê uma olhada."
Iguaria do pesqueiro,Leve a carne de morcego assada para Pesca,"Aman, o pescador","Ah, precisa de mais peixe? Peça para outros pescadores.
<p>Tem uma pescadora chamada Pesca. Ela faz milagres com uma linha e um anzol! Fale com ela.
<p>Ah! Vai ser melhor se levar a carne de morcego preparada.
<p>Carne de morcego... os gostos dela são bem esquisitos.",,
"Conheça Pan, o comerciante de variedades",Quem levou todos os peixes?,"Pesca, a pescadora","Peixe? Ah, o comerciante de variedades comprou todos. Devia ter cobrado mais caro!
<p>De qualquer maneira, o comerciante foi para lá. Cá entre nós, parece que aquele comerciante quer comprar todos os peixes daqui.
<p> Aquele cara vai ser um cliente fiel depois que o pesqueiro estiver pronto.",,
"Conheça Pan, o comerciante de variedades",Junte gatárias,Mascate Pan,"Que tipo suspeito. O que foi? Portando armas por aqui... é normal suspeitar de alguém assim. O que você quer?<p>Ah, peixes? Quer comprar? Mas eu também preciso deles. Aqui tem os melhores peixes.<p>Olha só, se você quer mesmo alguns, traga um pouco de gatária.<p>Com ela, eu não preciso dos peixes.",,
"Conheça Pan, o comerciante de variedades",Junte gatárias,,,,
Niah urgente,Encontre Niah,Mascate Pan,"Gosto de gatária, mas o cheiro da raiz dela me incomoda. Tome, pegue esse peixe. Gatos comerciantes cumprem suas promessas!",Fornecedor Terre,"Sou Terre. Niah foi por ali... ela disse que precisava resolver um problema.<p>Se você se apressar, consegue alcançá-la."
Niah urgente,Encontre o baú de Feldheim,Niah,"Temos um problema! Ouvi um ruído que parecia um grito e vim correndo e todo mundo tinha sumido - até meu pai!
<p>Tenho que procurar pistas para ver se eles foram abduzidos. Me ajuda!",,
Niah urgente,Encontre o baú de Feldheim,,,,
Niah urgente,Encontre a capa de Feldheim,,,,
Niah urgente,Encontre a mochila de Feldheim,,,,
Niah urgente,Encontre uma testemunha,Niah,"A bolsa do meu pai. Ele não esqueceria ela! A relíquia sumiu também...
<p>Hã? Me acalmar? Tem razão, só tem um jeito de sair daqui. Talvez haja uma testemunha!",,
Niah urgente,Encontre uma testemunha,,,,
Carroça roubada,Investigue a carroça,Helia,"So... socorro! Alguns bandidos me emboscaram e levaram minha carroça.
<p>Eles ainda estão perto dela! Ali embaixo!",Helia,Ag.. agradeço. Consegui recuperar minha carroça!
Carroça roubada,Lide com o bruxo sinistro,Bruxo Sinistro,"Eu avisei, mas você não parece ouvir muito bem. Isso acaba aqui!",,
Carroça roubada,Lide com o bruxo sinistro,,,,
Fuga de Feldheim,Encontre Feldheim,Helia,"Pessoas suspeitas? Pensando agora, tinha outra carroça além da minha. Não sei por que, mas depois do ataque à minha carroça e...<p>Ei, olha! Tem alguém ali! Depressa!",,
Preciso de um estabilizador,Junte chifres de antílope das pradarias,Feldheim,"Eles levaram meu pessoal! Tentei resistir, mas me nocautearam durante a luta. Ai... Preciso me acalmar.<p>Pode caçar alguns antílopes daqui e me trazer pó dos chifres deles? O pó é um calmante.",Feldheim,"Isso resolve o problema. Onde eu estava? Certo, quando recuperei minha consciência, eu estava em um vagão indo para algum lugar...<p>Consegui fugir rolando dele. Parece que ser gordo tem suas utilidades..."
Rastreie o sequestrador,Siga Feldheim,Feldheim,"Certo, sem tempo a perder. Ajude-me a encontrar meu pessoal. Não posso deixar eles morrerem aqui.<p>Sei para onde eles foram. Siga-me.",Guarda da Cidade,Pessoas suspeitas? Muitos vêm para cá para espionar nas “pessoas suspeitas”. Temos tempo somente para ir atrás dos procurados.
Vendedor de informações,Encontre o arconte,Guarda da Cidade,Encontre o arconte dessa cidade para pedir ajuda. Qualquer informação sobre a região passa por ele.,Arconte Daniel,"Abdução? Hmm, alguns aventureiros sumiram, talvez esteja relacionado com isso. Eu farei uma investigação."
Desbloquear conquistas,Aprenda sobre as conquistas,Arconte Daniel,"Espere... eu te conheço. Desde que você chegou na Ilha Falante, parece que todos os guardas estão gratos a você.
<p>O Capitão do porto também me falou de você. Estou vendo que você não é como os outros aventureiros. Sinto que você vai realizar algo grande.
<p>Fique um pouco. Vou te ensinar a ver suas <YellowBold>Conquistas</>.",,
Desbloquear conquistas,Aprenda sobre as conquistas,,,,
Recrutamento da Força dos Patrulheiros Sangrentos,Envie a inscrição,Arconte Daniel,"Recebi informações de que um grupo não identificado está indo para o norte. Pode ser o mesmo que você falou. Seria bom se você desse uma olhada.<p>O norte está em conflito com os orcs, por isso tome cuidado. Vou avisar o capitão Patrulheiro Sangrento para você.",Cap. Patrulheiro Sangrento Austin,Isso foi incrível! É por isso que você é considerado o herói do porto da Ilha Falanta!
Recrutamento da Força dos Patrulheiros Sangrentos,Envie a inscrição,Cap. Patrulheiro Sangrento Austin,"Tive notícias do mensageiro do Arconte. Então, é você que tem ganhado fama com feitos heroicos?
<p>Dizem que sua atuação foi incrível no porto e nas ruínas, mas só acredito vendo. Por que não mostra sua habilidade contra meus homens?",,
Recrutamento da Força dos Patrulheiros Sangrentos,Vá para o centro da estrada,,,,
Recrutamento da Força dos Patrulheiros Sangrentos,Mostre seus movimentos,,,,
Recrutamento da Força dos Patrulheiros Sangrentos,Mostre mais movimentos seus,,,,
Recrutamento da Força dos Patrulheiros Sangrentos,Derrote o instrutor,,,,
Recrutamento da Força dos Patrulheiros Sangrentos,Derrote o instrutor,,,,
Recrutamento da Força dos Patrulheiros Sangrentos,Fale com Austin,,,,
Outro mercenário,Vá até Russel,Cap. Patrulheiro Sangrento Austin,"Outros mercenários já estão na tarefa, então fique à vontade para se juntar a eles.
<p>Desculpe não poder ir com você, mas os ataques recentes dos orcs me impedem de deixar meu posto.",Russel,Hã? Você? Que bom que voltou! Soube de seus feitos no porto.
Item confiado de Feldheim,Vá até o comerciante,Russel,"Feldheim mandou um recado. Ele entregou alguma coisa a um comerciante para te ajudar a resolver essa questão da abdução.
<p>Acredito que seja algo que vá te ajudar a encontrá-lo.
<p>Hã? Também não sei o que é isso. Vá falar com o comerciante, se ainda tiver curiosidade.",,
Evocação de alto nível,Aprenda a evocação de alto nível,Comerciante Anais,"Essa é a caixa que Feldheim me entregou. Um <YellowBold>Baú de evocação de equipamento de alto grau</>. Agora, ouça com atenção.",Comerciante Anais,"É uma oportunidade rara, não deixe passar!<p>Não dá para ser mercenário sem um bom equipamento!"
Evocação de alto nível,Aprenda a evocação de alto nível,,,,
Mensagem de Russel,Encontre o arconte,Comerciante Anais,"Ah, Russell mandou uma mensagem enquanto eu falava com você.
<p><GreenBold>“Vá falar com o Arconte. Te encontrarei lá”.</>
<p>Vá ou você ainda precisa de alguma coisa?",,
Ajude o norte,Vá até Russel,Arconte,"Investiguei os comerciantes suspeitos que chegaram na cidade e descobri que estão ligados aos habitantes desaparecidos.<p>Estou tentando descobrir para onde os arqueólogos foram levados... A confusão no norte me distraiu e não percebi o que aconteceu. Se não fosse seu relatório, teriam ainda mais vítimas.<p>Pode ajudar o norte da cidade enquanto resolvo essa questão? O mercenário Russel estará te esperando lá.",,
Batalha da Ponte Norte,Derrote os batedores orc,Russel,"Como soube, os orcs estão causando problemas ao norte da ponte.<p>Estamos reunindo mercenários experientes para resolver a situação, mas eles são muito fortes.<p>Opa! O que esses orcs estão fazendo aqui?! Cuide deles e vamos cruzar a ponte!",,
Batalha da Ponte Norte,Derrote os soldados orc,,,,
Contra-ataque,Visite o acampamento fortificado,Russel,"Assim não chegaremos a lugar nenhum. Precisamos de outro plano.
<p>Certo, vamos tentar isso. Vamos deixar a base vazia, esperar o ataque dos orcs e atacá-los por trás!
<p>Vamos ensinar o que é estratégia para esses orcs burros.",Cap. Patrulheiro Sangrento Austin,"Isso foi monstruoso. Sem sua ajuda, poderia acontecer alguma coisa.<p>Meus homens estão todos gratos por sua ajuda."
Contra-ataque,Ataque surpresa,,,,
Contra-ataque,Derrote os orcs encurralados,,,,
Contra-ataque,Carpheous aparece,,,,
Contra-ataque,Derrote Carpheous,,,,
Habilidades mais fortes!,Aprenda a evoluir as habilidades,Cap. Patrulheiro Sangrento Austin,"Com suas habilidades, não há nada a temer, mas você ainda pode melhorar.<p>Essa informação é confidencial e você a mereceu.",,
Habilidades mais fortes!,Aprenda a evoluir as habilidades,,,,
Luta pela supremacia,Derrote as sentinelas orc,Cap. Patrulheiro Sangrento Austin,"Eles estão vindo de novo... e eu achando que tinha conseguido algum tempo! Orcs impiedosos e violentos.<p>Só que até os números deles são limitados. Impeça esse ataque e eles serão atrasados! Vamos contra-atacar para ganhar a vantagem. Primeiro, mate o sentinela!",,
,"Fale com o Cap. Patrulheiro Sangrento, Austin",,,,
Pressionando,Derrote os Assaltantes Orcs,Cap. Patrulheiro Sangrento Austin,Assaltantes orcs! Pode cuidar deles? Nossa vitória depende disso!,,
Encontre os abduzidos,Fale com Russel,Cap. Patrulheiro Sangrento Austin,O Arconte mandou uma mensagem. Ele sabe onde estão os arqueólogos e os habitantes. Encontre-se com Russel. Boa sorte!,,
Duelo com o Chefe Guerreiro,Desafie o Chefe Guerreiro orc,Russel,"A trilha dos arqueólogos vai por aqui.<p>Mas tem orcs bloqueando o caminho... e um Chefe Guerreiro enorme entre eles!<p>Por algum motivo, ele quer duelar com um de nós. Precisamos liberar o caminho, então por que você não enfrenta ele?",Russel,Maravilhoso. Eu sabia que você conseguiria. Experimente a <YellowBold>arena</> quando tiver um tempinho. É um dos melhores jeitos de ganhar fama em Aden.
Duelo com o Chefe Guerreiro,Desafie o Chefe Guerreiro orc,,,,
Duelo com o Chefe Guerreiro,Impeça os orcs,,,,
Duelo com o Chefe Guerreiro,Volte para Russel,,,,
Mestre do duelo,Desafie a Arena,Russel,"Falando nisso, deixe-me ensinar como entrar na <YellowBold>Arena</>.",,
Mestre do duelo,Desafie a Arena,,,,
Reunir as forças,Encontre o Cap. Patrulheiro Sangrento,Russel,"Agora que resolvemos isso, vamos achar as pessoas desaparecidas.
<p>Conheço a Ilha Falante melhor do que você, por isso eu liderarei a busca.
<p>Junte-se aos Patrulheiros Sangrentos e espere notícias minhas.",Ten. Patrulheiro Sangrento Arthur,"Você é <YellowBold>[player]</>? Russel falou de você. Pode me ajudar enquanto espera aqui?<p>Há vários incidentes acontecendo na Ilha Falante, então precisamos de uma mãozinha."
Cerco à Academia Arcana,Encontre o professor da Academia Arcana,Ten. Patrulheiro Sangrento Arthur,"Nossa, os orcs estão acabando com toda a ilha. Só que não parece que eles têm um objetivo. Por que eles estão destruindo tudo assim?<p>Pode ir até a Academia Arcana de Einhovant? Uma força orc enorme está se reunindo lá.",,
Grinalda élfica,Prepare-se para seguir em frente,Professor da academia Eugene,"Você é <YellowBold>[player]</>? Como sei que é você? Explico depois, tenho um assunto mais urgente a tratar.
<p>Os orcs chegarão logo, então vamos agir antes de conversar.",Professor da academia Eugene,"Certo, isso resolve.<p>Você ouviu falar da Torre de Marfim? Acredite ou não, estamos exatamente embaixo dela.<p>A Academia Arcana de Einhovant está ligada subsolo da Torre de Marfim."
Grinalda élfica,Derrote os orcs,,,,
Grinalda élfica,Ative a pedra de teletransporte,,,,
Grinalda élfica,Ative a pedra de teletransporte,,,,
O local secreto,Derrote os fungos,Professor da academia Eugene,"Dá para ver que esse lugar está infestado de monstros. Faz pouco tempo que eles apareceram.
<p>Parece que o ataque a Einhovant tem ligação com isso.
<p>Precisamos pegar um dos itens armazenados lá dentro. Cuide dos monstros e torne a área segura.",,
O local secreto,Derrote os Premos esquivos,,,,
O local secreto,Volte até o professor da Academia Arcana,,,,
O local secreto,Volte até o professor da Academia Arcana,Professor da academia Eugene,"Agora que é seguro, vou procurar o item. Espere um pouco.",,
O local secreto,Rastreamento,,,,
O poder da fusão de equipamentos!,Aprenda a fusão de equipamentos,Professor da academia Eugene,"Hm, estamos em perigo ainda. Aquilo era um Guardião da Caverna! Por que um ser tão poderoso como ele está aqui?<p>Precisamos matar o Guardião da Caverna antes de pegar o item. Você não terá chance com esse equipamento, deixe-me encontrar algo melhor para você usar.",Professor da academia Eugene,"Bom, agora vamos procurar o prêmio.<p>Acho que não consigo guardar mais segredo de você. Estamos à procura da grinalda élfica.<p>Ela tem o poder de passar alguém pelas barreiras da Ilha Falante."
O poder da fusão de equipamentos!,Aprenda a fusão de equipamentos,,,,
O guardião da grinalda,Derrote as medusas,Professor da academia Eugene,"A Grinalda élfica está cercada por monstros e até um Guardião da Caverna. Cuide deles primeiro, por favor.",,
O guardião da grinalda,Recupere a Grinalda Élfica,,,,
O guardião da grinalda,Derrote o guardião da caverna,,,,
O guardião da grinalda,Recupere a Grinalda Élfica,Professor da academia Eugene,Pegue a Grinalda élfica Vou preparar tudo para irmos.,,
O guardião da grinalda,Recupere a Grinalda Élfica,,,,
O guardião da grinalda,Ative a pedra de teletransporte,Professor da academia Eugene,"Muito bem, vamos sair daqui. Ative a pedra de teletransporte.",,
O guardião da grinalda,Ative a pedra de teletransporte,,,,
O guardião da grinalda,Ative a pedra de teletransporte,,,,
Pedido de ajuda da Academia Arcana,Escolte o professor da Academia Arcana,Professor da academia Eugene,"Os ataques dos orcs, o surgimento de monstros abaixo da Torre de Marfim... não pode ser mera coincidência.
<p>Alguma coisa sinistra está acontecendo. Tudo isso só causará uma coisa: caos.
<p>Ouça, a Grinalda élfica é difícil de proteger mesmo com a força da Academia Arcana. Pode me levar até o Tenente Patrulheiro Sangrento?",,
Escolte o professor da Academia Arcana,Leve o prof. da Academia Arcana até o posto,Ten. Patrulheiro Sangrento Arthur,"Pode escoltar o professor até o posto? É melhor se o professor falar diretamente com o Arconte.<p>Depois, volte aqui, por favor. Ainda preciso de sua ajuda.",,
Volte para os Patrulheiros Sangrentos,Volte com os suprimentos,Memb. dos Patr. Sangrentos,"Vai se encontrar com o tenente? Então, por favor, entregue esses suprimentos e dê um recado do Arconte.",Ten. Patrulheiro Sangrento Arthur,"Hã? Você trouxe meus suprimentos? O soldado pediu a você? Precisamos discipliná-los.<p>Ah, a mensagem do Arconte. Muito bem."
Sobre o clã,Aprenda a entrar em um clã,Ten. Patrulheiro Sangrento Arthur,"Por ordens do Governador, é hora de atacar o coração da horda órquica. Gostaria que viesse comigo.<p>Você precisa de companheiros. Vou ensinar a entrar em um clã.",,
O último ataque,Vá até Russel,Ten. Patrulheiro Sangrento Arthur,"Agora que a moral dos meus homens está alta, iniciaremos nossa ofensiva final.<p>Encontre Russel para essa tarefa.",,
Recupere o obelisco da vitória,Vá até o Obelisco da Vitória,Russel,Nossa tarefa é recuperar o Obelisco da Vitória e o perímetro ao redor. Siga-me.,Theodore,Tenho observado você.<p>Sou Theodore dos Mercenários Prataluz.
Recupere o obelisco da vitória,,Russel,"Esses orcs não são páreos para nós! Ei, mas o que eles estão fazendo?",,
Recupere o obelisco da vitória,Destrua o Obelisco da Vitória,,,,
Recupere o obelisco da vitória,Derrote o Chefe Guerreiro orc ressuscitado,,,,
Recupere o obelisco da vitória,Derrote o Místico Sombrio,,,,
Recupere o obelisco da vitória,Derrote o Místico Sombrio,Russel,"Tem outro bruxo suspeito ali. Vou acabar com todos eles.
<p>Espere... ele parece familiar. É o Sir Theodore!",,
Recupere o obelisco da vitória,Fale com Theodore,,,,
Interesse de Theodore,Derrote os soldados orcs,Theodore,"Vim aqui ver o herói da Ilha Falante. Você já deve conhecer os Mercenários Prataluz...
<p>Quero ver suas habilidades, consegue caçar alguns orcs que estão aqui perto?",Theodore,"Como pensei, você ainda precisa de um pouco de treinamento... mas você tem talento."
Torre da Insolência,Entre na Torre da Insolência,Theodore,"Sou Theodore dos Mercenários Prataluz. O Russel também é um de nós.
<p>Foi uma luta impressionante. É raro encontrar aventureiros hoje em dia com talentos iguais aos seus. Mas não acho que você consiga resolver o problema que estamos enfrentando.
<p>Vou te ensinar a entrar na <YellowBold>Torre da Insolência</> para que possa provar seu valor.",,
Torre da Insolência,Entre na Torre da Insolência,,,,
