Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
단서를 찾아라,발굴단원들 가방 찾기,코델리아,"이야기는 들으셨겠지만, 제 동료들이 실종된 상황이에요. 다들 고고학에 빠져서 살던 녀석들인데.....
<p>제가 이곳을 찾아봤지만, 고인돌 지역 바깥으로 빠져나간 흔적은 없었어요. 분명 근처 어딘가에 있을 거예요...
<p>단서를 찾기가 쉽지는 않네요... 어쩌면 근처의 몬스터들이 발굴단의 흔적을 낚아챘을지도 몰라요.
<p>일단 주변에 발굴단원의 소지품이 있는지 확인을 좀 부탁드릴게요.",코델리아,박쥐들이 발굴단원의 가방을 채갔었군요. 발굴단원들이 작업을 하던 곳에서 이곳까지 이동을 했다면 ...<p>목표 지점은 아무래도 저쪽인 것 같아요.. 감사합니다. 큰 도움이 되었어요.
납치범의 정체,납치범 오크에게 열쇠 획득,코델리아,"아무래도 저 오크들이 의심스러워요. 예전에는 이곳에 없던 오크들인데...
<p>저 오크들을 조사해 보시는 게 어떠세요? 몇 놈 정도 두들기다 보면, 정보를 얻을 수 있을지도 몰라요!",코델리아,역시 저놈들이 범인이었군요. 그리고... 발굴단이 우리에 갇혀있는 것 같다는 것이죠? 마침 열쇠도 구해오셨네요!
발굴단 구출,갇혀 있는 발굴단 풀어주기 I,코델리아,"저기! 저곳에 발굴단원이 잡혀 있는 것 같아요
<p>어서 빨리 그들을 구해주세요! 시간이 지나면 구할 수 없을지도 몰라요! 전 다른 곳도 좀 찾아보고 있을게요",대장장이 스미스,"아이고, 고맙네! 발굴단에 전해줄 물건이 있어서 왔을 뿐인데 이게 무슨 봉변인지 원!!"
발굴단 구출,갇혀 있는 발굴단 풀어주기 II,,,,
발굴단 구출,갇혀 있는 발굴단 풀어주기 III,,,,
발굴단 구출,대장장이 스미스 따라가기,,,,
발굴단 구출,대장장이 스미스와 대화,,,,
대장장이의 호의,장비 레벨업 배우기,대장장이 스미스,정말이지 큰일 나는 줄 알았지 뭔가! 하핫!<P>어디보자 뭔가 보답을 할 만한 게...<P>그렇군 장비의 성능을 높이는 방법을 알려주지.,,
대장장이의 호의,장비 레벨업 배우기,,,,
코델리아의 호출,코델리아와 대화하기,대장장이 스미스,"그럼 난 이만 마을로 돌아가겠네. 저기서 누가 자네를 부르는 것 같은데, 어서 가보게나! 고마웠네!",,
어둠이 드리우다,수상한 마법사에게 다가가기,코델리아,"감사해요! 덕분에 단원들을 거의 다 찾은 것 같아요.
<p>단원들을 구하던 중, 범인으로 보이는 사람의 무리를 보았어요!
<p>아직 구하지 못한 동료를 협박하고 있는 것 같았어요!
<p>저는 경비원들을 불러올게요. 부디 그들을 막아주세요",,
어둠이 드리우다,수상한 마법사 등장,,,,
어둠이 드리우다,수상한 마법사에게 다가가기,,,,
어둠이 드리우다,마법사가 소환한 마물 처치하기,수상한 마법사,"네 하찮은 목숨은, 내가 여기 오크들에게 약속한 보상보다도 더 저렴하겠지. 너 따위에게 시간을 쓰고 싶지 않은데.
<p>문제는 네가 날 방해했다는 사실이야. 공포에 찌든 채로 죽게 만들어주마!",,
어둠이 드리우다,마법사가 소환한 마물 처치하기,,,,
어둠이 드리우다,마법사가 소환한 마물 처치하기,,,,
어둠이 드리우다,수상한 마법사와 대화하기,,,,
수상한 마법사의 후퇴,코델리아에게 상황 알리기,수상한 마법사,"이런, 네 가치는 내 예상 밖이로군. 아무리 봐도 처음 보는 녀석인데 어째서 우리의 일을 방해하는 것인지는 모르겠어.
<p>지금은 물러나지만 조심하는 것이 좋을 거야. 그 어줍잖은 정의감이 너를 파멸로 이끌 것이다.",코델리아,경비대원들이 막 이곳의 정리를 마치던 참이었어요.<p>당신 덕에 동료들을 구할 수 있었어요! 정말 고마워요!
고고학자 페르넬,발굴단장 페르넬 찾아가기,코델리아,아! 그리고. 당신이 구출한 발굴단의 단장님이 감사 인사를 하고 싶다고 하세요. 한 번 찾아가 보는 것이 어떠세요?,,
방해 되는 요소,늑대인간 처치하기,페르넬,"자네가 우리 발굴단원들 구해줬다지? 정말 고맙네. 들었겠지만 우리는 이곳에서 엘프의 유적들을 발굴 중이었네. 중요한 일이니만큼 여기서 작업을 끝낼 수는 없어.
<p>염치없이 들릴지도 모르겠지만 우리를 좀 더 도와줄수는 없겠나? 사례는 충분히 하겠네.
<p>무엇을 하면 되냐고? 어허허허허! 역시 사람을 제대로 봤어.
<p>자네라면 어렵지 않을 걸세. 현장 부근의 늑대인간들을 쫓아 주게. 큰일을 당한 직후라서 발굴단원들이 겁에 질려 있어.",,
정령탄의 위력,정령탄 사용법 배우기,페르넬,"고맙네! 자네 덕에 발굴단이 안정을 찾을 수 있겠군. 자네에게 뭔가 보답을 하고 싶은데....
<p>그래! 이게 좋겠군! 자네 <YellowBold>정령탄</>을 알고 있나? 정령의 힘을 빌어 강력한 공격을 할 수 있게 해주는 아이템이네!",,
정령탄의 위력,정령탄 사용법 배우기,,,,
정령탄의 위력,정령탄 사용법 배우기,페르넬,"어떤가, 시험 한 번 해봐야 하지 않겠나? 저기 저 통에 뚜껑을 열어보게.
<p>늑대인간들이 아주 좋아하는 고기를 담아뒀던 통이니, 순식간에 몰려올걸세! <YellowBold>정령탄</>을 쓸 준비는 된 거지?",,
정령탄의 위력,정체모를 통 뚜껑 열기,,,,
정령탄의 위력,정령탄 시험해보기,,,,
방해 되는 요소 II,흡혈 박쥐 처치하기,페르넬,"자네. 내 부탁 한 가지만 더 들어주지 않겠나? 본격적으로 정령탄의 위력도 시험해볼 겸 말이야.
<p>여기에서 조금만 올라가면 내 니아라는 이름의 조수가 발굴작업을 진행하고 있는데, 흡혈박쥐들 때문에 고생하고 있는 것 같더군.
<p>놈들의 처리를 부탁하네. 가능하면 조수가 눈치채지 못했으면 좋겠는데 말이야......",니아,"이봐요. 당신이 흡혈박쥐들을 처리한 거예요?
<p>응? 페르넬 단장님의 부탁이었다구요? 쳇 산더미 같은 일이나 좀 줄어 줄 것이지. 이상한 데서 신경을 써준다니까.
<p>아참 페르넬은 저희 아빠예요. 딸바보 겸 고고학에 미친 발굴단장이죠."
흩어진 고인돌 조각,고인돌 조각 모으기,니아,"하아~ 귀찮은 녀석들이 줄어든 것은 좋지만, 덕분에 일거리는 더 늘어났어요. 아직도 모르겠어요? 이게 다 아빠의 전략이라구요.
<p>그럼 지금부터 이 근처에 흩어져 있는 고인돌 조각을 모아주세요. 이 엘프의 반지를 사용하면 고인돌 조각을 알아보실 수 있을 거예요.
<p>이런걸 왜 시키냐구요? 이렇게 된 책임을 지셔야죠.",정화의 요정,"어서 오세요, 믿음을 줄 수 있는 존재여. 당신을 기다리고 있었습니다. 저는 결계를 지키는 정화의 요정입니다."
흩어진 고인돌 조각,고인돌 빛 속으로 이동하기,니아,"아앗! 고인돌 조각을 합쳤더니, 유적의 가운데에서 빛이 뿜어져 나고 있어요!  어떻게 이런 일이?",,
흩어진 고인돌 조각,결계 해방,,,,
흩어진 고인돌 조각,고인돌 빛 속으로 이동하기,,,,
흩어진 고인돌 조각,고인돌 빛 속으로 이동하기,,,,
결계 속의 몬스터,고르사우르의 근위병 처치하기,정화의 요정,"이 섬에는 과거 엘프들이 네 개의 세계수 가지를 심어 만든 결계가 설치되어 있습니다.
<p>덕분에 강력한 마물들로부터 보호를 받고 시작의 섬, 모험가의 섬이라는 별명으로 불릴 수 있었죠.
<p>최근 결계가 어둠에 물들고 있어요. 결계가 무너질 경우 말하는 섬은 더 이상 강력한 마물들로부터 안전하지 않게 됩니다.
<p>다행히도 정화장치를 이용해 어둠을 몰아낼 수 있어요. 정화장치를 작동시키려면 당신의 도움이 필요합니다.",,
결계 속의 몬스터,정화의 요정과 대화하기,,,,
정화의 시작,정화의 요정 보호하기,정화의 요정,큰일이군요. 아무래도 약해진 결계의 틈으로부터 마물들이 들어온 것 같습니다.<p>정화를 서둘러야겠어요. 결계를 정화하기 위해서는 이곳의 중심으로 이동해야 합니다. 어서 가요.,,
정화의 시작,정화의 요정과 대화하기,,,,
정화장치로 가는길,고르사우르의 근위대 처치하기,정화의 요정,중앙으로 향할수록 마물들이 강해지고 있어요. 이럴 수가 그중 한 녀석은 대단히 강력한 힘을 가지고 있는 것이 느껴져요.<p>그것이 나타나기 전에 다른 마물들을 처리해야 할 것 같아요. 도와주세요.,,
정화장치로 가는길,정화의 요정과 대화하기,,,,
결계 속의 불청객,고르사우르 처치하기,정화의 요정,아앗!!! 이럴 수가... 마물 고르사우르! 고르사우르가 여기에 있다니!<p>고르사우르를 물리쳐야 해요!,정화의 요정,고르사우르같은 마물이 결계 안에 침입하다니. 이건 있을 수 없는 일이에요.<p>뭔가 큰일이 벌어지고 있는 것이 분명해요. 어서 정화장치부터 가동해야겠어요.
결계 속의 불청객,정화의 요정과 대화하기,,,,
결계 속의 불청객,정화의 요정과 대화하기,,,,
첫번째 정화,이동 마법석 작동시키기,정화의 요정,이제 되었어요. 하지만 안심할 때가 아니에요. 나머지 세 결계의 상황도 좋지 않을 거예요.<p>다른 결계의 정화 장치를 더 작동시켜야 합니다. 제발 그때까지 저를 도와주세요!<p>우선 이곳을 나가도록 해요. 준비가 되면 다시 찾도록 할게요. 자~ 여기에 있는 이동 마법석을 이용해서 밖으로 나갈 수 있습니다.,,
첫번째 정화,이동 마법석 작동시키기,,,,
봉인된 기억의 성소,요일 던전 입장법 배우기,니아,무슨 일이 있었던 거죠? 당신도 설명하기 어렵다고요?<p>잠깐만요. 당신이 사라진 동안 유적의 조사를 진행해 알아낸 것이 있어요. 결계의 입장 방법이에요.<p>그리고 좀 더 찾아보니 단순히 입장하는 방법보다 흥미로운 점도 알아낼 수 있었어요. 어때요? 관심 있어요?<p>앗! 딱히 당신을 구해내기 위해서는 아니었으니까 착각하지 말아요.,,
봉인된 기억의 성소,요일 던전 입장법 배우기,,,,
사실은 다정해요,낚시꾼 아만과 대화하기,니아,"휴우~ 정말 많은 일들이 일어나는 하루예요. 슬슬 마을로 돌아가 봐야 할 것 같아요.<p>아 그전에 사소한 부탁 하나만 해도 될까요? 저쪽에 있는 낚시터에서 구워 먹을 수 있는 물고기를 조금 구해주실 수 있겠어요?<p>단장님이 좋아하는 생선구이를 해줘야겠어요. 일거리만 잔뜩 던져주는 악덕 단장이지만, 그래도 니아를 진심으로 생각해 주는 유일한 사람이기도 하죠.<p>물고기는 낚시터에서 1년 내내 죽치고 있는 낚시꾼들에게서 구할 수 있을 거예요.",낚시꾼 아만,여어~ 낚시 좋아해요? 뭐라구요? 니아의 부탁? 저런 또 한 명의 희생자 등장이군요. 그녀는 주변 사람들을 부려 먹는 게 특기죠.
미끼로 제격,흡혈 박쥐 고기 가져가기,낚시꾼 아만,에... 그런데 말이에요. 지금 잡아놓은 물고기가 없어요. 이미 다 팔려 버렸다고요.<p>낚시를 더 하려면 미끼가 필요한데. 하필이면 미끼도 다 떨어졌지 뭐예요?<p>아 혹시 미끼로 사용할 흡혈박쥐 고기를 좀 구해 올 수 있나요? 흡혈박쥐 고기를 가져오면 물고기를 좀 더 낚아 드리죠.,낚시꾼 아만,"오오! 많이도 구해 오셨군요. 그럼 낚시를 시작해 볼까요?
<p>당신도 여기서 낚시 해보는 건 어때요? 나중에 여기서 낚시 대회가 열릴지도 모르니 터를 잘 봐두라구요."
낚시터의 별미,구운 박쥐 고기를 페스카에게 주기,낚시꾼 아만,물고기가 더 필요하다고요? 그럼 다른 낚시꾼들에게도 부탁해보세요.<p>저쪽에 페스카라는 이름의 낚시꾼이 있어요. 보기와는 다르게 낚시 실력이 엄청나죠! 그녀에게 가 보세요.<p>아참. 박쥐고기를 구워가면 이야기가 더 잘 통할 거예요.<p>아무리 그래도 박쥐고기라니... 조금 역겨운 식성이에요.,,
물고기를 싹쓸이한,만물상 판 찾아가기,낚시꾼 페스카,"물고기? 어쩌지? 내가 낚은 물고기는 조금 전에 만물상이 와서 전부 쓸어갔어. 값을 너무 잘 쳐주더군.
<p>아무튼 상인은 저쪽으로 갔어. 그 상인 말인데, 무슨 꿍꿍이인지 모르겠지만 이곳 낚시꾼들의 물고기를 전부 다 매입할 생각인 것 같던데?
<p>앞으로 이곳에 낚시터가 제대로 자리 잡으면 단골손님이 되겠더라구.",,
물고기를 싹쓸이한,고양이 풀 모으기,만물상 판,"차림새가 수상하구냥. 응? 이런 곳에서 무장한 사람을 만나면 경계하는 게 당연하지 않냥? 용건이 뭐냥?<p>아, 물고기? 이 물고기들을 사고 싶다고? 하지만 나도 필요하다냥. 이곳에서 잡히는 물고기는 최고로 맛있다냥.<p>물고기가 정 필요하다면 이 낚시터 주변에 자라는 고양이 풀을 가져와봐량.<p>그 고양이 풀만 있다면 내가 물고기에 집착할 필요가 없다냥.",,
물고기를 싹쓸이한,고양이 풀 모으기,,,,
다급한 니아,니아 찾아가기,만물상 판,"고양이 풀을 좋아하지만, 고양이 풀을 캘 때 뿌리에서 나는 냄새는 너무 역겹다냥. 자 약속대로 여기 물고기다냥. 고양이 만물상은 약속을 지킨다냥.",보급병 태르,저는 보급병 태르 입니다. 니아 아가씨는 급한 일이 있다며 이곳을 저에게 맡기고 저쪽으로 달려갔습니다.<p>빨리 쫓아가면 니아 아가씨를 만날 수 있을 것입니다.
다급한 니아,발굴단의 상자 찾기,니아,"큰일이에요! 비명 같은 게 들려서 달려왔는데 아빠와 발굴단원 전부가 사라졌어요!
<p>사람들이 끌려간 흔적이라도 남아있는지 살펴봐야겠어요. 저를 도와주세요!",,
다급한 니아,발굴단의 상자 찾기,,,,
다급한 니아,발굴단의 망토 찾기,,,,
다급한 니아,페르넬의 가방 찾기,,,,
다급한 니아,목격자 찾아가기,니아,"아빠의 가방이에요. 아빠가 이걸 함부로 두고 가실 리가 없어요! 유물도 사라졌고...
<p>예? 침착하라고요? 그, 그래요. 당신 말대로 이 지역에서 나가는 길은 딱 하나뿐이죠. 길목에 목격자가 있을지도 몰라요!",,
다급한 니아,목격자 찾아가기,,,,
빼앗긴 짐마차,짐마차 조사하기,헬리아,"도... 도와주세요! 어떤 괴한들이 갑자기 나타나서 제 마차를 빼앗았어요.
<p>아직 제 마차 근처에 있을 거예요! 아래..!!! 아래쪽에 있어요!!",헬리아,가...감사합니다. 덕분에 제 마차를 찾을 수 있었어요!
빼앗긴 짐마차,수상한 마법사 처치하기,수상한 마법사,"분명 경고를 했건만, 기어코 방해하겠다는 것이냐? 간이 배 밖으로 나온 녀석이군. 여기서 그만 목숨을 끝내주마!",,
빼앗긴 짐마차,수상한 마법사 처치하기,,,,
탈출한 페르넬,페르넬과 대화하기,헬리아,"수상한 사람들이요? 그리고 보니 제 마차 말고 다른 마차 한 대가 더 있었어요. 무슨 연유인지 모르겠지만, 제 마차를 공격해서는..<p>앗!! 저기 사람이 있어요!! 빠..빨리 가보세요!!",,
안정제가 필요해,초원 앤틸로프 뿔 모으기,페르넬,놈들이 단원들을 데려갔네. 난 저항했지만 놈들에 의해서 정신을 잃고 쓰러졌다네. 크흐흐흑...아직도 진정이 되지 않는군. <p>혹시 이 주변에 살고 있는 앤틸로프를 잡아 그 뿔의 가루를 가져다줄 수 있겠나? 마음을 안정시키는데 효과가 있다네.,페르넬,이제야 좀 안정이 되는군. 어디까지 얘기했더라? 맞아. 정신을 차려보니 마차에 실려 어디론가 이동하는 중이었어.<p>나는 필사적으로 몸을 굴려 탈출할 수 있었다네. 하필 이럴 때 이 뚱뚱한 몸뚱이가 도움이 되는 구만...
납치범 추적,페르넬을 따라가기,페르넬,이러고 있을 때가 아니야. 자네 나를 좀 도와주게. 나를 따라 이곳까지 온 단원들일세. 그들을 이런 곳에서 죽게 놔둘 수는 없네.<p>그자들이 단원들을 끌고 간 방향을 알고 있네. 내가 앞장설 테니 날 따라오게.,마을 보초병,수상한 자들 말씀이십니까? 여긴 유동인구가 많은 곳이라 지명수배자 외엔 확인을 하지 않습니다.
정보를 가진자,집정관 찾아가기,마을 보초병,마을의 집정관님께 가보시면 뭔가 도움을 받으실 수 있을지도 모릅니다. 마을뿐만 아니라 마을 인근의 정보는 모두 그분에게로 들어가게 되어 있습니다.,집정관 다니엘,"납치 사건이라니... 최근 모험가들이 실종되는 사건이 벌어지는데, 그것과도 관련 있을 수 있겠군. 조사를 지시하겠네. "
업적 쌓기,업적에 대해 배우기,집정관 다니엘,"잠깐만... 자네 얘기를 들었네. 말하는 섬에 도착하자마자 경비대가 신세를 진 것 같더군.
<p>항구 관리인으로부터도 이야기를 들었지. 내가 봐도 자네는 다른 모험가들과는 조금 다른 것 같군. 뭐랄까 대단한 일을 해낼 것 같다고나 할까?
<p>잠깐만 시간을 내주게. 조사가 진행되는 동안 자네의 <YellowBold>업적</>을 확인하는 방법을 알려 주겠네. 왠지 자네에게는 그래야 할 것 같은 기분이 들어.",,
업적 쌓기,업적에 대해 배우기,,,,
토벌대 지원,토벌대 지원서 작성하기,집정관 다니엘,"정체불명의 무리가 북쪽으로 향했다는 것을 보았다는 정보를 입수했네. 아무래도 자네가 말하고 있는 그들일 가능성이 높군. 그쪽으로 가 보겠나?<p>북쪽은 지금 오크들과의 분쟁지역이니 조심하게, 토벌대장에게 미리 말해 두겠네.",토벌대장 오스틴,훌륭했네! 과연 말하는 섬 항구의 영웅이라고 불릴만하군!
토벌대 지원,토벌대 지원서 작성하기,토벌대장 오스틴,"집정관님의 전령으로부터 이야기를 들었네. 자네가 소문의 주인공이군.
<p>항구와 유적지에서 활약을 펼쳤다고 하던데, 난 내가 직접 본 것만 믿는다네. 우리 병사들을 상대로 한 번 실력을 보여주지 않겠나?",,
토벌대 지원,길 중앙의 공터로 이동,,,,
토벌대 지원,대원에게 한수 가르치기,,,,
토벌대 지원,다수 대원에게 한수 가르치기,,,,
토벌대 지원,훈련교관에게 한수 가르치기,,,,
토벌대 지원,훈련교관에게 한수 가르치기,,,,
토벌대 지원,오스틴과 대화,,,,
또 다른 용병,러셀 찾아가기,토벌대장 오스틴,"이번 일은 어떤 용병단에게 일임해 두었으니 그들과 함께 행동하도록 하게.
<p>갑자기 오크들이 창궐하는 바람에 다른 곳으로 병력을 돌릴 여유가 없어서네. 직접 도움을 주지 못해 미안하네.",러셀,"어라? 자네는? 하하, 반갑군! 항구에서의 자네 전투, 인상 깊게 봤네."
페르넬이 맡긴 보상,잡화상인 찾아가기,러셀,"페르넬 씨로부터 연락이 있었네. 이번 납치 사건을 빨리 해결하는 데 도움이 될 수 있도록 잡화 상인에게 어떤 물건을 맡겨 놓았다고 하더군.
<p>아마 생면부지의 자네가 그를 돕고 있는 것에 대해 보상의 의미도 있을 거야.
<p>응? 그게 뭔지는 나도 잘 몰라. 궁금하면 어서 잡화 상인을 찾아가 보라고.",,
고급 소환,고급 소환 배우기,잡화상인 아나이스,"페르넬 씨가 맡겨 놓은 것은 이 상자예요. <YellowBold>고급 장비 소환 상자</>라는 물건이죠. 지금부터 이 물건에 대해서 알려드릴 테니, 잘 들으세요.",잡화상인 아나이스,기회가 자주 찾아오는 것이 아니니 놓치면 너무 아깝겠죠?<p>잊지 말고 꼭 챙겨서 실력뿐만 아니라 장비까지 훌륭한 용병이 되라구요! 호호~
고급 소환,고급 소환 배우기,,,,
러셀의 전언,집정관 찾아가기,잡화상인 아나이스,"아 맞다 제가 설명해 드리는 동안 러셀씨가 쪽지를 남겼어요.
<p><GreenBold>“집정관님께 찾아오게. 나는 먼저 가 있겠네.”</>라는데요?
<p>어서 돌아가 보세요. 아니면 제게 용무가 남았나요?",,
마을 북쪽 지원,러셀 찾아가기,집정관,마을로 들어온 것 같다는 그 상인들을 수소문해봤네. 결국 그동안 벌어진 주민 실종 사건과도 관련이 있다는 사실을 알아냈지.<p>현재 발굴단이 어느 쪽으로 보내졌는지 조사하고 있네. 마을 북쪽의 혼란에 정신이 팔려서 이런 큰일이 벌어지는 것을 몰랐군. 자네가 아니었다면 더 큰 희생자가 발생했을 것이야.<p>내가 이 사건을 집중적으로 조사하는 동안 자네가 마을 북쪽을 지원해주겠나?<p>자네가 만났던 용병 단원 러셀이 자네를 기다릴 걸세.,,
북쪽 다리의 공방전,오크 정찰병 처치하기,러셀,"이야기를 들었겠지만, 이 마을의 다리 건너 북쪽에는 지금 오크들 때문에 난리라네.<p>실력 좋은 용병들로 토벌대를 꾸려서 오크들을 제압하려 하고 있지만 만만치 않아. 왜인지 모르겠지만 오크들이 그야말로 필사적인 저항을 하고 있어.<p>이런! 오크들이 여기까지 넘어왔군! 저놈들부터 처리하고 다리를 건너세!",,
북쪽 다리의 공방전,오크 돌격병 처치하기,,,,
역습,임시 방어 기지 방문,러셀,"아무래도 이렇게는 안 되겠어. 뭔가 작전이 필요해.
<p>좋아! 이렇게 해보지. 방어기지를 비워 두고 오크가 기습해 오기를 기다려 그 뒤를 치는 거야.
<p>멍청한 오크 놈들에게 머리를 어떻게 쓰는 건지 알려주자고.",토벌대장 오스틴,이건 정말 엄청난 마물이군. 고맙네 자네가 아니었다면 병사들의 피해가 엄청났을 걸세.<p>들어보게 병사들이 다들 고마워하고 있어.
역습,습격,,,,
역습,함정에 빠진 오크 처치하기,,,,
역습,카르페오스 등장,,,,
역습,카르페오스 처치하기,,,,
스킬을 더 강하게!,스킬 레벨업 배우기,토벌대장 오스틴,"자네 정도의 실력이라면 어디 가서 당하지만은 않겠지만, 실력을 더 향상시킬 수 있는 방법을 알려 주겠네.<p>원래는 군에 들어와야만 가르쳐주는 것이지만, 자네 덕에 큰 피해를 면할 수 있었으니 특별히 알려주도록 하지.",,
스킬을 더 강하게!,스킬 레벨업 배우기,,,,
주도권 쟁탈,오크 보초병 처치하기,토벌대장 오스틴,녀석들이 또 몰려오는군. 다음 공격까지 시간이 있을 줄 알았는데 말이야. 무식한 오크 놈들... 자비도 없고 매너도 없단 말이야.<p>하지만 놈들의 머릿수에는 한계가 있지! 이번 기습만 막아낸다면 놈들의 기세도 꺾일 것이네! 제대로 역습해서 주도권을 가져오세! 우선 이 초소를 살피는 정찰병부터 해치우게!,,
,토벌대장 오스틴과 대화하기,,,,
기세를 몰아,오크 강습병 처치하기,토벌대장 오스틴,오크 강습병이군! 자네가 맡을 수 있겠나? 이 싸움의 승패가 달린 일이야!,,
납치된 자들의 행방,러셀과 대화하기,토벌대장 오스틴,집정관님께서 전령을 통해 정보를 보내주셨네. 납치당한 유적 발굴단과 사라진 주민들의 행방을 알아내었다는군. 어서 러셀에게 가보게. 행운이 있길 빌지.,,
군장과의 대결,오크 군장에게 도전하기,러셀,납치된 발굴단의 행적이 이쪽으로 이어져 있는 것을 발견했네.<p>아무래도 문제는 길목에 자리 잡고 있는 오크들이야. 저기 있는 덩치 큰 녀석이 무리들을 이끌고 있는 군장인 것 같더군.<p>무슨 이유인지 녀석이 우리 쪽 대표와의 대결을 원하고 있다네. 길을 열려면 녀석을 쓰러뜨려야 하는데 자네가 한 번 도전해 보지 않겠나?,러셀,과연 내가 사람을 잘못 보지 않았어. 대단하네. 나중에 시간이 되면 <YellowBold>결투장</>에도 도전해 보게. 아덴 대륙에서 이름을 떨칠 수 있는 가장 확실한 방법 중 하나지.
군장과의 대결,오크 군장에게 도전하기,,,,
군장과의 대결,밀려드는 오크 저지하기,,,,
군장과의 대결,러셀에게 돌아가기,,,,
결투의 달인,결투장 도전하기,러셀,말 나온 김에 기회에 <YellowBold>결투장</>에 참가하는 방법에 대해서 알려주도록 하겠네.,,
결투의 달인,결투장 도전하기,,,,
합류,토벌 부대장 찾아가기,러셀,"이쪽 문제가 슬슬 정리된 것 같으니, 실종된 자들을 찾아서 다시 움직여야 할 것 같네.
<p>자네보다는 내가 말하는 섬에 대해서는 잘 알고 있으니 수색을 맡도록 하지.
<p>자네는 토벌대에 합류해서 소식을 기다려주게.",토벌 부대장 아서,당신이 <YellowBold>[player]</>인가? 러셀을 통해서 이야기는 들었지. 이곳에서 대기하면서 잠시 이쪽 일을 도와줄 수 있겠나?<p>최근 말하는 섬의 이곳저곳에서 동시다발적으로 사건들이 터지고 있어 인력이 많이 부족한 상태라네.
