Id,Name,EffectTypeName,Desc
122132,@122131,이지스스탠스:이속 증가,이동 속도 {1%}% 증가
12221,소닉 블래스터,소닉 블래스터:이속 감소,이동 속도 {1%}% 감소
122231,리듬 오브 컴뱃,리듬오브컴뱃:공방증가,"파티원들의 공격력 {1} 증가, 방어력 {3} 증가"
122241,송 오브 헌터,송of헌터:파티치명확률,파티원들의 크리티컬 확률 {1%}% 증가
12231,트리플 스플린터,이동속도 감소,"방어력 감소{1%}%, 공격속도 {3%}% 감소, 이동속도 {4%}% 감소"
12232,블레이드 허리케인,@1011,@1011
12233,플레인 워크,"플레인워크:공속,이속증폭,HP흡수율","공격속도 {1%}%, 이동속도 {2%}% 증가, HP 흡수율 {3%}%"
12241,리썰 샷,크리티컬율 증가,
12242,더블 와이드 샷,더블 와이드 샷:방어력 감소,물리 방어력 {1%}% 감소
122431,마인드 아이즈,마인드 아이즈:크리확률대폭,크리티컬 {1} 증가
122441,더블 퀵 스텝,"더블퀵스텝:이속대폭,공속소폭","이동속도 {1%}% 증가, 공격속도 {2%}% 증가"
12251,아이스 스피어:빙결,@11222,
12252,블리자드 스톰,@10122,@10122
122521,@12252,@1011,@1011
122614,나이트메어,@10122,이동속도 10% 감소
122615,홀리 파이어,받는피해 증가,받는 피해 {1%}% 증가
12263,메이저 힐,힐,
122631,마인드리프레쉬,마인드리프레쉬:파티쿨탐감,파티원들의 스킬 재사용 시간 {1#}초 감소
12264,팔로우 디펜스,"방어파티버프물리,마법",파티원들의 방어력 {1%}% 증가
13211,라이프 리치,방어력 감소,방어력 {1%}% 감소
132125,체인 히드라,@11222,@1011
132126,@132125,도발 면역 및 끌어오기 면역,어그로 집중 효과
13213,얼티미트 디펜스,"얼티미트디펜스:물방마방어대폭증,이동불가","방어력 {1%}% 및 추가 {3} 증가, 공격 대상 이동 속도 감소"
132132,@13213,얼티미트디펜스:타격슬로우,이동 속도 감소
13222,허리케인 스톰,@10122,@10122
132221,@13222,이동속도 증가,이동속도 {1%}% 증가
132231,댄스 오브 워리어,댄스of워려:파티물공증,파티원들의 물리공격력 {1} 증가
132241,댄스 오브 퓨리,댄스of퓨리:파티공속증,파티원들의 공격속도 {1%}% 증가
13231,스팅,출혈 추가피해,피해량:공격력의 {[Use34Param]1-1%}% + {1-1}
13232,블러드 레인:출혈 추가피해,@13231,
132322,블러드 레인,@11222,@1011
132331,비셔스스탠스,비셔스스탠스:크리댐증폭,크리티컬 대미지 {1%}% 증가
132332,비셔스스탠스 크리티컬히트,비셔스스탠스:크리확률100%,최대 효율의 크리티컬 확률
13242,스턴 샷,@11222,
13243,래피드 파이어,"래피드파이어:공속증가,사정거리감소",공격속도 {1%}% 증가. 사정거리 {2%}미터 감소
13244,페이탈 카운터,"페이탈카운터:공격대폭증,회피 감소","공격력 {1} 증가, 회피 {2%}% 감소"
13251,다크 브레스,@10122,
13252,커럽션,"방어 감소, 이속 감소","방어력{1%}% 감소, 이동속도 {3%}% 감소"
132531,페이탈위즈덤,페이탈위즈덤:마공대폭증,마법공격력 {1} 증가
132623,블러디 레이지,@10122,@10122
132624,블러디 레이지:대미지 증가,공격 증가,
132631,엠파워,엠파워:HP 소모 제한,HP {1} 아래로 감소되지 않음
132632,@132631,@132631,
14211,쓰러스트,"방어력 감소, 목표고정",@13211
14212,어스퀘이크,@1011,@1011
14213,@14212,@112125,공격력 20% 감소
14222,리프어택,@1001,
14223,앵그리 드워프,"앵그리드워프:공격증,방어감소",공격력 {1} 증가. 방어력 {2%}% 감소
14231,블레이드 러시,치명저항 감소,크리티컬 저항 확률 {1%}% 감소
14232,소닉 스타,@12231,@10122
142321,@14232,침묵,침묵
142331,아데나서치,아데나서치:아데나획득량증가,"전투 시 {1%}% 더 많은 아데나 발견, 이동속도 {2%}% 증가"
242331,@142331,"아데나서치:중독, 슬로우","중독 피해, 이동 속도 {2%}% 감소"
14241,버스트 샷,@11251,@13231
14242,어보이드 스텝,@12231,@10122
142422,@14242,사거리 증가,사거리 증가
14251,어스 스파이크,@1001,
142531,인파이터,인파이터:파티일반공격증폭,파티원들의 기본공격 공격력 {1%}% 증가
14261,디바인 프로텍트,방어 증가,파티원들의 방어력 {1} 증가
14262,디바인 크랩,@11222,
142631,슈퍼바이탈리티,슈퍼바이탈:파티최대HP증가,파티원들의 최대 HP {1} 증가
20211,디펜스 오라,방어력 증가,@14261
20221,어택 오라,공격력 증가,파티원들의 공격력 {1} 증가
20231,퀵 스텝,이속 증가,파티원들의 이동속도 {1%}% 증가
20241,가이던스,명중 증가,파티원들의 명중 {1} 증가
20251,데스 위스퍼,크리티컬 피해량 증가,파티원들의 크리티컬 대미지 {1%}% 증가
20261,부스트 HP,최대 HP 증가,@142631
21221,리벤지,@20221,공격력 {1} 증가
21231,스니크,스킬 쿨타임 감소,스킬 재사용시간 {1} 감소
212311,@21231,스니크:공격력 증가,@21221
21241,인핸스드 슬로우,@10122,@10122
21242,인핸스드 슬로우: 출혈 피해,@10122,피해량:공격력의 {[Use34Param]1-1%}%
21251,블레이즈,@11251,
212512,@21251,@20221,@21221
212611,디바인 링크,@20211,파티 인원 당 방어력 {1%}% 증가
212621,마나 쉴드,마나 쉴드,"피해를 입을 시, HP 대신 MP를 소모"
22211,엘더링 닷지,회피가 증가,회피율 {1%}% 증가
22221,에스프리,치명율 증가,크리티컬 확률 {1%}% 증가
22231,래피드 앵거,"공격 속도, 이동 속도 증가","공격 속도 {[StackMul]1%}% 증가, 이동 속도 {[StackMul]1%}% 증가"
22241,스위프트,크리티컬 대미지 증가,@132221
22261,@22211,@22211,회피 {1%}% 증가
23211,인핸스 드레인,흡혈 효과,부여한 대미지의 {1-1%}% 흡수
23221,피버,@22241,@132331
23231,블러드 씨크,"방어력, 크리티컬 저항 감소","방어력 {1%}% 감소, 크리티컬 저항 {3%}% 감소"
23241,크리티컬 사인,명중률 증가,명중률 {1%}% 증가
23251,@23221,@22241,@132331
23261,어그레시브 마인드,@20221,흡혈률 {1%}% 증가
24211,페이션스,공격력 증가 버프,@21221
242121,럭키 덱스터리티,럭키덱스:파티피격시확률쿨탐,스킬 재사용시간 {1#} 감소
24221,크레이브 임팩트,@24211,@21221
242231,럭키 버서커,럭키버서커:파티공격시확률공속,공격속도 {1%}% 증가
24231,@22221,@22221,@22221
242321,럭키 페이탈,럭키페이탈:크리티컬 증가,@122431
24241,아크로뱃,회피율 증가,@22211
242421,럭키 퀵스텝,럭키퀵스텝:기절,@1011
2424211,@242421,럭키퀵스텝:공격력 감소,공격력 {1%}% 감소
24251,@23261,@20221,@21221
24252,럭키 디펜스,"럭키디펜스:파티공격시확률물방,마방증가",방어력 {1} 증가
24261,포티파이,HP 회복력 증가,HP 회복력 {1%}% 증가
30001,앱솔루트 실드,"받는 피해 감소, 행동불능 저항","잠시 받는 피해 {1%}% 감소, 행동불가효과에 저항할 확률 +30%"
30002,님블 스텝,@132221,@132221
30003,이모탈,@1004,
30004,블러드 에로우: 도트,@13231,출혈 피해 {[Use34Param]1%}%
30006,미사일 볼트 : 스턴,@11222,@1011
30008,프로스트 아머 : 전체,프로스트 아머,슬로우
30010,마나 실드,마나 실드,@212621
30013,타임 리듀스,쿨타임 감소,일정 시간 자신의 스킬 쿨타임을 감소
30014,포이즌 스트라이크,"피해량 감소, 이동 속도 감소","피해량 {1%}% 감소, 이동 속도 {2%}% 감소"
300141,@30014,중독 피해,중독 피해 {[Use34Param]1%}%
30015,디펜스 존,상태 이상 저항률,상태 이상 저항률 {1%}% 증가
300151,@30015,받는 피해 감소,"받는 피해 {1%}% 감소, 레어 스킬 추가 {2%}% 감소"
31001,프로스트 아머 : 슬로우,@10122,@30008
35001,워리어 웨폰 마스터리,워리어 웨폰 마스터리,
35002,헤비 아머 마스터리,헤비 아머 마스터리,
35003,로그 웨폰 마스터리,로그 웨폰 마스터리,
35004,라이트 아머 마스터리,라이트 아머 마스터리,
35005,메이지 웨폰 마스터리,메이지 웨폰 마스터리,
35006,로브 마스터리,로브 마스터리,
35011,패링 마스터리,패링 마스터리,
35021,컴뱃 마스터리,컴뱃 마스터리,
35031,임프로브 크리티컬,임프로브 크리티컬,
35111,@35011,@35011,
35121,@22221,에스프리,
35122,@35021,@35021,
35131,크리티컬 챈스,크리티컬 챈스,
35141,@22241,스위프트,
35151,프로스트 시길,프로스트 시길,
35161,@22211,엘더링 닷지,
35221,@35021,@35021,
35231,크리티컬 파워,크리티컬 파워,
35311,패링 엑스퍼티,패링 엑스퍼티,
35321,@35021,@35021,
35331,@22221,@35121,
35332,럭키페이탈리티,럭키페이탈리티,
35341,@24241,아크로뱃,
40001,경험치 핫타임 버프,경험치 획득량 증가,핫타임 시간 동안 경험치를 크게 획득합니다
40002,아데나 핫타임 버프,아데나 획득량 증가,핫타임 시간 동안 아데나를 크게 획득합니다
40003,장비획득 핫타임 버프,장비획득 확률 증가,핫타임 시간 동안 장비획득 확률이 크게 증가합니다
40004,물리 공격력,물리 공격력,
40005,마법 공격력,마법 공격력,
40006,물리 공격력 증가율,물리 공격력 증가율,
40007,마법 공격력 증가율,마법 공격력 증가율,
40008,일반 공격의 공격력,일반 공격의 공격력,
40009,파티원에 따른 공격력 증가율,파티원에 따른 공격력 증가율,
40010,공격속도 증가율,공격속도 증가율,
40011,크리티컬 대미지 증가율,크리티컬 대미지 증가율,
40012,크리티컬 명중률,크리티컬 명중률,
40013,크리티컬 저항률,크리티컬 저항률,
40014,물리 대미지,물리 대미지,
40015,마법 대미지,마법 대미지,
40016,방어력 무시,방어력 무시,
40017,대상의 HP 감소,대상의 HP 감소,
40018,대상의 HP %감소,대상의 HP %감소,
40019,물리 방어력,물리 방어력,
40020,마법 방어력,마법 방어력,
40021,물리 방어력 증가율,물리 방어력 증가율,
40022,마법 방어력 증가율,마법 방어력 증가율,
40023,회피,회피,
40024,회피 증가율,회피 증가율,
40025,회피율,회피율,
40026,명중,명중,
40027,명중 증가율,명중 증가율,
40028,명중률,명중률,
40029,피해량 증가율,피해량 증가율,
40030,물리 피해량 증가율,물리 피해량 증가율,
40031,@40030,@40030,
40032,슬로우 대상에 대한 피해량 증가율,슬로우 대상에 대한 피해량 증가율,
40033,방어 무시 대미지,방어 무시 대미지,
40034,피해량 감소율,피해량 감소율,
40035,물리 피해량 감소율,물리 피해량 감소율,
40036,마법 피해량 감소율,마법 피해량 감소율,
40037,고정 피해 감소,고정 피해 감소,
40038,쳐내기 확률,쳐내기 확률,
40039,쳐내기 데미지 감소율,쳐내기 데미지 감소율,
40040,도트 물리 대미지,도트 물리 대미지,
40041,도트 마법 대미지,도트 마법 대미지,
40042,공격력에 기반해 HP회복,공격력에 기반해 HP회복,
40043,도트 힐,도트 힐,
40044,위협수치 증가율,위협수치 증가율,
40045,HP 회복량,HP 회복량,
40046,HP 흡수율,HP 흡수율,
40047,HP 흡수(액티브로 흡수하는 스킬이다),HP 흡수(액티브로 흡수하는 스킬이다),
40048,HP 흡수(본인 또는 파티원에게 나눠서 흡수된다),HP 흡수(본인 또는 파티원에게 나눠서 흡수된다),
40049,최대 HP,최대 HP,
40050,최대 HP 증가율,최대 HP 증가율,
40051,최대 MP,최대 MP,
40052,최대 MP 증가율,최대 MP 증가율,
40053,이동속도 증가율,이동속도 증가율,
40054,MP 비용 감소율,MP 비용 감소율,
40055,MP 비용 감소,MP 비용 감소,
40056,MP 회복량,MP 회복량,
40057,스킬 쿨타임,스킬 쿨타임,
40058,조롱(어그로 수치를 맥스로 올린다),조롱(어그로 수치를 맥스로 올린다),
40059,타겟 고정,타겟 고정,
40060,대상 이동,대상 이동,
40061,대상 당기기,대상 당기기,
40062,당기기 저항률,당기기 저항률,
40063,넉백 저항률,넉백 저항률,
40064,경험치 획득량 증가율,경험치 획득량 증가율,
40065,아데나 획득량 증가율,아데나 획득량 증가율,
40066,슬로우 저항률,슬로우 저항률,
40067,스턴 저항률,스턴 저항률,
40068,상태 이상 저항률,@30015,
40069,스킬 범위 증가,스킬 범위 증가,
40070,스킬 히트 수 증가,스킬 히트 수 증가,
40071,콤보 만료 시간 증가,콤보 만료 시간 증가,
40072,관통,관통,
40073,탄력,탄력,
40074,크리티컬,크리티컬,
40075,크리티컬 저항,크리티컬 저항,
40076,크리티컬 증가율,크리티컬 증가율,
40077,크리티컬 저항 증가율,크리티컬 저항 증가율,
50001,화염,몬스터:화염,
50002,냉기,몬스터:냉기,
50003,블라인드,몬스터:블라인드,
50004,저주,몬스터:저주,
50005,스턴,몬스터:스턴,
50006,출혈,"몬스터:출혈, 공속저하",
50007,중독,몬스터:중독. 이속저하,
50008,약화,몬스터:약화,
50010,@50005,@50005,
60099,@50006,말하는 섬 몬스터: 출혈,
60103,테스트용 스킬,@132221,
60115,황금의 화상,화상,5초간 지속적으로 피해를 입힙니다.
60118,말로 - 얼티미트 디펜스,@13213,방어력 크게 증가
60136,스켈레톤 체이서(+스턴/강화주문서 던전용),@50005,
60137,스톤 골렘(+스턴/강화주문서 던전용),@50005,
71023,크리티컬 노이즈,@10122,이동 속도 40% 감소
71452,@50006,블러디킹 데스바이트:출혈,
71462,@50006,오르비스 스크래치:출혈,
73013,기요틴:분노,분노,
73022,블러디크레센트: 공격 감소,@112125,공격력이 감소합니다.
73031,오르펜:약화,오르펜 약화,방어력이 감소합니다.
73033,오르펜 앵거,오르펜 앵거,공격력과 공격 속도가 증가합니다.
74011,죽음의 뿌리:넉다운,@1001,
74022,블러드 드레인,블러드 드레인:지속 힐(%),
74032,콜 라이트닝,콜 라이트닝:도트,
74042,염화의 저주,염화의 저주: 화염,
74051,독 구덩이,독 구덩이: 도트,
74062,@11222,썬더스톰:슬로우,
74071,독기의 늪,독기의 늪: 도트,
74072,꼬리치기,꼬리치기:슬로우,@12221
74082,과열,과열:공격력 증가,
74083,@74082,과열:이동속도 증가,
74084,@74082,과열:방어력감소,
74085,@74082,@74082,
74086,@74082,@74083,
74087,@74082,@74084,
74088,@74082,@74082,
74089,@74082,@74083,
74090,@74082,@74084,
74091,@74082,@74082,
74092,@74082,@74083,
74093,@74082,@74084,
50074,강타: 공격력 감소,강타:피해량 감소,공격력 중첩 당 {1} 감소
74095,석화의 시선,석화의 시선:받는 피해 증가,받는 피해량 {1%}% 증가
74096,여왕의 일격,여왕의 일격:실명,명중 중첩 당 {1} 감소
74097,비늘 강화: 물리 방어력,비늘 강화: 물리 방어력,물리 방어력 {1%}% 증가
74098,비늘 강화: 마법 방어력,비늘 강화: 마법 방어력,마법 방어력 {1%}% 증가
74111,죽음의 표식,죽음의 표식,
74121,끓어오르는 진흙,끓어오르는 진흙:받는 피해 증가,
74122,지면 파괴,지면 파괴: 도트,
74131,마샤의 시선(구),마샤의 시선: 도트,10초간 지속적으로 피해를 받으며 주변 아군에게 점염 됩니다.
74132,메두사의 저주(구),메두사의 저주: 광역피해,5초간 이동이 불가능 하며 5초 후에 폭발하여 주변에 큰 피해를 줍니다.
74134,@74132,메두사의 저주: 폭파,
741341,마샤:유혹의 회오리,마샤:유혹의 회오리,10초간 {1} 출혈 대미지
741342,@741341,@741341,@1011
741351,마샤:칼날 바람,마샤:칼날 바람,5초간 스킬 사용 불가
7413511,@741351,마샤:칼날 바람(VE),@741351
741352,@741351,@741351,@741351
741353,@741351,@741351,@741351
77001,@50001,@50001,
77002,@50002,"몬스터:냉기, 이속저하",
77003,@50003,@50003,
77004,@50004,"몬스터:저주, 방어력저하",
77005,@50005,@50005,
77006,@50006,"몬스터:출혈, 공격력저하",
77007,@50007,@50007,
77008,@50008,@50008,
77010,@50005,@50005,
77085,@73022,@112125,@73022
801011,공격력 상승,물리/마법공격력 상승,30초간 공격력이 50% 증가합니다.
801012,물리공격력 상승,물리공격력 상승,30초간 공격력이 30% 증가합니다.
801013,마법공격력 상승,마법공격력 상승,@801012
801021,공격속도 상승,공격속도 상승,30초간 공격속도가 50% 증가합니다.
801022,@801021,@801021,30초간 공격속도가 20% 증가합니다.
801031,방어력 상승,물리/마법방어력 상승,30초간 방어력이 300% 증가합니다.
801032,물리방어력 상승,물리방어력 상승,30초간 방어력이 35% 증가합니다.
801033,마법방어력 상승,마법방어력 상승,@801032
801041,이동속도 상승,이동속도 상승,30초간 이동속도가 30% 증가합니다.
801042,@801041,@801041,@801041
80105,Max HP 증가,Max HP 증가,30초간 최대HP가 40% 증가합니다.
80106,Max MP 증가,Max MP 증가,30초간 최대MP가 40% 증가합니다.
801043,스킬 데미지 상승,스킬 데미지 상승,30초간 스킬 데미지가 300% 증가합니다.
801044,근접 데미지 오오라(Timer),근접 데미지 오오라,30초간 근접한 적군에게 고정피해 300을 입힙니다.
801045,물의 수정 보호막,물의 수정 피해면역,30초간 물의 수정에 피해면역 보호막이 생깁니다.
801046,파티 오브 퓨리(Timer),파티 공격력 및 방어력 상승,30초간 파티원의 공격력과 방어력이 30% 증가합니다.
8010461,파티 오브 퓨리,@801046,@801046
801047,오버 파워,공격력 및 공격속도 상승,30초간 공격력과 공격속도가 상승합니다.
801048,@801047,@801047,10초간 공격력과 공격속도가 상승합니다.
93506,버그베어 광폭화,"공격력, 방어력 대폭 상승, 이동속도, 공격속도 소폭 상승",
94409,데몬 계약자 광폭화,@93506,"공격력, 방어력, 이동속도, 공격속도 증가"
90001,클랜 헬스,HP가 증가,최대 HP {1%}% 증가
90002,클랜 소울,MP가 증가,최대 MP {1%}% 증가
90003,클랜 실드,방어력이 증가,방어력 {1%}% 증가
90004,클랜 마이트,공격력이 증가,공격력 {1%}% 증가
90005,클랜 가이던스,명중이 증가,명중 {1%}% 증가
90006,클랜 이베이드,@22211,@22261
90007,클랜 무브먼트,이동속도가 증가,@132221
90008,클랜 데들리어택,@22241,@132331
90009,클랜 크리티컬,크리티컬 확률 증가,크리티컬 {1%}% 증가
905001,결속의 수정 LV{TextParam1},결속의 수정 {TextParam2}레벨 버프,아지트 결속의 수정 힘이 부여됩니다.
905002,@905001,@905001,@905001
905003,@905001,@905001,@905001
905004,@905001,@905001,@905001
905005,@905001,@905001,@905001
905006,@905001,@905001,@905001
905007,@905001,@905001,@905001
905008,@905001,@905001,@905001
905009,@905001,@905001,@905001
905010,@905001,@905001,@905001
905101,소형 만찬의 포만감,"물리, 마법 방어력 증가",물리/마법 방어력 500 증가
905102,중현 만찬의 포만감,"HP, MP 증가",HP/MP 1000 증가
905103,대형 만찬의 포만감,"물리, 마법 공격력 증가",물리/마법 공격력 500 증가
905104,소형 고급 만찬의 포만감,@905101,물리/마법 방어력 1200 증가
905105,중형 고급 만찬의 포만감,@905102,HP/MP 2000 증가
905106,대형 고급 만찬의 포만감,@905103,물리/마법 공격력 1200 증가
905107,소형 최고급 만찬의 포만감,"물리, 마법 방어력, 크리티컬 증가","물리/마법 방어력 2000, 크리티컬 500 증가"
905108,중형 최고급 만찬의 포만감,"HP, MP, 크리티컬 증가","HP/MP 3000, 크리티컬 500 증가"
905109,대형 최고급 만찬의 포만감,"물리, 마법 공격력, 크리티컬 증가","물리/마법 공격력 2000, 크리티컬 500 증가"
905501,물리 공격력 증가 물약,물리 공격력 증가,물리 공격력이 10% 증가합니다.
905502,마법 공격력 증가 물약,마법 공격력 증가,마법 공격력이 10% 증가합니다.
905503,물리 방어력 증가 물약,물리 방어력 증가,물리 방어력이 10% 증가합니다.
905504,마법 방어력 증가 물약,마법 방어력 증가,마법 방어력이 10% 증가합니다.
905505,이동 속도 증가 물약,이동 속도 증가,이동 속도가 15% 증가합니다.
905506,채집 속도 증가 물약,채집 속도 증가,채집 속도가 50% 증가합니다.
905507,공격 속도 증가 물약,공격 속도 증가,공격 속도가 20% 증가합니다.
905508,회피율 증가 물약,@24241,회피율이 50% 증가합니다.
905509,탄력 증가 물약,탄력 증가,탄력이 10000 증가합니다.
905510,방어무시 피해 증가 물약,방어무시 피해 증가,방어무시 피해 효과가 2000 증가합니다.
905511,고정피해 감소 증가 물약,고정피해 감소 증가,고정피해 감소 효과가 1000 증가합니다.
905512,스킬 쿨타임 감소 물약,@21231,스킬 쿨타임이 30% 감소합니다.
905513,관통 증가 물약,관통력 증가,관통력 10000 증가합니다.
905514,보스에게 가하는 피해 증가 물약,보스에게 가하는 피해 증가,보스에게 가하는 피해가 15% 증가합니다.
905515,보스에게 받는 피해 감소 물약,보스에게 받는 피해 감소,보스로 부터 받는 피해가 5% 감소합니다.
905516,코어 획득 증가 물약,몬스터 코어 획득 증가,몬스터 코어 획득 확률이 25% 증가합니다. (정예 던전 제외)
905601,사기 진작 물약,사기 진작,나를 포함한 주변 혈맹원의 이동 속도가 30% 증가합니다.
905602,사기 진작 효과,사기 진작 효과,혈맹원의 이동 속도가 30% 증가합니다.
905603,얼음 폭풍 물약,얼음 폭풍,주변 적들의 이동 속도를 50% 느리게 합니다.
905604,얼음 폭풍 효과,얼음 폭풍 효과,이동 속도가 50% 느려집니다.
905605,공성 파괴 물약,공성 파괴,공성 구조물에 가하는 피해가 50% 증가합니다.
905606,HP 회복량 증폭 물약,HP 회복량 증폭,나를 포함한 주변 혈맹원의 HP 회복량이 50% 증가합니다.
905607,HP 회복량 증폭 효과,HP 회복량 증폭 효과,혈맹원의 HP 회복량이 50% 증가합니다.
905608,공격력 증폭 물약,공격력 증폭,"자신의 방어력을 60% 깎고, 공격력을 20% 향상시킵니다."
905609,방어력 증폭 물약,방어력 증폭,"자신의 공격력을 15% 깎고, 방어력을 100% 향상시킵니다."
905610,정신 강화 물약,정신 강화,상태이상 저항률이 50% 증가합니다.
905611,MP 소멸 물약,MP 소멸,주변 적들의 MP를 1초당 20% 소멸시킵니다.
905612,MP 소멸 효과,@905611,MP가 1초당 20% 소멸됩니다.
906000,명예의 전장 부활 보호,명예의 전장 부활 보호,@1005
906001,명예의 전장,HP 회복,아군의 HP가 회복됩니다.
906002,@906001,HP 회복 효과,@906001
906003,@906001,@801041,아군의 이동속도가 증가합니다.
906100,용맹의 전장 부활 보호,용맹의 전장 부활 보호,@1005
906101,용맹의 전장,@906001,HP가 회복됩니다.
906102,@906101,@801041,이동속도가 증가합니다.
906500,난투장 부활 보호,난투장 부활 보호,@1005
906501,난투장 성소,난투장 성소,"공격력, 방어력, 공격속도, 이동속도가 30% 상승"
11,정령탄,정령탄,정령탄입니다.
12,넉백 테스트용,@1001,넉백 테스트용입니다.
100001,무적 버프,@1004,무적 버프입니다.
100002,투명 버프,투명,투명 버프입니다.
100003,튼튼 버프,튼튼,튼튼 버프입니다.
100004,똑똑 버프,똑똑,똑똑 버프입니다.
100005,원킬 버프,원킬,원킬 버프입니다.
100006,대지의 기운,@20221,"대지의 제단의 가호 : 물리, 마법 공격력 10% 상승, 방어탑에 입히는 피해 25% 상승"
100007,바람의 기운,@20221,"바람의 제단의 가호 : 물리, 마법 공격력 10% 상승, 방어탑에 입히는 피해 25% 상승"
100008,제단의 가호,@20221,"제단의 힘이 증폭되어 물리, 마법 공격력 30% 추가 상승"
100011,콤보 효과 LV{TextParam1},콤보 {TextParam2},콤보 10 버프입니다. 아이콘 표시X
100012,@100011,@100011,콤보 20 버프입니다. 아이콘 표시X
100013,@100011,@100011,콤보 40 버프입니다. 아이콘 표시X
100014,@100011,@100011,콤보 60 버프입니다. 아이콘 표시X
100015,@100011,@100011,콤보 90 버프입니다. 아이콘 표시X
100016,@100011,@100011,콤보 120 버프입니다. 아이콘 표시X
100017,@100011,@100011,콤보 160 버프입니다. 아이콘 표시X
100018,@100011,@100011,콤보 200 버프입니다. 아이콘 표시X
100019,@100011,@100011,콤보 250 버프입니다. 아이콘 표시X
100020,@100011,@100011,콤보 300 버프입니다. 아이콘 표시X
100021,양심의 가책,공방 감소,양심의 가책이 커져 힘이 나지 않습니다
100031,PvP 보정버프,공방 증가,@100021
100101,대지 제단의 영웅,"공격력, 구조물피해량, 최대체력, 이동속도 증가","물리, 마법 공격력 80% 상승, 방어탑에 입히는 피해 50% 상승, 최대 생명력 100% 상승, 이동 속도 10% 상승, 스턴 저항 30% 상승"
100102,바람 제단의 영웅,@100101,@100101
200000,보호,보호,@100001
200001,불의 기운,"이속, 공속 증가","불의 제단의 가호로 이동속도가 10%, 공격 속도가 10% 증가됩니다."
200002,물의 기운,"이속 증가, 스킬 쿨타임 감소",물의 제단의 가호로 이동속도가 10% 증가하고 스킬 쿨타임이 15% 감소됩니다.
200003,공성 영웅 LV{TextParam1},공방 증가 {TextParam2},"공격력, 방어력 1% 증가"
200004,@200003,@200003,"공격력, 방어력 2% 증가"
200005,@200003,@200003,"공격력, 방어력 3% 증가"
200006,@200003,@200003,"공격력, 방어력 4% 증가"
200007,@200003,@200003,"공격력, 방어력 5% 증가"
200008,@200003,@200003,"공격력, 방어력 6% 증가"
200009,@200003,@200003,"공격력, 방어력 7% 증가"
200013,@200003,@200003,@200003
200014,@200003,@200003,@200004
200015,@200003,@200003,@200005
200016,@200003,@200003,@200006
200017,@200003,@200003,@200007
200018,@200003,@200003,@200008
200019,@200003,@200003,@200009
300001,성의 위엄,경험치 획득 증가,"몬스터 처치로 획득하는 경험치 50% 증가
점령한 성의 영지에서만 적용됩니다."
300002,글루디오 성,"공격력, 방어력 1.5% 증가 ","공격력, 방어력 1.5% 증가
(공성전, 요새전 제외)"
300003,디온 성,"공격력, 방어력 2% 증가 ","공격력, 방어력 2% 증가
(공성전, 요새전 제외)"
300004,기란 성,"공격력, 방어력 2.5% 증가 ","공격력, 방어력 2.5% 증가
(공성전, 요새전 제외)"
300005,오렌 성,"공격력, 방어력 3% 증가 ","공격력, 방어력 3% 증가
(공성전, 요새전 제외)"
301001,요새의 축복,몬스터 코어 획득 확률 증가,"몬스터 코어 획득 확률 10% 증가
점령한 요새의 지역에서만 적용됩니다."
301002,글루딘 가도 요새,일반 몬스터에게 주는 피해 증가,일반 몬스터에게 주는 피해 5% 증가
