Id,Name,RepresentRewardName,RepresentRewardDescription,Description
9001,경험치 던전 II,@9000,승급석 뽑기 2개를 획득합니다.,@9000
9002,경험치 던전 III,@9000,승급석 뽑기 3개를 획득합니다.,@9000
9003,경험치 던전 IV,@9000,승급석 뽑기 5개를 획득합니다.,@9000
9100,경험치 던전 V,@9000,@9003,@9000
9004,아데나 던전 I,@9000,@9000,"엘모아덴의 황제인 슈나이만이 오만의 탑을 짓기 위해 황금을
보관한 성채. 탐욕스런 슈나이만이 서거한 후, 잊혀졌던
이 성채는 현재 황금용 크뤼소스의 보금자리가 되었습니다."
9005,아데나 던전 II,@9000,@9001,@9004
9006,아데나 던전 III,@9000,@9002,@9004
9009,장비 던전 I,@9000,@9000,"에바의 축복을 받은 물의 수정이 보관된 엘프신전.
하딘은 어둠의 결사로부터 물의 수정을 보호하기 위해
은빛용병단이 신전을 수호하도록 하였습니다."
9010,장비 던전 II,@9000,@9001,@9009
9011,장비 던전 III,@9000,@9002,@9009
9012,장비 던전 IV,@9000,@9003,@9009
9300,장비 던전 V,@9000,@9003,@9009
9013,소환석 던전 I,@9000,@9000,"페르넬이 봉인된 성물의 주술을 해제하는 동안 보호하고, 던전을 공략하여 소환석을 획득하세요."
9014,소환석 던전 II,@9000,@9001,@9013
9015,소환석 던전 III,@9000,@9002,@9013
9016,소환석 던전 IV,@9000,@9003,@9013
9017,세련석 던전 I,@9000,@9000,몬스터가 소환되는 차원문을 파괴하여 보상을 획득하세요
9018,세련석 던전 II,@9000,@9001,@9017
9019,세련석 던전 III,@9000,@9002,@9017
9020,세련선 던전 IV,@9000,@9003,@9017
11100,고대의 성소 I,승급석 선택 상자,승급석 선택 상자 1개를 획득합니다.,
11101,고대의 성소 II,@11100,승급석 선택 상자 2개를 획득합니다.,
11102,고대의 성소 III,@11100,승급석 선택 상자 3개를 획득합니다.,
11103,고대의 성소 IV,@11100,승급석 선택 상자 4개를 획득합니다.,
11104,고대의 성소 V,빛나는 승급석 선택 상자,빛나는 승급석 선택 상자 1개를 획득합니다.,
11200,추적자의 성소 I,무기 강화주문서,무기 강화주문서 1개를 획득합니다,
11201,추적자의 성소 II,@11200,무기 강화주문서 2개를 획득합니다,
11202,추적자의 성소 III,@11200,무기 강화주문서 3개를 획득합니다,
11203,추적자의 성소 IV,@11200,무기 강화주문서 4개를 획득합니다,
11204,추적자의 성소 V,무기&펫장비 강화주문서,"무기 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",
11300,전사의 성소 I,무기 승급석,무기 승급석 1개를 획득합니다.,
11301,전사의 성소 II,@11300,무기 승급석 2개를 획득합니다.,
11302,전사의 성소 III,@11300,무기 승급석 3개를 획득합니다.,
11303,전사의 성소 IV,@11300,무기 승급석 4개를 획득합니다.,
11304,전사의 성소 V,빛나는 무기 승급석,빛나는 무기 승급석 1개를 획득합니다.,
11400,괴수의 성소 I,방어구 강화주문서,방어구 강화주문서 1개를 획득합니다,
11401,괴수의 성소 II,@11400,방어구 강화주문서 2개를 획득합니다,
11402,괴수의 성소 III,@11400,방어구 강화주문서 3개를 획득합니다,
11403,괴수의 성소 IV,@11400,방어구 강화주문서 4개를 획득합니다,
11404,괴수의 성소 V,방어구&펫장비 강화주문서,"방어구 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",
11500,마물의 성소 I,방어구 승급석,방어구 승급석 1개를 획득합니다.,
11501,마물의 성소 II,@11500,방어구 승급석 2개를 획득합니다.,
11502,마물의 성소 III,@11500,방어구 승급석 3개를 획득합니다.,
11503,마물의 성소 IV,@11500,방어구 승급석 4개를 획득합니다.,
11504,마물의 성소 V,빛나는 방어구 승급석,빛나는 방어구 승급석 1개를 획득합니다.,
11600,마성의 성소 I,장신구 강화주문서,장신구 강화주문서 1개를 획득합니다,
11601,마성의 성소 II,@11600,장신구 강화주문서 2개를 획득합니다,
11602,마성의 성소 III,@11600,장신구 강화주문서 3개를 획득합니다,
11603,마성의 성소 IV,@11600,장신구 강화주문서 4개를 획득합니다,
11604,마성의 성소 V,장신구&펫장비 강화주문서,"장신구 강화주문서 5개와 펫장비 강화주문서 1개를
획득합니다.",
11700,기억의 성소 I,장신구 승급석,장신구 승급석 1개를 획득합니다.,
11701,기억의 성소 II,@11700,장신구 승급석 2개를 획득합니다.,
11702,기억의 성소 III,@11700,장신구 승급석 3개를 획득합니다.,
11703,기억의 성소 IV,@11700,장신구 승급석 4개를 획득합니다.,
11704,기억의 성소 V,빛나는 장신구 승급석,빛나는 장신구 승급석 1개를 획득합니다.,
12001,오만의 탑 {IntParam}층,@9000,,
12002,@12001,강화주문서,,
12003,@12001,피의 증거,,
12004,@12001,집혼석,,
12005,@12001,아데나,,
12006,@12001,장비 뽑기권,,
12007,@12001,@9000,,
12008,@12001,@12002,,
12009,@12001,@12003,,
12010,@12001,@12004,,
12011,@12001,@12005,,
12012,@12001,@12006,,
12013,@12001,@9000,,
12014,@12001,@12002,,
12015,@12001,@12003,,
12016,@12001,@12004,,
12017,@12001,@12005,,
12018,@12001,@12006,,
12019,@12001,@9000,,
12020,@12001,@12002,,
12021,@12001,@12003,,
12022,@12001,@12004,,
12023,@12001,@12005,,
12024,@12001,@12006,,
12025,@12001,@9000,,
12026,@12001,@12002,,
12027,@12001,@12003,,
12028,@12001,@12004,,
12029,@12001,@12005,,
12030,@12001,@12006,,
12031,@12001,@12006,,
12032,@12001,@12006,,
12033,@12001,@12006,,
12034,@12001,@12006,,
12035,@12001,@12006,,
12036,@12001,@12006,,
12037,@12001,@12006,,
12038,@12001,@12006,,
12039,@12001,@12006,,
12040,@12001,@12006,,
12041,@12001,@12006,,
12042,@12001,@12006,,
12043,@12001,@12006,,
12044,@12001,@12006,,
12045,@12001,@12006,,
12046,@12001,@12006,,
12047,@12001,@12006,,
12048,@12001,@12006,,
12049,@12001,@12006,,
12050,@12001,@12006,,
12051,@12001,@12006,,
12052,@12001,@12006,,
12053,@12001,@12006,,
12054,@12001,@12006,,
12055,@12001,@12006,,
12056,@12001,@12006,,
12057,@12001,@12006,,
12058,@12001,@12006,,
12059,@12001,@12006,,
12060,@12001,@12006,,
12061,@12001,@12006,,
12062,@12001,@12006,,
12063,@12001,@12006,,
12064,@12001,@12006,,
12065,@12001,@12006,,
12066,@12001,@12006,,
12067,@12001,@12006,,
12068,@12001,@12006,,
12069,@12001,@12006,,
12070,@12001,@12006,,
12071,@12001,@12006,,
12072,@12001,@12006,,
12073,@12001,@12006,,
12074,@12001,@12006,,
12075,@12001,@12006,,
12076,@12001,@12006,,
12077,@12001,@12006,,
12078,@12001,@12006,,
12079,@12001,@12006,,
12080,@12001,@12006,,
12081,@12001,@12006,,
12082,@12001,@12006,,
12083,@12001,@12006,,
12084,@12001,@12006,,
12085,@12001,@12006,,
12086,@12001,@12006,,
12087,@12001,@12006,,
12088,@12001,@12006,,
12089,@12001,@12006,,
12090,@12001,@12006,,
12091,@12001,@12006,,
12092,@12001,@12006,,
12093,@12001,@12006,,
12094,@12001,@12006,,
12095,@12001,@12006,,
12096,@12001,@12006,,
12097,@12001,@12006,,
12098,@12001,@12006,,
12099,@12001,@12006,,
12100,@12001,@12006,,
20001,하거인의 유적지,,,
20002,@20001,,,
20003,@20001,,,
20004,@20001,,,
20005,@20001,,,
20006,@20001,,,
20007,@20001,,,
20008,@20001,,,
20009,@20001,,,
20010,@20001,,,
20011,@20001,,,
20012,@20001,,,
20013,@20001,,,
20014,@20001,,,
20015,@20001,,,
20016,@20001,,,
20017,@20001,,,
20018,@20001,,,
20019,@20001,,,
20020,@20001,,,
20021,@20001,,,
20022,@20001,,,
20023,@20001,,,
20024,@20001,,,
20025,@20001,,,
20026,@20001,,,
20027,@20001,,,
20028,@20001,,,
20029,@20001,,,
20030,@20001,,,
20031,@20001,,,
20032,@20001,,,
20033,@20001,,,
20034,@20001,,,
20035,@20001,,,
20036,@20001,,,
20037,@20001,,,
20038,@20001,,,
20039,@20001,,,
20040,@20001,,,
20041,@20001,,,
20042,@20001,,,
20043,@20001,,,
20044,@20001,,,
20045,@20001,,,
20046,@20001,,,
20047,@20001,,,
20048,@20001,,,
20049,@20001,,,
20050,@20001,,,
20051,@20001,,,
20052,@20001,,,
20053,@20001,,,
20054,@20001,,,
20055,@20001,,,
20056,@20001,,,
20057,@20001,,,
20058,@20001,,,
20059,@20001,,,
20060,@20001,,,
20061,@20001,,,
20062,@20001,,,
20063,@20001,,,
20064,@20001,,,
20065,@20001,,,
20066,@20001,,,
20067,@20001,,,
20068,@20001,,,
20069,@20001,,,
20070,@20001,,,
20071,@20001,,,
20072,@20001,,,
20073,@20001,,,
20074,@20001,,,
20075,@20001,,,
20076,@20001,,,
20077,@20001,,,
20078,@20001,,,
20079,@20001,,,
20080,@20001,,,
20081,@20001,,,
20082,@20001,,,
20083,@20001,,,
20084,@20001,,,
20085,@20001,,,
20086,@20001,,,
20087,@20001,,,
20088,@20001,,,
20089,@20001,,,
20090,@20001,,,
20091,@20001,,,
20092,@20001,,,
20093,@20001,,,
20094,@20001,,,
20095,@20001,,,
20096,@20001,,,
20097,@20001,,,
20098,@20001,,,
20099,@20001,,,
20100,@20001,,,
20101,@20001,,,
20102,@20001,,,
20103,@20001,,,
20104,@20001,,,
20105,@20001,,,
20106,@20001,,,
20107,@20001,,,
20108,@20001,,,
20109,@20001,,,
20110,@20001,,,
20111,@20001,,,
20112,@20001,,,
20113,@20001,,,
20114,@20001,,,
20115,@20001,,,
20116,@20001,,,
20117,@20001,,,
20118,@20001,,,
20119,@20001,,,
20120,@20001,,,
20121,@20001,,,
20122,@20001,,,
20123,@20001,,,
20124,@20001,,,
20125,@20001,,,
20126,@20001,,,
20127,@20001,,,
20128,@20001,,,
20129,@20001,,,
20130,@20001,,,
20131,@20001,,,
20132,@20001,,,
20133,@20001,,,
20134,@20001,,,
20135,@20001,,,
20136,@20001,,,
20137,@20001,,,
20138,@20001,,,
20139,@20001,,,
20140,@20001,,,
20141,@20001,,,
20142,@20001,,,
20143,@20001,,,
20144,@20001,,,
20145,@20001,,,
20146,@20001,,,
20147,@20001,,,
20148,@20001,,,
20149,@20001,,,
20150,@20001,,,
20151,@20001,,,
20152,@20001,,,
20153,@20001,,,
20154,@20001,,,
20155,@20001,,,
20156,@20001,,,
20157,@20001,,,
20158,@20001,,,
20159,@20001,,,
20160,@20001,,,
20161,@20001,,,
20162,@20001,,,
20163,@20001,,,
20164,@20001,,,
20165,@20001,,,
20166,@20001,,,
20167,@20001,,,
20168,@20001,,,
20169,@20001,,,
20170,@20001,,,
20171,@20001,,,
20172,@20001,,,
50000,채집던전,@12003,,"운석 네뷸라이트를 보관하고 있는 상아탑 지하에 생겨난 비밀 광산으로, 신비한 힘을 가진 약초들이 자라고 있습니다."
60001,정식 튜토리얼,경험치,,
70001,@60001,@60001,,
70002,@60001,@60001,,
90101,바르칼론의 흔적,@12003,,"바르칼론의 날카로운 검은
대량의 출혈 피해를 줍니다."
90102,@90101,@12003,,@90101
90103,@90101,@12003,,@90101
90301,여왕 개미의 동굴,@12003,,"어둠의 동굴의 여왕개미는
자유 자재로 독을 사용합니다."
90302,@90301,@12003,,@90301
90303,@90301,@12003,,@90301
90401,크루마 코어의 방,@12003,,"크루마 탑의 심장인 크루마 코어입니다.
크루마 탑에 봉인된 거인의 지식을 보호하고 있습니다."
90402,@90401,@12003,,@90401
90403,@90401,@12003,,@90401
70003,신의 선물,,,
70004,@70003,,,
100001,광기의 제단,,,"네뷸라이트 조각을 탈취 당한 <GreenBold>상아탑</>의 마법사들은,
탈취 당시 떨어져 나간 일부 조각의 행방을 찾는 조사를 진행합니다.

조사를 진행하던 중,
<GreenBold>상아탑</>의 일원인 <BlueBold>레니스</>가 실종이 되는 사건이 발생합니다.
마법사들은 그녀의 행적을 쫓았고,
그 끝에 <RedBold>티막 오크 주술사</>들의 마을이 있음을 알게 됩니다.

<BlueBold>레니스</>가 <RedBold>오크</>들에게 납치되었을 거라 추측한
마법사들은 그녀를 구하기 위해 마을에 들어서지만,
지금 껏 보지 못한 강력한 <RedBold>오크</>들의 공격에 물러설 수 밖에 없었습니다.
<GreenBold>상아탑</>의 마법사들은 알 수 없는 힘을 지닌 <RedBold>오크</>들에 대한 조사와,
<BlueBold>레니스</>의 구출을 위해 <BlueBold>은빛 용병단</>에 긴급 구조를 요청합니다."
100002,@100001,,,@100001
100101,피의 여백작 침소,,,"기란 영주의 총애하는 귀족이었던 <RedBold>여백작 트리샤</>

어느 날, 예고 없이 사라진 그녀로 인해서 상류층이 발칵 뒤집어집니다.
이 소문이 적대 상태인 오렌에 흘러나가면 정치적으로 불리한 위치에 서게
될 것을 직감한 기란 영주는, 비밀리에 <BlueBold>대장 타크</>를 주축으로 한
수색대를 파견하여 그녀의 행방을 좇습니다.

<BlueBold>대장 타크</>는 <RedBold>트리샤 백작</>이 그녀의 <RedBold>수호 기사</>와 함께 <GreenBold>기란 항구</>에서
목격되었다는 정보를 토대로, 수색대를 악마섬 토벌 선발대로 위장 편입시켜
비밀리에 <GreenBold>악마섬</>을 수색하기 시작합니다.
그러나 모종의 이유로 큰 위기에 처한 <BlueBold>타크 대장</>과 수색대원들은
위기를 벗어나기 위해 <BlueBold>은빛용병단</>에 긴급히 구원을 요청했습니다."
100102,@100101,,,@100101
90100,@90101,@12003,,@90101
90300,@90301,@12003,,@90301
