Id,ReplaceString1,Name,ReplaceString2,QuestDesc1,QuestDesc2
1101,몬스터,{ReplaceString1} 학살자,일반 몬스터,{ReplaceString2} 처치,몬스터를 {TaskCount}마리 처치하세요.
1102,정예 몬스터,@1101,정예 몬스터,@1101,정예 몬스터를 {TaskCount}마리 처치하세요.
1103,보스 몬스터,@1101,보스 몬스터,@1101,보스 몬스터를 {TaskCount}마리 처치하세요.
1104,,전직 퀘스트 마니또,키리오스,@1101,키리오스를 {TaskCount}회 처치하세요.
1105,,정원의 수호자,정원의 수호자,@1101,채집 던전에서 정원의 수호자를 {TaskCount}회 처치하세요.
1106,@203,{ReplaceString1} 매니아,만드라고라,@1101,채집 던전에서 만드라고라를 {TaskCount}회 처치하세요.
1107,녹빛,{ReplaceString1} 채집 던전,그린 라텔 로버스트,@1101,채집 던전에서 그린 라텔 로버스트를 {TaskCount}회 처치하세요.
1108,은빛,@1107,실버 라텔 로버스트,@1101,채집 던전에서 실버 라텔 로버스트를 {TaskCount}회 처치하세요.
1109,금빛,@1107,골드 라텔 로버스트,@1101,채집 던전에서 골드 라텔 로버스트를 {TaskCount}회 처치하세요.
1151,바르칼론 처치,{ReplaceString1} 사전 작업,혈맹 던전(바르칼론) 내 몬스터,@1101,혈맹 던전(바르칼론)에서 몬스터를 {TaskCount}마리 처치하세요.
1152,여왕개미 처치,@1151,혈맹 던전(여왕개미) 내 몬스터,@1101,혈맹 던전(여왕개미)에서 몬스터를 {TaskCount}마리 처치하세요.
1153,크루마 코어 처치,@1151,혈맹 던전(크루마 코어) 내 몬스터,@1101,혈맹 던전(크루마 코어)에서 몬스터를 {TaskCount}마리 처치하세요.
1201,결투장,{ReplaceString1} 견학,,결투장 참여,결투장에 {TaskCount}회 참여하세요.
1202,@1201,@209,,결투장에서 승리,결투장에서 {TaskCount}회 승리하세요.
1203,@1201,{ReplaceString1} 연승,,결투장에서 연승,결투장에서 {TaskCondition}번 연승하세요.
1301,요일 던전,@209,어려움 이상,요일 던전({ReplaceString2}) 클리어,요일 던전 어려움 난이도 이상을 {TaskCount}회 클리어 하세요.
1303,,하늘을 향해,,오만의 탑 소탕,오만의 탑을 {TaskCount}회 소탕하세요.
1304,,약초왕,,채집 던전 약초 채집,채집 던전에서 {TaskCount}개의 약초를 채집하세요.
1306,@207,{ReplaceString1} 마스터,@1301,아데나 던전({ReplaceString2}) SS 이상 클리어,"아데나 던전 어려움 이상의 난이도를
SS등급 이상으로 {TaskCount}번 클리어 하세요."
1307,@207,@1106,,아데나 던전 콤보 달성,아데나 던전에서 {TaskCondition}콤보를 달성하세요.
1308,@209,@209,@1301,경험치 던전({ReplaceString2}) SSS 클리어,"경험치 던전 어려움 이상의 난이도를
SSS등급으로 {TaskCount}번 클리어 하세요."
1401,어둠의 군주,@401,바르칼론(쉬움),@1101,바르칼론의 흔적(쉬움)의 바르칼론을 {TaskCount}회 처치하세요.
1402,@1401,@401,바르칼론(보통),@1101,바르칼론의 흔적(보통)의 바르칼론을 {TaskCount}회 처치하세요.
1403,@1401,@401,바르칼론(어려움),@1101,바르칼론의 흔적(어려움)의 바르칼론을 {TaskCount}회 처치하세요.
1411,군락의 대모,@401,여왕개미(쉬움),@1101,여왕개미의 동굴(쉬움)의 여왕개미를 {TaskCount}회 처치하세요.
1412,@1411,@401,여왕개미(보통),@1101,여왕개미의 동굴(보통)의 여왕개미를 {TaskCount}회 처치하세요.
1413,@1411,@401,여왕개미(어려움),@1101,여왕개미의 동굴(어려움)의 여왕개미를 {TaskCount}회 처치하세요.
1421,정신 지배자,@401,크루마 코어(쉬움),@1101,크루마 코어의 방(쉬움)의 크루마 코어를 {TaskCount}회 처치하세요.
1422,@1421,@401,크루마 코어(보통),@1101,크루마 코어의 방(보통)의 크루마 코어를 {TaskCount}회 처치하세요.
1423,@1421,@401,크루마 코어(어려움),@1101,크루마 코어의 방(어려움)의 크루마 코어를 {TaskCount}회 처치하세요.
1501,,룬 각인이 좋아,,룬 각인 시도,룬 각인을 {TaskCount}회 시도하세요.
1502,,룬 각인이 최고,,룬 각인 성공,룬 각인을 {TaskCount}회 성공하세요.
1511,,엘릭서가 최고,,엘릭서 제작,엘릭서를 {TaskCount}개 제작하세요.
1521,,티끌모아 태산,아데나,{ReplaceString2} 획득,{TaskCount} 아데나를 획득하세요.
1522,혈맹,{ReplaceString1}을 위해,피의 증거,@1521,피의 증거를 {TaskCount}개 획득하세요.
1523,혈맹 던전,@1522,붉은 스타 스톤,@1521,붉은 스타 스톤을 {TaskCount}개 획득하세요.
1524,몬스터 코어,@1106,몬스터 코어,@1521,몬스터 코어를 {TaskCount}개 획득하세요.
1525,집혼석,@1106,집혼석,@1521,집혼석을 {TaskCount}개 획득하세요.
1527,C,{ReplaceString1}급 아이템 매니아,@1011,{ReplaceString2}등급 아이템 획득,C급 아이템을 {TaskCount}개 획득하세요.
1528,B,@1527,@1012,@1527,B급 아이템을 {TaskCount}개 획득하세요.
1529,A,@1527,@1013,@1527,A급 아이템을 {TaskCount}개 획득하세요.
1530,최고급,{ReplaceString1} 아이템 매니아,@1014,{ReplaceString2}등급 이상 아이템 획득,S급 이상 아이템을 {TaskCount}개 획득하세요.
1551,장비,@1106,장비,{ReplaceString2} 아이템 획득,장비 아이템을 {TaskCount}개 획득하세요.
1552,펫 장비,@1106,펫 장비,@1551,펫 장비 아이템을 {TaskCount}개 획득하세요.
1601,,장비 성장의 기본,@1551,{ReplaceString2} 레벨업 시도,장비 레벨업을 {TaskCount}번 이상 시도하세요.
1602,,펫 장비도 중요해,@1552,@1601,펫 장비 레벨업을 {TaskCount}번 이상 시도하세요.
1603,,장비 성장의 정석,승급,장비 {ReplaceString2} 시도,장비 승급을 {TaskCount}번 시도하세요.
1604,,원하는 장비를 위해,합성,@1603,장비 합성을 {TaskCount}번 이상 시도하세요.
1605,,강화는 침착하게,강화,@1603,장비 강화를 {TaskCount}번 이상 시도하세요.
1606,,강화는 냉철하게,장비 강화 성공,{ReplaceString2},장비 강화를 {TaskCount}번 이상 성공하세요.
1607,,끝판왕은 특성강화,특성강화,@1603,장비 특성강화를 {TaskCount}번 시도하세요.
1608,,장비의 디테일은 옵션,옵션변경,@1603,장비 옵션변경을 {TaskCount}번 시도하세요.
1609,,한계를 몰라,초월,@1603,장비 초월을 {TaskCount}번 시도하세요.
1801,,넌 강해졌다 돌격해,정령탄,{ReplaceString2} 사용,정령탄을 {TaskCount}개 사용하세요.
1802,건강,@1522,HP포션,@1801,HP포션 {TaskCount}개를 사용하세요.
1803,@1802,@1522,MP포션,@1801,MP포션 {TaskCount}개를 사용하세요.
1804,아덴 월드,{ReplaceString1}의 성장,@1521,@1801,{TaskCount} 아데나를 사용하세요.
1805,@1804,{ReplaceString1}의 발전,레드 다이아,@1801,레드 다이아 {TaskCount}개를 사용하세요.
1806,@1804,{ReplaceString1}의 영광,블루 다이아,@1801,블루 다이아 {TaskCount}개를 사용하세요.
1807,,강화는 대담하게,@1605,@1603,장비 강화를 {TaskCount}번 시도하세요.
1901,@1522,@1522,,혈맹 공헌도 획득,혈맹 공헌도를 {TaskCount}만큼 획득하세요.
1902,,예의바른 혈맹원,,혈맹원에게 인사,혈맹원에게 {TaskCount}번 인사하세요.
1903,,기부천사,,혈맹 기부,혈맹에 {TaskCount}번 기부하세요.
1904,@1522,@1804,@1521,혈맹에 {ReplaceString2} 기부,혈맹에 {TaskCount} 아데나를 기부하세요.
1905,@1522,@1805,@1522,@1904,혈맹에 피의 증거 {TaskCount}개를 기부하세요.
1906,@1522,@1806,@1523,@1904,혈맹에 붉은 스타 스톤 {TaskCount}개를 기부하세요.
9015,,차린건 없지만,소형 만찬,아지트에서 {ReplaceString2} 주문,혈맹 아지트에서 소형 만찬 {TaskCount}개를 주문하세요.
9016,,좀 차려봤어,중형 만찬,@9015,혈맹 아지트에서 중형 만찬 {TaskCount}개를 주문하세요.
9017,,오늘은 먹고 죽는 날,대형 만찬,@9015,혈맹 아지트에서 대형 만찬 {TaskCount}개를 주문하세요.
9018,,호랑이 기운이 솟아,,아지트에서 개인 물약 제조,혈맹 아지트에서 개인 물약 {TaskCount}개를 제조하세요.
9019,,유물왕,,아지트에서 유물 감정,혈맹 아지트에서 유물 {TaskCount}개를 감정하세요.
