Id,Title,Desc
31117,Elixier-Herstellung,Stelle <RedBold>[Value]</> Mal ein Elixier her. ([Value1]/[Value2])
31118,Seelenkristall verbessern,"Versuche <RedBold>[Value]</> Mal, einen Seelenkristall zu verbessern. ([Value1]/[Value2])"
31119,@31001,Erledige Episode <RedBold>4-4</>.
31120,Level erreichen,<RedBold>Erreiche</> Level 31 ([Value1]/[Value2]).
31121,Klassentransfer abgeschlossen,Führe einen <RedBold>Klassentransfer</> durch.
31201,@31101,@31101
31202,@31104,@31104
31203,@31019,@31019
31204,Tagesdungeon erledigt,Erledige <RedBold>[Value]</> Mal einen Tagesdungeon. ([Value1]/[Value2])
31205,@31007,@31007
31206,@31013,@31013
31207,@31011,@31011
31208,@31108,@31108
31209,Besiege Monster des Ameisennests 1,Besiege <RedBold>[Value]</> Monster ([Value1]/[Value2]) des Ameisennests 1
31210,@31107,@31107
31211,@31002,@31002
31212,@31116,@31116
31213,Adena-Dungeon,Erledige <RedBold>[Value]</> Mal den Adena-Dungeon. ([Value1]/[Value2])
31214,@31117,@31117
31215,@31014,@31014
31216,@31005,@31005
31217,@31018,@31018
31218,@31015,@31020
31219,@31209,@31209
31220,@31102,@31102
31221,@31118,@31118
31301,@31120,Erreiche Lv. <RedBold>50</>. ([Value1]/[Value2])
31302,Beschwörungskreis erledigen,Erledige <RedBold>[Value]</> Mal den Beschwörungskreis. ([Value1]/[Value2])
31303,Reitbegleiter-Ausrüstung,Lege dem Reitbegleiter <RedBold>Ausrüstung</> an. ([Value1]/[Value2])
31304,Reitbegleiter-Ausrüstung im Level aufsteigen lassen,"Versuche <RedBold>[Value]</> Mal, Reitbegleiter-Ausrüstung im Level aufsteigen zu lassen. ([Value1]/[Value2])"
31305,Fortschrittsstein benutzen,Benutze <RedBold>[Value]</> Mal einen Fortschrittsstein für Reitbegleiter. ([Value1]/[Value2])
31306,Reitbegleiter-Ausrüstung aufwerten,Werte <RedBold>[Value]</> Mal Reitbegleiter-Ausrüstung auf. ([Value1]/[Value2])
31307,Reitbegleiter-Levelziel erreichen,Erreiche Reitbegleiter-<RedBold>Lv. [Value]</>. ([Value1]/[Value2])
31308,Reitbegleiter verbessern,Verbessere Reitbegleiter <RedBold>[Value]</> Mal. ([Value1]/[Value2])
31309,@31302,@31302
31310,Reitbegleiter-Ausrüstung erhalten,Erhalte <RedBold>[Value]</> Reitbegleiter-Ausrüstung(en) der Stufe A oder höher. ([Value1]/[Value2])
31311,@31304,@31304
31312,@31305,@31305
31313,@31306,@31306
31314,@31307,@31307
31315,@31305,@31305
31316,@31302,@31302
31317,@31310,Erhalte <RedBold>[Value]</> Reitbegleiter-Ausrüstung(en) der Stufe S oder höher. ([Value1]/[Value2])
31318,@31304,@31304
31319,@31305,@31305
31320,@31306,@31306
31321,@31310,Erhalte <RedBold>[Value]</> Reitbegleiter-Ausrüstung(en) der Stufe R oder höher. ([Value1]/[Value2])
32001,@31204,@31204
32002,@31014,@31014
32003,@31116,@31116
32004,@31108,@31108
32005,@31213,@31213
32006,ERF-Dungeon,Erledige Prüfungen der Erfahrung <RedBold>[Value]</> Mal. ([Value1]/[Value2]).
32007,@31302,@31302
32008,@31019,@31019
32009,@31101,@31101
32010,@31015,@31020
32011,@31002,@31002
32012,@31102,@31102
32013,@31007,@31007
32014,@31117,@31117
32015,@31204,@31204
32016,@31014,@31014
32017,@31116,@31116
32018,@31108,@31108
32019,@31213,@31213
32020,@32006,@32006
32021,@31302,@31302
