Id,SpotName,SpotTitle,Desc
100200,,Erobere die Elfenruinen 1 - Quest-Welt.,
100204,@20401,Cruma-Turm 2 - Quest-Welt,
100003,Gludin-Straße - Ort 1,Gludin-Hafen - Quest-Welt,
100018,,Böser Beschwörungsstein - Innenbereich - Quest-Welt,Böser Beschwörungsstein - Innenbereich
200001,,Theodores Außenwelt,Theodores Außenwelt
200002,,Keller,Keller
200003,Eingang des überfallenen Lagerplatzes,Eingang des überfallenen Lagerplatzes,
200004,Außenbezirk der Burg von Oren,Außenbezirk der Burg von Oren,
200005,Untergrundgefängnis der Burg von Oren,Untergrundgefängnis der Burg von Oren,
200200,,Gebiet des Blutkönigs,Gebiet des Blutkönigs
211000,,Erstes Siegel der Sprechenden Insel - Quest-Welt,Erstes Siegel der Sprechenden Insel
211001,,Zweites Siegel der Sprechenden Insel - Quest-Welt,
211002,,Drittes Siegel der Sprechenden Insel - Quest-Welt,
211003,,Viertes Siegel der Sprechenden Insel - Quest-Welt,
200206,,Zakens Falleneingang,Elfenbeinturm 1
213000,,Labor der Dunklen Bruderschaft,Labor der Dunklen Bruderschaft
211010,,Labor des Riesen,Labor des Riesen
200010,,@200206,Zakens Falleneingang
200011,,Zakens Fallenzentrum,Zakens Fallenzentrum
210206,@20601,Elfenbeinturm 1 - Eingang,
210207,@20701,Elfenbeinturm 2 - Eingang,
210208,Teufelsinsel,Trügerische Teufelsinsel,
21099,,"""Guillotine des Todes""-Standort",
21697,,"""Richard""-Standort",
21698,,"""Rebecca""-Standort",
20298,,"""Geisterhirte""-Standort",
20398,,"""Zodiac""-Standort",
20498,,"""Silberbart""-Standort",
20598,,"""Vapar""-Standort",
20698,,"""Kazir""-Standort",
20798,,"""Flagon""-Standort",
20898,,"""Sina""-Standort",
20998,,"""Amadeus""-Standort",
21198,,"""Stenoa""-Standort",
21298,,"""Marsha""-Standort",
40201,Zakens Geisterschiff,Zakens Geisterschiff,
20181,,Schwarzzahn,
20182,,Silberhorn,
20183,,Königin Sylop,
20184,,Urca,
20185,,Kobaka,
20281,,Stich,
20282,,Rotrute,
20283,,Taarka,
20284,,Unheilskönig,
30081,@20001,Horrorflügel,
30082,@20001,Ryukaon,
30083,@20001,Arachne,
30181,@20101,Maniskull,
30182,@20101,Felix,
30183,@20101,Todesseher,
30184,@20101,Necross,
20381,,Canine,
20382,,Freki,
20383,,Melville,
20384,,Moretti,
20385,,Olvar,
20386,,Alle,
20481,,Großhand,
20482,,Verderbensschädel,
20483,,Kactoose,
20484,,Cotous,
20485,,Cox,
20486,,Turekka,
20581,,Schattenflügel,
20582,,Ruinenwanderer,
20583,,Säbelzahn,
20584,,Hucca,
20585,,Knirscher,
20586,,Troka,
20681,,Sandauge,
20682,,Rotschuppe,
20683,,Pointer,
20684,,Grinder,
20685,,Sandlauerer,
20686,,Stein-Haftz,
20687,,Sand-Haftz,
30281,@20201,Reaver,
30282,@20201,Ameisennest-Vorarbeiter,
30381,@20301,Ameisennest-Königswachen-Hauptmann,
30382,@20301,Brutfeld-Hüter,
20781,,Bulc,
20782,,Barock,
20783,,Moke,
20784,,Thrush,
20785,,Krush,
20786,,Varash,
20787,,Screash,
20881,,Liam,
20882,,Ronde,
20883,,Morgan,
20884,,Zyrnna,
20885,,Arcane,
20981,,Gipfelangreifer,
20982,,Tartan,
20983,,Thaartan,
20984,,Tutan,
20985,,Ol B'Khan,
21081,,Schreier,
21082,,Flora,
21083,,Jonadan,
21084,,Kreischender Treant,
21085,,Cowboy,
21086,,Näherin,
21087,,Balthazar,
30481,@20401,Mystique,
30482,@20401,Stelos,
30483,@20401,Meister Mordeo,
30484,@20401,Serbo-Prime,
30581,@20501,Greezo,
30582,@20501,Julius,
30583,@20501,Magnus,
21181,,Ellen,
21182,,Vir,
21183,,Tess,
21184,,Rashkos,
21185,,Shakos,
21186,,Luce,
21187,,Thox,
21281,,Lulani,
21282,,Alfonso,
21283,,Holst,
21284,,Medes,
21285,,Luka,
21286,,Hector,
30691,@20601,Mesheemp,
30692,@20601,Corepio,
30693,@20601,Preta,
21382,,Bornesting,
21381,,Rua,
21383,,Albert,
21384,,Jeff,
21481,,Gorokk,
21482,,Verock,
21483,,Jason,
21484,,Oomba,
21485,,Agarez,
21486,,Ravolas,
21487,,Wilhelm,
30791,@20701,Geier,
30792,@20701,Gargu,
30793,@20701,Morpheus,
30891,@20801,Schädeljäger,
30892,@20801,Creatus,
30893,@20801,Sandsturm,
21581,,Tumba,
21582,,Resh,
21583,,Punta,
21584,,Gunthar,
21585,,Shaata,
21586,,Tarbutan,
21681,,Larve,
21682,,Reba,
21683,,Heerfungus,
21684,,Herven,
21685,,Schatten,
21781,,Tarba,
21782,,Marata,
21783,,Kreta,
21784,,Morta,
21785,,Mita,
21786,,Arita,
21881,,Ol Mahum-Krieger,
21882,,Ol Mahum-Todesschütze,
21883,,Listiger Ol Mahum-Anführer,
21884,,Knochenverfolger,
21885,,Knochenspäher,
21886,,Piratenzombie,
