Id,Name,Message
2306,@2302,Wie ... wir sind erledigt.
2307,Großer Boss,Überlasst das mir!
2308,@2307,"Ich hatte schon lange kein gutes Fleisch mehr!
Sterbt, Schwächling!"
2309,Laurel,"Wir haben sie
gefunden. Sieht aus, als würden sie sich
da drüben sammeln."
2310,@2309,"Da drüben sollte ein verdächtiges Objekt sein!
Bringt es bitte her!"
2311,Voldiac,"Oho. Dieses Objekt hatte ich nicht erwartet.
Ihr solltet das nicht unbedacht anfassen."
2312,@2311,Zahlt den Preis für Eure Neugier.
2313,Zarin,"Wir haben erfahren, dass Schakal an einem Posten im Norden gesichtet wurde!"
2314,@2313,"Wir haben keine Zeit! Besiegt Ihn schnell, bevor er wegläuft!"
2315,Schakal,"Hahaha, Ihr sehnt Euch wohl nach dem Tod.
Jungs! Verschafft ihnen ein böses Erwachen!"
2316,@2315,Anscheinend könnt Ihr kämpfen! Ich kümmere mich persönlich um Euch!!!
2317,@2315,"Sehen wir Euch beim Sterben zu!
Blut! Blut! Schauen wir mal, wie Euer Blut aussieht!"
2408,@2302,@1271
2409,@2302,"Danke. Vielen, vielen Dank!"
2410,@2289,Ve-Venga entkommt!
2411,@2289,Ah ... Ich hätte ihn kriegen können ...
2412,@2315,"Hahaha, Ihr hegt wohl einen Todeswunsch!"
2413,@2315,Jungs! Verschafft ihnen ein böses Erwachen!
2414,@2315,Ihr kämpft besser als erwartet! Hehehe.
2415,@2315,Hehehe. Gebt Euer Bestes!
2416,@2313,Schakal entkommt!
2417,@2313,Verflixt ... Was für ein Tempo ...
4807,Veda,"Wie könnt Ihr es wagen, unser Buch zu stehlen!"
4808,@4807,Ihr müsst von Sinnen sein!
4809,@4807,So verteile ich Gerechtigkeit!
238,Hohepriester Polemus,"Wie arrogant!
Ich mache Euch ein Ende!"
239,Stadtbewohner,"D-danke!
Wir dachten, wir
würden sterben!"
240,Truppenhauptmann,"Wie arrogant!
Ich werde Euch mit
diesem Speer aufspießen!"
241,Geretteter Älterer Mann,"D-danke!
Wenn Ihr Euch nach rechts wendet,
findet Ihr noch mehr!"
242,Gerettete Frau,"Danke!
Habt Ihr vielleicht
meine Tochter gesehen?!"
243,Gerettetes Kind,Mutter ... Mutter!
244,@242,"V-vielen,
vielen Dank! 
Verschwinden wir schnell von hier!"
245,Präzisionsschütze,"Ihr wollt wirklich
sterben, was?! Welch
minderwertige Rasse!"
246,Wiederbel. Truppenhptm.,"Ihr habt das Ritual
alleine begonnen!
Damit grabt Ihr Euer eigenes Grab!"
247,Hoher Maille-Echsenmensch-Schamane,"Ersteht erneut,
Nachkommen der
Drachenrasse!"
248,@247,"Arrogante Menschen!
Er versprach uns das Land Gludio! 
Verschwindet!"
249,Kanzler Reuenthal,"Ihr seid den ganzen
Weg hierhergekommen?
Wertlose Narren!"
250,@249,"Es ist vorbei!
Macht Euch bereit,
einander ins Jenseits zu führen!"
251,@249,"Es hat keinen Sinn,
dagegen anzukämpfen.
Im Angesicht Beleths seid Ihr Nichts!"
252,Alban,"Hey, Ihr!
Holt mich
zuerst raus! Hier drüben!"
253,@195,"I-ihr seid ...?!
Endlich begegnen 
wir uns!!!"
254,@195,"Endlich habe 
ich Euch gefunden!!!
Heute ist der Tag, an dem ich Euch töte!"
255,Elizabeth,"Oh, junge Dame,
Ihr lebt noch?"
256,@255,"Ihr hättet sterben
sollen. Kümmert
Euch um die Orks und danach um mich?"
257,@255,"Wenn Ihr unseren
Plan wieder durchkreuzt, dürft
Ihr Euch selbst Lebewohl sagen."
258,@255,"Es ist so lange her!
Ihr könnt nicht einfach so gehen!
Hahahaha!"
272,Karin,"H-Hilfe!
Sie kommen, um
mich zu entführen!"
273,@238,"Muhahaha! Sterbt
in Verzweiflung
im Bösen Beschwörungsstein!"
274,@112,"Seid vorsichtig!
Bringt ein gutes Schwert als Geschenk
mit zurück, wenn Ihr eines findet!"
275,@195,"Uff, dieser Trottel.
Wir sehen uns später,
Theodore!"
276,@195,"Hm? Dass Theodore
zu schroff ist?"
277,@195,"Haha. Dafür gibt 
es einen Grund. Er
versucht, Euch nicht zu nahe zu kommen."
278,@195,"Ich erzähle Euch
eine Geschichte. Ihr
kennt die Legende von Valdir, richtig?"
279,@195,"Die Geschichte von Valdir und den
Silberlicht-Söldnern,
die Kingfin und Marlow besiegten."
280,@195,"Tatsache ist, dass Kingfin und Marlow
einst selbst zu den
Silberlicht-Söldnern gehörten."
281,@195,"Sie gehörten zu den
Besten, bis sie von
der Dunkelheit geholt wurden ..."
282,@195,"Theodore war es, der
die beiden den
Söldnertruppen empfohlen hatte."
283,@195,"Theodore nahm
nicht an der
Belagerung der Burg von Aden teil."
284,@195,"Nein ... er konnte sich nicht dazu
bringen, seine Freunde zu töten ...
Dann, danach ..."
285,@195,"hielt er andere auf Distanz.
Aber Euch scheint er
zu vertrauen. Und?"
286,@195,"Ihr, Ihr könntet
Theodores altes Ich
neu hervorbringen."
287,@195,"Ich habe mich um alles gekümmert!
Ich halte Wache, Ihr öffnet
das Gefängnis!"
288,Blut-Ranger aus dem Westen,"D-danke!
Bitte kümmert Euch
auch um die anderen Mitglieder!"
289,@160,"Verdammt! Bin ich 
spät dran?! Aymel!
Geht es Aymel gut?"
290,Keshupone,"Los, zum Eingang!
Wir müssen uns vorbereiten,
bevor sie ankommen!"
291,Monstervernichter,"Die Schreckgespenster
stürmen an!!!"
292,@290,"Haltet Sie auf!!!
Die Stadt gerät in Gefahr, wenn wir
besiegt werden!!!"
293,@290,"Du meine Güte!
Was ist mit ihm los!
Seid vorsichtig!!!"
294,@135,"Arrrrghhh!!! 
Hauptmann! Hilfe!!!"
295,Schreckgespenst,"Hehe. Tötet! Tötet! 
Tötet alle Menschen!"
296,@135,"Schreckgespenster
im Norden! Sie
kommen auf uns zu!"
297,@135,"Sie stürmen auch
von Westen heran!
Die nehmen gar kein Ende!"
298,Truppführer Melbourne,Verdammt!
299,@298,"Wir dürfen nicht
so sterben! Lebt! 
Lebt weiter!"
300,Horen,"Hilfe!
Irgendjemand ...
Bitte rettet mich!"
301,Zareeve,"Lasst den Elfen
nicht davonkommen!
Für Elfen bekommt man gute Preise!"
302,@300,Hier! Hier drüben!
303,Echsenmensch-Menschenjäger,"Pssst! Fangt ihn! 
Der Boss hat gesagt,
er gibt uns etwas Leckeres zu essen!"
304,@301,Wer ist da?
305,@301,"Wie könnt Ihr es wagen,
uns zu unterbrechen!
Wir töten Euch!!!"
307,@300,"Ich bin besorgt,
dass Echsenmenschen
uns verfolgen."
308,@300,"Beeilt Euch!
Uff! Sie sind hier!"
309,Zariv,Endlich habe ich Euch gefunden!
310,@309,"Dies ist die Rache
für meinen Bruder!"
311,@309,"Ich schlage Euch
in tausend Stücke!"
312,Wiedergänger,"Anscheinend wurde 
dieser Narr
Reuenthal geschnappt?"
313,@312,"Nun, diese Dinge
spielen keine Rolle. Hehe."
314,@312,"Ich töte Euch, um
den Wächtervertrag
zu beenden und frei zu sein!"
317,@252,"Hier! Hier drüben!
Holt uns hier raus!"
318,@252,"Achtung vor Kuaroon!
Er ist keiner dieser
Durchschnittstypen!"
320,Kuaroon,"Hehehe ...
Dumme Menschen!"
324,@320,"Tötet sie alle!
Blut wird uns
alle segnen!!"
325,Ranger Hexor,"Verflixt! Diese 
Schreckgespenster!"
326,@325,"Die Schreckgespenster 
haben die 
Truppmitglieder gewittert."
327,@325,"Sie drängen alle
in diese Richtung!"
328,@325,"Ich sorge mich um
die Truppmitglieder!"
329,@325,Beeilen wir uns!
1204,@325,"Es ist der Kanzler
persönlich! Wir sind
gerettet!"
1272,Faute,"Bakum ist im inneren
Bereich der Kolonie!"
1273,@1272,"Ihr müsst die
Kämpfer besiegen,
um bis dorthin zu kommen!"
1274,Bakum,"Ihr wagt es,
mich
herauszufordern?"
1275,@1274,"Ihr unbedeutendes
Etwas wagt es, mich
herauszufordern?"
1276,@1274,Ihr werdet für Eure Arroganz bezahlen!
1279,Tukan,"Wer macht hier
so ein Theater?"
1280,@1279,"Wie könnt Ihr es wagen,
mich zu unterbrechen?"
1281,@1279,Werdet Zeuge meiner Wut!
1287,Gludio-Bewacher,"Ahhh!!!
Rettet uns.
Bitte rettet uns!!!"
1288,Schringer,Wer seid ihr?!
1830,@1288,"Kannst du meine Hunde
gleichzeitig bekämpfen?"
1831,@1288,"Schnappt ihn
euch!"
1562,@1274,"Scheint noch ein
Typ zu sein,
den Faute geschickt hat."
1563,@1274,"Habt Ihr den
Verstand verloren? Schnappt ihn!"
1564,@2309,"Der erste Baum
ist südöstlich
von hier."
1565,@2309,"Wir haben keine
Sekunde zu verlieren.
Bitte beeilt Euch."
1566,Dungeon-Knochensoldat,"Dieser Baum
gibt uns Kraft!"
1567,@1566,"Kriegt den Kerl, der den Baum
verbrannt hat!"
1568,@2309,"Der zweite Baum
ist westlich
davon."
1569,@2309,Nehmt Euch vor Monstern in der Nähe in Acht.
1570,@1566,Hehehehe!!
1571,@1566,Menschen!! Tötet sie!
1572,@2309,"Der letzte Baum
ist nördlich
davon."
1573,@2309,"Endlich, das ist der Letzte.
Bitte beeilt Euch!"
2418,@2294,Da drüben! Da!
2419,@2294,"Die Echsenmenschen sind wohl mit ihren Gedanken woanders! Schnell, schnell!"
2420,Maille-Echsenmensch-Erbeuter,Eindringling!
2421,@2420,"Ihr wagt es, unsere Sachen anzufassen?!
Tötet! Tötet!"
2422,Mato,Das ist der Wahnsinn. Mir ging das Geld aus.
2423,@2422,Schnappt sie!!!
2424,@2313,"Wir haben erfahren, dass Kaba, der Herrscher der Rotbären, gefunden wurde!"
2425,@2313,"Wer auch immer ihn fängt, bekommt eine riesige Belohnung!"
2426,@2313,Geht!
2427,@2313,S-Sie ...!
2428,@2313,"Wer auch immer sie besiegt, erhält eine noch größere Belohnung!"
2429,@2313,Er kommt! Lasst Kaba nicht entkommen!
2430,Hamon,Ja! Lasst uns von hier verschwinden! Ich will nicht einen Moment länger bleiben!
2431,@2430,"Seid gnadenlos im Kampf gegen alle, die anstürmen!"
2432,@2430,"Sterbt! Sterbt, alle!"
2433,@2430,E-Er ist endlich draußen!
2434,@2430,Ah ...! Er ist ...!
2435,@2430,"Er ist es, der unsere Kameraden getötet hat ..."
2436,@2430,Es ist alles vorbei ...
2437,Mitchell,Großartig! Dann lasst uns zuerst die Plünderer besiegen!
2438,@2437,"Es wäre nicht weise, einfach dahinzugehen, wo es von ihnen wimmelt, oder?"
2439,@2437,"Da drüben! Die Waffen sind da drüben! Verbrennen wir sie, bevor sie anstürmen!"
2767,Maille-Echsenmensch-Stürmer,Sshh! Wer ist das!
2440,@2437,Sie kommen! Seid vorsichtig!
2768,@2767,Hier drüben! Fangt sie!
2441,@2437,"Hauptmann ...! Ihr
habt wohl verloren!
Er ist jemand, den wir besiegen müssen!"
2442,Sara Ra,Hmm. Die Schamanen haben es anscheinend nicht.
2443,@2442,Da drüben stehen verdächtige Kisten! Könntet Ihr sie überprüfen?
2444,@2442,"Großartig! Diese Schriftrolle sieht richtig aus!
Ah, sie stürmen heran, wie erwartet!"
2445,@2442,"Vielleicht verstecken sie was?
Lasst sie uns schnell besiegen und verschwinden!"
2446,Kuata,Schnappt sie Euch! Lasst diese Diebe nicht entkommen!
2447,@2446,"Ihr wagt es, die Schriftrolle zu stehlen?
Dieser Ort wird Euer Grab werden!"
2448,@1272,"Kommt her! Unglaublich, dass Präzisionsschütze Kariana hier ist ..."
2449,@1272,Unsere Soldaten sterben!!!
2450,Gludio-Soldat,"Ahhh ...
R-Rettet uns!!!"
2451,@2450,Ah! N-Nicht schießen!
2452,Kariana,Wahaha. Wie lustig.
2453,@2452,"Ihr begehrt unser Land?
Ihr werdet sterben, bevor Eure Kameraden kommen!"
2454,@2450,Oh ... Leben ... wir noch?
2455,@2450,@2409
2456,@2430,Bitte besiegt zuerst die Schreckgespenster!
2457,@2430,"Wir rasen vor Zorn, wenn wir an die Kameraden denken, die sie getötet haben."
2458,@2430,Bitte vernichtet Dunkelweber!
2459,@2430,"Vorsicht vor der seltsamen Magie, die die Dunkelweber nutzen!"
2460,@2430,"Arghh! Sie sind hinter mir her!
Helft mir!"
2461,@2430,Überlasst das mir!
2462,@2430,"Ich werde mich um Euch kümmern, bevor ich sterbe!"
2463,@2430,@2300
2464,@2313,Wo ist Kaba hin?!
2759,@1272,"Wartet mal kurz. Ich glaube, das da drüben ist Tukan. Gehen wir da rüber."
2760,Turek-Ork-Kämpfer,Hehehe. Ihr seid das? Der in dieser Region herumschleicht?
2761,@2760,"Ihr denkt doch nicht, dass Ihr hier lebend wegkommt!"
2762,@1272,"Oh, oh. Das ist eine Falle!"
2763,@1272,Verschwinden wir schnell von hier!
