Id,Name,ControlText
41801,Eingesperrter Kommandant,@10901
41901,@12901,Ork-Rüstung sammeln ...
41902,@12901,@41901
41903,@12901,@41901
41904,@12901,@41901
41905,@12901,@41901
41906,@12901,@41901
42201,Gefangene Stadtbewohner,@10901
42301,Gefangener Bewacher,@10901
42401,@41501,@20201
42501,@21001,
42601,Brennendes Echsenmenschentotem,
43101,@42601,
42701,@12001,@12001
42801,Feuerschale des Hohen Schamanen,Blut der Anführer verbrennen ...
42901,@41701,@10901
43201,@12001,@12001
43301,Elizabeths Schild,
43302,@43301,
43303,@43301,
43304,@43301,
43401,Großer Leerer Käfig,
43501,Kleiner Leerer Käfig,
43601,@43401,
43801,Leutnant-Käfig,
50101,Jemandes Blut,
50102,@50101,
50103,@50101,
50104,@50101,
50105,@50101,
50106,@50101,
50107,@50101,
50301,Verlassener Brunnen,Wasser schöpfen ...
50401,Inhaftierter Soldat,Gefängnis öffnen ...
50501,Mysteriöser Knochen,
50502,@50501,
50503,@50501,
50504,@50501,
50505,@50501,
50506,@50501,
50507,@50501,
50508,@50501,
50509,@50501,
50510,@50501,
50511,@50501,
50512,@13101,
50513,@13101,
50514,@13101,
50515,@50501,
50516,@50501,
50517,@50501,
50518,@50501,
50519,@50501,
50520,@50501,
50521,@50501,
50522,@50501,
50523,@50501,
50524,@50501,
50525,@35301,
50526,@35301,
50527,@50501,
50528,@50501,
50529,@50501,
50530,@50501,
50531,@50501,
50532,@50501,
50533,@13101,
50534,@13101,
50535,@13101,
50536,@50501,
50537,@50501,
50538,@50501,
50539,@50501,
50540,@50501,
50541,@50501,
50542,@50501,
50543,@50501,
50544,@50501,
50545,@50501,
50546,@50501,
50547,@50501,
50548,@50501,
50601,@40301,@21801
50602,@40301,@21801
50603,@40301,@21801
50604,@40301,@21801
50605,@40301,@21801
50606,@40301,@21801
50607,@40301,@21801
50608,@40301,@21801
50609,@40301,@21801
50610,@40301,@21801
50611,@40301,@21801
50612,@40301,@21801
50613,@40301,@21801
50614,@40301,@21801
50615,@40301,@21801
50616,@40301,@21801
50617,@40301,@21801
50618,@40301,@21801
50619,@40301,@21801
50620,@40301,@21801
50621,@40301,@21801
50622,@40301,@21801
50623,@40301,@21801
50624,@40301,@21801
50701,Jemandes Ausrüstung,Ausrüstung holen ...
50702,@50701,@50701
50703,@50701,@50701
50704,@50701,@50701
50801,Inhaftierter Ranger-Hauptmann,@10901
50901,Ranger-Leiche,Andenken holen ...
50902,@50901,@50901
50903,@50901,@50901
50904,@50901,@50901
50905,@50901,@50901
51001,Intakter Elfenkristall,Kristall entnehmen ...
51002,@51001,@51001
51003,@51001,@51001
51004,@51001,@51001
51005,@51001,@51001
51006,@51001,@51001
51007,@51001,@51001
51008,@51001,@51001
51009,@51001,@51001
51010,@51001,@51001
51011,@51001,@51001
51012,@51001,@51001
51013,@51001,@51001
51014,@51001,@51001
51015,@51001,@51001
51101,Kristallkiste,@51001
51102,@51101,@51001
51103,@51101,@51001
51104,@51101,@51001
51201,Kristall des Gefallenen Elfen,@51001
51202,@51201,@51001
51203,@51201,@51001
51204,@51201,@51001
51205,@51201,@51001
51301,@51201,@51001
51302,@51201,@51001
51303,@51201,@51001
51304,@51201,@51001
51305,@51201,@51001
51306,@51201,@51001
51307,@51201,@51001
51308,@51201,@51001
51309,@51201,@51001
51310,@51201,@51001
51311,@51201,@51001
51312,@51201,@51001
51401,Mysteriöser Mann,Mann kontrollieren ...
51501,Blutroter Baum,Baum überprüfen ...
51601,Zerstreute Ausrüstung,Bücher überprüfen ...
51602,@51601,@51601
51603,@51601,@51601
51604,@51601,@51601
51605,@51601,@51601
51606,@51601,@51601
51607,@51601,@51601
51608,@51601,@51601
51609,@51601,@51601
51610,@51601,@51601
51611,@51601,@51601
51701,@12001,Teleportationsstein benutzen ...
51801,@50701,@50701
51802,@50701,@50701
51803,@50701,@50701
51804,@50701,@50701
51805,@50701,@50701
51806,@50701,@50701
51807,@50701,@50701
51808,@50701,@50701
51809,@50701,@50701
51810,@50701,@50701
51811,@50701,@50701
51812,@50701,@50701
51901,Waffenkiste,Ausrüstung zerstören ...
51902,@51901,@51901
51903,@51901,@51901
51904,@51901,@51901
51905,@51901,@51901
51906,@51901,@51901
51907,@51901,@51901
51908,@51901,@51901
52001,@35301,@10901
52002,@35301,@10901
52003,@35301,@10901
52004,@35301,@10901
52005,@35301,@10901
52006,@35301,@10901
52007,@35301,@10901
52008,@35301,@10901
52009,@35301,@10901
52010,@35301,@10901
52011,@35301,@10901
52012,@35301,@10901
52013,@35301,@10901
52101,@12001,@51701
52201,@13101,Käfig überprüfen ...
52301,@13101,@52201
52501,@13101,@52201
52502,@13101,@52201
52503,@13101,@52201
52504,@13101,@52201
52601,@13101,@52201
52602,@13101,@52201
52603,@13101,@52201
52801,@33101,Kessel zerstören ...
52901,@33101,@52801
53001,@33101,@52801
53101,Ork-Signalfeuer,Signalfeuer zerstören ...
53201,@51101,
53202,@51101,
53501,Vapar-Beschwörungsstein,
53502,Vapars Zauberkreis,
54001,Hardins Zauberkreis,
54101,@10201,
54201,Mammons Zauberkreis,
54301,Block,
54302,@54301,
54303,@54301,
54304,@54301,
54601,Gefangene Anhänger,Anhänger freilassen ...
54801,Qupowns Zauberkreis,
54901,Gefallener Valter und Zauberkreis,
55001,Von Dorothy Gesuchter Schatz,Schatzkiste öffnen ...
55101,Entführte Stadtbewohner,Käfig öffnen ...
55201,Von Varot Erbeuteter Besitz,Eigentum nehmen ...
55301,Riesiger Elfenkristall,Elfenkristall einsammeln ...
55401,Elfenrelikt,Relikt einsammeln ...
55501,Eingesperrte Stadtbewohner,@55101
55601,Käfigblock,
55602,@55601,
55603,@55601,
55604,@55601,
55605,@55601,
55606,@55601,
55607,@55601,
60101,Spur des Zauberers,Spuren suchen ...
60201,Tasche Schwarzer Magie,Inventar einsammeln ...
60401,Feuerholz,Feuerholz sammeln ...
60402,@60401,@60401
60403,@60401,@60401
60404,@60401,@60401
60405,@60401,@60401
60406,@60401,@60401
60407,@60401,@60401
60408,@60401,@60401
60501,Basiliskenei,Ei einsammeln ...
60502,@60501,@60501
60503,@60501,@60501
60504,@60501,@60501
60505,@60501,@60501
60506,@60501,@60501
60507,@60501,@60501
60508,@60501,@60501
60509,@60501,@60501
60510,@60501,@60501
60701,Tafelfragment,Tafel einsammeln ...
60702,@60701,@60701
60703,@60701,@60701
60704,@60701,@60701
60705,@60701,@60701
60706,@60701,@60701
60801,Unvollständige Tafel,@60701
60802,@60801,@60701
60803,@60801,@60701
60804,@60801,@60701
60805,@60801,@60701
60806,@60801,@60701
60807,@60801,@60701
60901,Körper eines Elfenbeinturmzauberers,@40301
61001,Ol Mahum-Leiche,@40301
61002,@61001,@40301
61003,@61001,@40301
61004,@61001,@40301
61005,@61001,@40301
61006,@61001,@40301
61007,@61001,@40301
61008,@61001,@40301
61101,Geplündertes Essen,Essen holen ...
61102,@61101,@61101
61103,@61101,@61101
61104,@61101,@61101
61105,@61101,@61101
61106,@61101,@61101
61107,@61101,@61101
61108,@61101,@61101
61201,@12001,@51701
61301,@60901,Untersuchen ...
61401,Gefangener Staris,Staris freilassen ...
61501,Wagen,
61502,@61501,
61601,@13101,
61901,Kistenstapel,Eigentum durchwühlen ...
62001,@61901,@61901
62101,@61901,@61901
62301,Kaputter Wagen,Wagen reparieren ...
62402,@61001,
62403,Waffe,
62404,@61001,
62405,@61001,
62406,@61001,
62407,@61001,
62408,@61001,
62409,@61001,
62410,@61001,
62411,@61001,
62412,@61001,
62413,@61001,
62414,@61001,
62415,@61001,
62416,@62403,
62417,@61001,
62418,@62403,
62419,@62403,
62420,@62403,
62421,@61001,
62422,@61001,
62423,@62403,
62424,@62403,
62425,@62403,
62426,@62403,
62427,@62403,
62428,@62403,
62429,@62403,
62430,@62403,
62431,@62403,
62701,Zerborstener Fels,
62702,@62701,
62703,@62701,
62704,@62701,
62706,@62701,
62707,@62701,
62708,@62701,
62901,@60201,Inventar durchsuchen ...
63001,@60201,@62901
63101,Schwarzer Zauberkreis,
63201,@63101,
63801,Ol Mahum-Gehege,
63901,@63801,
64001,Leeres Gehege,Ol Mahum in Falle locken ...
64101,@64001,@64001
64201,@63801,
64301,@63801,
64401,Ol Mahum-Schläger,
64402,@64401,
64403,@64401,
64501,Zauberkreis,Magie des Zauberkreises rückgängig machen ...
64601,Gefallener Soldat,
64602,Gefallener Soldat,
64603,Gefallener Soldat,
64701,Höhle des Ameisengenerals,Höhle des Ameisengenerals untersuchen ...
64801,Shanes Gebet,Gebet abpausen ...
64901,Shanes Verlorenes Schriftstück,Schriftstück nehmen ...
65001,@60501,@60501
65101,Köder-Handelswaren,Wie ein Händler auftreten ...
65201,@65101,@65101
70101,Gestohlene Waffenkiste,Waffenkiste holen ...
70102,@70101,@70101
70103,@70101,@70101
70104,@70101,@70101
70105,@70101,@70101
70201,Ork-Waffenkiste,Waffenkiste verbrennen ...
70202,@70201,@70201
70203,@70201,@70201
70204,@70201,@70201
70205,@70201,@70201
70206,@70201,@70201
70207,@70201,@70201
70301,Ork-Vorratsgegenstände,Vorräte verbrennen ...
70302,@70301,@70301
70303,@70301,@70301
70304,@70301,@70301
70401,Verdächtiger Brief,Verdächtigen Brief untersuchen ...
70501,Verwitterter Baum,Baumsaft einsammeln ...
70601,@35301,@10901
70701,@13101,
70801,Elfenruinen-Reste,Überreste untersuchen ...
70802,@70801,@70801
70803,@70801,@70801
70804,@70801,@70801
70901,@70801,Ruinenreste aufräumen ...
70902,@70801,@70901
70903,@70801,@70901
70904,@70801,@70901
70905,@70801,@70901
71001,Verletzter Soldat,Soldaten aufwecken ...
71101,Antidot-Pilz,Pilze entnehmen ...
71102,@71101,@71101
71103,@71101,@71101
71104,@71101,@71101
71105,@71101,@71101
71106,@71101,@71101
71201,@21001,
71401,Spinneneiersack,Spinnenei zerstören ...
71402,@71401,@71401
71403,@71401,@71401
71404,@71401,@71401
71405,@71401,@71401
71406,@71401,@71401
71407,@71401,@71401
71501,Elfenruinen-Teleportationskreis,
71601,Fackel,
71602,@71601,
71603,@71601,
71604,@71601,
71701,Teleportationsstein,Teleportationsstein benutzen ...
71801,Zerbrochene Säule,
71802,@71801,
71803,@71801,
71804,@71801,
71901,Leias Tasche,Inventar durchwühlen ...
80101,Signal,Ein Feuer entzünden ...
80201,@80101,@80101
80601,Fackelschein,@80101
80701,@80601,@80101
80301,Forschungsbericht,Forschungsbericht holen ...
80302,@80301,@80301
80303,@80301,@80301
80304,@80301,@80301
80401,Kaserne,
80501,Garbe,Garbe durchwühlen ...
80901,Kristall des Kleinriesen,Riesenkristall entnehmen ...
80902,@80901,@80901
80903,@80901,@80901
80904,@80901,@80901
80905,@80901,@80901
80906,@80901,@80901
80907,@80901,@80901
80908,@80901,@80901
80909,@80901,@80901
80910,@80901,@80901
80911,@80901,@80901
80912,@80901,@80901
81001,Riesenreliktfragment,Riesenreliktfragment holen ...
81002,@81001,@81001
81003,@81001,@81001
81004,@81001,@81001
81005,@81001,@81001
81006,@81001,@81001
81007,@81001,@81001
81101,Medizinkiste,Medizinkiste holen ...
81102,@81101,@81101
81103,@81101,@81101
81104,@81101,@81101
81105,@81101,@81101
81106,@81101,@81101
81107,@81101,@81101
81201,Reliktfragment,Reliktfragment holen ...
81202,@81201,@81201
81203,@81201,@81201
81204,@81201,@81201
81205,@81201,@81201
81206,@81201,@81201
81207,@81201,@81201
81301,Riesenkristall,Riesenkristall holen ...
81302,@81301,@81301
81303,@81301,@81301
81304,@81301,@81301
81305,@81301,@81301
81306,@81301,@81301
81307,@81301,@81301
81401,@81301,@81301
81402,@81301,@81301
81403,@81301,@81301
81404,@81301,@81301
81405,@81301,@81301
81406,@81301,@81301
81407,@81301,@81301
81408,@81301,@81301
81409,@81301,@81301
81410,@81301,@81301
81411,@81301,@81301
81412,@81301,@81301
81501,Giftiger Pilz,Giftigen Pilz entnehmen ...
81502,@81501,@81501
81503,@81501,@81501
81504,@81501,@81501
81505,@81501,@81501
81506,@81501,@81501
81507,@81501,@81501
81601,@12001,Zum Cruma-Turm gehen ...
81701,@12001,Turm verlassen ...
81901,Kiste,Feuer löschen ...
82001,@81901,@81901
82101,@81901,@81901
82201,@81901,@81901
82401,Riesenkokon,Hans suchen ...
82501,Moorlauerers Höhle,Im Loch stochern ...
90201,Tanor-Strohwagen,Wagen verbrennen ...
90401,Tanor-Leiche,@21801
90402,@90401,@21801
90403,@90401,@21801
90404,@90401,@21801
90405,@90401,@21801
90406,@90401,@21801
90407,@90401,@21801
90408,@90401,@21801
90409,@90401,@21801
90410,@90401,@21801
90411,@90401,@21801
90412,@90401,@21801
90413,@90401,@21801
90414,@90401,@21801
90415,@90401,@21801
90416,@90401,@21801
90501,Ol Mahum-Essenshaufen,@20201
90601,Stahlkäfig mit Tanor,@10901
90801,@10301,@20201
90901,@90401,
90902,@90401,
90903,@90401,
90904,@90401,
90905,@90401,
90906,@61001,
90907,@61001,
90908,@61001,
90909,@61001,
90910,@61001,
90911,@90401,
90912,@61001,
90913,@90401,
90914,@61001,
90915,@90401,
90916,@61001,
90917,@90401,
90918,@61001,
91001,@62403,
91002,@62403,
91003,Streitkolben,
91004,@91003,
91005,@62403,
91006,@62403,
91007,@62403,
91008,@62403,
91009,@62403,
91010,@91003,
91011,@91003,
91012,Bogen,
91013,@91012,
91014,@91012,
91015,@91012,
91016,@91012,
91017,@91012,
91018,@91012,
91019,@91012,
91020,@91012,
91021,@91012,
91022,@91003,
91023,@91003,
91024,@91003,
91025,@91003,
91026,@91003,
91027,@91003,
91028,@91003,
91101,Tanor-Strohwagenfeuer,
91201,Leopardenkönig-Falle,Kiste öffnen ...
91301,Tanor-Vorratskiste,@20201
91401,@91301,@20201
91501,@91301,@20201
91601,@90401,@40301
91602,@90401,@40301
91603,@90401,@40301
91604,@90401,@40301
91605,@90401,@40301
91606,@90401,@40301
91607,@90401,@40301
91608,@90401,@40301
91609,@90401,@40301
91610,@90401,@40301
91611,@90401,@40301
91612,@90401,@40301
91613,@90401,@40301
91614,@90401,@40301
91901,Gepäck,Eigentum durchsuchen ...
92001,@90501,Essenshaufen in Brand setzen ...
92101,Essenshaufen,@92001
92401,Großer Tanor-Käfig,@10901
92501,@13101,
92502,@13101,
92503,@13101,
92601,@90401,@21801
92602,@90401,@21801
92603,@90401,@21801
92604,@90401,@21801
92605,@90401,@21801
92701,@90401,@40301
92702,@90401,@40301
92703,@90401,@40301
92704,@90401,@40301
92705,@90401,@40301
92706,@90401,@40301
92801,@12001,@12001
92901,@35301,@10901
