Id,Name,Desc,Desc2
30004208,10 Schriftrollen: Waffenaufwertung,Diese Schriftrolle wertet Waffen auf und erhöht Werte.,
30004209,10 Schriftrollen: Rüstungsaufwertung,Diese Schriftrolle wertet Rüstungen auf und erhöht Werte.,
30004210,10 Schriftrollen: Accessoireaufwertung,Diese Schriftrolle wertet Accessoires auf und erhöht Werte.,
30004211,3 LP-Elixieressenzen,Diese Essenz wird zur Herstellung von LP-Elixieren verwendet.,
30004212,3 MP-Elixieressenzen,Diese Essenz wird zur Herstellung von MP-Elixieren verwendet.,
30004213,3 ANG-Elixieressenzen,Diese Essenz wird zur Herstellung von ANG-Elixieren verwendet.,
30004214,3 VER-Elixieressenzen,Diese Essenz wird zur Herstellung von VER-Elixieren verwendet.,
30004215,15 Waffen-Verbesserungssteine,"Wird verwendet, um Waffen auf ihre nächste Stufe zu bringen.",
30004216,15 Rüstung-Verbesserungssteine,"Wird verwendet, um Rüstungen auf ihre nächste Stufe zu bringen.",
30004217,15 Accessoire-Verbesserungssteine,"Wird verwendet, um Accessoires auf ihre nächste Stufe zu bringen.",
30004218,5 Lackierungs-Auswahlkisten Stufe S,"Wird verwendet, um eine Lackierung Stufe S auszuwählen und zu erhalten.",
30004219,5 Verbesserungsstein-Zufallskisten,@30004202,
30004220,10 Verbesserungsstein-Auswahlkisten,@30004201,
30004221,@30004220,@30004201,
30004222,5 Lackierungs-Auswahlkisten Stufe R,"Wird verwendet, um eine Lackierung Stufe R auszuwählen und zu erhalten.",
30004223,5 Lackierungs-Auswahlkisten Stufe SR,"Wird verwendet, um eine Lackierung Stufe SR auszuwählen und zu erhalten.",
30004224,10 Waffen-Verbesserungssteine,@30004215,
30004225,10 Rüstung-Verbesserungssteine,@30004216,
30004226,10 Accessoire-Verbesserungssteine,@30004217,
30004227,5 Aufwertungsrollen-Auswahlkisten,@30004206,
30004228,5 Schriftrollen: Waffenaufwertung,@30004208,
30004229,5 Schriftrollen: Rüstungsaufwertung,@30004209,
30004230,5 Schriftrollen: Accessoireaufwertung,@30004210,
30004231,3 Gesegnete-Schriftrolle-Auswahlkisten,Erhalte 3 Gesegnete-Schriftrolle-Auswahlkiste.,
30004232,3 Ges. Schriftr.: Waffen,@3002,
30004233,3 Ges. Schriftr.: Rüst.,@3003,
30004234,3 Ges. Schriftr.: Acc.,@3004,
30004235,@30004102,@30004102,
30004236,20 Attribut-Energie,Erhalte 20 Attribut-Energie.,
30004237,@30004108,@30004108,
30004238,@30004109,@30004109,
30004239,@30004110,@30004110,
30004240,100 Schwarzbär-Beschwörungssteinfragmente,@30004111,
30004241,100 Silberheiliger-Beschwörungssteinfragm.,@30004112,
30004242,@30004126,@30004126,
30004300,3 Seelenkristall-Auswahlkisten Stufe A,Erhalte eine Seelenkristall-Auswahlkiste Stufe A.,
30004301,Seelenkristall-Auswahlkiste Stufe S,Erhalte eine Seelenkristall-Auswahlkiste Stufe S.,
30004302,Seelenkristall-Zufallskiste Stufe B-S,Erhalte 1 Seelenkristall-Zufallskiste Stufe B-S.,
30004303,Seelenkristall des ANG (Stufe A),"Du kannst Waffen und Handschuhe mit Seelen erfüllen.
Das erhöht deinen P-ANG und M-ANG.
Dieser Kristall enthält die Seelen von Monstern.",
30004304,Seelenkristall der VER (Stufe A),"Du kannst Kopfschutz und Rüstung mit Seelen erfüllen.
Das erhöht deine P-VER und M-VER.
Dieser Kristall enthält die Seelen von Monstern.",
30004305,Seelenkristall der Durchdr. (Stufe A),"Du kannst Ringe mit Seelen erfüllen.
Dieser Kristall enthält die Seelen von Monstern.",
30004306,Seelenkristall der Zähigkeit (Stufe A),"Du kannst Ohrringe mit Seelen erfüllen.
Dieser Kristall enthält die Seelen von Monstern.",
30004307,Seelenkristall der Genauigkeit (Stufe A),"Du kannst Stiefel und Halsketten mit Seelen erfüllen.
Dieser Kristall enthält die Seelen von Monstern.",
30004308,Seelenkristall des Ausweichens (Stufe A),@30004307,
30004309,Seelenkristall der Krit. Rate (St. A),"Du kannst Waffen und Handschuhe mit Seelen erfüllen.
Dieser Kristall enthält die Seelen von Monstern.",
30004310,Seelenkristall d. Krit. Widerst. (St. A),@30004306,
30004311,Seelenkristall der LP (Stufe A),"Du kannst Kopfschutz und Rüstung mit Seelen erfüllen.
Dieser Kristall enthält die Seelen von Monstern.",
30004312,3 Seelenkristalle des ANG (Stufe B),@30004303,
30004313,3 Seelenkristalle der VER (Stufe B),@30004304,
30004314,3 Seelenkristalle der Durchdr. (St. B),@30004305,
30004315,3 Seelenkristalle der Zähig. (Stufe B),@30004306,
30004316,3 Seelenkristalle der Genauig. (Stufe B),@30004307,
30004317,3 Seelenkristalle des Ausw. (Stufe B),@30004307,
30004318,3 Seelenkristalle der Krit. Rate (St. B),@30004309,
30004319,3 Seelenkrist. d. Krit. Widerst. (St. B),@30004306,
30004320,3 Seelenkristalle der LP (Stufe B),@30004311,
30110000,Luxus-Starter-Paket,"600 Blaue Diamanten
1.000 LP-Tränke
1.000 MP-Tränke
5.000 Seelenschüsse
120 zusätzliche Inventarslots",
30110001,Luxus-Inventar-Paket,"1.500 Blaue Diamanten
1.000 LP-Tränke
1.000 MP-Tränke
10.000 Seelenschüsse
100 zusätzliche Inventarslots",
30110011,Besonderes Seltene-Fertigkeit-Aufwertungspaket,"500.000 Adena
3 Vergessene-Schriftrollenseiten-Auswahlkisten
3 Aufwertungsschriftrollenpakete
500 FP
30 Schriftrollen des Entkommens",
30110012,Besonderes Seltene-Fertigkeit-Aufwertungspaket (10 %),@30110011,
30110013,Besonderes Seltene-Fertigkeit-Aufwertungspaket (20 %),@30110011,
30110014,Selt.-Fertigk.-Kraft-Paket,"250.000 Adena
2 Vergessene-Schriftrollenseiten-Auswahlkisten
5 Aufwertungsschriftrollen-Zufallskisten
3 kleine FP-Kisten
20 Schriftrollen des Entkommens",
30110015,Paket des jüngeren Abenteurers,"600 Blaue Diamanten
600 Rote Diamanten
1 Exklusive Waffen-Auswahlkiste
Stufe S
1.000 Runenfragmente",
30110016,Paket des älteren Abenteurers,"2.000 Blaue Diamanten
2.000 Rote Diamanten
1 Ausrüstungs-Auswahlkiste Stufe R
10 Verbesserungsstein-Auswahlkisten
10 Lackierungs-Auswahlkisten Stufe S",
30110017,Paket des erfahr. Abenteurers,"2.000 Blaue Diamanten
2.000 Rote Diamanten
1 Accessoire-Auswahlkiste Stufe R
1 Attributstein Stufe R",
30120005,Runenprägung-Sonderpaket,"150.000 Adena
3.000 Runenfragmente",
30120007,FP-Paket,"360 Rote Diamanten
1 FP-Kiste (500 Punkte)",
30120008,Hochstufiges FP-Paket,"1.200 Rote Diamanten
100.000 Adena
3 FP-Kisten (500 FP)",
30120009,Accessoire-Beschwör.-Paket,"2.500 Rote Diamanten
50 Topase
150.000 Adena
3 Hochstufige Accessoirekisten",
30120010,Elixier-Sonderpaket,"20 Elixieressenz-Auswahlkisten
40 Kräuterpakete",
30120011,Adena-Sonderpaket (Limitierte Auflage),1.000.000 Adena,
30120012,Accessoire-Beschwör.-Paket 10%,@30120009,
30120013,Accessoire-Beschwör.-Paket 20%,@30120009,
30120014,"""Seltene Fertigkeit""-Paket","300 Rote Diamanten
100.000 Adena
1 Zuf. Vergessene-Schriftrollenseiten-Kiste",
30130000,Niedrigstuf. Aufwertungsrollen-Paket,"300 Blaue Diamanten
20 Topase
3 Aufwertungsrollenpakete",
30130001,Hochstufiges Aufwertungsrollen-Paket,"1.000 Rote Diamanten
50 Topase
5 Aufwertungsschriftrollenpakete
1 Maphrs Segen",
30130002,Besond. Verbesserungsst.-Auswahlpaket,"3.000 Rote Diamanten
200.000 Adena
40 Verbesserungsstein-Auswahlkisten",
30130003,Ausrüstungsstärkungspaket Stufe A,"200.000 Adena
10 Lackierungs-Auswahlkisten Stufe A",
30130004,Ausrüstungsstärkungspaket Stufe S,"300.000 Adena
5 Lackierungs-Auswahlkisten Stufe S
10 Lackierungs-Auswahlkisten Stufe A",
30130005,Ausrüstungsstärkungspaket Stufe R,"500.000 Adena
3 Lackierungs-Auswahlkisten Stufe R
10 Lackierungs-Auswahlkisten Stufe S",
30130006,Gesegnete-Schriftrolle-Paket,"1.200 Rote Diamanten
20 Topase
5 Gesegnete-Schriftrolle-Auswahlkisten
10 Aufwertungsrollen-Auswahlkisten",
30130007,Seelenkristall-Paket,"1.000 Rote Diamanten
50.000 Adena
7 Seelenkristall-Zufallskisten Stufe A-S",
30130008,Premium-Seelenkristall-Paket II,"1.000 Rote Diamanten
100.000 Adena
3 Seelenkristall-Zufallskisten Stufe S-R",
30130009,Premium-Seelenkristall-Paket III,"2.000 Rote Diamanten
200.000 Adena
3 Seelenkristall-Zufallskisten Stufe S-SR",
30130010,Paket: Seltene Rüstungskiste Stufe S,"120 Rote Diamanten
1 Seltene Rüstungskiste Stufe S",
30130011,Gesegnetes Schutzpaket,"500 Blaue Diamanten
500 Rote Diamanten
5 Gesegnete-Schriftrolle-Auswahlkisten
5 Maphrs Segen",
30130012,Limit-Break-Paket Stufe SR,"100.000 Adena
1 Limit-Break-Stein Stufe SR",
30130013,Hochstuf. Aufwertungsrollenpaket 10%,@30130001,
30130014,Besond. Verbesserungsstein-Paket (10 %),@30130002,
30130015,Besond. Verbesserungsstein-Paket (20 %),@30130002,
30130016,Gesegnete-Schriftrolle-Paket 10 %,@30130006,
30130017,Paket: Seltene Ausrüstungskiste Stufe S,"300 Rote Diamanten
1 Selten-Exklusive Ausrüstungskiste Stufe S.",
30130018,Accessoirepaket Stufe A,"300 Rote Diamanten
1 Accessoirekiste Stufe A",
30130019,Ausrüstungspaket Stufe S,"1 Exklusive Waffenkiste der Stufe S
1 Exklusive Rüstungskiste der Stufe S",
30150000,Reitbegleiter-Stärkungspaket I,"100.000 Adena
40 Fortschrittssteine
10 Reitbegl.-Ausrüstungslack. Stufe B
5 Reitbegleiter-Aufwertungsschriftrollen",
30150001,Reitbegleiter-Stärkungspaket II,"150.000 Adena
80 Fortschrittssteine
10 Reitbegl.-Ausrüstungslack. Stufe A
5 Reitbegleiter-Aufwertungsschriftrollen",
30150002,Reitbegleiter-Stärkungspaket III,"300.000 Adena
120 Fortschrittssteine
10 Reitbegl.-Ausrüstungslack. Stufe S
10 Reitbegleiter-Aufwertungsschriftrollen",
30150003,Silberheiliger-Beschwörungspaket,"1.000 Blaue Diamanten
1 Bindende Hornflöte (Silberheiliger)
1 Silberheiliger-Beschwörungsstein
40 Fortschrittssteine
5 Reitbegleiter-Aufwertungsschriftrollen",
30150004,Kukurin-Beschwörungspaket,"1.500 Blaue Diamanten
1 Bindende Hornflöte (Kukurin)
1 Kukurin-Beschwörungsstein
40 Fortschrittssteine
5 Reitbegleiter-Aufwertungsschriftrollen",
30160000,Stärkungsdiamant I,"Erhalte sofort b. z. 1.500 Rote Diamanten und 1 Waffen-Beschw.-Kiste Stufe A!
Erhalte b. z. 8.500 Rote Diamanten, Exklusive Rüst.-Kiste Stufe A oder 1 Seelenkristall-Ausw.-Kiste Stufe C-B!",
30160001,Stärkungsdiamant II,"Erhalte sofort b. z. 1.500 Rote Diamanten und 1 Exkl. Waffen-Beschw.-Kiste Stufe S!
Erhalte 8.500 Rote Diamanten, 1 Exklusive Rüst.-Kiste Stufe S und 1 Seelenkristall-Ausw.-Kiste Stufe B-A!",
30160002,Stärkungsdiamant III,"Du kannst sofort bis zu 1.500 Rote Diamanten und einen Attributstein Stufe S erhalten! 
Erhalte bis zu 8.500 Rote Diamanten, eine Seelenkristall-Auswahlkiste Stufe A und/oder einen Attributstein Stufe S!",
30170000,Handlung I,"Erhalte sofort 1.000 Rote Diamanten + eine Belohnung, jedes Mal, wenn du eine Handlung vor der Dion-Handlung abschließt!
Du erhältst sogar Belohnungen für Handlungen, die du vor dem Kauf abgeschlossen hast!",
30170001,Handlung II,"Erhalte jetzt 2.000 Rote Diamanten + Maphrs Segen und eine Belohnung, jedes Mal, wenn du eine Handlung vor der Giran-Handlung abschließt!
Du erhältst sogar Belohnungen für Handlungen, die du vor dem Kauf abgeschlossen hast!",
39005000,1 Hochstufige Stärkungsmaterialkiste,"Verschiedene Stärkungsmaterialien
wie Lackierung, Aufwertungsrolle, Elixier-Materialien und Maphrs Segen sind verfügbar!",
39005001,Stärkungsmaterialkiste (Hochstufig) 10+1,@39005000,
39005002,@39005000,@39005000,
39005003,@39005001,"Verschiedene Stärkungsmaterialien
wie Lackierung, Aufwertungsrolle, Elixier-Materialien und Maphrs Segen sind verfügbar!
100% Garantie um eine Stufe R oder eine höhere Lackierung zu erhalten!",
39005004,1 Reitbegleiter-Materialkiste,"Kann Reitbegleiter-Ausrüstung,
Fortschrittsstein, Beschwörungsstein,
Reitbegleiterausrüstung-
Aufwertungsrolle enthalten!",
39005005,Reitbegleiter-Materialkiste 10+1,@39005004,
39005010,1 Hochstufige Reitbegleiter-Materialkiste,"Reitbegleiter-Hornflöte, Beschwörungsstein, Beschwörungssteinfragment,
Reitbegleiter-Ausrüstung, Reitbegleiter-Aufwertungsschriftrolle und Fortschrittsstein verfügbar!
(Mähnenlöwen-Hornflöte, Beschwörungsstein und Beschwörungssteinfragment enthalten)",
39005011,10 Hochstufige Reitbegleiter-Materialkisten (+1 Bonus),@39005010,
