Id,Name,EffectTypeName,Desc
122131,Aigis-Haltung,Aigis-Haltung: Temporäre Schadensimmunität,Schadensimmunität
122132,@122131,Aigis-Haltung: Geschwindigkeitserhöhung,+{1%} % Geschwindigkeit
12221,Schallsprenger,Schallsprenger: Geschwindigkeitsverringerung,-{1%}% Geschwindigkeit
122231,Kampfrhythmus,"Kampfrhythmus: ANG, VER Erhöhung","+{1} ANG, +{3} VER der Gruppenmitglieder"
122241,Lied des Jägers,Lied des Jägers: Gruppen-Krit.-Rate,+{1%} % Krit. Rate für Gruppenmitglieder
12231,Dreifach-Splitter,Geschwindigkeitsverringerung,"-{1%} VER, -{3%} % ANG-GES, -{4%} % Geschwindigkeit"
12232,Klingen-Wirbelsturm,@1011,@1011
12233,Ebenengang,"Ebenengang: ANG-GES-, Geschwindigkeitssteigerung, LP-Absorptionsrate",ANG-GES: {1%} %. +{2%} % Geschwindigkeit. LP-Entzugsrate: {3%} %
12241,Tödlicher Schuss,Erhöhung der Krit. Rate,
12242,Doppelter Streuschuss,Doppelter Streuschuss VER Verringern,P-VER -{1%} %
122431,Geistiges Auge,Geistiges Auge: Starke Erhöhung der Krit. Rate,+{1} Krit. Rate
122441,Doppelter Schnellschritt,"Sturmschritt: Starke Geschwindigkeitserhöhung, schwache ANG-GES-Erhöhung","+{1%} % Geschwindigkeit, +{2%} % ANG-GES"
12251,Eisspeer: Einfrieren,@11222,
12252,Schneesturm,@10122,@10122
122521,@12252,@1011,@1011
122614,Albtraum,@10122,-10 % Geschwindigkeit
122615,Heiliges Feuer,Erhöhung erlittenen Schadens,+{1%} % erlittener Schaden
12263,Große Heilung,Heilung,
122631,Mentale Erfrischung,Mentale Erfrischung: Gruppen-Abklingzeitverringerung,-{1#} Sek. Fertigkeits-Abklingzeit der Gruppenmitglieder
12264,Folgeverteidigung,"Defensiver Gruppen-Buff, P und M",+ {1%} % VER der Gruppenmitglieder
13211,Blutsauger,VER-Erhöhung,-{1%} % VER
132125,Ketten-Hydra,@11222,@1011
132126,@132125,Immun gegen Ziehen und Provozieren,Aggro-Fokuseffekt
13213,Ultimative Verteidigung,"Ultimative Verteidigung: Starke P-VER- und M-VER-Erhöhung, Immobilität",VER: {1%} % +{3}. Verringert Geschwindigkeit der Gegner.
132132,@13213,Ultimative Verteidigung: Verlangsamt Gegner,Geschwindigkeitsverringerung
13222,Wirbelsturm,@10122,@10122
132221,@13222,Geschwindigkeitserhöhung,+{1%} % Geschwindigkeit
132231,Tanz des Kriegers,Tanz des Kriegers: P-ANG-Erhöhung für die Gruppe,+{1} P-ANG der Gruppenmitglieder
132241,Tanz des Zorns,Tanz des Zorns: ANG-GES-Erhöhung für die Gruppe,+{1%} % ANG-GES der Gruppenmitglieder
13231,Stich,Bonus-Blutungs-SCH,SCH: {[Use34Param]1-1%} % des ANG + {1-1}
13232,Messerregen: Bonus-Blutungs-SCH,@13231,
132322,Messerregen,@11222,@1011
132331,Bösartige Haltung,Bösartige Haltung: Krit.-Schaden-Steigerung,+{1%} % Krit. SCH
132332,Bösartige Haltung - Kritischer Treffer,Bösartige Haltung: 100 % Krit. Rate,Max. Effizienz der Krit. Rate
13242,Betäubungsschuss,@11222,
13243,Schnellfeuer,"Schnellfeuer: ANG-GES-Erhöhung, Angriffsreichweitenverringerung","+{1%} % ANG-GES, -{2%} m Angriffsreichweite."
13244,Fataler Konter,"Fataler Konter: Starke ANG-Erhöhung, Ausweichen-Verringerung","+{1} ANG, -{2%} % Ausweichen"
13251,Dunkelatem,@10122,
13252,Korruption,"VER-Verringerung, Geschwindigkeitsverringerung","-{1%} % VER, -{3%} % Geschwindigkeit"
132531,Fatale Weisheit,Fatale Weisheit: Starke M-ANG-Erhöhung,+{1} M-ANG
132623,Blutige Wut,@10122,@10122
132624,Blutige Wut: SCH-Erhöhung,ANG-Erhöhung,
132631,Ermächtigen,Ermächtigen: Beschränkung des LP-Verbrauchs,LP fallen nicht unter {1}
132632,@132631,@132631,
14211,Stoß,"VER-Verringerung, Ziel fixiert",@13211
14212,Erdbeben,@1011,@1011
14213,@14212,@112125,-20 % ANG
14222,Sprungangriff,@1001,
14223,Zorniger Zwerg,"Zorniger Zwerg: ANG-Erhöhung, VER-Verringerung","+{1} ANG, -{2%} % VER"
14231,Klingenansturm,Kritischer Widerstand-Verringerung,-{1%} % Kritischer Widerstand
14232,Schall-Stern,@12231,@10122
142321,@14232,Stille,Stille
142331,Adena-Suche,Adena-Suche: Adenagewinn-Erhöhung,"+{1%} % Adena in Kämpfen, +{2%} % Geschwindigkeit"
242331,@142331,Adena-Suche: Gift und Verlangsamen,-{2%} % Giftschaden und Geschwindigkeit
14241,Salvenschuss,@11251,@13231
14242,Ausweich-Schuss,@12231,@10122
142422,@14242,Erhöhung der Reichweite,Erhöhung der Reichweite
14251,Erdnadel,@1001,
142531,Faustkämpfer,Faustkämpfer: Steigerung des Basisangriffs für die Gruppe,+{1%} % zum ANG des Basisangriffs der Gruppenmitglieder
14261,Himmlischer Schutz,VER-Erhöhung,+{1} VER der Gruppenmitglieder
14262,Himmlisches Klatschen,@11222,
142631,Große Vitalität,Große Vitalität: Max. LP-Erhöhung der Gruppe,+{1} Max. LP der Gruppenmitglieder
20211,Verteidigungsaura,VER-Erhöhung,@14261
20221,Angriffsaura,ANG-Erhöhung,+{1} ANG der Gruppenmitglieder
20231,Schnellschritt,Geschwindigkeitserhöhung,+{1%} % Geschwindigkeit der Gruppenmitglieder
20241,Leitung,Genauigkeitserhöhung,+{1} Genauigkeit der Gruppenmitglieder
20251,Todesflüstern,Krit.-SCH-Erhöhung,+{1%} % Krit. SCH der Gruppenmitglieder
20261,LP-Schub,Max. LP-Erhöhung,@142631
21221,Rache,@20221,+{1} ANG
21231,Schleichen,Fertigkeits-Abklingzeitverringerung,-{1} Fertigkeits-Abklingzeit
212311,@21231,Schleichen: ANG-Erhöhung,@21221
21241,Verbessertes Verlangsamen,@10122,@10122
21242,Verbessertes Verlangsamen: Blutungs-Schaden,@10122,Schaden: {[Use34Param]1-1%} % des ANG
21251,Lodern,@11251,
212512,@21251,@20221,@21221
212611,Himmlische Verbindung,@20211,+{1%} % VER pro Gruppenmitglied
212621,Manaschild,Manaschild,Verringert beim Schadennehmen MP statt LP.
22211,Altes meiden,Ausweichen-Erhöhung,+{1%} % Ausweichrate
22221,Esprit,Erhöhung der Krit. Rate,+{1%} % Krit. Rate
22231,Schneller Zorn,"ANG-GES-, Geschwindigkeitserhöhung","+{[StackMul]1%} % ANG-GES, +{[StackMul]1%} % Geschwindigkeit."
22241,Flink,Krit.-SCH-Erhöhung,@132221
22261,@22211,@22211,+{1%} % Ausweichen
23211,Aufgewerteter Entzug,LP-Entzug-Effekt,Absorbiert {1-1%} % des zugefügten Schadens
23221,Fieber,@22241,@132331
23231,Blutlust,Verringerung von VER und Widerstand gegen Krit. Rate,"-{1%} % VER, -{3%} % Kritischer Widerstand"
23241,Kritisches Zeichen,Genauigkeitsratenerhöhung,+{1%} % Gen.-Rate.
23251,@23221,@22241,@132331
23261,Aggression,@20221,+{1%} % LP-Entzug
24211,Geduld,ANG-Erhöhung-Buff,@21221
242121,Glückliches Geschick,"Glückliches Geschick: Chance auf Abklingzeit-Verringerung, wenn Gruppe angegriffen wird",-{1#} Fertigkeits-Abklingzeit
24221,Ersehnter Aufschlag,@24211,@21221
242231,Glückliches Wüten,"Glückliches Wüten: Chance auf ANG-GES-Erhöhung, wenn Gruppe angreift",+{1%} % ANG-GES
24231,@22221,@22221,@22221
242321,Glücklicher Todesfall,Glücklicher Todesfall: Krit.-Rate-Erhöhung,@122431
24241,Akrobatik,Ausweichratenerhöhung,@22211
242421,Glücklicher Schnellschritt,Glücklicher Schnellschritt: Betäubt,@1011
2424211,@242421,Glücklicher Schnellschritt: ANG Verringern,-{1%} % ANG
24251,@23261,@20221,@21221
24252,Glückliche Verteidigung,"Glückliche Verteidigung: Chance auf P-VER- und M-VER-Erhöhung, wenn Gruppe angreift",+{1} VER
24261,Befestigen,LP-Regen. Erhöhung,+{1%} % LP-Regen.
30001,Absoluter Schild,"Verringerung erlittenen Schadens, Hinderungswiderstand","-{1%} % erlittener Schaden (kurz), +30 % Hindernder Debuff-Widerstand"
30002,Flinker Schritt,@132221,@132221
30003,Unsterblich,@1004,
30004,Blutpfeil: Schaden über Zeit,@13231,+{[Use34Param]1%} % Blutungs-SCH
30006,Rakete: Betäuben,@11222,@1011
30008,Frostrüstung: Alle,Frostrüstung,Verlangsamen
30010,Manaschild,Manaschild,@212621
30013,Zeitverringerung,Abklingzeitverringerung,Verringert Fertigkeits-Abklingzeit für eine bestimmte Dauer.
30014,Giftschlag,Verringerung von Schaden und Geschwindigkeit,Schaden -{1%} % und Geschwindigkeit -{2%} %
300141,@30014,Giftschaden,Gift-SCH: {[Use34Param]1%} %
30015,Verteidigungszone,Abnormaler Status-Wdst.,Abnormaler Status-Wdst +{1%} %
300151,@30015,Erlittener Schaden wird verringert,Erlittener Schaden -{1%} % und erlittener SCH durch seltene Fertigkeit ist zusätzlich -{2%} %
31001,Frostrüstung: Verlangsamen,@10122,@30008
35001,Kriegerwaffen-Meisterschaft,Kriegerwaffen-Meisterschaft,
35002,Schwere Rüstung-Meisterschaft,Schwere Rüstung-Meisterschaft,
35003,Schurkenwaffen-Meisterschaft,Schurkenwaffen-Meisterschaft,
35004,Leichte Rüstung-Meisterschaft,Leichte Rüstung-Meisterschaft,
35005,Magierwaffen-Meisterschaft,Magierwaffen-Meisterschaft,
35006,Roben-Meisterschaft,Roben-Meisterschaft,
35011,Abwehr-Meisterschaft,Abwehr-Meisterschaft,
35021,Kampfmeisterschaft,Kampfmeisterschaft,
35031,Verbesserter Kritischer Angriff,Verbesserter Kritischer Angriff,
35111,@35011,@35011,
35121,@22221,Esprit,
35122,@35021,@35021,
35131,Kritische Chance,Kritische Chance,
35141,@22241,Flink,
35151,Frost-Siegel,Frost-Siegel,
35161,@22211,Altes meiden,
35221,@35021,@35021,
35231,Kritische Kraft,Kritische Kraft,
35311,Abwehr-Expertise,Abwehr-Expertise,
35321,@35021,@35021,
35331,@22221,@35121,
35332,Glücklicher Todesfall,Glücklicher Todesfall,
35341,@24241,Akrobatik,
40001,ERF-Bonuszeit-Buff,ERF-Gewinn-Erhöhung,Erhalte eine große Menge ERF während der Bonuszeit.
40002,Adena-Bonuszeit-Buff,Adenagewinn-Erhöhung,Erhalte eine große Menge Adena während der Bonuszeit.
40003,Ausrüstungs-Bonuszeit-Buff,Ausrüstungserhaltungsraten-Erhöhung,Erhöht die Ausrüstungsfundrate während der Bonuszeit stark.
40004,P-ANG,P-ANG,
40005,M-ANG,M-ANG,
40006,P-ANG-Erhöhungsrate,P-ANG-Erhöhungsrate,
40007,M-ANG-Erhöhungsrate,M-ANG-Erhöhungsrate,
40008,Basisangriffskraft,Basisangriffskraft,
40009,Gruppenmitglied-ANG-Erhöhungsrate,Gruppenmitglied-ANG-Erhöhungsrate,
40010,ANG-GES-Erhöhungsrate,ANG-GES-Erhöhungsrate,
40011,Krit.-SCH-Erhöhungsrate,Krit.-SCH-Erhöhungsrate,
40012,Kritische Genauigkeitsrate,Kritische Genauigkeitsrate,
40013,Kritische Widerstandsrate,Kritische Widerstandsrate,
40014,P-SCH,P-SCH,
40015,M-SCH,M-SCH,
40016,VER-Ignorieren,VER-Ignorieren,
40017,Ziel-LP-Verringerung,Ziel-LP-Verringerung,
40018,Ziel-LP-Verringerung (%),Ziel-LP-Verringerung (%),
40019,P-VER,P-VER,
40020,M-VER,M-VER,
40021,P-VER-Erhöhungsrate,P-VER-Erhöhungsrate,
40022,M-VER-Erhöhungsrate,M-VER-Erhöhungsrate,
40023,Ausweichen,Ausweichen,
40024,Ausweichen-Erhöhungsrate,Ausweichen-Erhöhungsrate,
40025,Ausweichrate,Ausweichrate,
40026,Genauigkeit,Genauigkeit,
40027,Genauigkeitserhöhungsrate,Genauigkeitserhöhungsrate,
40028,Genauigkeitsrate,Genauigkeitsrate,
40029,Schaden-Erhöhungsrate,Schaden-Erhöhungsrate,
40030,P-SCH-Erhöhungsrate,P-SCH-Erhöhungsrate,
40031,@40030,@40030,
40032,Erhöhungsrate für Schaden an verlangsamtem Ziel,Erhöhungsrate für Schaden an verlangsamtem Ziel,
40033,VER-SCH-Ignorieren,VER-SCH-Ignorieren,
40034,Schaden-Verringerungsrate,Schaden-Verringerungsrate,
40035,P-SCH-Verringerungsrate,P-SCH-Verringerungsrate,
40036,M-SCH-Verringerungsrate,M-SCH-Verringerungsrate,
40037,Festschadenverringerung,Festschadenverringerung,
40038,Abwehrrate,Abwehrrate,
40039,Abwehrschaden-Verringerungsrate,Abwehrschaden-Verringerungsrate,
40040,P-SCH über Zeit,P-SCH über Zeit,
40041,M-SCH über Zeit,M-SCH über Zeit,
40042,LP basierend auf ANG heilen,LP basierend auf ANG heilen,
40043,Heilung über Zeit,Heilung über Zeit,
40044,Aggressions-Erhöhungsrate,Aggressions-Erhöhungsrate,
40045,LP-Regen.,LP-Regen.,
40046,LP-Entzug,LP-Entzug,
40047,"LP-Absorption (Eine aktive Fertigkeit, die dem Gegner LP stiehlt.)","LP-Absorption (Eine aktive Fertigkeit, die dem Gegner LP stiehlt.)",
40048,LP-Absorption (Verteilt gestohlene LP auf dich und deine Gruppenmitglieder.),LP-Absorption (Verteilt gestohlene LP auf dich und deine Gruppenmitglieder.),
40049,Max. LP,Max. LP,
40050,Max.-LP-Erhöhungsrate,Max.-LP-Erhöhungsrate,
40051,Max. MP,Max. MP,
40052,Max.-MP-Erhöhungsrate,Max.-MP-Erhöhungsrate,
40053,Geschwindigkeits-Erhöhungsrate,Geschwindigkeits-Erhöhungsrate,
40054,MP-Kostenverringerungsrate,MP-Kostenverringerungsrate,
40055,MP-Kostenverringerung,MP-Kostenverringerung,
40056,MP-Regen.-Rate,MP-Regen.-Rate,
40057,Fertigkeits-Abklingzeit,Fertigkeits-Abklingzeit,
40058,Spott (Erhöht Aggro auf Max.),Spott (Erhöht Aggro auf Max.),
40059,Ziel erfassen,Ziel erfassen,
40060,Ziel bewegen,Ziel bewegen,
40061,Ziel ziehen,Ziel ziehen,
40062,Zugwiderstandsrate,Zugwiderstandsrate,
40063,Rückschlag-Widerstandsrate,Rückschlag-Widerstandsrate,
40064,ERF-Gewinn-Erhöhungsrate,ERF-Gewinn-Erhöhungsrate,
40065,Adenagewinn-Erhöhungsrate,Adenagewinn-Erhöhungsrate,
40066,Verlangsamungswiderstandsrate,Verlangsamungswiderstandsrate,
40067,Betäubungswiderstandsrate,Betäubungswiderstandsrate,
40068,Abnormaler Status-Widerstand,@30015,
40069,Erhöhung der Fertigkeitsreichweite,Erhöhung der Fertigkeitsreichweite,
40070,Erhöhung der Fertigkeits-Trefferzahl,Erhöhung der Fertigkeits-Trefferzahl,
40071,Kombo-Endzeit-Erhöhung,Kombo-Endzeit-Erhöhung,
40072,Durchdringung,Durchdringung,
40073,Zähigkeit,Zähigkeit,
40074,Krit. Rate,Krit. Rate,
40075,Krit. Widerstand,Krit. Widerstand,
40076,Erhöhung der Krit. Rate,Erhöhung der Krit. Rate,
40077,Kritischer Widerstand-Erhöhungsrate,Kritischer Widerstand-Erhöhungsrate,
50001,Flamme,Monster: Flamme,
50002,Kälte,Monster: Kälte,
50003,Erblinden,Monster: Erblinden,
50004,Fluch,Monster: Fluch,
50005,Betäubt,Monster: Betäuben,
50006,Blutung,"Monster: Bluten, ANG-GES-Verringerung",
50007,Gift,"Monster: Gift, Geschwindigkeitsverringerung",
50008,Schwächen,Monster: Schwächen,
50010,@50005,@50005,
60099,@50006,Monster der Sprechenden Insel Blutung,
60103,Fertigkeits-Attrappe,@132221,
60115,Goldenes Idol,Brennen,5 Sekunden lang wird Schaden über Zeit zugefügt.
60118,Marlow - Ultimative Verteidigung,@13213,Erhöht VER stark.
60136,Knochenjäger (+ Betäuben/Für Aufwertungsrollen-Dungeon),@50005,
60137,Steingolem (+ Betäuben/Für Aufwertungsrollen-Dungeon),@50005,
71023,Kritischer Lärm,@10122,-40 % Geschwindigkeit
71452,@50006,Todesbiss des Blutkönigs: Blutung,
71462,@50006,Orbis-Kratzer: Blutung,
73013,Guillotine: Zorn,Ärger,
73022,Blutiger Halbmond: Angriffsverringerung,@112125,Verringert ANG.
73031,Orfen: Schwächen,Orfen-Schwächen,Verringert VER.
73033,Orfen-Ärger,Orfen-Ärger,Erhöht ANG und ANG-GES.
74011,Wurzel des Todes: Niederschlagen,@1001,
74022,Blut-Entzug,Blut-Entzug: Heilung über Zeit (%),
74032,Blitz rufen,Blitz rufen: Schaden über Zeit,
74042,Höllischer Fluch,Höllischer Fluch: Flamme,
74051,Giftgrube,Giftgrube: Schaden über Zeit,
74062,@11222,Gewitter: Verlangsamen,
74071,Moor der Bosheit,Miasma: Schaden über Zeit,
74072,Schwanzschlag,Schwanzschlag: Verlangsamen,@12221
74082,Überhitzen,Überhitzen: ANG-Erhöhung,
74083,@74082,Überhitzen: Geschwindigkeitserhöhung,
74084,@74082,Überhitzen: VER-Verringerung,
74085,@74082,@74082,
74086,@74082,@74083,
74087,@74082,@74084,
74088,@74082,@74082,
74089,@74082,@74083,
74090,@74082,@74084,
74091,@74082,@74082,
74092,@74082,@74083,
74093,@74082,@74084,
50074,Hieb: ANG-Verringerung,Hieb: Schadensverringerung,Verringert für jede Stapelung eines bestimmten Effekts ANG um {1}.
74095,Versteinernder Blick,Versteinernder Blick: Erhöhung erlittenen Schadens,Erhöht erlittenen Schaden um {1%} %.
74096,Königinnenschlag,Königinnenschlag: Erblinden,Verringert sich mit jeder Auslösung von Genauigkeit um {1}.
74097,Schuppenaufwertung: P-VER,Schuppenaufwertung: P-VER,+{1%} P-VER
74098,Schuppenaufwertung: M-VER,Schuppenaufwertung: M-VER,+{1%} M-VER
74111,Zeichen des Todes,Zeichen des Todes,
74121,Schwelender Schlamm,Schwelender Schlamm: Erhöhung erlittenen Schadens,
74122,Bodenhieb,Bodenhieb: Schaden über Zeit,
74131,Marshas Blick (Alt),Marshas Blick: Schaden über Zeit,"10 Sekunden lang wird Schaden über Zeit erlitten, während nahe Verbündete infiziert werden."
74132,Medusas Fluch (Alt),Medusas Fluch: Flächenschaden,"Macht 5 Sekunden lang unbeweglich, danach fügt eine Explosion der Umgebung großen Schaden zu."
74134,@74132,Medusas Fluch: Explosion,
741341,Marsha: Tornado der Versuchung,Marsha: Tornado der Versuchung,Verursacht über 10 Sekunden {1} Blutungsschaden.
741342,@741341,@741341,@1011
741351,Marsha: Klingenwind,Marsha: Klingenwind,Kann 5 Sekunden lang keine Fertigkeiten einsetzen.
7413511,@741351,Marsha: Klingenwind (VE),@741351
741352,@741351,@741351,@741351
741353,@741351,@741351,@741351
77001,@50001,@50001,
77002,@50002,"Monster: Kälte, Geschwindigkeitsverringerung",
77003,@50003,@50003,
77004,@50004,"Monster: Fluch, VER-Verringerung",
77005,@50005,@50005,
77006,@50006,"Monster: Bluten, ANG-Verringerung",
77007,@50007,@50007,
77008,@50008,@50008,
77010,@50005,@50005,
77085,@73022,@112125,@73022
801011,ANG-Erhöhung,P-ANG-/M-ANG-Erhöhung,+50 % ANG für 30 Sek.
801012,P-ANG-Erhöhung,P-ANG-Erhöhung,+30 % ANG für 30 Sek.
801013,M-ANG-Erhöhung,M-ANG-Erhöhung,@801012
801021,ANG-GES-Erhöhung,ANG-GES-Erhöhung,+50 % ANG-GES für 30 Sek.
801022,@801021,@801021,+20 % ANG-GES für 30 Sek.
801031,VER-Erhöhung,P-VER-/M-VER-Erhöhung,+30 % VER für 30 Sek.
801032,P-VER-Erhöhung,P-VER-Erhöhung,+35 % VER für 30 Sek.
801033,M-VER-Erhöhung,M-VER-Erhöhung,@801032
801041,Geschwindigkeitserhöhung,Geschwindigkeitserhöhung,+30 % Geschwindigkeit für 30 Sek.
801042,@801041,@801041,@801041
80105,Max. LP-Erhöhung,Max. LP-Erhöhung,+ 40 % max. LP für 30 Sek.
80106,Max. MP-Erhöhung,Max. MP-Erhöhung,+ 40 % max. MP für 30 Sek.
801043,Erhöhung des Schadens von Fertigkeiten,Erhöhung des Schadens von Fertigkeiten,Erhöht Fertigkeitenschaden 30 Sek. lang um 300 %.
801044,Nahkampfschadensaura (Timer),Nahkampfschadensaura,Fügt nahen Gegnern über 30 Sek. 300 Festschaden zu.
801045,Wasserkristall-Barriere,Wasserkristall-Schadensimmunität,Erzeugt über dem Wasserkristall 30 Sek. lang eine Schadensimmunitätsbarriere.
801046,Gruppe des Zorns (Timer),Erhöht ANG und VER der Gruppe,Erhöht Verbündeten-ANG und -VER 30 Sek. lang um 30 %.
8010461,Gruppe des Zorns,@801046,@801046
801047,Überwältigen,ANG- und ANG-GES-Erhöhung,Erhöht ANG und ANG-GES 30 Sek. lang.
801048,@801047,@801047,Erhöht ANG und ANG-GES 10 Sek. lang.
93506,Wütendes Schreckgespenst,"Starke ANG- und VER-Erhöhung, kleine Geschwindigkeits- und ANG-GES-Erhöhung",
94409,Berserkerdämon-Kontraktor,@93506,"Erhöhung von ANG, VER, Geschwindigkeit und ANG-GES"
90001,Klangesundheit,LP-Erhöhung,+{1%} % max. LP
90002,Klanseele,MP-Erhöhung,+{1%} % max. MP
90003,Klanschild,VER-Erhöhung,+{1%} % VER
90004,Klanmacht,ANG-Erhöhung,+{1%} % ANG
90005,Klanleitung,Genauigkeitserhöhung,+{1%} % Genauigkeitsrate
90006,Klan-Ausweichen,@22211,@22261
90007,Klanbewegung,Geschwindigkeitserhöhung,@132221
90008,Tödlicher Klanschlag,@22241,@132331
90009,Klan-Krit.-Rate,Erhöhung der Krit. Rate,+{1%} % Krit. Rate
905001,Kristall der Eintracht Lv. {TextParam1},Kristall der Eintracht Lv. {TextParam2}-Buff,Erfüllt den Kristall der Eintracht der Klanhalle mit Macht.
905002,@905001,@905001,@905001
905003,@905001,@905001,@905001
905004,@905001,@905001,@905001
905005,@905001,@905001,@905001
905006,@905001,@905001,@905001
905007,@905001,@905001,@905001
905008,@905001,@905001,@905001
905009,@905001,@905001,@905001
905010,@905001,@905001,@905001
905101,Sättigung des Kleinen Festmahls,P-VER-/M-VER-Erhöhung,+500 P-VER/M-VER
905102,Sättigung des Mittleren Festmahls,LP-/MP-Erhöhung,1000 LP-/MP-Erhöhung
905103,Sättigung des Großen Festmahls,P-ANG-/M-ANG-Erhöhung,+500 P-ANG/M-ANG
905104,Sättigung des Extravaganten Kleinen Festmahls,@905101,+1.200 P-VER/M-VER
905105,Sättigung des Extravaganten Mittleren Festmahls,@905102,2000 LP-/MP-Erhöhung
905106,Sättigung des Extravaganten Großen Festmahls,@905103,+1.200 P-ANG/M-ANG
905107,Sättigung des Luxuriösen Kleinen Festmahls,P-VER-/M-VER- und Krit.-Rate-Erhöhung,"+2.000 P-ANG/M-ANG, +500 Krit. Rate"
905108,Sättigung des Luxuriösen Mittleren Festmahls,LP-/MP- und Krit.-Rate-Erhöhung,"+3.000 LP/MP, +500 Krit. Rate"
905109,Sättigung des Luxuriösen Großen Festmahls,P-ANG-/M-ANG- und Krit.-Rate-Erhöhung,"+2.000 P-ANG/M-ANG, +500 Krit. Rate"
905501,P-ANG-Erhöhungstrank,P-ANG-Erhöhung,Erhöht P-ANG um 10 %.
905502,M-ANG-Erhöhungstrank,M-ANG-Erhöhung,Erhöht M-ANG um 10 %.
905503,P-VER-Erhöhungstrank,P-VER-Erhöhung,Erhöht P-VER um 10 %.
905504,M-VER-Erhöhungstrank,M-VER-Erhöhung,Erhöht M-VER um 10 %.
905505,Geschwindigkeitserhöhungstrank,Geschwindigkeitserhöhung,Erhöht Geschwindigkeit um 15 %.
905506,Entnahme-GES-Erhöhungstrank,Entnahme-Geschwindigkeitserhöhung,Erhöht Entnahmegeschwindigkeit um 50 %.
905507,ANG-GES-Erhöhungstrank,ANG-GES-Erhöhung,Erhöht ANG-GES um 20 %.
905508,Ausweichratenerhöhungstrank,@24241,Erhöht Ausweichrate um 50 %.
905509,Zähigkeitserhöhungstrank,Zähigkeitserhöhung,Erhöht Zähigkeit um 10.000.
905510,VER-Ignorierender Schaden-Erhöhungstrank,VER-SCH-Ignorieren-Erhöhung,Erhöht VER-SCH-Ignorieren um 2.000.
905511,Festschadenverringerung-Trank,Festschadenverringerung-Erhöhung,Erhöht Festschadenverringerung um 1.000.
905512,Fertigkeits-Abklingzeitverringerungstrank,@21231,Verringert Fertigkeits-Abklingzeit um 30 %.
905513,Durchdringung-Erhöhungstrank,Durchdringungserhöhung,Erhöht Durchdringung um 10.000.
905514,Trank zur Bossschaden-Erhöhung,SCH-an-Boss-Erhöhung,Erhöht den dem Boss zugefügten Schaden um 15 %.
905515,Trank zur Verringerung des durch Boss erlittenen Schadens,SCH-von-Boss-Verringerung,Verringert durch den Boss erlittenen Schaden um 5 %.
905516,Kerngewinn-Erhöhungstrank,Monsterkernfunderhöhung,Erhöht die Monsterkernfundrate um 25 %. (Nicht für Elite-Dungeons)
905601,Moralerhöhungstrank,Moralerhöhung,Erhöht die eigene und die Geschwindigkeit naher Klanmitglieder um 30 %.
905602,Moralerhöhungs-Effekt,Moralerhöhungs-Effekt,Erhöht die Geschwindigkeit von Klanmitgliedern um 30 %.
905603,Eissturm-Trank,Eissturm,Verringert die Geschwindigkeit naher Gegner um 50 %.
