Id,Name,RepresentRewardName,RepresentRewardDescription,Description
12054,@12001,@12006,,
12055,@12001,@12006,,
12056,@12001,@12006,,
12057,@12001,@12006,,
12058,@12001,@12006,,
12059,@12001,@12006,,
12060,@12001,@12006,,
12061,@12001,@12006,,
12062,@12001,@12006,,
12063,@12001,@12006,,
12064,@12001,@12006,,
12065,@12001,@12006,,
12066,@12001,@12006,,
12067,@12001,@12006,,
12068,@12001,@12006,,
12069,@12001,@12006,,
12070,@12001,@12006,,
12071,@12001,@12006,,
12072,@12001,@12006,,
12073,@12001,@12006,,
12074,@12001,@12006,,
12075,@12001,@12006,,
12076,@12001,@12006,,
12077,@12001,@12006,,
12078,@12001,@12006,,
12079,@12001,@12006,,
12080,@12001,@12006,,
12081,@12001,@12006,,
12082,@12001,@12006,,
12083,@12001,@12006,,
12084,@12001,@12006,,
12085,@12001,@12006,,
12086,@12001,@12006,,
12087,@12001,@12006,,
12088,@12001,@12006,,
12089,@12001,@12006,,
12090,@12001,@12006,,
12091,@12001,@12006,,
12092,@12001,@12006,,
12093,@12001,@12006,,
12094,@12001,@12006,,
12095,@12001,@12006,,
12096,@12001,@12006,,
12097,@12001,@12006,,
12098,@12001,@12006,,
12099,@12001,@12006,,
12100,@12001,@12006,,
20001,Ruinen der Kleinriesen,,,
20002,@20001,,,
20003,@20001,,,
20004,@20001,,,
20005,@20001,,,
20006,@20001,,,
20007,@20001,,,
20008,@20001,,,
20009,@20001,,,
20010,@20001,,,
20011,@20001,,,
20012,@20001,,,
20013,@20001,,,
20014,@20001,,,
20015,@20001,,,
20016,@20001,,,
20017,@20001,,,
20018,@20001,,,
20019,@20001,,,
20020,@20001,,,
20021,@20001,,,
20022,@20001,,,
20023,@20001,,,
20024,@20001,,,
20025,@20001,,,
20026,@20001,,,
20027,@20001,,,
20028,@20001,,,
20029,@20001,,,
20030,@20001,,,
20031,@20001,,,
20032,@20001,,,
20033,@20001,,,
20034,@20001,,,
20035,@20001,,,
20036,@20001,,,
20037,@20001,,,
20038,@20001,,,
20039,@20001,,,
20040,@20001,,,
20041,@20001,,,
20042,@20001,,,
20043,@20001,,,
20044,@20001,,,
20045,@20001,,,
20046,@20001,,,
20047,@20001,,,
20048,@20001,,,
20049,@20001,,,
20050,@20001,,,
20051,@20001,,,
20052,@20001,,,
20053,@20001,,,
20054,@20001,,,
20055,@20001,,,
20056,@20001,,,
20057,@20001,,,
20058,@20001,,,
20059,@20001,,,
20060,@20001,,,
20061,@20001,,,
20062,@20001,,,
20063,@20001,,,
20064,@20001,,,
20065,@20001,,,
20066,@20001,,,
20067,@20001,,,
20068,@20001,,,
20069,@20001,,,
20070,@20001,,,
20071,@20001,,,
20072,@20001,,,
20073,@20001,,,
20074,@20001,,,
20075,@20001,,,
20076,@20001,,,
20077,@20001,,,
20078,@20001,,,
20079,@20001,,,
20080,@20001,,,
20081,@20001,,,
20082,@20001,,,
20083,@20001,,,
20084,@20001,,,
20085,@20001,,,
20086,@20001,,,
20087,@20001,,,
20088,@20001,,,
20089,@20001,,,
20090,@20001,,,
20091,@20001,,,
20092,@20001,,,
20093,@20001,,,
20094,@20001,,,
20095,@20001,,,
20096,@20001,,,
20097,@20001,,,
20098,@20001,,,
20099,@20001,,,
20100,@20001,,,
20101,@20001,,,
20102,@20001,,,
20103,@20001,,,
20104,@20001,,,
20105,@20001,,,
20106,@20001,,,
20107,@20001,,,
20108,@20001,,,
20109,@20001,,,
20110,@20001,,,
20111,@20001,,,
20112,@20001,,,
20113,@20001,,,
20114,@20001,,,
20115,@20001,,,
20116,@20001,,,
20117,@20001,,,
20118,@20001,,,
20119,@20001,,,
20120,@20001,,,
20121,@20001,,,
20122,@20001,,,
20123,@20001,,,
20124,@20001,,,
20125,@20001,,,
20126,@20001,,,
20127,@20001,,,
20128,@20001,,,
20129,@20001,,,
20130,@20001,,,
20131,@20001,,,
20132,@20001,,,
20133,@20001,,,
20134,@20001,,,
20135,@20001,,,
20136,@20001,,,
20137,@20001,,,
20138,@20001,,,
20139,@20001,,,
20140,@20001,,,
20141,@20001,,,
20142,@20001,,,
20143,@20001,,,
20144,@20001,,,
20145,@20001,,,
20146,@20001,,,
20147,@20001,,,
20148,@20001,,,
20149,@20001,,,
20150,@20001,,,
20151,@20001,,,
20152,@20001,,,
20153,@20001,,,
20154,@20001,,,
20155,@20001,,,
20156,@20001,,,
20157,@20001,,,
20158,@20001,,,
20159,@20001,,,
20160,@20001,,,
20161,@20001,,,
20162,@20001,,,
20163,@20001,,,
20164,@20001,,,
20165,@20001,,,
20166,@20001,,,
20167,@20001,,,
20168,@20001,,,
20169,@20001,,,
20170,@20001,,,
20171,@20001,,,
20172,@20001,,,
50000,Entnahme-Dungeon,@12003,,"Eine geheime Mine, die sich unter dem Elfenbeinturm befindet und den Meteoriten Nebulite beherbergt. Viele Kräuter mit mysteriösen Kräften wachsen hier."
60001,Offizielles Tutorial,ERF,,
70001,@60001,@60001,,
70002,@60001,@60001,,
90101,Varkarons Spur,@12003,,"Varkarons scharfe Klingen
verursachen starke Blutungen."
90102,@90101,@12003,,@90101
90103,@90101,@12003,,@90101
90301,Höhle der Ameisenkönigin,@12003,,"Die Ameisenkönigin, tief in ihrer
dunklen Höhle, ist eine Meisterin der Gifte."
90302,@90301,@12003,,@90301
90303,@90301,@12003,,@90301
90401,Raum des Cruma-Kerns,@12003,,"Der Cruma-Kern ist das Herz des Cruma-Turms.
Er wacht über das versiegelte Wissen der Kleinriesen."
90402,@90401,@12003,,@90401
90403,@90401,@12003,,@90401
70003,Göttliches Geschenk,,,
70004,@70003,,,
100001,Altar des Wahnsinns,,,"Die Zauberer des <GreenBold>Elfenbeinturms</>
bemühen sich, einen Teil der gestohlenen Scherben zu finden.


Während ihrer Untersuchung
entdecken sie, dass <BlueBold>Leanis</>, eine der Zauberinnen 
aus dem <GreenBold>Elfenbeinturm</>, verschwunden ist.
Auf der Suche nach ihren Spuren
kommen sie in ein Dorf, in dem die <RedBold>Timak-Ork-Schamanen</> leben.

Die Zauberer schlussfolgern, dass <BlueBold>Laenis</>
von den <RedBold>Orks</> 
entführt wurde, und gehen ins Dorf, um sie zu retten.
Sie sind jedoch gezwungen, sich zurückzuziehen, nachdem sie 
von einer Stärke überwältigt werden, die sie bei den <RedBold>Orks</> 
noch nie gesehen haben.
Die Zauberer des <GreenBold>Elfenbeinturms</> verdoppeln ihre Bemühungen

bei der Untersuchung der <RedBold>Orks</>, und haben

die <BlueBold>Silberlicht-Söldner</> als Hilfe bei der Rettung von <BlueBold>Laenis</> 
rekrutiert."
100002,@100001,,,@100001
100101,Schlafzimmer der Blutgräfin,,,"Die <RedBold>Gräfin Trisha</>, einst sehr geliebt vom Fürsten von Giran,
verschwand plötzlich, was den Adel von Giran 
in Aufruhr versetzte.
Sie wussten, dass, wenn diese Information an das feindliche Land
von Oren gelangen würde, sie in einer politisch ungünstigen 
Lage wären.
In diesem Wissen setzte der Fürst von Giran heimlich 

<BlueBold>Hauptmann Tark</> ein, um einen Suchtrupp zu leiten, 
der sie finden sollte.

Als er hörte, dass <RedBold>Gräfin Trisha</> zuletzt mit
ihrem <RedBold>Wächter-Ritter</> am <GreenBold>Giran-Hafen</> gesehen wurde, 

verkleideten sich<BlueBold>Hauptmann Tark</> und
sein Suchtrupp als Blut-Ranger
von der Teufelsinsel und begannen, heimlich die <GreenBold>Teufelsinsel</> 
zu durchsuchen.
Als sie sich jedoch diversen gefährlichen Situationen 

ausgesetzt sahen, war <BlueBold>Hauptmann Tark</> gezwungen, die <BlueBold>Silberlicht-Söldner</>
um Hilfe zu bitten."
100102,@100101,,,@100101
90100,@90101,@12003,,@90101
90300,@90301,@12003,,@90301
