Id,Name,RepresentRewardName,RepresentRewardDescription,Description
9000,Подземелье опыта I,Камень улучшения,"Используйте, чтобы получить 1 испытание удачи с камнями улучшения.","Множество мощных камней призыва зла, установленных Братством Тьмы, еще предстоит разыскать. Чтобы их ликвидировать, вы должны отправиться во Внешний мир и победить там монстров."
9001,Подземелье опыта II,@9000,"Используйте, чтобы получить 2 испытания удачи с камнями улучшения.",@9000
9002,Подземелье опыта III,@9000,"Используйте, чтобы получить 3 испытания удачи с камнями улучшения.",@9000
9003,Подземелье опыта IV,@9000,"Используйте, чтобы получить 5 испытания удачи с камнями улучшения.",@9000
9100,Подземелье опыта V,@9000,@9003,@9000
9004,Подземелье аден I,@9000,@9000,"Шунаиман, имп. Эльморедена, хранил здесь золото для постр. Башни Дерзости. После его смерти постройка была заброшена, и сейчас там обитает зол. дракон Кресус."
9005,Подземелье аден II,@9000,@9001,@9004
9006,Подземелье аден III,@9000,@9002,@9004
9009,Страж Храма I,@9000,@9000,"Эльф. храм, в котором находится благослов. Евой Кристалл Воды. Хардин приказал наемникам Сереб. света охр. храм, чтобы уберечь кристалл воды от Братства Тьмы."
9010,Страж Храма II,@9000,@9001,@9009
9011,Страж Храма III,@9000,@9002,@9009
9012,Страж Храма IV,@9000,@9003,@9009
9300,Страж Храма V,@9000,@9003,@9009
9013,Круг призыва I,@9000,@9000,"Ваша задача - защищать Фельдхейма, пока он освобождает священный артефакт от наложенных на него заклятий, и очистить подземелье от монстров, чтобы получить камень призыва."
9014,Круг призыва II,@9000,@9001,@9013
9015,Круг призыва III,@9000,@9002,@9013
9016,Круг призыва IV,@9000,@9003,@9013
9017,Подземелье полиров. камня I,@9000,@9000,"Уничтожьте врата между измерениями, через которые проходят монстры, и получите награды."
9018,Подземелье полиров. камня II,@9000,@9001,@9017
9019,Подземелье полиров. камня III,@9000,@9002,@9017
9020,Подземелье полиров. камня IV,@9000,@9003,@9017
11100,Древнее святилище I,Отб. ящик с Камнями улучш.,Для получ.1 отб.коробки с камнями улучш.,
11101,Древнее святилище II,@11100,Для получ.2 отб.коробок с камнями улучш.,
11102,Древнее святилище III,@11100,Для получ.3 отб.коробок с камнями улучш.,
11103,Древнее святилище IV,@11100,Для получ.4 отб.коробок с камнями улучш.,
11104,Древнее святилище V,Отборная коробка с сияющими камнями улучшения,Для получ.1 отб.коробки с сияющ.камнями улучш.,
11200,Святилище Гонителей I,Свиток: Модиф.оружия,Для получ.1 свитка Модиф.оружия.,
11201,Святилище Гонителей II,@11200,Для получ.2 свитков Модиф.оружия.,
11202,Святилище Гонителей III,@11200,Для получ.3 свитков Модиф.оружия.,
11203,Святилище Гонителей IV,@11200,Для получ.4 свитков Модиф.оружия.,
11204,Святилище Гонителей V,Свиток модификации оружия и снаряжения ездового животного,"Используйте, чтобы получить 5 свитков мод. оружия и
1 свиток мод. снаряжения для ездового животного.",
11300,Святилище воинов I,Камень улучшения оружия,Для получ. 1 камня улучш.оружия.,
11301,Святилище воинов II,@11300,Для получ. 2 камней улучш.оружия.,
11302,Святилище воинов III,@11300,Для получ. 3 камней улучш.оружия.,
11303,Святилище воинов IV,@11300,Для получ. 4 камней улучш.оружия.,
11304,Святилище воинов V,Сияющий камень улучшения оружия,"Используется, чтобы получить 1 сияющий камень улучшения оружия.",
11400,Логово Зверя I,Свиток: Модификация доспехов,Для получ.1 свитка Модиф.досп.,
11401,Логово Зверя II,@11400,Для получ.2 свитков Модиф.досп.,
11402,Логово Зверя III,@11400,Для получ.3 свитков Модиф.досп.,
11403,Логово Зверя IV,@11400,Для получ.4 свитков Модиф.досп.,
11404,Логово Зверя V,Свиток модификации доспехов и снаряжения ездового животного,"Используйте, чтобы получить 5 свитков мод. доспехов и
1 свиток мод. снаряжения ездового животного.",
11500,Обитель Зла I,Камень улучш. доспехов,"Используется, чтобы получить 1 камень улучшения доспехов.",
11501,Обитель Зла II,@11500,"Используется, чтобы получить 2 камня улучшения доспехов.",
11502,Обитель Зла III,@11500,"Используется, чтобы получить 3 камня улучшения доспехов.",
11503,Обитель Зла IV,@11500,"Используется, чтобы получить 4 камня улучшения доспехов.",
11504,Обитель Зла V,Сияющий камень улучшения доспехов,Для получения 1 сияющего камня улучш. доспехов.,
11600,Святилище бесов I,Св.: Модиф. Аксессуара,"Используйте, чтобы получить 1 свиток Модификация аксессуара.",
11601,Святилище бесов II,@11600,"Используйте, чтобы получить 2 свитка Модификация аксессуара.",
11602,Святилище бесов III,@11600,"Используйте, чтобы получить 3 свитка Модификация аксессуара.",
11603,Святилище бесов IV,@11600,"Используйте, чтобы получить 4 свитка Модификация аксессуара.",
11604,Святилище бесов V,Свиток модификации аксессуара и снаряжения ездового животного,"Используйте, чтобы получить 5 свитков мод. аксессуара и
1 свиток мод. снаряжения для ездового животного.",
11700,Святилище памяти I,Камень улучш. аксессуара,"Используется, чтобы получить 1 камень улучшения аксессуара.",
11701,Святилище памяти II,@11700,"Используется, чтобы получить 2 камня улучшения аксессуара.",
11702,Святилище памяти III,@11700,"Используется, чтобы получить 3 камня улучшения аксессуара.",
11703,Святилище памяти IV,@11700,"Используется, чтобы получить 4 камня улучшения аксессуара.",
11704,Святилище памяти V,Сияющий камень улучшения аксессуара,"Используется, чтобы получить 1 сияющий камень улучшения аксессуара.",
12001,"Башня Дерзости, эт. {IntParam}",@9000,,
12002,@12001,Свиток модификации,,
12003,@12001,Знак Крови,,
12004,@12001,Кристалл Души,,
12005,@12001,Адена,,
12006,@12001,Билет на испытание удачи,,
12007,@12001,@9000,,
12008,@12001,@12002,,
12009,@12001,@12003,,
12010,@12001,@12004,,
12011,@12001,@12005,,
12012,@12001,@12006,,
12013,@12001,@9000,,
12014,@12001,@12002,,
12015,@12001,@12003,,
12016,@12001,@12004,,
12017,@12001,@12005,,
12018,@12001,@12006,,
12019,@12001,@9000,,
12020,@12001,@12002,,
12021,@12001,@12003,,
12022,@12001,@12004,,
12023,@12001,@12005,,
12024,@12001,@12006,,
12025,@12001,@9000,,
12026,@12001,@12002,,
12027,@12001,@12003,,
12028,@12001,@12004,,
12029,@12001,@12005,,
12030,@12001,@12006,,
12031,@12001,@12006,,
12032,@12001,@12006,,
12033,@12001,@12006,,
12034,@12001,@12006,,
12035,@12001,@12006,,
12036,@12001,@12006,,
12037,@12001,@12006,,
12038,@12001,@12006,,
12039,@12001,@12006,,
12040,@12001,@12006,,
12041,@12001,@12006,,
12042,@12001,@12006,,
12043,@12001,@12006,,
12044,@12001,@12006,,
12045,@12001,@12006,,
12046,@12001,@12006,,
12047,@12001,@12006,,
12048,@12001,@12006,,
12049,@12001,@12006,,
12050,@12001,@12006,,
12051,@12001,@12006,,
12052,@12001,@12006,,
12053,@12001,@12006,,
12054,@12001,@12006,,
12055,@12001,@12006,,
12056,@12001,@12006,,
12057,@12001,@12006,,
12058,@12001,@12006,,
12059,@12001,@12006,,
12060,@12001,@12006,,
12061,@12001,@12006,,
12062,@12001,@12006,,
12063,@12001,@12006,,
12064,@12001,@12006,,
12065,@12001,@12006,,
12066,@12001,@12006,,
12067,@12001,@12006,,
12068,@12001,@12006,,
12069,@12001,@12006,,
12070,@12001,@12006,,
12071,@12001,@12006,,
12072,@12001,@12006,,
12073,@12001,@12006,,
12074,@12001,@12006,,
12075,@12001,@12006,,
12076,@12001,@12006,,
12077,@12001,@12006,,
12078,@12001,@12006,,
12079,@12001,@12006,,
12080,@12001,@12006,,
12081,@12001,@12006,,
12082,@12001,@12006,,
12083,@12001,@12006,,
12084,@12001,@12006,,
12085,@12001,@12006,,
12086,@12001,@12006,,
12087,@12001,@12006,,
12088,@12001,@12006,,
12089,@12001,@12006,,
12090,@12001,@12006,,
12091,@12001,@12006,,
12092,@12001,@12006,,
12093,@12001,@12006,,
12094,@12001,@12006,,
12095,@12001,@12006,,
12096,@12001,@12006,,
12097,@12001,@12006,,
12098,@12001,@12006,,
12099,@12001,@12006,,
12100,@12001,@12006,,
20001,Руины Младших Гигантов,,,
20002,@20001,,,
20003,@20001,,,
20004,@20001,,,
20005,@20001,,,
20006,@20001,,,
20007,@20001,,,
20008,@20001,,,
20009,@20001,,,
20010,@20001,,,
20011,@20001,,,
20012,@20001,,,
20013,@20001,,,
20014,@20001,,,
20015,@20001,,,
20016,@20001,,,
20017,@20001,,,
20018,@20001,,,
20019,@20001,,,
20020,@20001,,,
20021,@20001,,,
20022,@20001,,,
20023,@20001,,,
20024,@20001,,,
20025,@20001,,,
20026,@20001,,,
20027,@20001,,,
20028,@20001,,,
20029,@20001,,,
20030,@20001,,,
20031,@20001,,,
20032,@20001,,,
20033,@20001,,,
20034,@20001,,,
20035,@20001,,,
20036,@20001,,,
20037,@20001,,,
20038,@20001,,,
20039,@20001,,,
20040,@20001,,,
20041,@20001,,,
20042,@20001,,,
20043,@20001,,,
20044,@20001,,,
20045,@20001,,,
20046,@20001,,,
20047,@20001,,,
20048,@20001,,,
20049,@20001,,,
20050,@20001,,,
20051,@20001,,,
20052,@20001,,,
20053,@20001,,,
20054,@20001,,,
20055,@20001,,,
20056,@20001,,,
20057,@20001,,,
20058,@20001,,,
20059,@20001,,,
20060,@20001,,,
20061,@20001,,,
20062,@20001,,,
20063,@20001,,,
20064,@20001,,,
20065,@20001,,,
20066,@20001,,,
20067,@20001,,,
20068,@20001,,,
20069,@20001,,,
20070,@20001,,,
20071,@20001,,,
20072,@20001,,,
20073,@20001,,,
20074,@20001,,,
20075,@20001,,,
20076,@20001,,,
20077,@20001,,,
20078,@20001,,,
20079,@20001,,,
20080,@20001,,,
20081,@20001,,,
20082,@20001,,,
20083,@20001,,,
20084,@20001,,,
20085,@20001,,,
20086,@20001,,,
20087,@20001,,,
20088,@20001,,,
20089,@20001,,,
20090,@20001,,,
20091,@20001,,,
20092,@20001,,,
20093,@20001,,,
20094,@20001,,,
20095,@20001,,,
20096,@20001,,,
20097,@20001,,,
20098,@20001,,,
20099,@20001,,,
20100,@20001,,,
20101,@20001,,,
20102,@20001,,,
20103,@20001,,,
20104,@20001,,,
20105,@20001,,,
20106,@20001,,,
20107,@20001,,,
20108,@20001,,,
20109,@20001,,,
20110,@20001,,,
20111,@20001,,,
20112,@20001,,,
20113,@20001,,,
20114,@20001,,,
20115,@20001,,,
20116,@20001,,,
20117,@20001,,,
20118,@20001,,,
20119,@20001,,,
20120,@20001,,,
20121,@20001,,,
20122,@20001,,,
20123,@20001,,,
20124,@20001,,,
20125,@20001,,,
20126,@20001,,,
20127,@20001,,,
20128,@20001,,,
20129,@20001,,,
20130,@20001,,,
20131,@20001,,,
20132,@20001,,,
20133,@20001,,,
20134,@20001,,,
20135,@20001,,,
20136,@20001,,,
20137,@20001,,,
20138,@20001,,,
20139,@20001,,,
20140,@20001,,,
20141,@20001,,,
20142,@20001,,,
20143,@20001,,,
20144,@20001,,,
20145,@20001,,,
20146,@20001,,,
20147,@20001,,,
20148,@20001,,,
20149,@20001,,,
20150,@20001,,,
20151,@20001,,,
20152,@20001,,,
20153,@20001,,,
20154,@20001,,,
20155,@20001,,,
20156,@20001,,,
20157,@20001,,,
20158,@20001,,,
20159,@20001,,,
20160,@20001,,,
20161,@20001,,,
20162,@20001,,,
20163,@20001,,,
20164,@20001,,,
20165,@20001,,,
20166,@20001,,,
20167,@20001,,,
20168,@20001,,,
20169,@20001,,,
20170,@20001,,,
20171,@20001,,,
20172,@20001,,,
50000,Подземелье добычи,@12003,,"Расположенная под Башней Слоновой Кости тайная шахта, в которой хранится метеорит Небулит. Здесь растет множество трав, обладающих загадочными силами."
60001,Официальный учебник,Опыт,,
70001,@60001,@60001,,
70002,@60001,@60001,,
90101,След Варкарона,@12003,,"Острый клинок Варкарона
наносит кровоточащие раны."
90102,@90101,@12003,,@90101
90103,@90101,@12003,,@90101
90301,Пещера Королевы Муравьев,@12003,,"Затаившаяся в глубинах своей темной пещеры
Королева Муравьев — искусная отравительница."
90302,@90301,@12003,,@90301
90303,@90301,@12003,,@90301
90401,Комната Ядра Крумы,@12003,,"Ядро Крумы - это сердце Башни Крумы.
Оно хранит заключенные в Башне знания младших гигантов."
90402,@90401,@12003,,@90401
90403,@90401,@12003,,@90401
70003,Дар бога,,,
70004,@70003,,,
100001,Алтарь безумия,,,"Маги <GreenBold>Башни Слоновой Кости</> стремятся найти часть
украденных осколков.

Во время расследования они обнаружили, что <BlueBold>Лаенис</>,
одна из магов <GreenBold>Башни Слоновой Кости</>, пропала.
Отправившись на поиски ее следов, они наткнулись
на деревню <RedBold>шаманов орков Тимак</>.

Решив, что <RedBold>орки</> похитили <BlueBold>Лаенис</>, маги ворвались
в деревню, чтобы спасти ее.
Однако они были вынуждены отступить, поскольку
столкнулись с силой, которой <RedBold>орки</> раньше не обладали.
Маги <GreenBold>Башни Слоновой Кости</> принялись за расследование
загадки <RedBold>орков</> с удвоенной силой. Они обратились к
наемникам <BlueBold>Серебряного света</>, чтобы те помогли
спасти <BlueBold>Лаенис</>."
100002,@100001,,,@100001
100101,Спальня Графини крови,,,"<RedBold>Графиня Триша</>, которая когда-то была возлюбленной
лорда Гирана, внезапно исчезла, и это вызвало большие
волнения среди гиранской аристократии. Они знали, что
окажутся в неблагоприятной политической ситуации,
если эта информация попадет к их врагам в Орене.
Понимая это, лорд Гиран тайно отправил на ее поиски
группу во главе с <BlueBold>капитаном Тарком</>.

Узнав, что <RedBold>графиню Тришу</> и ее <RedBold>рыцаря-стража</> в последний
раз видели у <GreenBold>Гиранской гавани</>, <BlueBold>капитан Тарк</> и
его поисковая группа переоделись рейнджерами
крови с острова Дьявола и тайно отправились на
поиски <GreenBold>этого самого острова</>.
Однако, столкнувшись со множеством опасностей,
<BlueBold>капитан Тарк</> был вынужден попросить помощи у
<BlueBold>наемников Серебряного света</>."
100102,@100101,,,@100101
90100,@90101,@12003,,@90101
90300,@90301,@12003,,@90301
