Id,ReplaceString1,Name,ReplaceString2,QuestDesc1,QuestDesc2
107,Б. Слон.Кости 1,@101,Б. Слон.Кости 1,@1,Убейте {TaskCount} монстров в Башне Слоновой Кости 1.
108,@107,@101,@107,@1,@107
109,Б. Слон.Кости 2,@101,Б. Слон.Кости 2,@1,Убейте {TaskCount} монстров в Башне Слоновой Кости 2.
110,@109,@101,@109,@1,@109
111,Б. Слон.Кости 3,@101,Б. Слон.Кости 3,@1,Убейте {TaskCount} монстров в Башне Слоновой Кости 3.
112,@111,@101,@111,@1,@111
201,Святилище Утраченных воспоминаний,Исследование: {ReplaceString1},Ежедн. подземелье,@1,Убейте {TaskCount} монстров в Ежедневном подземелье.
202,@201,@201,@201,@1,@201
203,Подземелье добычи,@201,Подземелье добычи,@1,Убейте {TaskCount} монстров в Подземелье добычи.
204,@203,@201,@203,@1,@203
205,Храм воды,Защитите {ReplaceString1},Страж Храма,@1,Убейте {TaskCount} монстров в Страже Храма.
206,@205,@205,@205,@1,@205
207,Сейф Кресуса,Дружелюбность: {ReplaceString1},Подземелье адены,@1,Убейте {TaskCount} монстров в Подземелье адены.
208,@207,@207,@207,@1,@207
209,Разлом Миров,Завоевание: {ReplaceString1},Подземелье опыта,@1,Убейте {TaskCount} монстров в Подземелье опыта.
210,@209,@209,@209,@1,@209
211,Опечатанный вход,@201,Круг призыва,@1,Победите в Круге призыва монстров: {TaskCount}.
212,@211,@201,@211,@1,@211
301,Камень призыва зла (редкий),Очистите {ReplaceString1},Камень призыва редкого монстра,@1,"Убейте {TaskCount} монстров в подземелье, использовав Камень призыва редкого монстра."
302,@301,@301,@301,@1,@301
303,Камень призыва зла (босс),@301,Камень призыва босса,@1,"Убейте {TaskCount} монстров в подземелье, использовав Камень призыва босса."
351,,Мясник,,PK игрока,Убейте других игроков {TaskCount} раз(а).
352,,@351,,@351,@351
401,Пастырь Духов,Трофей: {ReplaceString1},@2,Убейте {ReplaceString2} полев. бос-в.,Убейте Пастыря Духов на западе Говорящего острова {TaskCount} раз(а).
402,Зодиак,@401,@3,@401,Убейте Зодиака на Глудинском тракте {TaskCount} раз(а).
403,Серебряная Борода,@401,@4,@401,Убейте Серебряную Бороду на Равнинах Глудио {TaskCount} раз(а).
404,Вапар,@401,@5,@401,Убейте Вапара в Поместье Виндавуд {TaskCount} раз(а).
405,Казир,@401,@6,@401,Убейте Казира в Пустоши {TaskCount} раз(а).
406,Флагон,@401,@7,@401,"Победите Флагона, босса Равнин Диона, след. кол-во раз: {TaskCount}."
407,Сина,@401,@8,@401,Убейте Сину на Болоте Крумы {TaskCount} раз(а).
408,Амадей,@401,@9,@401,Убейте Амадея на Пике Диссонанса {TaskCount} раз(а).
409,Стеноа,@401,@11,@401,Убейте Стеноа в Гиранском доминионе {TaskCount} раз(а).
1001,,Куча дел каждый день,Ежедневные задания,Выполнение: {ReplaceString2},Выполните ежедневное задание {TaskCount} раз(а).
1002,,Куча дел каждую неделю,Недельные задания,@1001,Выполните недельное задание {TaskCount} раз(а).
1011,,Получ. аден с пом. свитк.,C,Вып. СЗ ранга {ReplaceString2},Выполните свиток задания ранга С или выше {TaskCount} раз(а).
1012,,@1011,B,@1011,Выполните свиток задания ранга B или выше {TaskCount} раз(а).
1013,,@1011,A,@1011,Выполните свиток задания ранга A или выше {TaskCount} раз(а).
1014,,@1011,S,@1011,Выполните свиток задания ранга S или выше {TaskCount} раз(а).
1031,,Удар за ударом,,Набор комбо,Наберите комбо {TaskCount} атаками подряд.
1032,,Пересиливающая атака,,Макс. ур. 1-й атакой,Нанесите урон не ниже {TaskCount}000000 одним ударом.
1101,Монстр,Мясник: {ReplaceString1},Обычный монстр,Трофей: {ReplaceString2},Убейте {TaskCount} монстров.
1102,Элитный монстр,@1101,Элитный монстр,@1101,Убейте {TaskCount} элитных монстров.
1103,Босс,@1101,Босс,@1101,Убейте {TaskCount} боссов.
1104,,Тайный друг по смене класса,Кириос,@1101,Убейте Кириоса {TaskCount} раз(а).
1105,,Хранитель сада,Хранитель сада,@1101,Убейте Хранителя сада в Подземелье добычи {TaskCount} раз(а).
1106,@203,{ReplaceString1} Мания,Мандрагора,@1101,Убейте Мандрагору в Подземелье добычи {TaskCount} раз(а).
1107,Бронза,Подземелье добычи: {ReplaceString1},Зеленый сильный медоед,@1101,Убейте Зеленого сильного медоеда в Подземелье добычи {TaskCount} раз(а).
1108,Серебро,@1107,Серебряный сильный медоед,@1101,Убейте Серебряного сильного медоеда в Подземелье добычи {TaskCount} раз(а).
1109,Золото,@1107,Золотой сильный медоед,@1101,Убейте Золотого сильного медоеда в Подземелье добычи {TaskCount} раз(а).
1151,Победите Варкарона,Подготовьтесь: {ReplaceString1},Монстр в Подземелье клана (Варкарон),@1101,Убейте {TaskCount} монстров в Подземелье клана (Варкарон).
1152,Победите Королеву муравьев,@1151,Монстр в Подземелье клана (Королева муравьев),@1101,Убейте {TaskCount} монстров в Подземелье клана (Королева Муравьев).
1153,Победите Ядро Крумы,@1151,Монстр в Подземелье клана (Ядро Крумы),@1101,Убейте {TaskCount} монстров в Подземелье клана (Ядро Крумы).
1201,Арена,Тур: {ReplaceString1},,Участие на Арене,Примите участие в боях на Арене {TaskCount} раз(а).
1202,@1201,@209,,Победите на Арене.,Победите в боях на Арене {TaskCount} раз(а).
1203,@1201,Число побед подряд: {ReplaceString1},,Победите на Арене несколько раз подряд,Победите в боях на Арене {TaskCondition} раз(а) подряд.
1301,Ежедн. подземелье,@209,Сложн. или выше,Прохождение ежедневного подземелья ({ReplaceString2}),Пройдите Ежедн. подземелье (сложн. или выше) {TaskCount} раз.
1303,,Путь к небесам,,Автопрохождение Башни Дерзости,Совершите автопрохождение Башни Дерзости {TaskCount} раз(а).
1304,,Знаток трав,,Сбор трав в Подземелье добычи,Соберите {TaskCount} трав в Подземелье добычи.
1306,@207,Мастер: {ReplaceString1},@1301,Прохождение: Подземелье адены ({ReplaceString2}) - SS или выше,"Пройдите Подземелье аден (сложн.) {TaskCount} раз(а)
с рейтингом SS или выше."
1307,@207,@1106,,Комбо Подзем. адены,Наберите {TaskCondition} комбо в Подземелье аден.
1308,@209,@209,@1301,Прохождение: Подземелье опыта ({ReplaceString2}) - SSS или выше,"Пройдите Подземелье опыта (сложн.) 
{TaskCount} раз(а) - SSS или выше."
1401,Монарх Тьмы,@401,Варкарон (легк.),@1101,Пройдите След Варкарона (легк.) {TaskCount} раз(а).
1402,@1401,@401,Варкарон (норм.),@1101,Пройдите След Варкарона (средн.) {TaskCount} раз(а).
1403,@1401,@401,Варкарон (сложн.),@1101,Пройдите След Варкарона (сложн.) {TaskCount} раз(а).
1411,Крестная мать колонии,@401,Королева Муравьев (легк.),@1101,Пройдите Пещеру Королевы Муравьев (легк.) {TaskCount} раз(а).
1412,@1411,@401,Королева Муравьев (норм.),@1101,Пройдите Пещеру Королевы Муравьев (средн.) {TaskCount} раз(а).
1413,@1411,@401,Королева Муравьев (сложн.),@1101,Пройдите Пещеру Королевы Муравьев (сложн.) {TaskCount} раз(а).
1421,Управление разумом,@401,Ядро Крумы (легк.),@1101,Пройдите Комнату Ядра Крумы (легк.) {TaskCount} раз(а).
1422,@1421,@401,Ядро Крумы (норм.),@1101,Пройдите Комнату Ядра Крумы (средн.) {TaskCount} раз(а).
1423,@1421,@401,Ядро Крумы (сложн.),@1101,Пройдите Комнату Ядра Крумы (сложн.) {TaskCount} раз(а).
1501,,Любовь к рунам,,Попытка нанес. руны,Попытайтесь нанести руны {TaskCount} раз(а).
1502,,Тяга к рунам,,Успеш.нанес. руны,Успешно нанесите руну {TaskCount} раз(а).
1511,,Тяга к эликсирам,,Изготовл. эликсира,Изготовьте {TaskCount} эликсир(а/ов).
1521,,Крохобор,Адена,Приобретение: {ReplaceString2},Приобретите {TaskCount} аден.
1522,Кланы,Для {ReplaceString1},Знак Крови,@1521,Приобретите Знаки Крови в кол-ве {TaskCount}.
1523,Подземелье кл.,@1522,Кр.Зв.камень,@1521,Приобретите {TaskCount} красн. звездн. камн.
1524,Ядро монстра,@1106,Ядро монстра,@1521,Приобретите ядра монстров в кол-ве {TaskCount}.
1525,Кристалл Души,@1106,Кристалл Души,@1521,Приобретите {TaskCount} крист. души.
1527,C,Мания: предмет ранга {ReplaceString1},@1011,Приобретение предмета ранга {ReplaceString2},Приобретите {TaskCount} предм. ранга C.
1528,B,@1527,@1012,@1527,Приобретите {TaskCount} предм. ранга B.
1529,A,@1527,@1013,@1527,Приобретите {TaskCount} предм. ранга A.
1530,Высококачественный бонус,Мания: предмет {ReplaceString1},@1014,Приобретите предмет ранга не ниже {ReplaceString2},Приобретите {TaskCount} предм. ранга S или выше.
1551,Снаряжение,@1106,Снаряжение,Приобретите предмет {ReplaceString2},Приобретите {TaskCount} предм. снаряжения.
1552,Снаряж.,@1106,Снаряж.,@1551,Приобретите {TaskCount} предм. снаряжения ездового животного.
1601,,Основы усиления снаряжения,@1551,Попыт. повыс. ур.: {ReplaceString2},Попытайтесь повысить уровень снаряжения {TaskCount} или больше раз.
1602,,Снаряжение ездового животного важно,@1552,@1601,Попытайтесь повысить уровень снаряжения ездового животного {TaskCount} или больше раз.
1603,,Как улучшить снаряжение,Улучшение,Применить к снаряж.: {ReplaceString2},Попытайтесь улучшить снаряжение {TaskCount} раз(а).
1604,,Чтобы получить желаемое снаряжение,Объединение,@1603,Попытайтесь скомбинировать снаряжение {TaskCount} или больше раз.
1605,,Добавьте Твердую руку,Усиление,@1603,Попытайтесь модиф. снаряжение {TaskCount} или больше раз.
1606,,Добавьте Холодную голову,Успешная модификация снаряжения,{ReplaceString2},Успешно модифицируйте снаряжение {TaskCount} или больше раз.
1607,,Модификация атрибутов важнее всего,Модиф. атрибутов,@1603,Попытайтесь модифицировать атрибуты {TaskCount} раз(а).
1608,,Подхарактеристики тоже хороши,Смена подхаракт.,@1603,Попытайтесь изменить подхарактеристики {TaskCount} раз(а).
1609,,Предела нет,Превыш. лимита,@1603,Попытайтесь превысить лимит снаряжения {TaskCount} раз(а).
1801,,Сильней и быстрей,Заряд души,Использование: {ReplaceString2},Используйте {TaskCount} зар. души.
1802,Здоровье,@1522,Зелье HP,@1801,Используйте {TaskCount} зел. HP.
1803,@1802,@1522,Зелье MP,@1801,Используйте {TaskCount} зел. MP.
1804,Мир Адена,Рост {ReplaceString1},@1521,@1801,Израсходуйте {TaskCount} аден.
1805,@1804,Развитие {ReplaceString1},Красный алмаз,@1801,Используйте {TaskCount} красн. алм.
1806,@1804,Слава {ReplaceString1},Синий алмаз,@1801,Используйте {TaskCount} син. алм.
1807,,Добавьте Смелый ход,@1605,@1603,Попытайтесь модифицировать снаряжение {TaskCount} раз(а).
1901,@1522,@1522,,Набор очков вклада в клан,Наберите {TaskCount} оч. вклада в клан.
1902,,Вежливый член клана,,Приветствие члену клана,Поприветствуйте членов своего клана {TaskCount} раз.
1903,,Самый щедрый,,Взнос в клан,Сделайте {TaskCount} пожертв. клану.
1904,@1522,@1804,@1521,Пожертвовать клану: {ReplaceString2},Пожертвуйте клану {TaskCount} аден.
1905,@1522,@1805,@1522,@1904,Пожертвуйте клану {TaskCount} Зн. Крови.
1906,@1522,@1806,@1523,@1904,Пожертвуйте клану {TaskCount} красн. алм.
9015,,"Это немного, но хотя бы что-то",Малый пир,Устройте {ReplaceString2} в Холле клана.,Устройте {TaskCount} Малых пира в Холле клана.
9016,,Покажите свои кулинарные навыки,Средний пир,@9015,Устройте {TaskCount} Средних пира в Холле клана.
9017,,Сегодня будет пир!,Большой пир,@9015,Устройте {TaskCount} Больших пира в Холле клана.
9018,,Сила тигра,,Созд. персон. зелья в Холле клана,Создайте {TaskCount} персонал. зел. в Холле клана
9019,,Король реликвий,,Оцените реликвию в Холле клана.,Оцените {TaskCount} реликвий в Холле клана.
