Id,Name,Message
153,Вожак Орков,Что за шум?
154,@153,"Люди? Здесь?
Стража! За мной!"
160,Теодор,"Быстро! Уходим! 
Археологов тут
нет!"
161,Орк Инструктор,"Вон там!
Раздавить их!"
162,Прирученный людоед,"Готовьтесь. 
Я оставлю от вас
мокрое место."
164,@104,"Нужно пересечь
мост. Шевелись!"
165,@104,"Черт! Наемник
перешел мост!"
169,@118,"Спасибо. Я буду
посматривать."
170,@118,"Мы сможем избежать
проблем,
если третий будет шевелиться."
171,@118,"Хорошо, что
мы тебя встретили."
172,Верховный жрец Этан,"Грязное насекомое!
Как ты смеешь!"
173,@172,"Думаешь, что сможешь
помешать
его возвращению?"
174,@104,"Благодарю за
спасение дочери."
175,@104,"Скажи, если
понадобится
моя помощь."
179,@172,"Жалкие твари! 
Узрите террор
тьмы!"
180,Моряк Томас,"Вы здесь!
Предоставьте
это мне!"
182,Моряк Эндрю,"Мы победим
их! Предоставьте
это мне!"
186,Пэн,"Эй.
Вы случайно не знаменитость
Говорящего острова?"
187,@186,"Мяу? Вы из наемников
Серебряного света?
Ух ты! Давайте дружить!"
188,@186,"Даже и так, бесплатного ничего
нет! Хм-м... Буду
считать это как 2 одолжения!"
189,Разведчик Гноллов,"Хе-хе. 
Еще остались те,
кого можно схватить!"
190,Агель,"В-вы кто и что
вообще происходит?"
191,Налетчик Гноллов,"Шмыг-шмыг. Темному боссу
понравится,
если мы приведем вас к нему."
192,@191,"Нас наградят,
если боссу
понравится!"
193,@189,"Шмыг-шмыг! 
Сдавайтесь в плен,
людишки."
194,@190,"Н-нет!
На помощь...
кто-нибудь!"
195,Аймель,"Ох. Все произошло
так быстро и я не
успела представиться!"
196,@195,"Я Аймель.
Как и вы, я из
наемников Серебряного света!"
197,@195,"Но кто вам сказал,
что я здесь?
А? Рассел?"
198,@195,"Похоже, этот недоумок хоть
что-то сделал
верно на этот раз. Ха-ха."
199,@195,"Я преследую колдунью
Элизабет.
Вероятно, вы тоже знаете ее..."
200,@195,"Сообщите мне,
если ее найдете.
С меня должок!"
204,Глудинский солдат,"Э-это нежить!
Реликвия!
Нам нужно защитить реликвию!"
205,Штурман пиратов,"Отдайте реликвию,
если хотите остаться
невредимыми!"
206,Джек,"Р-р-р!
Я пущу вас
на корм для рыб!"
207,Елена,"Отступить перед
лицом смертельной
опасности? Это не про меня!"
208,@207,"У меня тут кавардак
с тех пор, как
появился этот мрачный тип!"
209,@207,"Нужно научиться
делать такое лицо!"
210,@207,"Будете меня охранять
даже если начнется битва, да?
Или нет?.."
211,@112,"Похоже, важный друг
Элеанор
исчез!"
212,@112,"Мы обязательно
найдем ее друга!
Разделимся и все осмотрим!"
213,@112,"А? Запах привлекает
сюда летучих мышей!
Осторожней!"
214,@112,"Отправимся пока на главную улицу!
Надеюсь, что с ней все в
порядке!.."
215,@112,"Она говорила, что ищет
что-то ценное,
поэтому она бы не ушла с кладбища!"
216,@112,"Идем в северную
часть кладбища!"
217,Стражник Байрон,"Рассел
здесь!
Идите по дороге и/nприходите сюда!"
218,@217,"Как хорошо, что вы
помогли нам
найти пропавшего."
219,@217,"Честно говоря, я боюсь
находиться в таких
мрачных местах в одиночку!"
220,@112,"Р-р-р!
Ч-что это?!"
221,@217,"Это опасно!
К несчастью, нужно
позаботиться обо всем этом!"
222,@112,"Ищите девушку
Аймель,
когда придете!"
223,@112,"Она из наемников
Серебряного света,
ее отправили раньше!"
224,Похищенный горож.,"Я больше не хочу
здесь оставаться!
Пошли уже!"
225,Солдат Гноллов,"Шмыг-шмыг! Человек! Вы хоть знаете,
куда собираетесь
войти?"
226,@186,"А! Это здесь!
Выпустите меняу!"
229,Офицер Гноллов,"Жители...
там в плену!
Не убивайте меня! Шмыг-шмыг..."
230,Турнелл,"Шмыг-шмыг... Сюда забралась
маленькая крыса!
Убить ее!"
231,Билли,"Вы, слабаки,
прятались
здесь? Хе-хе."
232,@231,"Лучше от меня ничего не прятать.
Отдайте священный
артефакт! Глупцы!"
233,Форд,"Я был бы дураком, если бы позволил его
украсть второй раз!
Вперед, попробуйте!"
234,@231,"Попрощайся со своей
нижней половиной!
Дурачье!"
236,@233,"Победите Скелетов Воителей
и присоединяйтесь
к подкреплению!"
1257,"Главарь грабителей
Канум","Ха-ха. Вижу
ты здесь в одиночку."
1258,@1257,"Ты еще тупее
моих слуг!"
1259,@1257,"Обобрать
его, ребята!"
1260,@1257,Ах! Придурки!
1261,@1257,"Я сам с тобой
разберусь!"
1262,@1257,"Мы у тебя заберем
абсолютно все!
Хе-хе-хе-хе!"
1269,Бхан,"Топорщики
преграждают дорогу!"
1270,@1269,"Сначала нужно
победить дровосеков."
1271,Болт,Мы... мы живы!
1284,Топорщик Гноллов,"Пленник
убегает!
Схватить пленника!"
2289,Варот,Венга вон там! Вперед! Сегодня он умрет!
2290,@2289,Осторожней! Проклятье! Венга заметил!
2291,@2289,"Приспешники Венги!
Осторожней! Венга уходит!"
2292,@2289,"Отлично! Мы поймали Венгу, прежде чем он успел сбежать!
Теперь его нужно уложить! Осторожней со шкурой!"
2293,@2289,"Я... В смысле,
осторожней в целом!"
2294,Неро,"Мы обнаружили
местонахождение
награды! Быстрее!"
2295,@2294,"Хватаем награду
и сматываемся, пока
другие не подоспели!"
2296,@2294,А-а! Они нас заметили! У нас нет шансов! Готовьтесь к бою!
2297,@2294,"Победите их быстро
и выходите!"
2298,@2294,Ка... Кача?! Осторожней!
2299,Кача,"Вы смеете трогать МОИ вещи?!
Я с вас кожу
живьем сдеру!"
2300,@2299,Умрите!
2301,Винат,"О-ох! Наши товарищи
бьются с людоедом! Прошу, помогите."
2302,Жрица Эйнхасад,Помогите нам!
2303,@2302,Свиньи!
2304,@2302,Очиститесь!
2305,@2302,Это б-большой босс!
2306,@2302,Нам... нам конец.
2307,Большой Босс,"Предоставьте это
мне!"
2308,@2307,"Давно я не ел
хорошего мяса!
Умри, слабак!"
2309,Лаурэль,"Нашли. Похоже, они кричат на что-то
вон там."
2310,@2309,"Там наверное что-то
подозрительное!
Несите сюда!"
2311,Волдиак,"О нет. Никогда не думал, что увижу такое.
Это нельзя трогать, не подумав."
2312,@2311,"Вы заплатите за свое
любопытство."
2313,Зарин,"Нам сообщили, что
к северу от поста
был замечен Шакал."
2314,@2313,"Нет времени! Одолейте его,
прежде чем он уйдет!"
2315,Шакал,"Ха-ха-ха, похоже, тебе жить надоело.
Мальчики! Покажите им,
что к чему!"
2316,@2315,"Похоже,
ты умеешь драться! Я сам с тобой
разберусь!"
2317,@2315,"Ты умрешь! Кровь! Кровь! Посмотрим,
как выглядит твоя кровь!"
2408,@2302,@1271
2409,@2302,Спасибо. Спасибо большое!
2410,@2289,Ве... Венга уходит!
2411,@2289,Ах... Я мог его поймать...
2412,@2315,"Ха-ха-ха, похоже,
тебе жить надоело!"
2413,@2315,"Мальчики! Покажите им,
что к чему!"
2414,@2315,"Ты дерешься
лучше, чем я думал! Хе-хе-хе."
2415,@2315,"Хе-хе-хе. Покажи все,
что можешь!"
2416,@2313,Шакал уходит!
2417,@2313,Проклятье... Ну и скорость...
4807,Веда,Как ты смеешь красть наш Регистр!
4808,@4807,"Вы, должно быть, не в себе!"
4809,@4807,Получай мой удар правосудия!
238,Верховный жрец Полемус,"Какое самомнение!
Я покончу с тобой!"
239,Горожанин,"С-спасибо!
Мы уже готовились
к смерти!"
240,Главарь бандитов,"Какое самомнение!
Я продырявлю
вас этим копьем!"
241,Спасенный старик,"С-спасибо!
Есть и другие,
если идти направо!"
242,Спасенная женщина,"Спасибо!
Вы случайно не
видели мою дочь?!"
243,Спасенный ребенок,Мама... Мама!
244,@242,"С-спасибо
большое! Быстро! Уходим
отсюда!"
245,Мастер-снайпер,"Ты и впрямь хочешь
умереть!
Ты низшая раса!"
246,Воскрешенный Главарь бандитов,"Ты начал ритуал
в одиночку!
Ты сам выкопал себе могилу!"
247,Верховный шаман ящеров Мэль,"Восстаньте
вновь, потомки
драконьей расы!"
248,@247,"Высокомерные людишки!
Он нам обещал землю
Глудио! Проваливай!"
249,Канцлер Руэнталь,"Вы специально
пришли сюда?
Вы просто никчемные глупцы!"
250,@249,"Все кончено!
Вы вместе отправитесь
на тот свет!"
251,@249,"Сопротивляться бесполезно!
Вы ничто перед лицом
Белефа!"
252,Альбан,"Эй!
Вытащи сначала
меня! Сюда!"
253,@195,"Т-ты?
Мы наконец-то
встретились!"
254,@195,"Я наконец нашел вас!
Сегодня я вас
убью!"
255,Элизабет,"О, молодая леди
еще жива?"
256,@255,"Ты должна была умереть.
Может, разберешься
с орками, прежде чем иметь дело со мной?"
257,@255,"Тебе придется распрощаться
с жизнью, если снова станешь
у нас на пути."
258,@255,"Ну наконец-то! Тебе просто так
не уйти! Ха-ха-ха-ха!"
272,Карин,"На помощь!
Они хотят меня
похитить!"
273,@238,"Аха-ха-ха!
Умри в отчаянии в
камне призыва зла!"
274,@112,"Осторожней! Принеси хороший меч
для подарка,
если найдешь!"
275,@195,"Ох, этот болван.
Увидимся позже,
Теодор!"
276,@195,"А? Тебя смущает,
что Теодор
немногословен?"
277,@195,"Ха-ха. На это есть
причина. Он не хочет
сближаться с тобой."
278,@195,"Я расскажу тебе старую историю.
Знаешь легенду
о Валдире, да?"
279,@195,"Ага. Валдир и наемники
Серебряного света, которые победили
Кингфина и Марло."
280,@195,"Кингфин и Марло когда-то были
наемниками
Серебряного света."
281,@195,"Они были лучшими
из лучших, пока их
не поглотила тьма."
282,@195,"Теодор рекомендовал
их в наемники."
283,@195,"Теодор не участвовал в
осаде
замка Адена."
284,@195,"Нет... Он не мог. Он не мог заставить
себя убить друзей...
После этого он..."
285,@195,"Он перестал верить людям.
Но, похоже,
он доверяет тебе. И?"
286,@195,"Если так, может, тебе бы удалось
сделать Теодора
прежним."
287,@195,"Я обо всем позаботился!
Я буду на страже, а
ты открывай тюрьму!"
288,Боец Западных Рейнджеров крови,"С-спасибо!
Позаботься и о
других членах!"
289,@160,"Проклятье! Я опоздал?!
Аймель!
Аймель в порядке?"
290,Кешупонэ,"Идем к выходу!
Нужно подготовиться
до их прихода!"
291,Истребитель монстров,"Людоеды
наступают!"
292,@290,"Остановить их!
Если мы проиграем,
город будет в опасности!"
293,@290,"Боже мой!
Что с ним?!
Осторожней!"
294,@135,"Р-р-р-р! На помощь!
К-капитан!"
295,Людоед,"Хе-хе. Убить! Убить их!
Убить
всех людей!"
296,@135,"Людоеды
на севере!
Они идут на нас!"
297,@135,"Они наступают
и с запада!
Им конца нет!"
298,"Командир взвода
Мелбон",Проклятье!
299,@298,"Мы не можем
так умереть!
Живи! Не умирай!"
300,Хорен,"На помощь!
Кто-нибудь...
Спасите меня!"
301,Зарив,"Не дайте эльфу уйти!
Эльфы высоко
ценятся!"
302,@300,Сюда! Скорей сюда!
303,"Ящер-охотник
на людей","Фш-ш! Схватить его!
Босс сказал, он нам
даст вкусненького!"
304,@301,Кто это?
305,@301,"Как вы смеете
прерывать нас!
Мы убьем вас!"
307,@300,"Я боюсь, что
ящеры будут
нас преследовать."
308,@300,"Быстрее!
Ох! Они здесь!"
309,Зарив,Наконец я нашел вас!
310,@309,"Это за моего
младшего брата!"
311,@309,"Я разорву вас
всех на куски!"
312,Ревенант,"Похоже, этого дурака
Руэнталя
схватили?"
313,@312,"Ладно, это все
не важно. Хе-хе."
314,@312,"Я убью тебя, чтобы
сбросить оковы стражника
и стать свободным!"
317,@252,"Сюда! Скорей сюда!
Вытащите нас отсюда!"
318,@252,"Берегись Куаруна,
главного надзирателя!
Он не простак!"
320,Куарун,"Хе-хе-хе...
Глупые людишки!"
324,@320,"Убить всех!
Да благословит
кровь всех нас!"
325,Разведчик Гексор,Проклятье! Эти Людоеды!
326,@325,"Людоеды
почувствовали запах
солдат взвода."
327,@325,"Они все кричат
на что-то там!"
328,@325,"Я беспокоюсь
о команде!"
329,@325,Поспешим!
1204,@325,"Это сам канцлер!
Мы спасены!"
1272,Фоут,"Бакум находится во
внутренних регионах
колонии!"
1273,@1272,"Нужно победить
бойцов, чтобы
попасть туда!"
1274,Бакум,"Осмеливаешься
бросить мне
вызов?"
1275,@1274,"Ты, ничтожество,
смеешь
бросать вызов мне?"
1276,@1274,"Ты заплатишь за свою
самоуверенность!"
1279,Тукан,"Кто производит
этот шум?"
1280,@1279,"Как вы смеете
мешать мне!"
1281,@1279,Узнай мой гнев!
1287,Глудийский стражник,"А-а-а!
Спасите нас.
Пожалуйста, спасите нас!"
1288,Шрингер,Кто ты?
1830,@1288,"А с моими песиками
сможешь
так же потягаться?"
1831,@1288,"Взять, собачки!"
1562,@1274,"Похоже, Фоут
прислал
еще одного."
1563,@1274,"Ты
спятил? Взять его!"
1564,@2309,"Первое дерево
находится к
юго-востоку отсюда."
1565,@2309,"Не будем
терять ни минуты.
Пожалуйста, поторопитесь."
1566,Подземный Скелет Воитель,"Это дерево
дает нам силу!"
1567,@1566,"Взять того, кто сжег
дерево!"
1568,@2309,"Второе дерево
находится
к западу отсюда."
1569,@2309,"Остерегайтесь
здешних монстров."
1570,@1566,Хе-хе-хе-хе!
1571,@1566,Люди! Убить их!
1572,@2309,"Последнее дерево
находится
к северу отсюда."
1573,@2309,"Последний, наконец.
Поторопитесь!"
2418,@2294,Вон там! Там!
2419,@2294,"Ящеры на что-то
отвлеклись! Быстрее, быстрее!"
2420,Ящер-грабитель Мэль,Чужак!
2421,@2420,"Ты осмеливаешься
трогать наши вещи?!
Убить! Убить!"
2422,Мато,"Прекрасно. У меня как раз
кончились деньги."
2423,@2422,Взять их!
2424,@2313,"Нам сообщили, что
найден Каба,
повелитель рыжих медведей!"
2425,@2313,"Кто поймает его,
получит огромное
вознаграждение!"
2426,@2313,Вперед!
2427,@2313,О-они!..
2428,@2313,"Еще большую награду
получит тот, кто
сможет его одолеть!"
2429,@2313,Он приближается! Не дайте Кабе уйти!
2430,Хамон,"Да! Уходим отсюда! Не хочу здесь
находиться больше
ни минуты!"
2431,@2430,"Никакой пощады
чужакам!"
2432,@2430,Умрите! Умрите все!
2433,@2430,"О-он наконец
повержен!"
2434,@2430,Ах!.. Он!..
2435,@2430,"Он убил наших
товарищей..."
2436,@2430,Все кончено...
2437,Митчелл,"Отлично! Давайте сначала
разберемся
с бандитами!"
2438,@2437,"Будет не очень умно
просто пойти туда,
где их кишмя кишит!"
2439,@2437,"Вон там! Флаг капитана
вон там! Сожжем его, пока
они не ворвались!"
2767,Бандит Ящеров Мэль,Тс-с! Кто это?
2440,@2437,Они идут! Осторожней!
2768,@2767,Скорей сюда! Взять их!
2441,@2437,"Капитан!..
Вы не должны проиграть!
Надо его одолеть!"
2442,Сара Ра,"Гм. У шаманов
ничего нет."
2443,@2442,"Там странные
коробки! Можете проверить?"
2444,@2442,"Отлично! Этот свиток подходит!
Они наступают, как
и предполагалось!"
2445,@2442,"Может, у них есть что прятать?
Быстро одолеем
их и уйдем!"
2446,Куата,Взять их! Не дайте ворам уйти!
2447,@2446,"Как вы посмели украсть свиток!
Вы останетесь
здесь навеки!"
2448,@1272,"Иди сюда! Только подумать,
что Кариана Меткая
была здесь..."
2449,@1272,"Наши солдаты
умирают!"
2450,Глудийский солдат,"А-а-а...
С-спасите нас!"
2451,@2450,Ах! Н-не стрелять!
2452,Кариана,Ха-ха-ха. Забавно.
2453,@2452,"Как вы посмели забрать наши земли!
Смерть придет к тебе
быстрее твоих товарищей!"
2454,@2450,Ух... Мы... живы?
2455,@2450,@2409
2456,@2430,"Сначала разберись
с людоедами!"
2457,@2430,"Мы кипим от ярости,
вспоминая об убитых
ими товарищах."
2458,@2430,"Пожалуйста, одолейте
Темных ткачей!"
2459,@2430,"Берегитесь странной
магии Темных ткачей!"
2460,@2430,"Ох! Они меня преследуют!
На помощь!"
2461,@2430,"Предоставьте это
мне!"
2462,@2430,"Я избавлюсь от вас,
прежде чем умру!"
2463,@2430,@2300
2464,@2313,Куда ушел Каба?
2759,@1272,"Минутку. Я думаю, Тукан
вон там. Пошли туда."
2760,Воин Орков Турек,"Хе-хе-хе. Это ты? Ты слоняешься
по округе?"
2761,@2760,"Живым тебе
отсюда не уйти!"
2762,@1272,О-ох! Это ловушка!
2763,@1272,"Уходим, быстро!"
2764,@1287,@1287
2765,@1287,П-подожди! Сюда нельзя!
2766,@1287,(Вопль)
337,Братство Тьмы,"Появилось больше
жертвенных жуков!"
338,@337,"Ха-ха-ха! Аха-ха-ха!
Из вас получится
отличная жертва!"
1410,Скелет,Хе-хе-хе-хе!
1411,Латос,"Смотрите!
Они идут!"
1412,@1411,"Скелеты продолжают
оживать!"
1413,@1411,"Скелеты падут,
если мы победим
Братство Тьмы! Братство Тьмы!"
1414,@1411,"Уничтожить
Братство Тьмы!"
1415,@1411,@1413
1416,@1411,@1414
339,Комендант южного войска,"Осторожней! Нас
заметили!"
340,@337,"Как ты смеешь
трогать котел?!
Будьте прокляты!"
341,@337,"Терзатель душ!
Поглоти их
и их души!"
342,@337,"Я покажу тебе
плоды труда!
Гигантский скелет!"
343,@337,"Вы все!
Отсюда никто
живым не уйдет!"
344,@339,"Мы почти восстановили
мир в Виндавуде!
Уничтожить врагов!"
345,@339,"Пришло подкрепление.
Доверимся нашим
союзникам и в бой!"
346,@337,"Похоже, никто из вас
не взял себя в руки!
Умри!"
347,@339,"Вижу
Гигантского скелета!
Соберитесь!"
348,@339,"Одолеть его - и
победа за нами!"
349,@339,"Мы должны уничтожить
Братство Тьмы!"
1588,Непомнящий,"У меня чувство,
что я о чем-то забыл."
1589,@1588,"Здесь что-то...
Кажется знакомым..."
1590,@1588,"Может быть, я 
вспомню, когда
мы перейдем мост."
1591,Анджи,"Ты в порядке?
В прошлом здесь бились
эльфы и демоны..."
1592,@1591,"Хм-м... Кто это был?..
Вапар? Ах, да!"
1593,@1591,"Древний демон
был заточен здесь."
1594,@1591,"У меня
дурное
предчувствие..."
350,@1588,"Уф-ф. Уф-ф.
У меня голова
сейчас взорвется..."
351,@1588,"Пауки?! Гр-р!
Остановить их!"
352,@1588,"Почему они
атакуют
меня..."
360,Орк Турек,Люди! Взять их!
361,@360,"Нужно преподать
им урок!
Уничтожь их!"
362,@360,"Я покажу тебе
свою орочью силу!
Жалкий человечишка!"
363,Кайл,"Мы беззащитны перед
полчищами орков."
364,@363,"Победите их
поскорее."
365,@363,"Слишком много
боевых машин."
366,@363,"Это невозможно
без помощи людей."
367,@363,"Кто-то пытается
развязать войну."
368,@363,"Нужно найти
зачинщика
неприятностей!"
369,@363,Готовься!
370,@360,"Я чую
грязных людишек!
Убить всех людишек!"
371,Дювальт,"Если мы умрем,
вся операция будет
сорвана!"
372,@371,Не умирай!
377,Аврора,"Подкрепление еще
не прибыло?"
378,Солдат Рейнджеров крови,"Еще нет, сэр!
Солдат, который пошел передать
сообщение... Ох-х!"
379,@360,"Убить всех!
Сегодня
будет пир!"
380,@377,"Р-р-р!
Я вижу... свет..."
381,@1591,"Здесь орки и
эльфы сражались
много лет назад."
382,@1591,"Хм... Почему здесь
активно коллективное
управление разумом?"
383,@1591,"Здесь все очень
подозрительно...
И эта энергия..."
384,@1591,"Почему там
сконцентрирована
темная энергия?"
385,@1591,"Быстрее! Идемте!
У меня предчувствие,
что случится что-то плохое!"
388,Капитан Рейнджеров крови,"Их больше, чем
мы ожидали!
Готовьтесь к бою!"
389,@1411,"Надеюсь,
что они живы..."
390,@1411,"Только вспомню,
как на нас напали -
до сих пор мурашки."
391,@1411,"Вон!
Почти пришли!"
392,@1411,"Все пропавшие
были убиты
Братством Тьмы."
393,@1411,"Они собирают
человеческие кости
для призыва Скелетов Воителей."
394,@1411,"Здесь они проводят
свои исследования.
Производство ведется у руин."
395,Кальце,"Только подумать,
что такое могло
происходить здесь..."
396,@395,"Они использовали
котел для создания
Скелетов Воителей!"
397,@395,"Зрелище
было
устрашающее."
398,@395,"Поспешим! Мы должны
положить конец
этим грязным делам!"
399,@1591,"Как здорово,
что с нами
такая знаменитость!"
400,@1591,"А я как раз думал,
как нам
туда добраться."
401,@1591,"Битва c
гноллами бушует
напротив."
402,@1591,"Они
чудовищно жадные..."
403,@1591,"Они стекаются сюда
отовсюду с тех пор, как прошел слух о
редких кристаллах."
404,@1591,"Ну, я тут
из-за
Кристаллов маны."
405,@1591,"Если бы
не кристаллы,
меня бы тут не было."
406,@1591,"Но иметь возможность
что-то исследовать -
это благо!"
407,@363,"Наемники
Серебряного света?
Какое облегчение!"
408,@363,"Операция должна
пройти успешно."
409,@363,"Орки скоро
нас настигнут."
1595,@1591,"Нужно остановить Вальтера!
Проклятье! Не могу поверить,
что я не заметил!"
1596,@1591,"Если демон проснется,
все будет кончено!
Надо остановить его."
1597,Вальтер,"Аха-ха-ха-ха...
Наконец-то!"
1598,@1597,"А-а! Пожалуйста,
остановите меня...
Я не могу управлять своим телом!"
1599,Одержимый Вальтер,"Сю... Заткнись, ты!
Возродите меня уже!"
1600,@1591,"Сюда!
Быстрее!"
1601,@1599,"Не мешай
ритуалу!"
1602,@1599,"Демоны,
взять его!"
1603,@1597,"А-а-а! Пожалуйста!
Остановить их!"
1604,@1597,"Он
не цельный!.."
1605,Вапар,"Вальтер... Вы!
Неважно!
Я вас всех убью!"
