Id,SpotName,SpotTitle,Desc
21198,,«Стеноа» - местоположение,
21298,,Местоположение «Марша»,
40201,Корабль-призрак Закена,Корабль-призрак Закена,
20181,,Черный Клык,
20182,,Серебряный Рог,
20183,,Царица Силоп,
20184,,Урка,
20185,,Кобака,
20281,,Жало,
20282,,Красный Руз,
20283,,Таарка,
20284,,Король Погибели,
30081,@20001,Страхокрыл,
30082,@20001,Рюкаон,
30083,@20001,Арахна,
30181,@20101,Манискулл,
30182,@20101,Феликс,
30183,@20101,Око Смерти,
30184,@20101,Некросс,
20381,,Саблезуб,
20382,,Фреки,
20383,,Мелвиль,
20384,,Моретти,
20385,,Олвар,
20386,,Аллэ,
20481,,Большерук,
20482,,Череп рока,
20483,,Кактуз,
20484,,Коттус,
20485,,Кокс,
20486,,Турекка,
20581,,Тенекрыл,
20582,,Ск-лец Руин,
20583,,Клыкастая Пума,
20584,,Хукка,
20585,,Скрежетатель,
20586,,Трока,
20681,,Песчаный Глаз,
20682,,Красный Лок,
20683,,Пойнтер,
20684,,Точильщик,
20685,,Песчаный Наблюдатель,
20686,,Каменный Хафц,
20687,,Песчаный Хафц,
30281,@20201,Разрыватель,
30282,@20201,Бригадир Муравейника,
30381,@20301,Капитан гвардии Муравейника,
30382,@20301,Хранитель площадки вылупления,
20781,,Булк,
20782,,Барокко,
20783,,Мокэ,
20784,,Траш,
20785,,Краш,
20786,,Вараш,
20787,,Скриш,
20881,,Лиам,
20882,,Рондэ,
20883,,Морган,
20884,,Зирна,
20885,,Акейн,
20981,,Штурмующий Высоты,
20982,,Тартан,
20983,,Таатан,
20984,,Тутан,
20985,,Ол Б’Кхан,
21081,,Крикунья,
21082,,Флора,
21083,,Джонадан,
21084,,Кричащий Энт,
21085,,Ковбой,
21086,,Швея,
21087,,Бальтазар,
30481,@20401,Тайна,
30482,@20401,Стелос,
30483,@20401,Мастер Мордео,
30484,@20401,Сербо-Прайм,
30581,@20501,Гризо,
30582,@20501,Юлиус,
30583,@20501,Магнус,
21181,,Эллен,
21182,,Вир,
21183,,Тесс,
21184,,Рашкос,
21185,,Шакос,
21186,,Луцэ,
21187,,Токс,
21281,,Лулани,
21282,,Альфонсо,
21283,,Хольст,
21284,,Медес,
21285,,Лука,
21286,,Гектор,
30691,@20601,Мешеемп,
30692,@20601,Корепио,
30693,@20601,Прета,
21382,,Острое Жало,
21381,,Руа,
21383,,Альберт,
21384,,Джефф,
21481,,Горокк,
21482,,Верок,
21483,,Джейсон,
21484,,Уумба,
21485,,Агарез,
21486,,Раволас,
21487,,Вильгельм,
30791,@20701,Стервятник,
30792,@20701,Гаргу,
30793,@20701,Морфеус,
30891,@20801,Охотник за Черепами,
30892,@20801,Креатус,
30893,@20801,Песчаная Буря,
21581,,Тумба,
21582,,Рэш,
21583,,Пунта,
21584,,Гунтар,
21585,,Шаата,
21586,,Тарбутан,
21681,,Личинка,
21682,,Рэба,
21683,,Гриб-Хозяин,
21684,,Хэрвен,
21685,,Тень,
21781,,Тарба,
21782,,Марата,
21783,,Крета,
21784,,Морта,
21785,,Мита,
21786,,Арита,
21881,,Воин Гноллов,
21882,,Стрелок Гноллов,
21883,,Вождь Гноллов Вили,
21884,,Скелет Следопыт,
21885,,Скелет Разведчик,
21886,,Пират Зомби,
