Id,EquipEffectDescription,EquipEffectBuffName,EquipEffectBuffDescription
7100426,@7100401,@7100401,@7100401
7100427,@7100401,@7100401,@7100401
7100428,@7100401,@7100401,@7100401
7100429,@7100401,@7100401,@7100401
7100430,@7100401,@7100401,@7100401
7100601,"При получении урона от монстра: <Fontblue>{ViewEffectParam1}</> вероятность активации щита, действующего в <Fontblue>течение 12 с</>. Пока щит активен, он может <Fontblue>{ViewEffectParam2} раз(а)</> защитить от атакующего умения монстра.

(Эффект активируется каждые 3 мин.)
(Область применения: поле/мировой босс/элитное подземелье/временной разрыв/подземелье клана/подземелье монстров/Башня Дерзости/ежедневное подземелье/подземелье добычи/Страж Храма/подземелье аден/Круг призыва)",Эффект плаща красного разрушения,"При получении урона от монстра: <Fontblue>{ViewEffectParam1}</> вероятность активации щита, который <Fontblue>{ViewEffectParam2} раз(а) блокирует атакующее умение монстра</>. Перезарядка: 3 мин."
7100602,@7100601,@7100601,@7100601
7100603,@7100601,@7100601,@7100601
7100604,@7100601,@7100601,@7100601
7100605,@7100601,@7100601,@7100601
7100606,@7100601,@7100601,@7100601
7100607,@7100601,@7100601,@7100601
7100608,@7100601,@7100601,@7100601
7100609,@7100601,@7100601,@7100601
7100610,@7100601,@7100601,@7100601
7100611,@7100601,@7100601,@7100601
7100612,@7100601,@7100601,@7100601
7100613,@7100601,@7100601,@7100601
7100614,@7100601,@7100601,@7100601
7100615,@7100601,@7100601,@7100601
7100616,@7100601,@7100601,@7100601
7100617,@7100601,@7100601,@7100601
7100618,@7100601,@7100601,@7100601
7100619,@7100601,@7100601,@7100601
7100620,@7100601,@7100601,@7100601
7100621,@7100601,@7100601,@7100601
7100622,@7100601,@7100601,@7100601
7100623,@7100601,@7100601,@7100601
7100624,@7100601,@7100601,@7100601
7100625,@7100601,@7100601,@7100601
7100626,@7100601,@7100601,@7100601
7100627,@7100601,@7100601,@7100601
7100628,@7100601,@7100601,@7100601
7100629,@7100601,@7100601,@7100601
7100630,@7100601,@7100601,@7100601
7100701,"При получении урона от другого игрока: <Fontblue>{ViewEffectParam1}</> вероятность активации щита, действующего в <Fontblue>течение 7 с.</> Пока щит активен, он может <Fontblue>{ViewEffectParam2} раз(а) защитить от редких умений</>.

(Эффект активируется каждые 5 мин.)
(Область применения: Арена/Почетное поле боя/осада крепости/осада замка/Арена потасовок/холл клана/яма добычи)",Эффект плаща благородной крови,"При получении урона от другого игрока: <Fontblue>{ViewEffectParam1}</> вероятность активации щита, который <Fontblue>{ViewEffectParam2} раз(а) блокирует редкое атакующее умение</>. Перезарядка: 5 мин."
7100702,@7100701,@7100701,@7100701
7100703,@7100701,@7100701,@7100701
7100704,@7100701,@7100701,@7100701
7100705,@7100701,@7100701,@7100701
7100706,@7100701,@7100701,@7100701
7100707,@7100701,@7100701,@7100701
7100708,@7100701,@7100701,@7100701
7100709,@7100701,@7100701,@7100701
7100710,@7100701,@7100701,@7100701
7100711,@7100701,@7100701,@7100701
7100712,@7100701,@7100701,@7100701
7100713,@7100701,@7100701,@7100701
7100714,@7100701,@7100701,@7100701
7100715,@7100701,@7100701,@7100701
7100716,@7100701,@7100701,@7100701
7100717,@7100701,@7100701,@7100701
7100718,@7100701,@7100701,@7100701
7100719,@7100701,@7100701,@7100701
7100720,@7100701,@7100701,@7100701
7100721,@7100701,@7100701,@7100701
7100722,@7100701,@7100701,@7100701
7100723,@7100701,@7100701,@7100701
7100724,@7100701,@7100701,@7100701
7100725,@7100701,@7100701,@7100701
7100726,@7100701,@7100701,@7100701
7100727,@7100701,@7100701,@7100701
7100728,@7100701,@7100701,@7100701
7100729,@7100701,@7100701,@7100701
7100730,@7100701,@7100701,@7100701
