Name,TaskName,QuestNpcName,QuestNpcDialog,QuestNpcName2,QuestNpcDialog2
Монстр по ту сторону барьера,Победите гвардейцев Горзавра,Фея очищения,"Эльфы, которые некогда жили здесь, установили на острове барьер, используя четыре столба Древа Жизни.
<p>С тех пор его называют остров Искателей приключений или остров Начала. Он всегда защищен от опасных монстров.
<p>Недавно барьер подвергся воздействию тьмы. Если барьер падет, Говорящий остров перестанет быть безопасным местом и его наводнят монстры.
<p>К счастью, мы сможем прогнать тьму с помощью очищающего устройства. Но чтобы его использовать, понадобится ваша помощь.",,
Монстр по ту сторону барьера,Поговорите с Феей очищения,,,,
Начало очищения,Защитите Фею очищения,Фея очищения,"Проблема! Похоже, что монстры проникли через трещины в ослабленном барьере.<p>Мы должны поспешить. Чтобы очистить барьер, мы должны отправиться в центральное местоположение. Скорей!",,
Начало очищения,Поговорите с Феей очищения,,,,
Дорога к месту очищения,Победите миньонов Горзавра,Фея очищения,"Монстры становятся сильнее по мере того, как мы приближаемся к центру. О! Я чувствую одного из них, очень сильного.<p>Мы должны позаботиться об остальных до того, как он появится. Прошу, помогите.",,
Дорога к месту очищения,Поговорите с Феей очищения,,,,
Незваный гость в пределах барьера,Победите Горзавра,Фея очищения,Ай! Как же это возможно... Горзавр! Здесь Горзавр!<p>Мы должны убить его!,Фея очищения,"Такой монстр, как Горзавр, пробрался за барьер?! Этого не должно было случиться.<p>Грядет нечто великое и страшное. Нужно скорее активировать устройство очищения."
Незваный гость в пределах барьера,Поговорите с Феей очищения,,,,
Незваный гость в пределах барьера,Поговорите с Феей очищения,,,,
Первое очищение,Активируйте камень телепортации,Фея очищения,"Дело сделано... Но у нас нет времени на отдых. Другие три барьера, должно быть, тоже в опасности.<p>Мы должны активировать другие очищающие устройства. Пожалуйста, помогите мне сделать это!<p>Вот, используйте камень телепортации, чтобы уйти. Я найду вас, когда вы будете готовы.",,
Первое очищение,Активируйте камень телепортации,,,,
Святилище запечатанных воспоминаний,Узнайте про ежедневное подземелье,Ния,"Что же здесь произошло? Вы тоже не знаете?<p>Подождите, пока вас не было, мне удалось кое-что найти. Я знаю, как войти в барьер.<p>Похоже, что здесь были интересные точки, помимо обычного входа. Ну как? Интересно?<p>Кстати, у меня не было в планах спасать вас, так что не поймите меня неправильно.",,
Святилище запечатанных воспоминаний,Узнайте про ежедневное подземелье,,,,
Сладость внутри,Поговорите с рыбаком Аманом,Ния,"Ох, так много всего случилось за сегодня! Мне нужно вернуться в город.<p>Но сначала могу я попросить вас о небольшом одолжении? Не могли бы вы принести немного съедобной рыбы из той кучи?
<p>Думаю, лучше приготовить немного рыбы для моего отца. Он не очень хороший Главный археолог, все время нагружает меня работой - но он заботится обо мне.
<p>Кстати, рыбу в любое время можно купить у рыбаков вон там!",Рыбак Аман,"Эй! Вы любите ловить рыбу? Что? Просьба Нии? А, еще одна наивная душа попалась на ее удочку. Не расстраивайтесь, в этом она большой специалист."
Идеальная приманка,Получите мясо кровопийцы,Рыбак Аман,"Прошу прощения, рыбы нет. Вся продана.
<p>Чтобы ловить рыбу, нужна наживка, а она у меня кончилась.
<p>Можете принести мне мяса Кровопийцы? Я тогда наловлю для вас рыбы.",Рыбак Аман,Отнес. готовое мясо летуч.мыши Песке
Тонкости рыбной ловли,Отнесите приготовленное мясо летучей мыши Песке,Рыбак Аман,"О, вам опять нужна рыба? Поспрашивайте у других рыбаков.
<p>Есть одна рыбачка по имени Песка. Рыбу ловит просто замечательно! Попробуйте с ней поговорить.
<p>Кстати! Мясо летучих мышей лучше приготовить.
<p>Мясо летучих мышей... Вот так вкусы.",,
Знакомство с Пэном,Кто забрал всю рыбу?,Рыбачка Песка,"Рыба? Да ведь ее всю скупил торговец. Ах, надо было запросить с него побольше!
<p>А пошел он вон в ту сторону. Между нами говоря, этот торговец, кажется, хочет скупить всю рыбу в наших краях.
<p> Он обеспечит нам надежный спрос, как только мы как следует здесь обустроимся.",,
Знакомство с Пэном,Соберите кошачью мяту,Коробейник Пэн,"У вас подозрительный вид. А? Таскать оружие в таких местах - немудрено устать. Что вам угодно?<p>А, рыбы? Хотите купить? Так ведь она и мне нужна. Здешняя рыба - самая лучшая.<p>Вот что я вам скажу: если вы правда хотите рыбы, ступайте и наберите мне кошачьей мяты.<p>Тогда я смогу уступить вам рыбу.",,
Знакомство с Пэном,Соберите кошачью мяту,,,,
Срочность Нии,Найдите Нию,Коробейник Пэн,"Я обожаю кошачью мяту, но уж больно сильно пахнут у нее корни. Нате, забирайте рыбу. Коты-торговцы всегда держат слово!",Снабженец Терре,"Я Терре. Ния ушла вон туда - сказала, что у нее неотложное дело.<p>Вы можете ее догнать, если поспешите."
Срочность Нии,Найдите сундук Фельдхейма,Ния,"Беда стряслась! Кто-то кричал, я бегом сюда, а тут никого нету, и папа мой тоже пропал!
<p>Может быть, их похитили? Надо искать следы преступления. Помогите мне!",,
Срочность Нии,Найдите сундук Фельдхейма,,,,
Срочность Нии,Найдите плащ Фельдхейма,,,,
Срочность Нии,Найдите рюкзак Фельдхейма,,,,
Срочность Нии,Найдите свидетеля,Ния,"Папина сумка. Он бы ее не оставил! И реликвия тоже исчезла...
<p>Что? Успокоиться? Да, верно - отсюда есть только одна дорога. Может, были свидетели!",,
Срочность Нии,Найдите свидетеля,,,,
Украденная повозка,Исследуйте повозку,Хелия,"Н-на помощь! Была засада! Какие-то бандиты угнали мою повозку.
<p>Они все еще там, возле моей повозки! Там, внизу!",Хелия,С-спасибо. Моя повозка вновь при мне!
Украденная повозка,Разберитесь со зловещим колдуном,Зловещий колдун,"Тебя предупреждали, но похоже, ты ничему не учишься. Ну все, тебе конец!",,
Украденная повозка,Разберитесь со зловещим колдуном,,,,
Фельдхейм в бегах,Найдите Фельдхейма,Хелия,"Подозрительные люди? Если подумать - да, была еще одна повозка, кроме моей. Не знаю почему, но когда на мою повозку напали, и...<p>Эй, смотрите! Вон там кто-то! Скорей!",,
Найти равновесие,Получите рога степной антилопы,Фельдхейм,"Моих людей забрали. Я было начал сопротивляться, да меня в драке оглушили. Ох... Надо мне отдышаться.<p>Можете поохотиться в округе на антилоп и раздобыть мне порошка из их рогов? Это хорошее успокоительное.",Фельдхейм,"Этого довольно. Так где бишь это я? А, точно... Когда сознание ко мне вернулось, оказалось, что меня куда-то везут на телеге...<p>Мне удалось сбежать - перекатиться через борт. Порой бывает толк с того, чтобы быть толстеньким..."
Выследить похитителя,Следуйте за Фельдхеймом,Фельдхейм,"Ладно, время терять некогда. Помогите отыскать моих людей. Не брошу же я их на погибель.<p>Я знаю, в каком направлении их увели. Идемте за мной.",Городской стражник,"Подозрительные люди? Да тут столько народу за день пройдет, что всех подозрительных не углядишь. Мы еле успеваем высматривать тех, кто в розыске."
Продавец информации,Найдите архонта,Городской стражник,Найдите городского архонта и попросите о помощи. Вся информация проходит через него.,Архонт Даниэль,"Похищение? Да, тут пропал кто-то из искателей приключений - может, это как-то связано. Я распоряжусь начать расследование."
Разблокировать достижения,Узнайте о достижениях,Архонт Даниэль,"Постойте-ка... Мне про вас говорили. Похоже, что вся стража у вас в долгу с того самого мига, как вы ступили на Говорящий остров.
<p>Да и портовый мастер про вас упоминал. Вижу, вы не из обычных искателей приключений. У меня чувство, что вы достигнете чего-то великого.
<p>Побудьте здесь. Я расскажу вам, как узнавать о своих <YellowBold>достижениях</>.",,
Разблокировать достижения,Узнайте о достижениях,,,,
Заявка в Рейнджеры крови,Отправьте заявку,Архонт Даниэль,"Разведка доложила, что в северном направлении движется неопознанная группа. Возможно, это те, о ком вы говорите. Выясните.<p>На севере сейчас неспокойно из-за орков, так что будьте осторожней. Я предупрежу капитана рейнджеров крови.",Капитан Рейндж. крови Остин,"Невероятно! Теперь понятно, почему вас так все хвалят в гавани Говорящего острова!"
Заявка в Рейнджеры крови,Отправьте заявку,Капитан Рейндж. крови Остин,"Посланник архонта уже принес новости. Стало быть, вы - героическая знаменитость?
<p>Все говорят о ваших подвигах в порту и в руинах, но я верю только своим глазам. Не покажете ли вы, на что способны, в бою против моих людей?",,
Заявка в Рейнджеры крови,Отправляйтесь в центр дороги,,,,
Заявка в Рейнджеры крови,Покажите ваши движения,,,,
Заявка в Рейнджеры крови,Покажите больше движений,,,,
Заявка в Рейнджеры крови,Победите строевого инструктора,,,,
Заявка в Рейнджеры крови,Победите строевого инструктора,,,,
Заявка в Рейнджеры крови,Поговорите с Остином,,,,
Еще один наемник,Отправляйтесь к Расселу,Капитан Рейндж. крови Остин,"Кое-кто из наемников уже на задании, можете к ним присоединиться.
<p>Жаль, не могу пойти с вами - из-за недавних орочьих набегов я не могу оставить свой пост.",Рассел,А? Вы?! Добро пожаловать обратно. Вы славно отличились в порту.
Награда Фельдхейма,Отправляйтесь к торговцу,Рассел,"Пришло сообщение от Фельдхейма. Он передал с одним торговцем кое-что, что поможет вам разобраться с похищением.
<p>Будто бы это поможет вам его разыскать.
<p>Что? Я тоже понятия не имею! Если хотите узнать - ступайте к тому торговцу.",,
Высокоуровневый призыв,Выучите высокоуровневый призыв,Торговка Анаис,"Вот ящик, который мне оставил Фельдхейм. Это <YellowBold>Сундук призыва снаряжения высокого уровня</>. А теперь слушайте внимательно.",Торговка Анаис,"Редкая возможность, не пропустите!<p>Не забывайте - наемник без хорошего снаряжения не наемник!"
Высокоуровневый призыв,Выучите высокоуровневый призыв,,,,
Сообщение Рассела,Найдите архонта,Торговка Анаис,"О, пока мы с вами разговаривали, Рассел прислал сообщение.
<p><GreenBold>«Ступайте к архонту. Там увидимся».</>
<p>Ну, идите - если, конечно, вам ничего больше не нужно.",,
Поддержка Севера,Отправляйтесь к Расселу,Архонт,"Расследование показало, что прибывшие в город торговцы связаны с исчезновением горожан.<p>В данный момент я выясняю, в каком направлении увели захваченных в плен археологов... <p>Сумятица на севере мешает мне разобраться во всем произошедшем. Если бы не вы и не ваш доклад, жертв могло бы быть еще больше.<p>Можете помочь нам на северном рубеже, пока я сосредоточусь на этом деле?<p>Там вас будет ждать наемник Рассел.",,
Битва Северного моста,Победите разведчиков орков,Рассел,"Как вы уже знаете, к северу от моста хулиганят орки.<p>Мы отрядили на борьбу с ними опытных наемников, но орки невероятно сильны.<p>Ого! А здесь-то оркам что делать? Разберитесь с ними, а потом идем через мост!",,
Битва Северного моста,Победите бандитов орков,,,,
Контратака,Посетите укрепленный лагерь,Рассел,"Это нам ничего не даст. Нужен другой план.
<p>Хорошо, давайте попробуем так. Оставим базу пустой, дождемся нападения орков, а потом сами ударим им в тыл!
<p>Покажем пустоголовым оркам, что такое стратегия.",Капитан Рейндж. крови Остин,Вот это кошмар так кошмар. Без вашей помощи потери могли быть очень велики.<p>Все мои люди вам безмерно благодарны.
Контратака,Внезапная атака,,,,
Контратака,Победите пойманных орков,,,,
Контратака,Карфеус прибыл,,,,
Контратака,Победите Карфеуса,,,,
Больше навыков!,"Узнайте, как повышать уровень навыков",Капитан Рейндж. крови Остин,"Сил вам не занимать, но все же всегда есть, куда расти.<p>То, что я вам скажу, предназначено только для военных - но вы заслуживаете это знать.",,
Больше навыков!,"Узнайте, как повышать уровень навыков",,,,
Сражение за превосходство,Победите часового орков,Капитан Рейндж. крови Остин,"Опять они идут... А мне-то казалось, что у нас еще есть время! Орки - безжалостные варвары.<p>Но даже их число не бесконечно. Отбейте эту атаку, и они поутихнут! Нанесем им ответный удар, чтобы получить преимущество. Сперва убейте разведчика, что наблюдает за нашим постом!",,
,Поговор. с кап. Рейнджеров крови Остином,,,,
Давление,Победите орков Потрошителей,Капитан Рейндж. крови Остин,Орки Потрошители! Сможете с ними разобраться? От этого зависит наша победа!,,
Найти пленника,Поговорите с Расселом,Капитан Рейндж. крови Остин,"Пришло сообщение от архонта. Он выяснил, где находятся археологи и горожане. Ступайте к Расселу. Удачи!",,
Дуэль с Владыкой,Бросьте вызов Владыке орков,Рассел,"След археологов ведет в этом направлении.<p>Но путь перекрыт орками... И среди них - огромный Владыка!<p>Зачем-то хочет драться в поединке с кем-нибудь из нас. Нам надо расчистить себе дорогу - может, вы сразитесь с ним?",Рассел,"Чудесно. Блестящая победа. Когда у вас будет время, попробуйте подраться на <YellowBold>Арене</>. Это один из лучших способов добиться славы."
Дуэль с Владыкой,Бросьте вызов Владыке орков,,,,
Дуэль с Владыкой,Остановите вторгающихся орков,,,,
Дуэль с Владыкой,Вернитесь к Расселу,,,,
Мастер дуэлей,Бросьте вызов на арене,Рассел,"Кстати, раз об этом зашла речь, давайте я вас научу, как выходить на <YellowBold>Арену</>.",,
Мастер дуэлей,Бросьте вызов на арене,,,,
Вступление,Найдите капитана Рейнджеров крови,Рассел,"Отлично, дело решено - теперь будем искать пропавших.
<p>Я лучше знаю Говорящий остров, чем вы, так что пойду впереди.
<p>Ступайте к рейнджерам крови и ждите новостей от меня.",Ад. Рейнджеров крови Артур,"Вы - <YellowBold>[player]</>? Рассел мне про вас рассказывал. Пока вы все равно здесь ждете, может поможете мне?<p>У нас на Говорящем острове возникло сразу несколько проблем, так что на все рук не хватает."
Осада Школы Магов,Найдите профессора Школы Магов,Адъютант Рейндж. крови Артур,"Ого! Орки переполошили весь остров. Но какой-то особой цели у них, кажется, нет. Почему они так разбушевались?<p>Можете отправиться к Школе магов Айнхованта? Возле нее скопилась огромная толпа орков.",,
Венок эльфов,Приготовьтесь к отбытию,Профессор Юджин,"Вы - <YellowBold>[player]</>? Мы знакомы? Это станет вам ясно поздней - сейчас есть более насущные дела.
<p>Орки скоро будут здесь, так что говорить придется на ходу.",Профессор Юджин,"Сойдет.<p>Вы слышали про Башню Слоновой Кости? Верьте или нет, а мы сейчас прямо под нею.<p>Из школы магов Айнхованта есть ход в подвалы Башни."
Венок эльфов,Победите вторгающихся орков,,,,
Венок эльфов,Активируйте камень телепортации,,,,
Венок эльфов,Активируйте камень телепортации,,,,
Тайное место,Победите грибы,Профессор Юджин,"Вы видите, что здесь полно монстров. Они появились недавно.
<p>Похоже, что здесь есть связь с нападением на Школу магов Айнхованта.
<p>Нам нужно вынести один предмет, хранящийся внутри. Пожалуйста, очистите здесь все от монстров.",,
Тайное место,Победите Уклончивого Премо,,,,
Тайное место,Вернитесь к профессору Школы Магов,,,,
Тайное место,Вернитесь к профессору Школы Магов,Профессор Юджин,"Здесь теперь безопасно, я разыщу нужный предмет. Подождите немного.",,
Тайное место,Выслеживание,,,,
Сила снаряжения складывается!,Выучите сложение снаряжения,Профессор Юджин,"О, нас заметили! Это был Пещерный хранитель! Какого дьявола здесь делает такое могущественное существо?<p>Прежде, чем мы заберем предмет,нужно убить Пещерного хранителя. Нет, в таком снаряжении вы с ним не справитесь, давайте я найду вам что-то получше.",Профессор Юджин,"Отлично, а теперь идемте за нашим призом.<p>Думаю, дальше от вас ничего скрывать не получится. Мы ищем Венок эльфов.<p>Его сила позволяет проходить сквозь барьеры Говорящего острова."
Сила снаряжения складывается!,Выучите сложение снаряжения,,,,
Коронованный страж,Победите Медуз,Профессор Юджин,"Венок эльфов окружают монстры, в том числе Пещерный хранитель. Сначала разделайтесь с ними.",,
Коронованный страж,Получите Венок эльфов,,,,
Коронованный страж,Победите Пещерного хранителя,,,,
Коронованный страж,Получите Венок эльфов,Профессор Юджин,Возьмите Венок эльфов. Я подготовлю для нас выход.,,
Коронованный страж,Получите Венок эльфов,,,,
Коронованный страж,Активируйте камень телепортации,Профессор Юджин,"Хорошо, теперь идем отсюда. Активируйте камень телепортации.",,
Коронованный страж,Активируйте камень телепортации,,,,
Коронованный страж,Активируйте камень телепортации,,,,
Школа Магов просит о помощи,Охрана профессора Школы Магов,Профессор Юджин,"Нападение орков, появление монстров под Башней Слоновой Кости... Это не может быть простым совпадением.
<p>Грядет нечто зловещее. Кончиться это может только одним - хаосом.
<p>Защитить Венок эльфов нелегко, даже имея всю мощь Школы магов. Можете отвести меня к капитану Рейнджеров крови?",,
Охрана профессора Школы Магов,Сопроводите профессора Школы Магов к посту,Адъютант Рейндж. крови Артур,"Можете проводить профессора к посту? Будет лучше, если профессор поговорит с архонтом лично.<p>Затем возвращайтесь сюда. Мне по-прежнему нужна ваша помощь.",,
