Id,Name,EffectTypeName,Desc
12252,Вьюга,@10122,@10122
122521,@12252,@1011,@1011
122614,Ночной кошмар,@10122,Скорость -10%
122615,Священное пламя,Снижение получаемого урона,Получаемый урон +{1%}%
12263,Большое исцеление,Исцеление,
122631,Ментальное обновление,Ментальное обновление: Ускорение перезарядки группы,Перезарядка умений членов группы -{1#} с.
12264,Надежная защита,"Защита группы, ф. и м. - положит. эфф.",Защ. членов группы +{1%}%
13211,Пиявка жизни,Повышение защ.,Защ. -{1%}%.
132125,Цепная гидра,@11222,@1011
132126,@132125,Неуязвимость для стаскивания и провокации,Эффект фокуса агрессии
13213,Предельная защита,"Предельная защита: Большое повыш. ф. защ. и м. защ., неподвижность",Защ.: {1%}% + {3}. Снижает скорость противника.
132132,@13213,Предельная защита: Замедляет противника,Снижение скорости
13222,Ураган,@10122,@10122
132221,@13222,Повышение скорости,Скорость +{1%}%
132231,Танец Воителя,Танец Воителя: Повыш. ф. атк. группы,Ф. атк. членов группы +{1}
132241,Танец Ярости,Танец Ярости: Повыш. скорости атаки группы,Скорость атаки членов группы +{1%}%
13231,Жало,Бонусный урон от кровотечения,Урон: {[Use34Param]1-1%}% от атк. +{1-1}
13232,Кровавый Дождь: Бонусный урон от кровотечения,@13231,
132322,Дождь лезвий,@11222,@1011
132331,Агрессивная стойка,Агрессивная стойка: Прирост крит. урона,Крит. урон +{1%}%
132332,Критический удар из агрессивной стойки,Агрессивная стойка: 100% крит. шанс,Макс. эффективность крит. шанса
13242,Оглушающий выстрел,@11222,
13243,Беглый огонь,"Быстрый огонь: Повыш. скорости атаки, снижение дальности атаки",Скр. Атк. +{1%}% и диапазон атаки -{2%}м.
13244,Фатальный бой,"Фатальный бой: Большое повыш. атк., снижение уклонения","Атк. +{1}, уклонение -{2%}%"
13251,Темное дыхание,@10122,
13252,Порча,"Снижение защ., снижение скорости","Защ. -{1%}%, скорость -{3%}%"
132531,Фатальная мудрость,Фатальная мудрость: Большое повыш. м. атк.,М. атк. +{1}
132623,Кровавый Гнев,@10122,@10122
132624,Кровавый Гнев: Повышение урона,Повышение атк.,
132631,Воодушевление,Воодушевление: Ограничение расхода HP,Не позволяет уровню HP упасть ниже {1}
132632,@132631,@132631,
14211,Укол,"Снижение защ., цель не может двигаться",@13211
14212,Землетрясение,@1011,@1011
14213,@14212,@112125,Атк. -20%
14222,Атакующий прыжок,@1001,
14223,Злой гном,"Злой гном: Повыш. атк., снижение защ.","Атк. +{1}, защ. -{2%}%"
14231,Бросок стремительных клинков,Снижение крит. сопротивления,Крит. сопротивление -{1%}%
14232,Звуковая звезда,@12231,@10122
142321,@14232,Молчание,Молчание
142331,Поиск аден,Поиск аден: Прирост получения аден,"Получение аден в бою +{1%}%, скорость +{2%}%."
242331,@142331,Поиск аден: Отравление и замедление,"Урон от яда, скорость -{2%}%"
14241,Взрывной Выстрел,@11251,@13231
14242,Выстрел уклонения,@12231,@10122
142422,@14242,Увелич. дальности,Увелич. дальности
14251,Шип земли,@1001,
142531,Старый боец,Старый боец: Прирост базовой атаки группы,Атк. базовой атаки членов группы +{1%}%
14261,Божественная защита,Повышение защ.,Защ. членов группы +{1}
14262,Божественный хлопок,@11222,
142631,Великая жизнь,Великая жизнь: Повыш. макс. HP группы,Макс. HP членов группы +{1}
20211,Защитная аура,Повышение защ.,@14261
20221,Аура атаки,Повышение атк.,Атк. членов группы +{1}
20231,Быстрый шаг,Повыш. Скорости,Скорость членов группы +{1%}%
20241,Предводительство,Повыш. точности,Точность членов группы +{1}
20251,Шепот смерти,Повыш. крит. урона,Крит. урон членов группы +{1%}%
20261,Всплеск HP,Повыш. макс. HP,@142631
21221,Возмездие,@20221,Атк. +{1}
21231,Подкрадывание,Ускорение перезарядки умения,Перезарядка умения -{1}
212311,@21231,Подкрадывание: Повышение атк.,@21221
21241,Улучшенное Замедление,@10122,@10122
21242,Улучшенное Замедление: кровотечение,@10122,Урон: {[Use34Param]1-1%}% от атаки
21251,Вспышка,@11251,
212512,@21251,@20221,@21221
212611,Звено святости,@20211,Защ. +{1%}% за каждого члена группы
212621,Магический щит,Магический щит,"Получаемый урон снимается не с HP, а с MP."
22211,Уклонение Эльделин,Повышения уклонения,Шанс уклонения +{1%}%
22221,Сила духа,Повыш. крит. шанса,Крит. шанс +{1%}%
22231,Вспыльчивость,"Скр. Атк., повышение скорости",Скр. Атк. +{[StackMul]1%}% и скорость +{[StackMul]1%}%.
22241,Проворство,Повыш. крит. урона,@132221
22261,@22211,@22211,Уклонение +{1%}%
23211,Улучшенная Кража,Эффект кражи HP,Поглощение {1-1%}% нанесенного урона
23221,Лихорадка,@22241,@132331
23231,Поиск крови,Сниж. защ. и сопр. шансу крит. атк,Защ. -{1%}% и Крит. сопротивление -{3%}%.
23241,Критический знак,Повышение Точности,Точность +{1%}%
23251,@23221,@22241,@132331
23261,Агрессия,@20221,Кража HP +{1%}%
24211,Терпение,Повыш. атк. - положит. эфф.,@21221
242121,Удачная сноровка,"Удачная сноровка: Вероятность ускорения перезарядки, когда группа атакована",Перезарядка умения -{1#}
24221,Страстный удар,@24211,@21221
242231,Удачный берсерк,"Удачный берсерк: Вероятность повышения скорости атаки, когда группа атакует",Увеличение скорости атаки +{1%}%
24231,@22221,@22221,@22221
242321,Фатальная Удача,Удачный смертельный удар: Повыш. шанса Крит. Атк.,@122431
24241,Акробатика,Повыш. шанса уклонения,@22211
242421,Удачный быстрый шаг,Удачный быстрый шаг: оглушение,@1011
2424211,@242421,Удачный быстрый шаг: Снижение атк.,Атк. -{1%}%
24251,@23261,@20221,@21221
24252,Удачная защита,"Удачная защита: Шанс повысить ф. защ. и м. защ., когда группа атакует",Защ. +{1}
24261,Укрепление,Повышение Реген. HP,Реген. HP +{1%}%
30001,Абсолютный щит,"Снижение получаемого урона, сопротивление неспособности действовать","Получаемый урон -{1%}% (кратк.), сопротивление неспособности действовать +30%"
30002,Проворный шаг,@132221,@132221
30003,Бессмертие,@1004,
30004,Кровавая Стрела: Постепенный урон,@13231,Урон от кровотечения +{[Use34Param]1%}%
30006,Летящая стрела: Оглушение,@11222,@1011
30008,Броня Мороза: Все,Броня Мороза,Замедление
30010,Магический Щит,Магический Щит,@212621
30013,Сокращение времени,Ускорение перезарядки,Ускоряет перезарядку умений на опр. срок
30014,Ядовитая атака,Сниж. урона и скорости,"Урон -{1%}%, скорость -{2%}%"
300141,@30014,Урон ядом,Урон ядом: {[Use34Param]1%}%
30015,Защитная зона,Сопр. отриц. эфф.,Сопр. отриц. эфф. +{1%}%
300151,@30015,Пониж. получаемого урона,"Получаемый урон -{1%}%, доп. пониж. урона от редких умений -{2%}%"
31001,Броня Мороза: Замедление,@10122,@30008
35001,Оружие воина: мастерство,Оружие воина: мастерство,
35002,Тяжелые доспехи: мастерство,Тяжелые доспехи: мастерство,
35003,Оружие вора: мастерство,Оружие вора: мастерство,
35004,Легкие доспехи: мастерство,Легкие доспехи: мастерство,
35005,Оружие мага: мастерство,Оружие мага: мастерство,
35006,Маг. доспехи: мастерство,Маг. доспехи: мастерство,
35011,Парирование: мастерство,Парирование: мастерство,
35021,Копье: мастерство,Копье: мастерство,
35031,Улучшение критической атаки,Улучшение критической атаки,
35111,@35011,@35011,
35121,@22221,Сила духа,
35122,@35021,@35021,
35131,Критический шанс,Критический шанс,
35141,@22241,Проворство,
35151,Морозная печать,Морозная печать,
35161,@22211,Уклонение Эльделин,
35221,@35021,@35021,
35231,Критическая мощь,Критическая мощь,
35311,Опыт парирования,Опыт парирования,
35321,@35021,@35021,
35331,@22221,@35121,
35332,Удачный смертельный удар,Удачный смертельный удар,
35341,@24241,Акробатика,
40001,Время бонуса опыта - положит. эффект,Прирост получения опыта,В течение бонусного времени вы получаете очень много опыта.
40002,Время бонуса аден - положит. эффект,Прирост получения аден,В течение бонусного времени вы получаете очень много аден.
40003,Время бонуса снаряж. - положит. эффект,Повыш. шанса получения снаряжения,Огромное повыш. шанса выпадения снаряжения в бонусное время.
40004,Ф. атк.,Ф. атк.,
40005,М. Атк.,М. Атк.,
40006,Повыш. ф. атаки,Повыш. ф. атаки,
40007,Повыш. м. атаки,Повыш. м. атаки,
40008,Базовая мощность атаки,Базовая мощность атаки,
40009,Повыш. атаки члена группы,Повыш. атаки члена группы,
40010,Повыш. скорости атк.,Повыш. скорости атк.,
40011,Повышение крит. урона,Повышение крит. урона,
40012,Крит. точность,Крит. точность,
40013,Шанс крит. сопротивления,Шанс крит. сопротивления,
40014,Ф. урон,Ф. урон,
40015,М. урон,М. урон,
40016,Игнор. защ.,Игнор. защ.,
40017,Снижение HP цели,Снижение HP цели,
40018,Снижение HP цели (%),Снижение HP цели (%),
40019,Ф. защ.,Ф. защ.,
40020,М. Защ.,М. Защ.,
40021,Повыш. ф. защиты,Повыш. ф. защиты,
40022,Повыш. м. защиты,Повыш. м. защиты,
40023,Уклонение,Уклонение,
40024,Повышение уклонения,Повышение уклонения,
40025,Уклонение,Уклонение,
40026,Точность,Точность,
40027,Повышение точности,Повышение точности,
40028,Точность,Точность,
40029,Повышение урона,Повышение урона,
40030,Повышение ф. урона,Повышение ф. урона,
40031,@40030,@40030,
40032,"Повышение урона
по замедленной цели","Повышение урона
по замедленной цели",
40033,Урон с игнор. защиты,Урон с игнор. защиты,
40034,Снижение урона,Снижение урона,
40035,Снижение ф. урона,Снижение ф. урона,
40036,Снижение м. урона,Снижение м. урона,
40037,Снижение фикс. урона,Снижение фикс. урона,
40038,Уровень отражения,Уровень отражения,
40039,Снижение урона при отражении,Снижение урона при отражении,
40040,Постепенный ф. урон,Постепенный ф. урон,
40041,Постепенный м. урон,Постепенный м. урон,
40042,Лечение HP на основе атк.,Лечение HP на основе атк.,
40043,Постепенное лечение,Постепенное лечение,
40044,Повышение агрессии,Повышение агрессии,
40045,Реген. HP,Реген. HP,
40046,Кража HP,Кража HP,
40047,"Поглощение HP (активное умение, отбирающее HP у противника)","Поглощение HP (активное умение, отбирающее HP у противника)",
40048,Поглощение HP (передача отобранных HP вам и членам вашей группы),Поглощение HP (передача отобранных HP вам и членам вашей группы),
40049,Макс. HP,Макс. HP,
40050,Повышение макс. HP,Повышение макс. HP,
40051,Макс. MP,Макс. MP,
40052,Повыш. макс. MP,Повыш. макс. MP,
40053,Повыш. скорости,Повыш. скорости,
40054,Снижение расхода MP,Снижение расхода MP,
40055,Снижение расхода MP,Снижение расхода MP,
40056,Реген. MP,Реген. MP,
40057,Перезарядка умения,Перезарядка умения,
40058,Насмешка (повышает агрессию до максимума),Насмешка (повышает агрессию до максимума),
40059,Захват цели,Захват цели,
40060,Перемещ. цели,Перемещ. цели,
40061,Стаскивание цели,Стаскивание цели,
40062,Шанс сопр. стаскиванию,Шанс сопр. стаскиванию,
40063,Шанс сопр. отбрасыв.,Шанс сопр. отбрасыв.,
40064,Прирост получения опыта,Прирост получения опыта,
40065,Прирост получения аден,Прирост получения аден,
40066,"Шанс сопротивления
замедлению","Шанс сопротивления
замедлению",
40067,"Шанс сопротивления
оглушению","Шанс сопротивления
оглушению",
40068,Сопротивл. отриц. эфф.,@30015,
40069,Увелич. дальности действия умения,Увелич. дальности действия умения,
40070,"Увелич. числа
ударов умения","Увелич. числа
ударов умения",
40071,Продление комбо,Продление комбо,
40072,Пробивание,Пробивание,
40073,Гибкость,Гибкость,
40074,Крит. шанс,Крит. шанс,
40075,Крит. сопротивление,Крит. сопротивление,
40076,Повышение крит. шанса,Повышение крит. шанса,
40077,Повышение крит. сопротивления,Повышение крит. сопротивления,
50001,Пламя,Монстр: Пламя,
50002,Холод,Монстр: Холод,
50003,Слепота,Монстр: Слепота,
50004,Проклятие,Монстр: Проклятие,
50005,Оглушение,Монстр: Оглушение,
50006,Кровотечение,"Монстр: Кровотечение, снижение скорости атаки",
50007,Яд,"Монстр: Отравление, снижение скорости",
50008,Ослабление,Монстр: Ослабление,
50010,@50005,@50005,
60099,@50006,Монстр Говорящего острова: Кровотечение,
60103,Тестовое умение,@132221,
60115,Обжигающее Золото,Огонь,Постепенный урон в течение 5 с.
60118,Марло - Максимальная защита,@13213,Огромное повыш. защ.
60136,Гончий Скелет (+ оглушение/Подземелье свитка модификации),@50005,
60137,Каменный голем (+ оглушение/Подземелье свитка модификации),@50005,
71023,Критический шум,@10122,Скорость -40%
71452,@50006,Смертельный укус Кровавого короля: Кровотечение,
71462,@50006,Царапина Орбиса: Кровотечение,
73013,Гильотин: Бешенство,Гнев,
73022,Кровавый Полумесяц: Снижение атаки,@112125,Снижение атк.
73031,Орфена: Ослабление,Ослабление Орфены,Снижение защ.
73033,Гнев Орфены,Гнев Орфены,Повыш. атк. и скорости атаки.
74011,Корень Смерти: Опрокидывание,@1001,
74022,Кража Крови,Кража Крови: Постепенное лечение,
74032,Призыв молнии,Призыв молнии: Постепенный урон,
74042,Адское Проклятие,Адское Проклятие: Пламя,
74051,Ядовитая яма,Ядовитая яма: Постепенный урон,
74062,@11222,Буря: Замедление,
74071,Ядовитое болото,Миазмы: Постепенный урон,
74072,Хвост,Хвост: Замедление,@12221
74082,Перегрев,Перегрев: Повышение атк.,
74083,@74082,Перегрев: Повыш. скорости,
74084,@74082,Перегрев: Снижение защ.,
74085,@74082,@74082,
74086,@74082,@74083,
74087,@74082,@74084,
74088,@74082,@74082,
74089,@74082,@74083,
74090,@74082,@74084,
74091,@74082,@74082,
74092,@74082,@74083,
74093,@74082,@74084,
50074,Удар: Снижение атк.,Удар: Снижение урона,Снижение атк. на {1} за каждый плюсующийся эффект.
74095,Взгляд Окаменения,Взгляд Окаменения: Снижение получаемого урона,Снижение получаемого урона на {1%}%.
74096,Удар Королевы,Удар Королевы: Слепота,Снижение на {1} за каждую ед. точности
74097,Укрепление Чешуи: Ф. защ.,Укрепление Чешуи: Ф. защ.,Ф. защ. +{1%}%
74098,Укрепление Чешуи: М. защ.,Укрепление Чешуи: М. защ.,М. защ. +{1%}%
74111,Знак Смерти,Знак Смерти,
74121,Кипящая грязь,Кипящая грязь: Снижение получаемого урона,
74122,Удар Разрушения,Удар Разрушения: Постепенный урон,
74131,Взор Марши (старый),Взор Марши: Постепенный урон,"Получение постепенного урона в течение 10 с., заражение союзников поблизости."
74132,Проклятие Медузы (старое),Проклятие Медузы: Урон по площади,"Цель обездвиживается на 5 с., после чего по площади вокруг нее наносится огромный урон взрывом."
74134,@74132,Проклятие Медузы: Взрыв,
741341,Марша: Вихрь Искушения,Марша: Вихрь Искушения,Причиняет {1} урона от кровотечения в теч. 10 с.
741342,@741341,@741341,@1011
741351,Марша: Ветер-клинок,Марша: Ветер-клинок,Неспособность пользоваться умениями в течение 5 с.
7413511,@741351,Марша: Ветер-клинок (VE),@741351
741352,@741351,@741351,@741351
741353,@741351,@741351,@741351
77001,@50001,@50001,
77002,@50002,"Монстр: Холод, снижение скорости",
77003,@50003,@50003,
77004,@50004,"Монстр: Проклятие, снижение защ.",
77005,@50005,@50005,
77006,@50006,"Монстр: Кровотечение, Снижение атк",
77007,@50007,@50007,
77008,@50008,@50008,
77010,@50005,@50005,
77085,@73022,@112125,@73022
801011,Повышение атк.,"Повыш. ф. атк., м. атк.",Атк. +50% на 30 с.
801012,Повышение ф. атк.,Повышение ф. атк.,Атк. +30% на 30 с.
801013,Повышение м. атк.,Повышение м. атк.,@801012
801021,Повыш. скорости атк,Повыш. скорости атк,Скорость атаки +50% на 30 с.
801022,@801021,@801021,Скорость атаки +20% на 30 с.
801031,Повышение защ.,Повыш. ф. защ. и м. защ.,Защ. +300% на 30 с.
801032,Повышение ф. защ.,Повышение ф. защ.,Защ. +35% на 30 с.
801033,Повышение м. защ.,Повышение м. защ.,@801032
801041,Повышение Скорости,Повышение Скорости,Скорость +30% на 30 с.
801042,@801041,@801041,@801041
80105,Повыш. макс. HP,Повыш. макс. HP,Макс. HP +40% на 30 с.
80106,Повыш. макс. MP,Повыш. макс. MP,Макс. MP +40% на 30 с.
801043,Повышение урона от навыков,Повышение урона от навыков,Повыш. урон умением на +300% на 30 с.
801044,Аура урона в ближнем бою (таймер),Аура урона в ближнем бою,Наносит противникам поблизости 300 ед. фиксированного урона в течение 30 с.
801045,Барьер Кристалла воды,Неуязвимость к урону Кристалла воды,Создает над Кристаллом воды барьер неуязвимости на 30 с.
801046,Яростная группа (таймер),Повысить Атк. и Защ. группы,Повышает атк. и защ. союзников на 30% на 30 с.
8010461,Яростная группа,@801046,@801046
801047,Сверхсила,Повыш. атк. и скорости атаки,Повышение атк. и скор. атк. на 30 с.
801048,@801047,@801047,Повыш. атк. и скорости атаки на 10 с.
93506,Людоед-берсерк,"Большое повыш. Атк. и Защ., Повыш. Мал. скорости и Скр. Атк.",
94409,Демон-наемник - берсерк,@93506,"Повыш. атк., защ., скорости и скорости атаки"
90001,Здоровье Клана,Повышение HP,Макс. HP +{1%}%
90002,Благословение Духа Клана,Повышение MP,Макс. MP +{1%}%
90003,Щит Клана,Повышение защ.,Защ. +{1%}%
90004,Могущество Клана,Повышение атк.,Атк. +{1%}%
90005,Наведение Клана,Повыш. точности,Точность +{1%}%.
90006,Уклонение Клана,@22211,@22261
90007,Движение Клана,Повыш. Скорости,@132221
90008,Смертельный удар Клана,@22241,@132331
90009,Крит. шанс Клана,Повыш. крит. шанса,Крит. шанс +{1%}%
905001,Кристалл единства ур. {TextParam1},Кристалл единства ур. {TextParam2} - положит. эфф.,Вселение силы Кристалла единства Холла клана.
905002,@905001,@905001,@905001
905003,@905001,@905001,@905001
905004,@905001,@905001,@905001
905005,@905001,@905001,@905001
905006,@905001,@905001,@905001
905007,@905001,@905001,@905001
905008,@905001,@905001,@905001
905009,@905001,@905001,@905001
905010,@905001,@905001,@905001
905101,Довольство на Малом пиру,Повыш. ф. защ. и м. защ.,Ф. защ. и м. защ. +500
905102,Довольство на Среднем пиру,Повыш. HP и MP,Повыш. HP/MP на 1 000
905103,Довольство на Большом пиру,Повыш. ф. атк. и м. атк.,"Ф. атк., M. Atk. +500"
905104,Довольство на Особом малом пиру,@905101,Ф. защ. и м. защ. +1200
905105,Довольство на Особом среднем пиру,@905102,Повыш. HP/MP на 2 000
905106,Довольство на Особом большом пиру,@905103,"Ф. атк., м. атк. +1200"
905107,Довольство на Роскошном малом пиру,"Повыш. ф. защ., м. защ. и крит. шанса","Ф. атк., м. атк. +2 000, крит. шанс +500"
905108,Довольство на Роскошном среднем пиру,"Повыш. HP, MP и крит. шанса","HP, MP +3 000, крит. шанс +500"
905109,Довольство на Роскошном большом пиру,"Повыш. ф. атк., м. атк. и крит. шанса","Ф. атк., м. атк. +2 000, крит. шанс +500"
905501,Зелье повышения ф. атаки,Повыш. ф. атк.,Повышает Ф. Атк. на 10%.
905502,Зелье повышения м. атаки,Повышение м. атк.,Повышает М. Атк. на 10%.
905503,Зелье повышения ф. защиты,Повышение ф. защ.,Повышает Ф. защ. на 10%.
905504,Зелье повышения м. защиты,Повышение м. защ.,Повышает М. защ. на 10%.
905505,Зелье повышения скорости,Повыш. скорости,Повышает скорость на 15%.
905506,Зелье повышения Скр. добычи,Повыш. скорости добычи,Повышает скорость добычи на 50%.
905507,Зелье повышения Скр. Атк.,Повыш. Скр. Атк.,Повышает Скр. Атк. на 20%
905508,Зелье повышения уровня уклонения,@24241,Повышает шанс уклонения на 50%.
905509,Зелье повышения гибкости,Повышение гибкости,Увеличивает гибкость на 10 000.
905510,Зелье повышения игнорирования защиты,Повыш. урона с игнор. защиты,Повыш. урон с игнор. защиты на 2000
905511,Зелье снижения фикс. урона,Увелич. снижение фикс. урона,Увеличивает снижение фикс. урона на 1 000.
905512,Зелье ускорения перезарядки умения,@21231,Ускоряет перезарядку умений на 30%.
905513,Зелье повыш. пробивания,Повыш. пробивание,Повышает Пробивание на 10 000.
905514,Зелье повышения урона боссу,Повыш. Урона боссам,"Повышает Урн., наносимый боссу, на 15%."
905515,Зелье снижения урона от босса,"Понижение Урн., получ. от боссов","Понижает Урн., получ. от босса, на 5%."
905516,Зелье прироста получения ядер,Повыш. шанса выпад. Ядер монстров,Повыш. шанс выпад. Ядер монстров на 25%. (Кроме элитных подземелий)
905601,Зелье повышения боевого духа,Повыш. боевого духа,"Увелич. Скр., свою и ближайших членов клана, на 30%."
905602,Эффект повышения боевого духа,Эффект повышения боевого духа,Повыш. скорость членов клана на 30%.
905603,Зелье ледяной бури,Ледяная буря,Уменьшает скорость ближайших врагов на 50%.
905604,Эффект Ледяной бури,Эффект Ледяной бури,Уменьшает скорость на 50%.
905605,Зелье разрушения,Разрушение замка,"Увелич. урон, наносимый атакующим, на 50%."
905606,Зелье повышения Реген. HP,Прирост Реген. HP,"Повышает Реген. HP, свою и ближайших членов клана, на 50%."
905607,Зелье прироста Реген. HP,Зелье прироста Реген. HP,Повышает Реген. HP членов клана на 50%.
905608,Зелье прироста Атк.,Прирост Атк.,Уменьшает Защ. на 60% и повышает Атк. на 20%
905609,Зелье прироста Защ.,Прирост Защ.,Уменьшает Атк. на 15% и повышает Защ. на 100%.
905610,Зелье усиления разума,Усиление разума,Повышает шанс сопротивления дебафам на 50%.
905611,Зелье анти-магии,Анти-магия,Убирает MP ближайших врагов на 20% каждую секунду.
905612,Эффект анти-магии,@905611,Убирает 20% MP каждую секунду.
906000,Защита при воскреш. на почетном поле боя,Защита при воскреш. на почетном поле боя,@1005
906001,Почетное поле боя,Восстановление HP,Исцеляет HP союзников.
906002,@906001,Эффект восстановления HP,@906001
906003,@906001,@801041,Повышает скорость союзников.
906100,Защита при воскреш. на геройском поле боя,Защита при воскреш. на геройском поле боя,@1005
906101,Геройское поле боя,@906001,Исцеляет HP.
906102,@906101,@801041,Повышает скорость.
906500,Защита при воскреш. на Арене потасовок,Защита при воскреш. на Арене потасовок,@1005
906501,Убежище на Арене потасовок,Убежище на Арене потасовок,"Атк., защ., скорость атаки и скорость +30%."
11,Заряд души,Заряд души,Это заряд души.
12,Отбрасывание чучела,@1001,Используется для испытания отбрасывания.
100001,Неуязвимость - положит. эфф.,@1004,Это Неуязвимость - положит. эфф.
100002,Невидимость - положит. эфф.,Невидимость,Это Невидимость - положит. эфф.
100003,Прочность - положит. эфф.,Прочность,Это Прочность - положит. эфф.
100004,Хитрость - положит. эфф.,Хитрость,Это Умник - положит. эфф.
100005,Мгновенное убийство - положит. эфф.,Единое убийство,Это Мгновенное убийство - положит. эфф.
100006,Энергия Земли,@20221,"Покровительство алтаря земли: ф. атк. и м. атк. +10%, урон по защитным башням +25%"
100007,Энергия Ветра,@20221,"Покровительство алтаря ветра: ф. атк. и м. атк. +10%, урон по защитным башням +25%"
100008,Покровительство Алтаря,@20221,Сила алтаря возрастает и дополнительно повышает ф. атк. и м. атк. на 30%.
100011,Эффект комбо ур. {TextParam1},Комбо {TextParam2},Это положит. эфф. 10-кратного комбо. Отображаемых значков нет.
100012,@100011,@100011,Это положит. эфф. 20-кратного комбо. Отображаемых значков нет.
100013,@100011,@100011,Это положит. эфф. 40-кратного комбо. Отображаемых значков нет.
100014,@100011,@100011,Это положит. эфф. 60-кратного комбо. Отображаемых значков нет.
100015,@100011,@100011,Это положит. эфф. 90-кратного комбо. Отображаемых значков нет.
100016,@100011,@100011,Это положит. эфф. 120-кратного комбо. Отображаемых значков нет.
100017,@100011,@100011,Это положит. эфф. 160-кратного комбо. Отображаемых значков нет.
100018,@100011,@100011,Это положит. эфф. 200-кратного комбо. Отображаемых значков нет.
100019,@100011,@100011,Это положит. эфф. 250-кратного комбо. Отображаемых значков нет.
100020,@100011,@100011,Это положит. эфф. 300-кратного комбо. Отображаемых значков нет.
100021,Нечистая Совесть,Снижение атк. и защ.,Огромное чувство вины лишает вас сил.
100031,Корр. PvP - положит. эффект,"Повыш. атк., защ.",@100021
100101,Герой алтаря земли,"Увеличивается атк., урон по зданиям, макс. HP, скорость.","Ф. атк. и м. атк. +80%, урон по защитным башням +50%, макс. HP +100%, скорость +10%, сопротивление оглушению +30%."
100102,Герой алтаря ветра,@100101,@100101
200000,Покровительство,Покровительство,@100001
200001,Энергия Огня,Повыш. Скр. и Скр. Атк.,Покровительство алтаря огня повышает скорость на 10% и скорость атаки на 10%.
200002,Энергия Воды,"Повыш. скорости, ускорение перезарядки умений",Покровительство Алтаря воды повышает Скорость на 10% и ускоряет перезарядку умений на 15%.
200003,"Герой Осады, ур. {TextParam1}","Атк., защ. +{TextParam2}",Атк. и защ. +1%.
200004,@200003,@200003,Атк. и защ. +2%.
200005,@200003,@200003,Атк. и защ. +3%.
200006,@200003,@200003,Атк. и защ. +4%.
