Id,Title,Desc
31102,Модификация снаряжения,Модифицируйте снаряжение <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31103,@31016,@31016
31104,Элитные подземелья,Выполните <RedBold>[Value]</> зад. в элитных подземельях. ([Value1]/[Value2])
31105,Убить монстров в Эльфийских руинах 1,Убейте <RedBold>[Value]</> монстр. ([Value1]/[Value2]) в Эльфийских руинах 1
31106,Приобрести Ядро монстра,Приобретите ядра монстров в кол-ве <RedBold>[Value]</>. ([Value1]/[Value2])
31107,Регистрация Ядер монстров,Зарегистрируйте ядра монстров в кол-ве <RedBold>[Value]</>. ([Value1]/[Value2])
31108,Победить Стража Храма,Пройдите Стража Храма <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31109,Башня Дерзости,Пройдите <RedBold>[Value]-й этаж</> Башни Дерзости. ([Value1]/[Value2])
31110,@31018,@31018
31111,@31001,Пройдите эпизод <RedBold>3-5</>.
31112,@31105,@31105
31113,@31015,@31020
31114,@31007,@31007
31115,@31109,@31109
31116,Яма добычи,Соберите травы в яме добычи <RedBold>[Value2]</> раз(а). ([Value1]/[Value2])
31117,Создание эликсиров,Изготовьте эликсир <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31118,Улучшить Кристалл Души,Попытайтесь улучшить Кристалл Души <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31119,@31001,Пройдите эпизод <RedBold>4-4</>.
31120,Получить уровень,<RedBold>Достигните</> уровня 31 ([Value1]/[Value2])
31121,Смена профессии завершена,Совершите <RedBold>смену профессии</>.
31201,@31101,@31101
31202,@31104,@31104
31203,@31019,@31019
31204,Ежедневное подземелье пройдено,Пройдите ежедневное подземелье <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31205,@31007,@31007
31206,@31013,@31013
31207,@31011,@31011
31208,@31108,@31108
31209,Убейте монстров в Муравейнике 1,Убейте монстров: <RedBold>[Value]</>  ([Value1]/[Value2]) в Муравейнике 1
31210,@31107,@31107
31211,@31002,@31002
31212,@31116,@31116
31213,Хранилище аден,Пройдите хранилище аден <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31214,@31117,@31117
31215,@31014,@31014
31216,@31005,@31005
31217,@31018,@31018
31218,@31015,@31020
31219,@31209,@31209
31220,@31102,@31102
31221,@31118,@31118
31301,@31120,Достигните ур. <RedBold>50</>. ([Value1]/[Value2])
31302,Пройти круг призыва,Пройдите круг призыва <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31303,Снаряжение для ездового животного,<RedBold>Наденьте снаряжение</> на ездовое животное. ([Value1]/[Value2])
31304,Повысить уровень снаряжения ездового животного,Попытайтесь повысить уровень снаряжения ездового животного <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31305,Использовать камень повышения,Примените камень повышения к ездовому животному <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31306,Модификация снаряжения для ездового животного,Модифицируйте снаряжение для ездового животного <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31307,Достигнуть целевого уровня ездового животного,Достигните <RedBold>[Value] ур.</> ездового животного. ([Value1]/[Value2])
31308,Улучшить ездовое животное,Улучшите ездовое животное <RedBold>[Value]</> раз(а). ([Value1]/[Value2])
31309,@31302,@31302
31310,Приобрести снаряжение для ездового животного,Приобретите <RedBold>[Value]</> ед. снаряжения для ездового животного ранга A или выше. ([Value1]/[Value2])
31311,@31304,@31304
31312,@31305,@31305
31313,@31306,@31306
31314,@31307,@31307
31315,@31305,@31305
31316,@31302,@31302
31317,@31310,Приобретите <RedBold>[Value]</> ед. снаряжения для ездового животного ранга S или выше. ([Value1]/[Value2])
31318,@31304,@31304
31319,@31305,@31305
31320,@31306,@31306
31321,@31310,Приобретите <RedBold>[Value]</> ед. снаряжения для ездового животного ранга R или выше. ([Value1]/[Value2])
32001,@31204,@31204
32002,@31014,@31014
32003,@31116,@31116
32004,@31108,@31108
32005,@31213,@31213
32006,Испытания опыта,Пройдите Испытания опыта <RedBold>[Value]</> раз(-а). ([Value1]/[Value2]).
32007,@31302,@31302
32008,@31019,@31019
32009,@31101,@31101
32010,@31015,@31020
32011,@31002,@31002
32012,@31102,@31102
32013,@31007,@31007
32014,@31117,@31117
32015,@31204,@31204
32016,@31014,@31014
32017,@31116,@31116
32018,@31108,@31108
32019,@31213,@31213
32020,@32006,@32006
32021,@31302,@31302
