Id,ItemName,Desc1,Desc2
201,Повыш.врем.налож.знака на реликвию ур. 1,"Увеличение времени, необходимого для нанесения знака на реликвию на 1 секунду.",
202,Повыш.врем.налож.знака на реликвию ур. 2,"Увеличение времени, необходимого для нанесения знака на реликвию на 2 секунды.",
203,Повыш.врем.налож.знака на реликвию ур. 3,"Увеличение времени, необходимого для нанесения знака на реликвию на 3 секунды.",
204,Повыш.врем.налож.знака на реликвию ур. 4,"Увеличение времени, необходимого для нанесения знака на реликвию на 4 секунды.",
205,Повыш.врем.налож.знака на реликвию ур. 5,"Увеличение времени, необходимого для нанесения знака на реликвию на 5 секунд.",
206,Повышение прочности защитной башни ур. 1,,
207,Повышение прочности защитной башни ур. 2,Повыш. прочности защит. башни на 20 000.,
208,Повышение прочности защитной башни ур. 3,Повыш. прочности защит. башни на 30 000.,
209,Повышение прочности защитной башни ур. 4,Повыш. прочности защит. башни на 40 000.,
210,Повышение прочности защитной башни ур. 5,Повыш. прочности защит. башни на 50 000.,
211,Повышение атаки ловушки ур. 1,"Увеличение атаки ловушки на 1%.
Ловушки наносят процентный урон максимуму HP врага.",
212,Повышение атаки ловушки ур. 2,"Увеличение атаки ловушки на 2%.
Ловушки наносят процентный урон максимуму HP врага.",
213,Повышение атаки ловушки ур. 3,"Увеличение атаки ловушки на 3%.
Ловушки наносят процентный урон максимуму HP врага.",
214,Повышение атаки ловушки ур. 4,"Увеличение атаки ловушки на 4%.
Ловушки наносят процентный урон максимуму HP врага.",
215,Повышение атаки ловушки ур. 5,"Увеличение атаки ловушки на 5%.
Ловушки наносят процентный урон максимуму HP врага.",
301,Бонус эффективности зелий,"Используется для применения Милости лорда к клану на 1 час.
+20% к эффективности зелий HP и MP (за пределами осады замка и крепости).",
302,Бонус охоты за опытом/получения ядер,"Используется для применения Милости лорда к клану на 1 час.
+20% к опыту при охоте и шансу выпадения ядер монстров.",Доступно для покупки при достижении кланом уровня {RequiredGuildLevel}.
303,Бонус охоты за адена/получения предметов,"Используется для применения Милости лорда к клану на 1 час.
+20% к аденам, полученным при охоте, и к шансу выпадения предметов.",Доступно для покупки при достижении кланом уровня {RequiredGuildLevel}.
158,1 эссенция эликсира HP,Красная эссенция используется для приготовления эликсиров HP.,"Доступно для покупки при завоевании
крепости ранга C и выше."
159,1 эссенция эликсира MP,Синяя эссенция используется для приготовления эликсиров MP.,@158
160,1 эссенция эликсира атк.,Фиолетовая эссенция используется для приготовления эликсиров атаки.,@158
161,1 эссенция эликсира защиты,Желтая эссенция используется для приготовления эликсиров защиты.,@158
165,1 камень улучшения оружия,Используется для улучшения оружия до следующего ранга.,@158
166,1 камень улучшения доспехов,Используется для улучшения доспехов до следующего ранга.,@158
401,Краска для плаща Клана: Низкое качество,"Предмет, необходимый для изменения цвета плаща клана.",Доступно для покупки при захвате крепости.
402,Краска для плаща Клана: среднее качество,@401,"Доступно для покупки при захвате
крепости ранга A и выше."
404,Краска для эмблемы плаща Клана: низкое качество,"Предмет, необходимый для изменения цвета эмблемы плаща Клана.",@401
405,Краска для эмблемы плаща Клана: среднее качество,@404,@402
810000001,Клановое зелье 5 ур.: прирост аден,Повышает количество получаемых аден на 50% в течение 1 ч. (Применяется только в ходе полевой охоты),@158
810000002,Сундук изодранной реликвии,"Это изодранная реликвия.
Попросите Хранителя реликвий в Холле клана оценить реликвию, чтобы получить награду.",@158
810000003,Клановое зелье 5 ур.: Повышение шанса выпадения ядер,"При использовании повышает шанс выпадения ядер монстров на 50%.
Эффект длится 1 час.","Доступно для покупки при завоевании
крепости ранга B и выше."
810000004,Защита Мафр,Используется для модификации снаряжения. Неудачная попытка не уменьшает значение модификации.,Доступно для покупки при захвате крепости ранга A и выше.
810000005,Коробка Благ. Свитков,"Используйте, чтобы получить случайный Благ. свиток: Модификация.",@810000003
810000006,Камень атрибута ранга S,Используется для модификации атрибута одного из предмета снаряжения.,@810000003
810000007,Камень атрибута ранга R,Используется для модификации атрибута одного из предмета снаряжения.,@810000004
